year (AD),age (BP),depth (m),dD (permil),sampleID (missing),d18O (missing),deutEx (missing)
-19640.57,21590.57,515.9,-437.8,939,-55.48,6
-19690.2,21640.2,516.45,-439.7,940,-55.71,6
-19739.73,21689.73,517,-445.6,941,-56.58,7
-19789.2,21739.2,517.55,-445.7,942,-56.51,6.4
-19838.55,21788.55,518.1,-440.6,943,-55.9,6.6
-19887.86,21837.86,518.65,-436.9,944,-55.33,5.7
-19937.12,21887.12,519.2,-432.8,945,-54.77,5.4
-19986.37,21936.37,519.75,-446.1,946,-56.47,5.7
-20035.63,21985.63,520.3,-443.7,947,-56.17,5.7
-20084.9,22034.9,520.85,-438.8,948,-55.58,5.8
-20134.18,22084.18,521.4,-443.3,949,-55.96,4.4
-20183.44,22133.44,521.95,-446.2,950,-56.57,6.4
-20232.7,22182.7,522.5,-442.9,951,-56.09,5.8
-20281.95,22231.95,523.05,-439.2,952,-55.55,5.2
-20331.22,22281.22,523.6,-437.7,953,-55.59,7
-20380.56,22330.56,524.15,-436.2,954,-55.19,5.3
-20430,22380,524.7,-442,955,-56.05,6.4
-20479.58,22429.58,525.25,-440.3,956,-55.87,6.7
-20529.33,22479.33,525.8,-443.1,957,-56.08,5.5
-20579.19,22529.19,526.35,-442.2,958,-56.18,7.2
-20629.17,22579.17,526.9,-444.4,959,-56.43,7
-20679.19,22629.19,527.45,-445.4,960,-56.66,7.9
-20729.2,22679.2,528,-443.5,961,-56.3,6.9
-20779.18,22729.18,528.55,-438.3,962,-55.43,5.1
-20829.05,22779.05,529.1,-445.8,963,-56.43,5.6
-20878.83,22828.83,529.65,-445,964,-56.37,6
-20928.49,22878.49,530.2,-435.6,965,-55.24,6.3
-20978.07,22928.07,530.75,-440.3,966,-55.8,6.1
-21027.58,22977.58,531.3,-442,967,-55.91,5.3
-21077.06,23027.06,531.85,-437.9,968,-55.43,5.5
-21126.53,23076.53,532.4,-440.8,969,-55.88,6.2
-21175.98,23125.98,532.95,-445.1,970,-56.4,6.1
-21225.42,23175.42,533.5,-439.5,971,-55.76,6.6
-21274.78,23224.78,534.05,-445.5,972,-56.48,6.3
-21324.05,23274.05,534.6,-441.7,973,-55.97,6.1
-21373.14,23323.14,535.15,-443.3,974,-56.18,6.1
-21422.03,23372.03,535.7,-441.9,975,-55.97,5.9
-21470.67,23420.67,536.25,-444,976,-56.34,6.7
-21518.99,23468.99,536.8,-442.9,977,-56.05,5.5
-21567.08,23517.08,537.35,-440.2,978,-55.77,6
-21614.85,23564.85,537.9,-436.1,979,-55.36,6.8
-21662.47,23612.47,538.45,-438.6,980,-55.51,5.5
-21709.91,23659.91,539,-434.9,981,-55.08,5.7
-21757.31,23707.31,539.55,-439.5,982,-55.6,5.3
-21804.67,23754.67,540.1,-440.7,983,-55.85,6.1
-21852.04,23802.04,540.65,-438.3,984,-55.55,6.1
-21899.45,23849.45,541.2,-447.2,985,-56.71,6.5
-21946.89,23896.89,541.75,-441.8,986,-56.07,6.8
-21994.35,23944.35,542.3,-439.3,987,-55.69,6.2
-22041.89,23991.89,542.85,-441.3,988,-55.99,6.6
-22089.48,24039.48,543.4,-437.7,989,-55.41,5.6
-22137.27,24087.27,543.95,-438.9,990,-55.64,6.2
-22185.19,24135.19,544.5,-439.9,991,-55.8,6.5
-22233.46,24183.46,545.05,-437.4,992,-55.43,6
-22281.95,24231.95,545.6,-439.3,993,-55.75,6.7
-22330.88,24280.88,546.15,-441.4,994,-55.99,6.5
-22380.11,24330.11,546.7,-441.8,995,-56.1,7
-22429.69,24379.69,547.25,-448.1,996,-56.94,7.4
-22479.56,24429.56,547.8,-445.4,997,-56.56,7.1
-22529.59,24479.59,548.35,-443.4,998,-56.22,6.4
-22579.74,24529.74,548.9,-442.8,999,-56.24,7.1
-22629.93,24579.93,549.45,-449.3,1000,-57.05,7.1
-22680.05,24630.05,550,-443.8,1001,-56.28,6.4
-22730.13,24680.13,550.55,-442.1,1002,-55.99,5.8
-22780.08,24730.08,551.1,-440,1003,-55.8,6.4
-22829.97,24779.97,551.65,-439.7,1004,-55.7,5.9
-22879.77,24829.77,552.2,-444.3,1005,-56.42,7.1
-22929.54,24879.54,552.75,-441.7,1006,-55.96,6
-22979.29,24929.29,553.3,-446.2,1007,-56.59,6.5
-23029.09,24979.09,553.85,-446.4,1008,-56.69,7.1
-23078.93,25028.93,554.4,-433.5,1009,-54.95,6.1
-23128.92,25078.92,554.95,-439.7,1010,-55.77,6.5
-23179,25129,555.5,-445.2,1011,-56.29,5.1
-23229.3,25179.3,556.05,-447.1,1012,-56.75,6.9
-23279.68,25229.68,556.6,-446.2,1013,-56.54,6.1
-23330.21,25280.21,557.15,-445.6,1014,-56.48,6.2
-23380.8,25330.8,557.7,-445.2,1015,-56.46,6.5
-23431.44,25381.44,558.25,-443.1,1016,-56.23,6.7
-23482.1,25432.1,558.8,-444.9,1017,-56.58,7.7
-23532.77,25482.77,559.35,-442.2,1018,-56.01,5.9
-23583.42,25533.42,559.9,-444.9,1019,-56.35,5.9
-23634.06,25584.06,560.45,-445.6,1020,-56.48,6.2
-23684.65,25634.65,561,-444.9,1021,-56.38,6.1
-23735.19,25685.19,561.55,-442,1022,-56.16,7.3
-23785.66,25735.66,562.1,-442,1023,-56.09,6.7
-23836.04,25786.04,562.65,-447.2,1024,-56.82,7.4
-23886.3,25836.3,563.2,-448.9,1025,-57.05,7.5
-23936.38,25886.38,563.75,-447.9,1026,-56.82,6.7
-23986.32,25936.32,564.3,-443.2,1027,-56.18,6.2
-24036.07,25986.07,564.85,-445.2,1028,-56.5,6.8
-24085.72,26035.72,565.4,-445,1029,-56.32,5.6
-24135.28,26085.28,565.95,-444,1030,-56.16,5.3
-24184.83,26134.83,566.5,-443.2,1031,-56.26,6.9
-24234.4,26184.4,567.05,-441.8,1032,-56.03,6.4
-24284.01,26234.01,567.6,-447.2,1033,-56.79,7.1
-24333.68,26283.68,568.15,-446.2,1034,-56.75,7.8
-24383.37,26333.37,568.7,-443.2,1035,-56.19,6.3
-24433.08,26383.08,569.25,-448.9,1036,-56.98,6.9
-24482.79,26432.79,569.8,-439.6,1037,-55.88,7.4
-24532.49,26482.49,570.35,-443.7,1038,-56.46,8
-24582.18,26532.18,570.9,-447.3,1039,-56.76,6.8
-24631.85,26581.85,571.45,-439.9,1040,-55.78,6.3
-24681.51,26631.51,572,-445.2,1041,-56.51,6.9
-24731.15,26681.15,572.55,-445.9,1042,-56.71,7.8
-24780.77,26730.77,573.1,-441.1,1043,-55.93,6.3
-24830.36,26780.36,573.65,-448.6,1044,-56.99,7.3
-24879.91,26829.91,574.2,-445.9,1045,-56.64,7.2
-24929.4,26879.4,574.75,-440.2,1046,-55.73,5.6
-24978.85,26928.85,575.3,-445.8,1047,-56.64,7.3
-25028.23,26978.23,575.85,-442.2,1048,-56.21,7.5
-25077.57,27027.57,576.4,-443.7,1049,-56.34,7
-25126.8,27076.8,576.95,-446,1050,-56.7,7.6
-25175.95,27125.95,577.5,-447.4,1051,-56.82,7.2
-25224.93,27174.93,578.05,-446.9,1052,-56.79,7.4
-25273.83,27223.83,578.6,-440.5,1053,-55.9,6.7
-25322.6,27272.6,579.15,-443.1,1054,-56.29,7.2
-25371.29,27321.29,579.7,-444.6,1055,-56.39,6.5
-25419.87,27369.87,580.25,-447.1,1056,-56.8,7.3
-25468.19,27418.19,580.8,-443.8,1057,-56.32,6.8
-25516.31,27466.31,581.35,-444.8,1058,-56.53,7.4
-25563.92,27513.92,581.9,-444.5,1059,-56.46,7.2
-25611.25,27561.25,582.45,-445.9,1060,-56.6,6.9
-25657.88,27607.88,583,-441.6,1061,-56.13,7.4
-25704.35,27654.35,583.55,-439,1062,-55.81,7.5
-25750.68,27700.68,584.1,-435.9,1063,-55.52,8.3
-25797.07,27747.07,584.65,-439.3,1064,-55.99,8.6
-25843.59,27793.59,585.2,-427.6,1065,-54.18,5.8
-25890.02,27840.02,585.75,-441.8,1066,-56.01,6.3
-25936.39,27886.39,586.3,-440.5,1067,-55.74,5.5
-25982.72,27932.72,586.85,-438.4,1068,-55.6,6.4
-26029.05,27979.05,587.4,-449.5,1069,-56.98,6.3
-26075.37,28025.37,587.95,-441.2,1070,-55.86,5.7
-26121.72,28071.72,588.5,-433.4,1071,-54.92,6
-26168.13,28118.13,589.05,-432.5,1072,-54.72,5.2
-26214.6,28164.6,589.6,-438,1073,-55.36,4.9
-26261.2,28211.2,590.15,-440,1074,-55.93,7.5
-26307.9,28257.9,590.7,-442.8,1075,-56.13,6.2
-26354.72,28304.72,591.25,-436.6,1076,-55.37,6.4
-26401.67,28351.67,591.8,-439.2,1077,-55.72,6.6
-26448.71,28398.71,592.35,-445.7,1078,-56.59,7
-26495.88,28445.88,592.9,-447.8,1079,-56.92,7.6
-26543.11,28493.11,593.45,-441.3,1080,-55.88,5.7
-26590.48,28540.48,594,-443,1081,-56.06,5.5
-26637.87,28587.87,594.55,-446.1,1082,-56.67,7.2
-26685.23,28635.23,595.1,-443,1083,-56.3,7.4
-26732.48,28682.48,595.65,-438.7,1084,-55.61,6.2
-26779.54,28729.54,596.2,-439.8,1085,-55.84,6.9
-26826.4,28776.4,596.75,-435.6,1086,-55.32,7
-26873.08,28823.08,597.3,-433.4,1087,-54.97,6.4
-26919.53,28869.53,597.85,-438.6,1088,-55.64,6.5
-26965.83,28915.83,598.4,-438.1,1089,-55.43,5.4
-27011.88,28961.88,598.95,-438,1090,-55.5,6
-27057.79,29007.79,599.5,-439.7,1091,-55.88,7.3
-27103.45,29053.45,600.05,-443.3,1092,-56.28,6.9
-27148.98,29098.98,600.6,-441.4,1093,-56.13,7.6
-27194.3,29144.3,601.15,-440,1094,-55.86,6.9
-27239.49,29189.49,601.7,-442.2,1095,-56.05,6.2
-27284.55,29234.55,602.25,-436.6,1096,-55.42,6.7
-27329.44,29279.44,602.8,-439.8,1097,-55.81,6.7
-27374.24,29324.24,603.35,-436.2,1098,-55.25,5.8
-27418.98,29368.98,603.9,-438.9,1099,-55.68,6.5
-27463.72,29413.72,604.45,-436.1,1100,-55.48,7.7
-27508.53,29458.53,605,-435.1,1101,-55.46,8.6
-27553.38,29503.38,605.55,-435.9,1102,-55.48,7.9
-27598.31,29548.31,606.1,-430.8,1103,-54.82,7.7
-27643.28,29593.28,606.65,-438.2,1104,-55.7,7.4
-27688.33,29638.33,607.2,-431.8,1105,-54.85,7
-27733.44,29683.44,607.75,-434.1,1106,-55.21,7.6
-27778.61,29728.61,608.3,-443.2,1107,-56.47,8.5
-27823.87,29773.87,608.85,-439.9,1108,-56.04,8.4
-27869.19,29819.19,609.4,-437.1,1109,-55.64,8
-27914.72,29864.72,609.95,-436.7,1110,-55.52,7.5
-27960.37,29910.37,610.5,-437.1,1111,-55.62,7.9
-28006.34,29956.34,611.05,-436.6,1112,-55.53,7.7
-28052.47,30002.47,611.6,-433.5,1113,-55.19,8
-28098.9,30048.9,612.15,-436.8,1114,-55.35,6
-28145.57,30095.57,612.7,-440.1,1115,-55.86,6.8
-28192.52,30142.52,613.25,-445.7,1116,-56.6,7.1
-28239.81,30189.81,613.8,-443.4,1117,-56.36,7.4
-28287.32,30237.32,614.35,-443,1118,-56.28,7.2
-28335.21,30285.21,614.9,-445.9,1119,-56.6,6.9
-28383.26,30333.26,615.45,-437.1,1120,-55.48,6.7
-28431.57,30381.57,616,-447,1121,-56.93,8.4
-28479.97,30429.97,616.55,-442.3,1122,-56.15,6.9
-28528.53,30478.53,617.1,-441.9,1123,-56.28,8.3
-28577.17,30527.17,617.65,-436.6,1124,-55.59,8.1
-28625.92,30575.92,618.2,-446.5,1125,-56.67,6.8
-28674.71,30624.71,618.75,-438.4,1126,-55.82,8.2
-28723.53,30673.53,619.3,-441.2,1127,-56.01,6.9
-28772.35,30722.35,619.85,-442,1128,-56.17,7.4
-28821.17,30771.17,620.4,-442,1129,-56.21,7.7
-28870.03,30820.03,620.95,-442.6,1130,-56,5.4
-28918.92,30868.92,621.5,-440.1,1131,-55.71,5.6
-28967.95,30917.95,622.05,-440.1,1132,-55.71,5.6
-29017.08,30967.08,622.6,-440.1,1133,-55.71,5.6
-29066.4,31016.4,623.15,-440.1,1134,-55.71,5.6
-29115.85,31065.85,623.7,-440.1,1135,-55.71,5.6
-29165.44,31115.44,624.25,-432.2,1136,-54.71,5.4
-29215.15,31165.15,624.8,-439,1137,-55.69,6.5
-29264.96,31214.96,625.35,-439.5,1138,-55.89,7.6
-29314.88,31264.88,625.9,-438,1139,-55.61,6.9
-29364.86,31314.86,626.45,-444,1140,-56.26,6.1
-29414.91,31364.91,627,-446.6,1141,-56.78,7.6
-29464.95,31414.95,627.55,-442.7,1142,-56.34,8
-29514.96,31464.96,628.1,-443.8,1143,-56.46,7.9
-29564.9,31514.9,628.65,-447.3,1144,-56.79,7
-29614.76,31564.76,629.2,-443.5,1145,-56.24,6.4
-29664.47,31614.47,629.75,-440.4,1146,-56.03,7.8
-29714.05,31664.05,630.3,-441.4,1147,-55.97,6.3
-29763.31,31713.31,630.85,-440.4,1148,-56.01,7.7
-29812.39,31762.39,631.4,-446.3,1149,-56.84,8.4
-29861.05,31811.05,631.95,-440.5,1150,-55.81,6
-29909.51,31859.51,632.5,-449.3,1151,-57.36,9.6
-29957.54,31907.54,633.05,-442.2,1152,-56.42,9.1
-30005.35,31955.35,633.6,-431.9,1153,-54.87,7.1
-30052.76,32002.76,634.15,-436.8,1154,-55.61,8
-30099.88,32049.88,634.7,-440.3,1155,-55.99,7.6
-30146.67,32096.67,635.25,-438,1156,-55.89,9.1
-30193.32,32143.32,635.8,-429.3,1157,-54.71,8.4
-30239.87,32189.87,636.35,-435.7,1158,-55.52,8.5
-30286.51,32236.51,636.9,-428.3,1159,-54.24,5.6
-30333.2,32283.2,637.45,-437.4,1160,-55.54,6.9
-30380,32330,638,-438.9,1161,-55.9,8.3
-30426.85,32376.85,638.55,-436.9,1162,-55.54,7.5
-30473.81,32423.81,639.1,-439.9,1163,-55.96,7.8
-30520.83,32470.83,639.65,-436.2,1164,-55.6,8.6
-30567.94,32517.94,640.2,-437.3,1165,-55.37,5.6
-30615.14,32565.14,640.75,-433.7,1166,-55.34,9
-30662.43,32612.43,641.3,-441.2,1167,-55.84,5.5
-30709.84,32659.84,641.85,-434.7,1168,-55.35,8.1
-30757.32,32707.32,642.4,-435.6,1169,-55.27,6.5
-30804.96,32754.96,642.95,-442.1,1170,-56.4,9.1
-30852.66,32802.66,643.5,-445.8,1171,-56.64,7.3
-30900.44,32850.44,644.05,-443.9,1172,-56.53,8.4
-30948.22,32898.22,644.6,-443,1173,-56.31,7.5
-30995.98,32945.98,645.15,-446.5,1174,-56.72,7.2
-31043.69,32993.69,645.7,-442.6,1175,-56.29,7.7
-31091.34,33041.34,646.25,-438.7,1176,-55.77,7.5
-31138.81,33088.81,646.8,-442.7,1177,-56.32,7.9
-31186.15,33136.15,647.35,-439.6,1178,-55.88,7.4
-31233.09,33183.09,647.9,-436.2,1179,-55.37,6.8
-31279.84,33229.84,648.45,-435.3,1180,-55.27,6.9
-31326.13,33276.13,649,-434.7,1181,-55.29,7.6
-31372.27,33322.27,649.55,-432.3,1182,-55.03,7.9
-31418.16,33368.16,650.1,-435.5,1183,-55.42,7.9
-31464,33414,650.65,-433.7,1184,-55.08,7
-31509.8,33459.8,651.2,-432,1185,-54.93,7.5
-31555.59,33505.59,651.75,-437,1186,-55.5,7
-31601.37,33551.37,652.3,-435.5,1187,-55.39,7.7
-31647.3,33597.3,652.85,-438,1188,-55.68,7.4
-31693.33,33643.33,653.4,-436,1189,-55.37,7
-31739.68,33689.68,653.95,-435.9,1190,-55.54,8.4
-31786.19,33736.19,654.5,-433.5,1191,-54.95,6.1
-31833.03,33783.03,655.05,-443.2,1192,-56.28,7.1
-31880.03,33830.03,655.6,-435.8,1193,-55.33,6.8
-31927.3,33877.3,656.15,-439.9,1194,-55.77,6.2
-31974.74,33924.74,656.7,-444.5,1195,-56.36,6.4
-32022.37,33972.37,657.25,-444.5,1196,-56.36,6.4
-32070.23,34020.23,657.8,-444.5,1197,-56.36,6.4
-32118.23,34068.23,658.35,-444.5,1198,-56.36,6.4
-32166.39,34116.39,658.9,-444.5,1199,-56.36,6.4
-32214.6,34164.6,659.45,-442.3,1200,-55.97,5.5
-32262.86,34212.86,660,-438.5,1201,-55.42,4.9
-32311.14,34261.14,660.55,-442.1,1202,-56.02,6.1
-32359.47,34309.47,661.1,-441.2,1203,-56.05,7.2
-32407.79,34357.79,661.65,-444.9,1204,-56.62,8
-32456.1,34406.1,662.2,-441.9,1205,-56.33,8.7
-32504.26,34454.26,662.75,-436.5,1206,-55.5,7.5
-32552.28,34502.28,663.3,-435.5,1207,-55.42,7.9
-32600,34550,663.85,-438.7,1208,-55.82,7.9
-32647.52,34597.52,664.4,-431.6,1209,-54.89,7.5
-32694.68,34644.68,664.95,-437.4,1210,-55.69,8.1
-32741.64,34691.64,665.5,-433.8,1211,-55.04,6.5
-32788.18,34738.18,666.05,-433.4,1212,-55.09,7.3
-32834.49,34784.49,666.6,-438.3,1213,-55.79,8
-32880.38,34830.38,667.15,-431.4,1214,-54.84,7.3
-32926.01,34876.01,667.7,-431.7,1215,-54.96,8
-32971.32,34921.32,668.25,-437.6,1216,-55.73,8.2
-33016.36,34966.36,668.8,-435.6,1217,-55.43,7.8
-33061.2,35011.2,669.35,-433.5,1218,-55.17,7.9
-33105.75,35055.75,669.9,-429.5,1219,-54.67,7.9
-33150.17,35100.17,670.45,-433.5,1220,-54.91,5.7
-33194.43,35144.43,671,-437.9,1221,-55.38,5.2
-33238.68,35188.68,671.55,-433.7,1222,-55.15,7.5
-33282.97,35232.97,672.1,-429.9,1223,-54.53,6.3
-33327.32,35277.32,672.65,-432.5,1224,-54.99,7.4
-33371.77,35321.77,673.2,-436.5,1225,-55.43,6.9
-33416.36,35366.36,673.75,-436.9,1226,-55.64,8.2
-33461.09,35411.09,674.3,-435.8,1227,-55.24,6.1
-33506.08,35456.08,674.85,-428.2,1228,-54.31,6.3
-33551.24,35501.24,675.4,-438.6,1229,-55.73,7.2
-33596.72,35546.72,675.95,-439.5,1230,-55.77,6.7
-33642.33,35592.33,676.5,-434.3,1231,-55.12,6.7
-33688.2,35638.2,677.05,-433.1,1232,-55.09,7.6
-33734.16,35684.16,677.6,-434.8,1233,-55.23,7.1
-33780.28,35730.28,678.15,-439.6,1234,-55.8,6.8
-33826.5,35776.5,678.7,-436.6,1235,-55.47,7.2
-33872.85,35822.85,679.25,-443,1236,-56.27,7.2
-33919.33,35869.33,679.8,-435.3,1237,-55.1,5.5
-33965.89,35915.89,680.35,-435.6,1238,-55.3,6.8
-34012.58,35962.58,680.9,-436,1239,-55.42,7.4
-34059.34,36009.34,681.45,-435.8,1240,-55.5,8.2
-34106.24,36056.24,682,-442,1241,-56.26,8.1
-34153.2,36103.2,682.55,-439.7,1242,-55.78,6.6
-34200.27,36150.27,683.1,-438.8,1243,-55.67,6.6
-34247.41,36197.41,683.65,-437.5,1244,-55.68,7.9
-34294.63,36244.63,684.2,-434.6,1245,-55.31,7.9
-34341.91,36291.91,684.75,-434.6,1246,-55.27,7.6
-34389.23,36339.23,685.3,-436.1,1247,-55.46,7.6
-34436.53,36386.53,685.85,-436.8,1248,-55.59,7.9
-34483.82,36433.82,686.4,-435.9,1249,-55.36,7
-34531.05,36481.05,686.95,-434.2,1250,-55.08,6.5
-34578.23,36528.23,687.5,-438.3,1251,-55.67,7.1
-34625.3,36575.3,688.05,-436.1,1252,-55.32,6.5
-34672.28,36622.28,688.6,-435.3,1253,-55.33,7.3
-34719.09,36669.09,689.15,-439.6,1254,-55.82,6.9
-34765.76,36715.76,689.7,-440.7,1255,-55.96,7
-34812.28,36762.28,690.25,-438.9,1256,-55.8,7.5
-34858.61,36808.61,690.8,-436.7,1257,-55.5,7.3
-34904.81,36854.81,691.35,-429.6,1258,-54.55,6.8
-34950.7,36900.7,691.9,-427.3,1259,-54.2,6.3
-34996.42,36946.42,692.45,-435.1,1260,-55.26,7
-35041.71,36991.71,693,-434.9,1261,-55.3,7.5
-35086.77,37036.77,693.55,-435,1262,-55.37,7.9
-35131.39,37081.39,694.1,-427.3,1263,-54.43,8.1
-35175.72,37125.72,694.65,-434.4,1264,-55,5.6
-35219.66,37169.66,695.2,-428.6,1265,-54.38,6.5
-35263.24,37213.24,695.75,-435.1,1266,-55.27,7.1
-35306.52,37256.52,696.3,-428.6,1267,-54.36,6.3
-35349.38,37299.38,696.85,-436.5,1268,-55.43,6.9
-35392,37342,697.4,-428.7,1269,-54.36,6.2
-35434.22,37384.22,697.95,-430.7,1270,-54.91,8.6
-35476.26,37426.26,698.5,-423.8,1271,-53.92,7.5
-35517.93,37467.93,699.05,-424.6,1272,-54,7.4
-35559.44,37509.44,699.6,-425.2,1273,-54.01,6.9
-35600.67,37550.67,700.15,-418.3,1274,-53.17,7
-35641.79,37591.79,700.7,-426,1275,-54.27,8.2
-35682.79,37632.79,701.25,-418.8,1276,-53.2,6.8
-35723.73,37673.73,701.8,-415.4,1277,-52.58,5.2
-35764.64,37714.64,702.35,-424.5,1278,-53.81,6
-35805.53,37755.53,702.9,-430.6,1279,-54.7,7
-35846.4,37796.4,703.45,-431,1280,-54.44,4.5
-35887.28,37837.28,704,-434.8,1281,-55.06,5.7
-35928.18,37878.18,704.55,-423.4,1282,-53.63,5.6
-35969.12,37919.12,705.1,-420.5,1283,-53.35,6.3
-36010.08,37960.08,705.65,-430.4,1284,-54.62,6.6
-36051.07,38001.07,706.2,-431.1,1285,-54.74,6.9
-36092.1,38042.1,706.75,-433.4,1286,-54.81,5.1
-36133.17,38083.17,707.3,-422.5,1287,-53.6,6.3
-36174.28,38124.28,707.85,-431.3,1288,-54.64,5.8
-36215.43,38165.43,708.4,-425.3,1289,-54.08,7.3
-36256.66,38206.66,708.95,-427,1290,-54.37,8
-36297.93,38247.93,709.5,-429.8,1291,-54.61,7.1
-36339.32,38289.32,710.05,-427.3,1292,-54.26,6.8
-36380.78,38330.78,710.6,-425.9,1293,-54.16,7.4
-36422.36,38372.36,711.15,-426,1294,-54.1,6.8
-36463.97,38413.97,711.7,-425.6,1295,-54.04,6.7
-36505.63,38455.63,712.25,-428.5,1296,-54.44,7
-36547.25,38497.25,712.8,-430.7,1297,-54.67,6.7
-36588.86,38538.86,713.35,-432.8,1298,-54.99,7.1
-36630.43,38580.43,713.9,-424.4,1299,-53.94,7.1
-36672,38622,714.45,-428.9,1300,-54.34,5.8
-36713.63,38663.63,715,-427.1,1301,-54.26,7
-36755.31,38705.31,715.55,-426.3,1302,-54.06,6.2
-36797.15,38747.15,716.1,-434.3,1303,-55.4,8.9
-36839.1,38789.1,716.65,-428.8,1304,-54.43,6.6
-36881.22,38831.22,717.2,-423.2,1305,-53.91,8.1
-36923.67,38873.67,717.75,-436,1306,-55.44,7.5
-36966.4,38916.4,718.3,-434,1307,-55.08,6.6
-37009.71,38959.71,718.85,-436.9,1308,-55.29,5.4
-37053.35,39003.35,719.4,-436,1309,-55.29,6.3
-37097.67,39047.67,719.95,-435.5,1310,-55.2,6.1
-37142.33,39092.33,720.5,-436.9,1311,-55.46,6.8
-37187.73,39137.73,721.05,-435.5,1312,-55.26,6.6
-37233.55,39183.55,721.6,-435.9,1313,-55.28,6.3
-37280.1,39230.1,722.15,-441.9,1314,-56.07,6.7
-37327.13,39277.13,722.7,-443,1315,-56.28,7.3
-37374.7,39324.7,723.25,-442.4,1316,-56.09,6.3
-37422.76,39372.76,723.8,-436.8,1317,-55.3,5.6
-37471.13,39421.13,724.35,-443.3,1318,-56.32,7.3
-37519.96,39469.96,724.9,-434.7,1319,-55.22,7
-37568.98,39518.98,725.45,-438.7,1320,-55.84,8
-37618.23,39568.23,726,-434.2,1321,-55.15,7
-37667.49,39617.49,726.55,-436.5,1322,-55.27,5.6
-37716.66,39666.66,727.1,-430.9,1323,-54.76,7.2
-37765.74,39715.74,727.65,-437.3,1324,-55.45,6.3
-37814.66,39764.66,728.2,-434.2,1325,-55.07,6.3
-37863.42,39813.42,728.75,-433.3,1326,-54.9,5.9
-37912.04,39862.04,729.3,-439.6,1327,-55.8,6.8
-37960.43,39910.43,729.85,-439,1328,-55.61,5.9
-38008.7,39958.7,730.4,-438.3,1329,-55.57,6.3
-38056.75,40006.75,730.95,-430.9,1330,-54.47,4.8
-38104.71,40054.71,731.5,-433,1331,-54.89,6.1
-38152.53,40102.53,732.05,-431.3,1332,-54.59,5.4
-38200.29,40150.29,732.6,-439.1,1333,-55.72,6.6
-38247.96,40197.96,733.15,-441.2,1334,-55.94,6.3
-38295.57,40245.57,733.7,-440.2,1335,-55.78,6
-38343.12,40293.12,734.25,-440.1,1336,-55.7,5.5
-38390.61,40340.61,734.8,-440.8,1337,-55.77,5.3
-38438.06,40388.06,735.35,-438.4,1338,-55.39,4.8
-38485.44,40435.44,735.9,-436.7,1339,-55.21,5
-38532.78,40482.78,736.45,-444.3,1340,-56.22,5.5
-38580.05,40530.05,737,-436.8,1341,-55.31,5.7
-38627.28,40577.28,737.55,-436,1342,-55.3,6.4
-38674.42,40624.42,738.1,-434.5,1343,-54.91,4.8
-38721.52,40671.52,738.65,-433.3,1344,-54.65,3.9
-38768.55,40718.55,739.2,-439.4,1345,-55.63,5.6
-38815.49,40765.49,739.75,-431.7,1346,-54.6,5.1
-38862.37,40812.37,740.3,-426.5,1347,-54,5.5
-38909.13,40859.13,740.85,-433.2,1348,-54.93,6.2
-38955.83,40905.83,741.4,-433.4,1349,-54.86,5.5
-39002.43,40952.43,741.95,-434.9,1350,-55.11,6
-39048.99,40998.99,742.5,-439.4,1351,-55.83,7.2
-39095.49,41045.49,743.05,-427.8,1352,-54.05,4.6
-39141.97,41091.97,743.6,-441,1353,-55.62,4
-39188.42,41138.42,744.15,-434.7,1354,-54.99,5.2
-39234.89,41184.89,744.7,-440.4,1355,-55.85,6.4
-39281.38,41231.38,745.25,-435.7,1356,-55.04,4.6
-39327.95,41277.95,745.8,-437.3,1357,-55.53,7
-39374.59,41324.59,746.35,-441.9,1358,-55.87,5.1
-39421.37,41371.37,746.9,-438.2,1359,-55.43,5.2
-39468.23,41418.23,747.45,-440.9,1360,-55.8,5.5
-39515.32,41465.32,748,-440.5,1361,-55.81,6
-39562.57,41512.57,748.55,-440.6,1362,-55.85,6.2
-39610.13,41560.13,749.1,-442.5,1363,-56.16,6.8
-39657.9,41607.9,749.65,-442.4,1364,-55.82,4.2
-39705.94,41655.94,750.2,-437.4,1365,-55.5,6.6
-39754.21,41704.21,750.75,-441.5,1366,-55.97,6.2
-39802.68,41752.68,751.3,-433.2,1367,-54.83,5.5
-39851.39,41801.39,751.85,-437.2,1368,-55.36,5.7
-39900.25,41850.25,752.4,-438.3,1369,-55.6,6.5
-39949.28,41899.28,752.95,-433.3,1370,-54.8,5.1
-39998.35,41948.35,753.5,-433.4,1371,-54.81,5.1
-40047.44,41997.44,754.05,-434.7,1372,-54.87,4.3
-40096.5,42046.5,754.6,-438.9,1373,-55.78,7.3
-40145.51,42095.51,755.15,-430.8,1374,-54.67,6.5
-40194.42,42144.42,755.7,-439.3,1375,-55.7,6.3
-40243.2,42193.2,756.25,-433.8,1376,-55.04,6.5
-40291.75,42241.75,756.8,-435.8,1377,-55.15,5.4
-40340.14,42290.14,757.35,-432.6,1378,-54.97,7.1
-40388.21,42338.21,757.9,-428.6,1379,-54.45,7
-40436.12,42386.12,758.45,-430.5,1380,-54.35,4.3
-40483.6,42433.6,759,-430.2,1381,-54.57,6.4
-40530.85,42480.85,759.55,-431.3,1382,-54.75,6.7
-40577.6,42527.6,760.1,-427.8,1383,-54.35,7
-40624.06,42574.06,760.65,-429.1,1384,-54.45,6.5
