year (AD),age (BP),depth (cm),d18O (permil),d13C (permil)
-1255.4,3205.4,145.98,-6.23,4.21
-1257.8,3207.8,146.06,-6.02,4.69
-1260.2,3210.2,146.14,-5.36,5.14
-1262.6,3212.6,146.22,-5.66,4.72
-1264.7,3214.7,146.29,-5.62,4.36
-1267.1,3217.1,146.37,-5.31,5.25
-1269.5,3219.5,146.45,-5.86,4.71
-1273.4,3223.4,146.58,-5.39,5.39
-1277.6,3227.6,146.72,-6.01,4
-1281.5,3231.5,146.85,-5.86,4.57
-1284.5,3234.5,146.95,-6.06,3.82
-1287.5,3237.5,147.05,-5.82,4.19
-1290.8,3240.8,147.16,-5.93,3.91
-1294.1,3244.1,147.27,-6.25,3.41
-1297.1,3247.1,147.37,-6.09,4.08
-1300.4,3250.4,147.48,-5.88,4.87
-1303.7,3253.7,147.59,-5.31,5.3
-1307,3257,147.7,-5.57,4.66
-1310.3,3260.3,147.81,-4.95,5.38
-1313.6,3263.6,147.92,-6.18,4.13
-1316.6,3266.6,148.02,-5.27,4.51
-1319.9,3269.9,148.13,-6.08,3.55
-1323.2,3273.2,148.24,-5.75,4.25
-1326.5,3276.5,148.35,-6.8,2.02
-1328.6,3278.6,148.42,-6.43,3.24
-1330.4,3280.4,148.48,-6.16,3.82
-1332.5,3282.5,148.55,-5.87,3.38
-1335.8,3285.8,148.66,-5.73,4.16
-1339.1,3289.1,148.77,-5.84,3.87
-1342.4,3292.4,148.88,-5.76,4.11
-1345.7,3295.7,148.99,-6.06,3.63
-1349.3,3299.3,149.11,-5.94,3.65
-1352.6,3302.6,149.22,-6.15,3.43
-1355.9,3305.9,149.33,-6.13,3.64
-1359.2,3309.2,149.44,-5.83,4.17
-1362.5,3312.5,149.55,-5.68,4.54
-1365.2,3315.2,149.64,-5.66,4.9
-1367.9,3317.9,149.73,-5.57,5.04
-1370.9,3320.9,149.83,-5.35,4.94
-1373.6,3323.6,149.92,-5.79,4.89
-1376.3,3326.3,150.01,-5.8,4.83
-1379,3329,150.1,NA,NA
-1382,3332,150.2,-5.96,4.78
-1384.7,3334.7,150.29,-5.81,5.24
-1387.4,3337.4,150.38,-5.73,5.44
-1390.1,3340.1,150.47,-5.81,5.3
-1393.1,3343.1,150.57,-5.94,5.13
-1395.8,3345.8,150.66,-6.55,5
-1398.5,3348.5,150.75,-5.72,5.41
-1401.2,3351.2,150.84,-5.92,5.37
-1403.9,3353.9,150.93,-5.96,5.42
-1406.9,3356.9,151.03,-5.87,5.5
-1409.6,3359.6,151.12,-6,5.41
-1412.3,3362.3,151.21,-5.91,5.39
-1415,3365,151.3,-6.03,5.18
-1418,3368,151.4,-6.11,5.16
-1420.7,3370.7,151.49,-6.09,5.28
-1423.4,3373.4,151.58,-6.08,5.21
-1426.1,3376.1,151.67,-6.18,5.19
-1429.1,3379.1,151.77,-6.03,4.88
-1431.8,3381.8,151.86,-5.95,5.27
-1434.5,3384.5,151.95,-5.78,5.19
-1437.8,3387.8,152.06,-5.74,5
-1441.1,3391.1,152.17,-6.02,3.86
-1444.4,3394.4,152.28,-6.09,3.91
-1447.7,3397.7,152.39,-6.11,4.19
-1450.7,3400.7,152.49,-6.21,3.49
-1454,3404,152.6,-6.01,3.79
-1457.3,3407.3,152.71,-7.89,0.8
-1460.6,3410.6,152.82,-7.89,-2.57
-1463.9,3413.9,152.93,NA,NA
-1467.3,3417.3,153.04,-10.67,-4.72
-1471,3421,153.15,-12.63,-4.29
-1474.6,3424.6,153.26,-6.96,-1.46
-1477.9,3427.9,153.36,-7.92,-1.41
-1481.5,3431.5,153.47,-6.29,0.61
-1485.1,3435.1,153.58,-5.8,0.24
-1488.8,3438.8,153.69,-6.06,0.36
-1492.4,3442.4,153.8,-5.8,2.03
-1496,3446,153.91,-5.71,3.93
-1499.3,3449.3,154.01,-5.71,3.89
-1503,3453,154.12,-5.98,3.68
-1506.3,3456.3,154.22,-5.85,4.13
-1509.9,3459.9,154.33,-6.03,3.89
-1513.5,3463.5,154.44,-6.2,4.24
-1516.8,3466.8,154.54,-6.26,4.81
-1520.5,3470.5,154.65,-6.27,4.91
-1525.4,3475.4,154.8,-6.29,3.82
-1530.4,3480.4,154.95,-6.05,3.33
-1535.3,3485.3,155.1,-6.24,4.75
-1540.3,3490.3,155.25,-6.34,4.76
-1545.2,3495.2,155.4,-6.33,4.92
-1550.2,3500.2,155.55,-6.37,3.42
-1554.8,3504.8,155.69,-6.42,5.12
-1559.4,3509.4,155.83,-6.34,5.11
-1564,3514,155.97,-6.36,5.09
-1568.7,3518.7,156.11,-6.33,4.8
-1573.5,3523.5,156.25,-6.4,4.61
-1577.2,3527.2,156.36,-5.99,4.29
-1581.3,3531.3,156.48,-5.85,4.07
-1585.1,3535.1,156.59,-5.97,3.7
-1589.1,3539.1,156.71,-6.41,3.52
-1592.9,3542.9,156.82,-6.26,3.81
-1596.6,3546.6,156.93,-6.42,4.14
-1600.7,3550.7,157.05,-6.32,4.34
-1604.3,3554.3,157.16,-6.3,4.19
-1608.2,3558.2,157.28,-6.88,3.45
-1611.9,3561.9,157.39,-6.78,2.67
-1615.5,3565.5,157.5,-7.24,0.56
-1619.5,3569.5,157.62,-7.61,-0.47
-1623.1,3573.1,157.73,-6.84,0.89
-1627.1,3577.1,157.85,-6.76,3.27
-1630.7,3580.7,157.96,-6.75,3.27
-1634.3,3584.3,158.07,NA,NA
-1638.3,3588.3,158.19,-7.4,1.27
-1641.9,3591.9,158.3,-7.08,1.62
-1645.9,3595.9,158.42,-7.2,1.82
-1649.5,3599.5,158.53,-6.9,2.68
-1653.1,3603.1,158.64,-7.01,2.56
-1657.1,3607.1,158.76,-6.92,2.52
-1660.7,3610.7,158.87,-7.16,2.29
-1664.7,3614.7,158.99,-7.13,3.15
-1668.4,3618.4,159.1,-6.92,4.07
-1672.1,3622.1,159.21,-7,4.18
-1676.2,3626.2,159.33,-6.98,4.06
-1680,3630,159.44,-6.82,4.24
-1684,3634,159.56,-6.96,3.63
-1687.8,3637.8,159.67,-6.71,3.17
-1691.5,3641.5,159.78,-6.42,2.05
-1695.6,3645.6,159.9,-6.26,2.9
-1699.3,3649.3,160.01,-6.33,2.85
-1703.3,3653.3,160.13,-6.31,3.32
-1706.9,3656.9,160.24,-6.48,2.93
-1710.6,3660.6,160.35,-6.41,1.93
-1714.5,3664.5,160.47,-6.35,2.54
-1718.1,3668.1,160.58,-6.44,3.45
-1722.1,3672.1,160.7,-6.56,3.88
-1725.7,3675.7,160.81,-6.62,2.92
-1729.4,3679.4,160.92,-6.34,3.4
-1733,3683,161.03,-6.45,5.19
-1736.3,3686.3,161.13,-6.5,4.5
-1739.9,3689.9,161.24,-6.42,5.56
-1743.2,3693.2,161.34,-6.4,5.18
-1746.9,3696.9,161.45,-6.62,4.13
-1750.2,3700.2,161.55,-6.5,5.1
-1753.8,3703.8,161.66,-6.4,5.13
-1757.1,3707.1,161.76,-7.07,2.31
-1760.7,3710.7,161.87,-6.51,4.91
-1764,3714,161.97,-6.31,5.46
-1767.7,3717.7,162.08,-6.43,5.54
-1771.1,3721.1,162.18,-6.48,5.32
-1774.9,3724.9,162.29,-6.57,4.75
-1778.3,3728.3,162.39,-6.45,4.61
-1782,3732,162.5,-6.28,4.89
-1785.4,3735.4,162.6,-6.23,5.33
-1789.1,3739.1,162.71,-6.47,4.7
-1792.5,3742.5,162.81,-6.52,5.14
-1796.3,3746.3,162.92,-6.3,5.17
-1799.7,3749.7,163.02,-7.07,1.45
-1802.6,3752.6,163.11,-6.16,4.72
-1805.6,3755.6,163.2,-6.24,2.93
-1808.6,3758.6,163.29,-6.58,2.55
-1811.5,3761.5,163.38,-5.95,4.42
-1814.5,3764.5,163.47,-6.46,2.39
-1817.5,3767.5,163.56,-5.92,4.92
-1820.5,3770.5,163.65,-6.08,5.05
-1823.4,3773.4,163.74,-6.14,4.96
-1827.1,3777.1,163.85,-6.16,5.19
-1830.7,3780.7,163.96,-6.28,5.13
-1834.3,3784.3,164.07,-6.23,5.32
-1837.9,3787.9,164.18,-6.07,4.56
-1841.6,3791.6,164.29,-5.87,3.7
-1845.2,3795.2,164.4,-5.88,4.11
-1848.8,3798.8,164.51,-6.16,3.98
-1852.5,3802.5,164.62,-5.79,5.71
-1855.8,3805.8,164.72,-5.78,4.57
-1859.4,3809.4,164.83,-6.24,3.25
-1863,3813,164.94,-6.27,4.22
-1866.7,3816.7,165.05,-6.35,3.19
-1870.4,3820.4,165.16,-6.29,4.51
-1874.2,3824.2,165.27,-6.44,3.82
-1877.9,3827.9,165.38,-6.64,2.54
-1881.7,3831.7,165.49,-6.44,3.58
-1885.4,3835.4,165.6,-6.57,2.54
-1889.1,3839.1,165.71,-6.35,4.3
-1892.5,3842.5,165.81,-6.42,3.59
-1896.3,3846.3,165.92,-6.5,2.91
-1900,3850,166.03,-6.45,1.66
-1903.6,3853.6,166.14,-5.96,4.98
-1907.3,3857.3,166.25,-5.84,5.3
-1910.9,3860.9,166.36,-6,4.49
-1914.5,3864.5,166.47,-5.93,4.21
-1918.1,3868.1,166.58,-5.65,4.87
-1921.8,3871.8,166.69,-5.49,5.49
-1925.4,3875.4,166.8,-5.36,5.07
-1928.7,3878.7,166.9,-5.43,5.48
-1932.3,3882.3,167.01,-5.9,4.06
-1936,3886,167.12,-6,3.67
-1939.3,3889.3,167.22,-5.89,3.79
-1942.6,3892.6,167.32,-5.87,4.54
-1945.9,3895.9,167.42,-6.32,3.62
-1949.2,3899.2,167.52,-6.21,2.99
-1952.5,3902.5,167.62,-6.06,2.93
-1955.8,3905.8,167.72,-6.46,1.75
-1959.1,3909.1,167.82,-6.39,3.36
-1962.4,3912.4,167.92,-6.67,3.23
-1965.7,3915.7,168.02,-6.7,2.42
-1969.1,3919.1,168.12,-8.32,-1.28
-1973.5,3923.5,168.25,-6.32,1.56
-1977.6,3927.6,168.37,-9.51,-1.93
-1981.7,3931.7,168.49,-5.84,3.72
-1986.1,3936.1,168.62,-5.97,4.48
-1990.2,3940.2,168.74,-5.82,2.86
-1994.6,3944.6,168.87,-5.71,4.19
-1998.7,3948.7,168.99,-6.06,4.21
-2002.6,3952.6,169.11,-7.5,3.06
-2005.9,3955.9,169.21,-6.38,3.48
-2009.2,3959.2,169.31,-6.26,3.68
-2012.5,3962.5,169.41,-6.17,4.3
-2015.8,3965.8,169.51,-5.88,4.72
-2019.1,3969.1,169.61,-5.82,4.88
-2022.4,3972.4,169.71,-5.8,4.84
-2025.7,3975.7,169.81,-6.16,4.21
-2029.7,3979.7,169.93,-6.29,3.72
-2033.3,3983.3,170.04,-5.88,4.58
-2037,3987,170.15,-6.05,4.78
-2040.6,3990.6,170.26,-6.47,4.18
-2044.5,3994.5,170.38,-6.23,4.36
-2048.2,3998.2,170.49,-5.9,4.46
-2051.8,4001.8,170.6,-6.07,4.48
-2055.4,4005.4,170.71,-5.72,4.84
-2058.7,4008.7,170.81,-6.84,3.56
-2061.7,4011.7,170.9,-6.28,4.07
-2065,4015,171,-5.82,4.82
-2068.1,4018.1,171.09,-6.06,4.07
-2071.5,4021.5,171.19,-6.18,4.37
-2074.5,4024.5,171.28,-6.75,2.68
-2077.6,4027.6,171.37,-6.73,2.7
-2081,4031,171.47,-6.6,3.33
-2084,4034,171.56,-7.4,2.44
-2087.4,4037.4,171.66,-6.88,3.07
-2090.5,4040.5,171.75,-7.04,2.69
-2093.6,4043.6,171.84,-6.87,2.48
-2097,4047,171.94,-6.4,2.44
-2100,4050,172.03,-6.71,2.12
-2103.3,4053.3,172.13,-6.52,3.21
-2106.3,4056.3,172.22,-6.48,3.87
-2109.2,4059.2,172.31,-9.01,1.29
-2111.5,4061.5,172.38,-8.29,-1.81
-2113.5,4063.5,172.44,-7.13,1.49
-2115.8,4065.8,172.51,-6.87,3.87
-2117.8,4067.8,172.57,-6.61,3.06
-2119.8,4069.8,172.63,-5.92,4.5
-2122.1,4072.1,172.7,-6.37,3.62
-2124.1,4074.1,172.76,-6.13,4.58
-2126.1,4076.1,172.82,-6.69,3.31
-2128.4,4078.4,172.89,-7.95,1.4
-2130.4,4080.4,172.95,-8.17,1.4
-2132.3,4082.3,173.01,-8.96,0.45
-2136.6,4086.6,173.14,-8.71,0.64
-2140.6,4090.6,173.26,-7.88,2
-2144.5,4094.5,173.38,-7.34,2.47
-2148.5,4098.5,173.5,-6,3.96
-2152.8,4102.8,173.63,-6.4,3.81
-2156.8,4106.8,173.75,-5.76,4.83
-2160.7,4110.7,173.87,-5.98,4.31
-2164.7,4114.7,173.99,-6.1,4
-2168.7,4118.7,174.11,-6.13,3.06
-2173.2,4123.2,174.24,-6.18,3.72
-2177.2,4127.2,174.36,-6.31,4.34
-2181.3,4131.3,174.48,-6.1,4.51
-2185.4,4135.4,174.6,-6.16,4.32
-2189.8,4139.8,174.73,-6.55,3.45
-2193.9,4143.9,174.85,-6.47,2.91
-2198,4148,174.97,-6.56,4.08
-2202,4152,175.09,-6.1,4.84
-2205.9,4155.9,175.21,-6.13,4.48
-2209.6,4159.6,175.32,-6.39,4.11
-2212.9,4162.9,175.42,-6.42,4.4
-2216.5,4166.5,175.53,-6.37,4.25
-2219.8,4169.8,175.63,-5.91,5.46
-2223.4,4173.4,175.74,-5.95,5.05
-2226.7,4176.7,175.84,-6.94,3.84
-2230.4,4180.4,175.95,-6.14,4.77
-2233.7,4183.7,176.05,-6.38,4.17
-2237.3,4187.3,176.16,-5.97,4.63
-2240.6,4190.6,176.26,-6.18,4.62
-2244.2,4194.2,176.37,-5.75,5.42
-2247.5,4197.5,176.47,-6.18,4.78
-2250.8,4200.8,176.57,-6.5,3.65
-2254.4,4204.4,176.68,-5.84,5.13
-2257.7,4207.7,176.78,-5.99,5.17
-2261.4,4211.4,176.89,-5.92,5.15
-2264.7,4214.7,176.99,-5.74,5.51
-2268.3,4218.3,177.1,-5.88,5.18
-2271.6,4221.6,177.2,-5.8,5.4
-2275.2,4225.2,177.31,-6.5,4.42
-2278.5,4228.5,177.41,-6.1,5.05
-2282.2,4232.2,177.52,-6.96,3.11
-2285.8,4235.8,177.63,-6.12,4.02
-2289.1,4239.1,177.73,-6.55,3.08
-2292.7,4242.7,177.84,-6.03,4.75
-2296.4,4246.4,177.95,-6.15,4.32
-2299.7,4249.7,178.05,-6,4.51
-2303.4,4253.4,178.16,-6.38,4.03
-2307.2,4257.2,178.27,-6.52,3.12
-2310.6,4260.6,178.37,-6.32,4.73
-2314.3,4264.3,178.48,-7.16,3.1
-2318.1,4268.1,178.59,-6.89,3.77
-2321.5,4271.5,178.69,-8.08,1.85
-2325.2,4275.2,178.8,-6.53,4.37
-2328.6,4278.6,178.9,-7.23,3.48
-2332.3,4282.3,179.01,-6.82,4.67
-2336,4286,179.12,-7.57,2.73
-2339.3,4289.3,179.22,-7.11,3.7
-2342.9,4292.9,179.33,-6.79,3.96
-2346.5,4296.5,179.44,-7.21,3.27
-2349.8,4299.8,179.54,-7.67,2.2
-2353.5,4303.5,179.65,-7.28,2.13
-2357.1,4307.1,179.76,-7.44,2.38
-2360.4,4310.4,179.86,-7.27,2.69
-2364,4314,179.97,-7.07,2.56
-2367.3,4317.3,180.07,-7.22,2.44
-2370.9,4320.9,180.18,-7.26,1.5
-2374.6,4324.6,180.29,-7.79,1.25
-2377.9,4327.9,180.39,-8.2,0.81
-2381.5,4331.5,180.5,-8.77,0.76
-2385.1,4335.1,180.61,-8.39,0.76
-2388.4,4338.4,180.71,-8.12,0.79
-2390.7,4340.7,180.78,-7.68,1.52
-2393.1,4343.1,180.85,-5.83,4.44
-2395.4,4345.4,180.92,-5.84,3.62
-2397.7,4347.7,180.99,-5.63,3.95
-2400,4350,181.06,-5.79,4.32
-2402.4,4352.4,181.13,-6.2,3.27
-2404.8,4354.8,181.2,-6.9,2.83
-2407.2,4357.2,181.27,-6.99,2.63
-2409.6,4359.6,181.34,-6.58,3.02
-2411.6,4361.6,181.4,-6.53,2.46
-2414,4364,181.47,-6.43,1.63
-2416.4,4366.4,181.54,-6.65,2.95
-2418.7,4368.7,181.61,-6.66,3.33
-2421.8,4371.8,181.7,-6.07,4.81
-2424.9,4374.9,181.79,-6.09,5.04
-2427.6,4377.6,181.87,-6.1,4.93
-2430.6,4380.6,181.96,-6.14,4.89
-2434.2,4384.2,182.05,-5.88,5.03
-2437.7,4387.7,182.13,-5.77,5.05
-2441.7,4391.7,182.22,-6.01,5.1
-2445.6,4395.6,182.31,-6.14,4.91
-2449.2,4399.2,182.39,-5.99,5.18
-2453.1,4403.1,182.48,-6.12,5.28
-2457.1,4407.1,182.57,-6.09,5.41
-2460.6,4410.6,182.65,-6.08,5.37
-2464.6,4414.6,182.74,-6.33,5.03
-2468.5,4418.5,182.83,-5.94,5.37
-2472,4422,182.91,-6.31,4.97
-2476.6,4426.6,183.01,-6.2,5.07
-2482.1,4432.1,183.11,-6.26,5.25
-2487.6,4437.6,183.21,-6.03,5.47
-2493.1,4443.1,183.31,-5.86,5.62
-2498.6,4448.6,183.41,-6.14,5.1
-2504.1,4454.1,183.51,-6.11,5.48
-2509.6,4459.6,183.61,-5.85,5.49
-2515.1,4465.1,183.71,-6.26,4.55
-2520.6,4470.6,183.81,-6.29,4.38
-2526.1,4476.1,183.91,-6.39,3.95
-2531.5,4481.5,184.01,-6.44,3.84
-2536.9,4486.9,184.11,-6.22,3.16
-2542.3,4492.3,184.21,-6.69,2.92
-2547.7,4497.7,184.31,-6.22,4.41
-2553.1,4503.1,184.41,-5.88,4.68
-2558.5,4508.5,184.51,-6.13,4.47
-2563.4,4513.4,184.6,-5.98,3.16
-2568.3,4518.3,184.69,-6.74,2.21
-2573.1,4523.1,184.78,-6.18,3.6
-2578,4528,184.87,-6.96,1.27
-2582.8,4532.8,184.96,-6.62,3.08
-2587.8,4537.8,185.05,-6.39,3.22
-2592.7,4542.7,185.14,-6.3,3.79
-2597.7,4547.7,185.23,-6.44,2.93
-2602.6,4552.6,185.32,-7.58,2.17
-2607.6,4557.6,185.41,-6.88,3.13
-2613.1,4563.1,185.51,-7.35,3.62
-2618.6,4568.6,185.61,-6.2,4.65
-2624.1,4574.1,185.71,-6.22,4.83
-2629.6,4579.6,185.81,-6.64,3.51
-2635.1,4585.1,185.91,-6.64,3.8
-2640.6,4590.6,186.01,-6.82,3.09
-2646.1,4596.1,186.11,-6.63,3.37
-2651.6,4601.6,186.21,-6.47,3.81
-2657.1,4607.1,186.31,-6.62,3.5
-2662.6,4612.6,186.41,-6.51,4.23
-2668.1,4618.1,186.51,-6.59,3.62
-2673.6,4623.6,186.61,-6.81,3.53
-2679.1,4629.1,186.71,-6.39,4.29
-2684,4634,186.8,-6.71,3.66
-2689,4639,186.89,-6.98,2.35
-2693.4,4643.4,186.97,-7.46,1.77
-2698.3,4648.3,187.06,-6.85,3.17
-2703.3,4653.3,187.15,-6.66,2.81
-2708.2,4658.2,187.24,-6.77,2.43
-2712.6,4662.6,187.32,-7,3.21
-2717.6,4667.6,187.41,-7.2,2.37
-2727.5,4677.5,187.59,-8.12,0.46
-2736.8,4686.8,187.76,-8.09,1.53
-2746.7,4696.7,187.94,-7.31,2.15
-2756.1,4706.1,188.11,-6.35,4.79
-2763.2,4713.2,188.24,-6.16,5.1
-2770.4,4720.4,188.37,-6.31,4.66
-2777.5,4727.5,188.5,-7.14,3.43
-2784.7,4734.7,188.63,-6.62,4.3
-2791.8,4741.8,188.76,-6.31,4.69
-2799,4749,188.89,-6.88,3.18
-2806.7,4756.7,189.03,-6.76,4.08
-2813.8,4763.8,189.16,-7.19,2.39
-2821,4771,189.29,-6.7,3.86
-2828.1,4778.1,189.42,-6.52,4.05
-2835.3,4785.3,189.55,-7.06,2.77
-2842.4,4792.4,189.68,-6.36,3.39
-2849.6,4799.6,189.81,-6.43,3.4
-2856.7,4806.7,189.94,-6.39,4.08
-2863.8,4813.8,190.07,-6.18,4.66
-2870.8,4820.8,190.2,-5.86,4.92
-2877.8,4827.8,190.33,-6.33,4.18
-2884.8,4834.8,190.46,-6.82,3.21
-2891.9,4841.9,190.59,-6.25,3.76
-2898.9,4848.9,190.72,-6.22,3.85
-2905.9,4855.9,190.85,-7.37,2.72
-2912.9,4862.9,190.98,-6.38,3.39
-2920.1,4870.1,191.11,-6.65,3.58
-2925,4875,191.2,-5.81,5.22
-2929.4,4879.4,191.28,-5.98,5.16
-2934.4,4884.4,191.37,-6.23,5.32
-2939.3,4889.3,191.46,-6.16,5.48
-2943.7,4893.7,191.54,-6.26,5.24
-2948.7,4898.7,191.63,-6.11,5.35
-2953.6,4903.6,191.72,-6.15,5.2
-2958,4908,191.8,-6.05,5.31
-2963,4913,191.89,-6.2,5.21
-2967.9,4917.9,191.98,-6.34,5.21
-2972.3,4922.3,192.06,-6.13,5.64
-2977.3,4927.3,192.15,-6.3,5.46
-2982.2,4932.2,192.24,-6.19,5.43
-2986.6,4936.6,192.32,-6.05,5.58
-2991.6,4941.6,192.41,-6.47,5.27
-2996,4946,192.49,-6.44,5
-3000.9,4950.9,192.58,-6.72,3.78
-3005.3,4955.3,192.66,-6.66,4.26
-3009.7,4959.7,192.74,-6.26,4.59
-3014.7,4964.7,192.83,-7.35,3.81
-3019.1,4969.1,192.91,-6.51,4.08
-3023.5,4973.5,192.99,-7.07,3.07
-3028.4,4978.4,193.08,-7.06,3.33
-3032.8,4982.8,193.16,-7.99,2.99
-3037.2,4987.2,193.24,-6.77,3.98
-3042.2,4992.2,193.33,-6.88,3.05
-3046.6,4996.6,193.41,-6.62,4.33
-3051,5001,193.49,-6.28,4.34
-3054.8,5004.8,193.56,-7,3.13
-3059.2,5009.2,193.64,-7.63,2.28
-3063.1,5013.1,193.71,-6.73,3.46
-3067.5,5017.5,193.79,-6.94,3.35
-3071.3,5021.3,193.86,-7.13,3.41
-3075.7,5025.7,193.94,-6.82,4.24
-3079.6,5029.6,194.01,-6.9,3.73
-3085.1,5035.1,194.11,-6.52,4.75
-3090.6,5040.6,194.21,-5.91,4.75
-3096.1,5046.1,194.31,-6.01,4.7
-3101.6,5051.6,194.41,-6.18,5.12
-3106.5,5056.5,194.5,-6.2,5.94
-3110.9,5060.9,194.58,-6,5.16
-3115.9,5065.9,194.67,-6.38,3.95
-3120.3,5070.3,194.75,-7.77,2.99
-3125.2,5075.2,194.84,-6.99,3.84
-3130.2,5080.2,194.93,-6.06,4.76
-3134.6,5084.6,195.01,-6.07,4.43
-3139.5,5089.5,195.1,-6.53,3.64
-3143.9,5093.9,195.18,-6.53,3.75
-3148.9,5098.9,195.27,-6.47,2.2
-3153.8,5103.8,195.36,-6.36,2.52
-3158.2,5108.2,195.44,-6.28,1.66
-3163.2,5113.2,195.53,-6.16,2.49
-3167.6,5117.6,195.61,-5.79,3.51
-3172.5,5122.5,195.7,-5.84,2.25
-3177.5,5127.5,195.79,-6.27,1.89
-3181.9,5131.9,195.87,-6.15,2.08
-3185.2,5135.2,195.93,-6,5.38
-3188.5,5138.5,195.99,-6.17,5.5
-3191.8,5141.8,196.05,-5.98,5.8
-3195.1,5145.1,196.11,-6.04,5.64
-3198.4,5148.4,196.17,-6.16,5.61
-3201.7,5151.7,196.23,-6.14,5.58
-3205,5155,196.29,-6.18,5.71
-3208.3,5158.3,196.35,-6.1,5.42
-3211.6,5161.6,196.41,-7.3,0.51
-3214.9,5164.9,196.47,-5.85,3.97
-3220.4,5170.4,196.57,-5.69,4.16
-3225.3,5175.3,196.66,-5.86,2.83
-3230.8,5180.8,196.76,-5.6,1.39
-3236.3,5186.3,196.86,-6.36,0.62
-3241.3,5191.3,196.95,-7.08,0.13
-3246.7,5196.7,197.05,-6.81,1.15
-3251.6,5201.6,197.14,-6.47,4.49
-3257,5207,197.24,-6.19,4.48
-3262.4,5212.4,197.34,-6.23,4.07
-3267.2,5217.2,197.43,-7.31,3.28
-3271,5221,197.5,-7.95,2.39
-3275.3,5225.3,197.58,-6.23,5.16
-3279.1,5229.1,197.65,-6.96,4.03
-3282.9,5232.9,197.72,-6.5,4.36
-3287.2,5237.2,197.8,-6.44,4.49
-3291,5241,197.87,-6.59,4.56
-3294.8,5244.8,197.94,-6.49,4.52
-3300.2,5250.2,198.04,-6.47,4.14
-3305.7,5255.7,198.14,-6.18,4.45
-3311.2,5261.2,198.24,-6.07,4.38
-3317.3,5267.3,198.35,-6.2,4.07
-3322.8,5272.8,198.45,-6.4,3.95
-3328.3,5278.3,198.55,-6.13,4.42
-3333.8,5283.8,198.65,-6.48,4.58
-3339.3,5289.3,198.75,-6.41,4.42
-3344.8,5294.8,198.85,-6.34,4.19
-3350.3,5300.3,198.95,-6.17,4.26
-3355.8,5305.8,199.05,-6.61,2.68
-3361.3,5311.3,199.15,-6.21,4.57
-3366.8,5316.8,199.25,-6.2,4.86
-3372.8,5322.8,199.36,-6.17,2.57
-3378.3,5328.3,199.46,-6.87,1.27
-3383.8,5333.8,199.56,-6.59,1.69
-3389.3,5339.3,199.66,-6.9,2.54
-3394.8,5344.8,199.76,-6.84,2.33
-3400.3,5350.3,199.86,-6.8,2.11
-3405.8,5355.8,199.96,-7,2.33
-3414.6,5364.6,200.12,-7.44,1.29
-3424,5374,200.29,-7,2.42
-3433.3,5383.3,200.46,-6.69,2.77
-3442.1,5392.1,200.62,-7.3,1.2
-3451.5,5401.5,200.79,-7.4,1.8
-3460.8,5410.8,200.96,-7,2.83
-3466.9,5416.9,201.07,-6.99,3.46
-3472.9,5422.9,201.18,-7.44,2.29
-3479,5429,201.29,-7.38,4.57
-3485,5435,201.4,-7.26,4.56
-3491.1,5441.1,201.51,-7.36,3.02
-3497.1,5447.1,201.62,-7.37,2.54
-3503.2,5453.2,201.73,-7.01,3.5
-3509.8,5459.8,201.85,-6.8,3.76
-3515.8,5465.8,201.96,-7.03,3.51
-3520.8,5470.8,202.05,-7.06,3.93
-3526.3,5476.3,202.15,-6.47,4.33
-3531.2,5481.2,202.24,-6.36,4.53
-3536.7,5486.7,202.34,-6.41,4.45
-3541.7,5491.7,202.43,-5.91,4.65
-3547.2,5497.2,202.53,-6.2,4.49
-3552.1,5502.1,202.62,-6.36,3.84
-3557.6,5507.6,202.72,-6.35,4.34
-3562.6,5512.6,202.81,-6.12,4.44
-3568.1,5518.1,202.91,-6.49,3.95
-3573,5523,203,-6.35,4.21
-3578.4,5528.4,203.1,-6.04,4.51
-3583.3,5533.3,203.19,-5.69,4.68
-3588.7,5538.7,203.29,-6.08,3.98
-3593.5,5543.5,203.38,-6.42,3.66
-3598.9,5548.9,203.48,-6.21,4.18
-3604.3,5554.3,203.58,-6.14,4.27
-3609.7,5559.7,203.68,-6.24,4.34
-3615.1,5565.1,203.78,-6.33,4.39
-3620.5,5570.5,203.88,-6.11,4.63
-3625.9,5575.9,203.98,-6.3,4.13
-3631.4,5581.4,204.08,-6.54,4.25
-3636.9,5586.9,204.18,-6.68,4.15
-3641.3,5591.3,204.26,-6.66,3.46
-3645.7,5595.7,204.34,-6.48,3.43
-3650.7,5600.7,204.43,-6.57,3.32
-3655.1,5605.1,204.51,-6.48,3.44
-3659.5,5609.5,204.59,-6.72,3.43
-3664.4,5614.4,204.68,-6.87,3.37
-3670.5,5620.5,204.79,-7.06,2.75
-3677.1,5627.1,204.91,-7.18,3.31
-3683.7,5633.7,205.03,-7.33,2.71
-3689.7,5639.7,205.14,-7.54,2.94
-3696.3,5646.3,205.26,-7.84,2.18
-3702.9,5652.9,205.38,-7.96,2.04
-3707.9,5657.9,205.47,-8.48,0.66
-3712.8,5662.8,205.56,-8.62,0.68
-3717.8,5667.8,205.65,-7.06,2.58
-3722.7,5672.7,205.74,-6.71,3.32
-3727.7,5677.7,205.83,-6.92,3.37
-3732.6,5682.6,205.92,-6.39,4.3
-3737.6,5687.6,206.01,-6.21,4.73
