year (AD),age (BP),temperature (missing),kyryr BP2 (BP),accumulation (m)
-26154,28104,-50.367,36.472,0.073
-26231,28181,-50.673,36.501,0.072
-26305,28255,-51.366,36.529,0.071
-26375,28325,-50.642,36.558,0.07
-26442,28392,-49.551,36.587,0.069
-26505,28455,-49.134,36.616,0.069
-26567,28517,-49.857,36.645,0.069
-26628,28578,-50.928,36.673,0.069
-26678,28628,-50.561,36.702,0.07
-26737,28687,-47.37,36.731,0.071
-26792,28742,-44.628,36.76,0.072
-26839,28789,-41.845,36.789,0.073
-26886,28836,-41.723,36.817,0.074
-26931,28881,-40.377,36.846,0.075
-26979,28929,-40.163,36.875,0.075
-27029,28979,-39.072,36.904,0.075
-27078,29028,-41.712,36.933,0.075
-27121,29071,-44.658,36.961,0.075
-27175,29125,-48.736,36.99,0.075
-27237,29187,-50.54,37.019,0.075
-27303,29253,-50.948,37.048,0.075
-27365,29315,-50.051,37.077,0.076
-27425,29375,-50.53,37.105,0.076
-27487,29437,-50.846,37.134,0.076
-27556,29506,-51.478,37.163,0.076
-27636,29586,-51.723,37.192,0.076
-27712,29662,-52.599,37.221,0.075
-27794,29744,-53.593,37.249,0.075
-27867,29817,-53.048,37.278,0.074
-27928,29878,-53.262,37.307,0.074
-27988,29938,-53.303,37.336,0.074
-28055,30005,-53.191,37.365,0.075
-28120,30070,-52.395,37.394,0.075
-28190,30140,-53.079,37.422,0.076
-28256,30206,-52.875,37.451,0.076
-28321,30271,-52.365,37.48,0.077
-28386,30336,-51.009,37.509,0.077
-28451,30401,-50.897,37.538,0.076
-28518,30468,-50.173,37.566,0.076
-28586,30536,-49.205,37.595,0.075
-28646,30596,-49.388,37.624,0.073
-28707,30657,-49.654,37.653,0.072
-28771,30721,-51.56,37.682,0.071
-28833,30783,-51.753,37.711,0.07
-28902,30852,-52.559,37.739,0.069
-28964,30914,-52.181,37.768,0.068
-29030,30980,-51.274,37.797,0.067
-29096,31046,-51.488,37.826,0.066
-29163,31113,-51.498,37.855,0.066
-29228,31178,-52.334,37.883,0.065
-29291,31241,-52.518,37.912,0.064
-29355,31305,-52.049,37.941,0.064
-29419,31369,-52.232,37.97,0.063
-29483,31433,-51.498,37.998,0.063
-29547,31497,-51.692,38.027,0.062
-29609,31559,-51.019,38.056,0.062
-29669,31619,-50.102,38.085,0.063
-29731,31681,-48.654,38.114,0.064
-29796,31746,-47.36,38.143,0.065
-29856,31806,-46.361,38.171,0.067
-29916,31866,-44.924,38.2,0.069
-29976,31926,-43.965,38.229,0.071
-30031,31981,-42.803,38.258,0.072
-30091,32041,-42.375,38.287,0.073
-30149,32099,-41.366,38.315,0.073
-30211,32161,-40.958,38.344,0.073
-30271,32221,-40.693,38.373,0.072
-30333,32283,-41.631,38.402,0.07
-30396,32346,-45.046,38.431,0.068
-30460,32410,-48.033,38.459,0.066
-30526,32476,-50.887,38.488,0.064
-30594,32544,-51.366,38.517,0.062
-30659,32609,-52.161,38.546,0.061
-30726,32676,-52.294,38.575,0.059
-30795,32745,-53.048,38.603,0.058
-30865,32815,-53.242,38.632,0.057
-30933,32883,-53.048,38.661,0.056
-31001,32951,-52.844,38.69,0.056
-31069,33019,-51.284,38.719,0.055
-31132,33082,-48.92,38.748,0.055
-31201,33151,-45.627,38.776,0.055
-31270,33220,-43.945,38.805,0.055
-31339,33289,-43.109,38.834,0.056
-31407,33357,-42.966,38.863,0.056
-31475,33425,-42.803,38.892,0.056
-31543,33493,-41.631,38.92,0.056
-31608,33558,-40.887,38.949,0.056
-31675,33625,-43.14,38.978,0.056
-31741,33691,-46.952,39.007,0.056
-31809,33759,-49.623,39.036,0.056
-31879,33829,-49.337,39.065,0.056
-31944,33894,-49.184,39.093,0.055
-32010,33960,-49.327,39.122,0.055
-32076,34026,-49.623,39.151,0.055
-32142,34092,-49.48,39.18,0.054
-32208,34158,-50.163,39.209,0.054
-32274,34224,-50.489,39.237,0.054
-32334,34284,-50.948,39.266,0.054
-32398,34348,-50.388,39.295,0.054
-32465,34415,-50.642,39.324,0.054
-32524,34474,-49.164,39.352,0.054
-32584,34534,-47.88,39.381,0.054
-32634,34584,-45.78,39.41,0.054
-32679,34629,-45.342,39.439,0.054
-32735,34685,-45.26,39.468,0.054
-32783,34733,-45.443,39.497,0.054
-32832,34782,-45.566,39.525,0.054
-32880,34830,-44.312,39.554,0.054
-32929,34879,-43.333,39.583,0.054
-32972,34922,-41.957,39.612,0.053
-33015,34965,-41.366,39.641,0.053
-33060,35010,-40.816,39.669,0.053
-33108,35058,-41.264,39.698,0.053
-33150,35100,-41.274,39.727,0.053
-33191,35141,-40.999,39.756,0.054
-33235,35185,-40.112,39.785,0.055
-33273,35223,-40.285,39.813,0.056
-33320,35270,-41.417,39.842,0.058
-33358,35308,-45.015,39.871,0.06
-33412,35362,-48.573,39.9,0.061
-33473,35423,-50.51,39.929,0.064
-33535,35485,-50.856,39.958,0.066
-33597,35547,-50.938,39.986,0.068
-33659,35609,-51.223,40.015,0.07
-33721,35671,-52.559,40.044,0.072
-33794,35744,-52.834,40.073,0.074
-33858,35808,-52.997,40.102,0.076
-33915,35865,-51.509,40.13,0.077
-33973,35923,-51.223,40.159,0.078
-34031,35981,-51.621,40.188,0.078
-34094,36044,-51.366,40.217,0.079
-34149,36099,-50.764,40.246,0.08
-34204,36154,-50.316,40.274,0.081
-34259,36209,-49.134,40.303,0.083
-34314,36264,-47.176,40.332,0.086
-34362,36312,-45.209,40.361,0.089
-34416,36366,-44.465,40.39,0.092
-34464,36414,-43.812,40.419,0.095
-34514,36464,-44.699,40.447,0.098
-34569,36519,-45.423,40.476,0.1
-34624,36574,-46.636,40.505,0.102
-34679,36629,-46.412,40.534,0.103
-34740,36690,-45.576,40.562,0.105
-34797,36747,-44.975,40.591,0.106
-34857,36807,-43.15,40.62,0.107
-34910,36860,-42.161,40.649,0.108
-34962,36912,-41.59,40.678,0.108
-35015,36965,-41.284,40.707,0.108
-35069,37019,-41.509,40.735,0.108
-35123,37073,-41.621,40.764,0.107
-35177,37127,-41.57,40.793,0.106
-35231,37181,-41.101,40.822,0.105
-35280,37230,-40.377,40.851,0.105
-35335,37285,-40.306,40.879,0.105
-35392,37342,-40.581,40.908,0.105
-35447,37397,-40.622,40.937,0.106
-35502,37452,-40.683,40.966,0.108
-35557,37507,-40.53,40.995,0.11
-35607,37557,-40.438,41.023,0.112
-35662,37612,-39.969,41.052,0.113
-35718,37668,-39.001,41.081,0.113
-35772,37722,-38.868,41.11,0.111
-35829,37779,-38.899,41.139,0.108
-35892,37842,-39.215,41.167,0.104
-35955,37905,-39.113,41.196,0.1
-36018,37968,-39.358,41.225,0.097
-36081,38031,-39.358,41.254,0.094
-36150,38100,-38.644,41.283,0.091
-36220,38170,-37.982,41.312,0.089
-36289,38239,-37.492,41.34,0.088
-36357,38307,-37.319,41.369,0.088
-36408,38358,-37.798,41.398,0.089
-36463,38413,-41.091,41.427,0.09
-36520,38470,-44.567,41.456,0.091
-36587,38537,-48.226,41.484,0.093
-36653,38603,-48.909,41.513,0.095
-36727,38677,-49.776,41.542,0.097
-36799,38749,-49.99,41.571,0.097
-36881,38831,-50.26,41.6,0.097
-36959,38909,-51.06,41.628,0.097
-37040,38990,-51.33,41.657,0.096
-37114,39064,-51.03,41.686,0.095
-37192,39142,-50.724,41.715,0.094
-37271,39221,-50.805,41.744,0.094
-37352,39302,-50.459,41.773,0.093
-37435,39385,-50.443,41.801,0.093
-37519,39469,-49.908,41.83,0.093
-37601,39551,-50.657,41.859,0.094
-37680,39630,-51.937,41.888,0.094
-37766,39716,-51.988,41.916,0.094
-37859,39809,-51.07,41.945,0.095
-37940,39890,-50.963,41.974,0.096
-38021,39971,-50.398,42.003,0.098
-38094,40044,-48.135,42.032,0.099
-38156,40106,-46.065,42.061,0.101
-38222,40172,-44.128,42.089,0.102
-38282,40232,-45.311,42.118,0.103
-38338,40288,-46.636,42.147,0.104
-38407,40357,-48.135,42.176,0.105
-38459,40409,-48.186,42.205,0.106
-38510,40460,-48.583,42.233,0.107
-38556,40506,-49.378,42.262,0.108
-38608,40558,-49.276,42.291,0.11
-38650,40600,-50.724,42.32,0.112
-38694,40644,-49.878,42.349,0.112
-38737,40687,-49.49,42.377,0.112
-38776,40726,-47.492,42.406,0.111
-38825,40775,-45.943,42.435,0.109
-38869,40819,-44.067,42.464,0.106
-38911,40861,-42.793,42.493,0.102
-38953,40903,-43.007,42.522,0.098
-39004,40954,-43.415,42.55,0.094
-39052,41002,-43.089,42.579,0.089
-39097,41047,-42.151,42.608,0.085
-39134,41084,-40.917,42.637,0.083
-39179,41129,-40.296,42.666,0.081
-39220,41170,-42.028,42.694,0.08
-39260,41210,-44.944,42.723,0.08
-39311,41261,-48.226,42.752,0.081
-39362,41312,-49.266,42.781,0.081
-39413,41363,-49.969,42.81,0.081
-39469,41419,-50.428,42.838,0.082
-39521,41471,-50.928,42.867,0.082
-39585,41535,-51.193,42.896,0.083
-39632,41582,-51.244,42.925,0.084
-39684,41634,-49.816,42.954,0.085
-39733,41683,-47.441,42.982,0.086
-39783,41733,-45.545,43.011,0.087
-39833,41783,-45.127,43.04,0.088
-39890,41840,-45.678,43.069,0.089
-39945,41895,-45.443,43.098,0.091
-39996,41946,-45.015,43.127,0.092
-40052,42002,-43.782,43.155,0.094
-40102,42052,-42.569,43.184,0.096
-40150,42100,-41.458,43.213,0.098
-40203,42153,-41.346,43.242,0.098
-40246,42196,-41.621,43.27,0.098
-40296,42246,-41.478,43.299,0.098
-40346,42296,-40.846,43.328,0.096
-40397,42347,-40.449,43.357,0.095
-40440,42390,-40.122,43.386,0.093
-40481,42431,-40.805,43.415,0.091
-40529,42479,-40.581,43.443,0.09
-40574,42524,-41.529,43.472,0.09
-40622,42572,-44.23,43.501,0.09
-40669,42619,-48.053,43.53,0.089
-40736,42686,-51.244,43.559,0.089
-40801,42751,-52.028,43.587,0.089
-40864,42814,-51.835,43.616,0.089
-40927,42877,-51.376,43.645,0.089
-40993,42943,-50.826,43.674,0.089
-41055,43005,-50.632,43.703,0.089
-41119,43069,-50.683,43.731,0.089
-41173,43123,-50.346,43.76,0.09
-41230,43180,-49.582,43.789,0.09
-41291,43241,-47.299,43.818,0.091
-41345,43295,-44.873,43.847,0.092
-41393,43343,-43.262,43.876,0.092
-41444,43394,-44.373,43.904,0.093
-41501,43451,-45.352,43.933,0.094
-41565,43515,-46.035,43.962,0.096
-41620,43570,-45.484,43.991,0.097
-41681,43631,-45.433,44.02,0.099
-41737,43687,-45.138,44.048,0.102
-41798,43748,-45.382,44.077,0.104
-41858,43808,-44.924,44.106,0.107
-41913,43863,-44.373,44.135,0.11
-41975,43925,-43.568,44.164,0.112
-42032,43982,-43.599,44.192,0.115
-42091,44041,-44.149,44.221,0.116
-42143,44093,-44.077,44.25,0.117
-42199,44149,-43.313,44.279,0.117
-42252,44202,-42.263,44.308,0.116
-42298,44248,-41.56,44.336,0.115
-42344,44294,-41.04,44.365,0.114
-42387,44337,-40.55,44.394,0.114
-42432,44382,-40.367,44.423,0.114
-42481,44431,-40.367,44.452,0.114
-42527,44477,-40.724,44.48,0.115
-42580,44530,-40.306,44.509,0.117
-42630,44580,-40.235,44.538,0.118
-42671,44621,-39.847,44.567,0.119
-42717,44667,-39.837,44.596,0.12
-42764,44714,-39.827,44.624,0.122
-42805,44755,-39.287,44.653,0.123
-42849,44799,-39.021,44.682,0.124
-42893,44843,-38.603,44.711,0.124
-42938,44888,-38.522,44.74,0.125
-42983,44933,-37.951,44.769,0.124
-43029,44979,-37.859,44.797,0.124
-43075,45025,-38.094,44.826,0.123
-43116,45066,-37.819,44.855,0.123
-43195,45145,-37.538,44.884,0.124
-43239,45189,-37.118,44.913,0.125
-43239,45189,-37.452,44.941,0.127
-43285,45235,-36.942,44.97,0.129
-43327,45277,-36.391,44.999,0.13
-43371,45321,-35.8,45.028,0.131
-43448,45398,-39.205,45.057,0.131
-43490,45440,-42.531,45.086,0.131
-43490,45440,-44.852,45.114,0.13
-43550,45500,-49.093,45.143,0.129
-43608,45558,-49.358,45.172,0.13
-43673,45623,-48.97,45.201,0.131
-43743,45693,-48.236,45.23,0.132
-43809,45759,-47.941,45.258,0.132
-43875,45825,-47.92,45.287,0.131
-43947,45897,-48.889,45.316,0.128
-44027,45977,-49.123,45.345,0.123
-44112,46062,-49.587,45.373,0.117
-44203,46153,-49.19,45.402,0.11
-44282,46232,-49.531,45.431,0.103
-44362,46312,-49.654,45.46,0.098
-44451,46401,-49.297,45.489,0.093
-44532,46482,-47.492,45.518,0.089
-44619,46569,-44.755,45.546,0.087
-44688,46638,-45.138,45.575,0.085
-44752,46702,-45.311,45.604,0.084
-44809,46759,-44.251,45.633,0.083
-44876,46826,-43.191,45.662,0.082
-44942,46892,-42.171,45.69,0.082
-44999,46949,-41.794,45.719,0.081
-45054,47004,-42.773,45.748,0.079
-45114,47064,-42.864,45.777,0.078
-45174,47124,-42.548,45.806,0.076
-45234,47184,-42.294,45.834,0.074
-45280,47230,-44.72,45.863,0.072
-45333,47283,-46.779,45.892,0.07
-45395,47345,-47.462,45.921,0.069
-45479,47429,-46.667,45.95,0.068
-45554,47504,-44.404,45.978,0.067
-45617,47567,-43.925,46.007,0.067
-45676,47626,-44.404,46.036,0.067
-45737,47687,-45.229,46.065,0.067
-45792,47742,-45.138,46.094,0.067
-45855,47805,-44.75,46.123,0.067
-45918,47868,-44.964,46.151,0.067
-45980,47930,-44.903,46.18,0.067
-46042,47992,-44.801,46.209,0.067
-46109,48059,-44.271,46.238,0.067
-46171,48121,-44.149,46.267,0.068
-46239,48189,-44.027,46.295,0.068
-46301,48251,-43.639,46.324,0.068
-46367,48317,-43.68,46.353,0.069
-46427,48377,-43.996,46.382,0.07
-46488,48438,-44.261,46.411,0.072
-46549,48499,-44.373,46.44,0.074
-46620,48570,-44.271,46.468,0.076
-46688,48638,-44.19,46.497,0.079
-46759,48709,-44.027,46.526,0.082
-46819,48769,-43.792,46.555,0.085
-46883,48833,-43.191,46.584,0.087
-46951,48901,-42.813,46.612,0.089
-47014,48964,-42.885,46.641,0.091
-47076,49026,-43.588,46.67,0.092
-47145,49095,-43.751,46.699,0.092
-47217,49167,-43.15,46.728,0.093
-47278,49228,-41.692,46.756,0.094
-47343,49293,-41.437,46.785,0.094
-47408,49358,-41.366,46.814,0.095
-47468,49418,-41.56,46.843,0.096
-47520,49470,-41.468,46.872,0.097
-47571,49521,-41.152,46.9,0.098
-47629,49579,-41.03,46.929,0.098
-47685,49635,-40.652,46.958,0.099
-47740,49690,-40.479,46.987,0.099
-47796,49746,-40.55,47.016,0.1
-47856,49806,-40.265,47.044,0.102
-47918,49868,-40.102,47.073,0.103
-47972,49922,-39.816,47.102,0.105
-48031,49981,-39.969,47.131,0.105
