year (AD),age (BP),depth (cm),sand (percent),d0x2800x2E10x29 (missing),d0x2800x2E50x29 (missing),d0x2800x2E90x29 (missing),x00x2E020xB5m0x2D30x2E890xB5m (missing),x30x2E900xB5m0x2D70x2E790xB5m (missing),x70x2E800xB5m0x2D150x2E590xB5m (missing),x150x2E600xB5m0x2D300x2E990xB5m (missing),x310x2E000xB5m0x2D620x2E490xB5m (missing),x620x2E500xB5m0x2D1240x2E990xB5m (missing),x1250x2E000xB5m0x2D2490x2E990xB5m (missing),x2500x2E000xB5m0x2D4990x2E990xB5m (missing),x5000x2E000xB5m0x2D10000x2E000xB5m (missing),x10000x2E010xB5m0x2D20000x2E000xB5m (missing),Mode (missing),Clay (missing),Silt (missing)
-3344.44,5294.44,647.5,2.99,1.55,7.07,34.01,30.84,22.25,20.67,14.61,8.51,2.8,0.18,0,0,0,6.63,30.84,66.04
-3499.71,5449.71,662.5,2.24,1.61,7.44,30.61,29.16,22.31,22.23,16.37,7.54,2,0.24,0,0,0,7.56,29.16,68.46
-3510.06,5460.06,663.5,6,2.79,16.68,49.12,14.19,11.59,21.37,29.12,17.64,4.22,0.82,0.86,0.1,0,21.15,14.19,79.71
-3520.41,5470.41,664.5,3.82,2.41,14.45,40.64,16.87,13.12,23.12,29.04,13.91,2.51,0.75,0.55,0.01,0,19.4,16.87,79.2
-3530.76,5480.76,665.5,7.85,2.43,18.06,56.02,16.07,10.8,17.76,26.92,20.51,6.35,0.79,0.67,0.04,0,24.53,16.07,75.99
-3541.11,5491.11,666.5,3.91,2.33,14.32,40.98,17.03,12.77,23.75,28.63,13.79,2.8,0.58,0.52,0.01,0,18.63,17.03,78.95
-3551.46,5501.46,667.5,2.99,2.76,15.89,41.42,14.42,11.79,22.88,31.32,16.5,2.4,0.23,0.35,0.01,0,20.57,14.42,82.49
-3561.81,5511.81,668.5,0.73,1.51,7.02,20.86,30.53,23.38,27.28,15.28,2.66,0.52,0.17,0.04,0,0,10.32,30.53,68.59
-3572.16,5522.16,669.5,0.89,1.6,7.73,23.06,28.13,22.07,27.58,17.37,3.82,0.77,0.12,0,0,0,11.27,28.13,70.84
-3582.52,5532.52,670.5,1.04,1.76,7.93,25.01,27.05,22.24,26.61,17.89,5.03,0.84,0.2,0,0,0,11.16,27.05,71.76
-3592.87,5542.87,671.5,0.51,1.68,8,22.63,27.07,21.85,28.41,18.7,3.31,0.27,0.24,0,0,0,11.97,27.07,72.27
-3603.22,5553.22,672.5,0.03,1.61,7.99,22.67,27.79,21.2,27.93,19.45,3.46,0.03,0,0,0,0,12.5,27.79,72.04
-3613.57,5563.57,673.5,0,1.35,5.42,17.13,38.38,24.87,24.1,11.35,1.15,0,0,0,0,0,8.34,38.38,61.47
-3623.92,5573.92,674.5,0.53,1.53,6.98,22.25,30.99,22.9,25.64,16.22,3.58,0.38,0.14,0,0,0,10.51,30.99,68.34
-3634.27,5584.27,675.5,2.05,1.74,11.18,35.03,23.95,15.43,22.63,24.76,11.05,1.78,0.27,0,0,0,17.69,23.95,73.87
-3644.62,5594.62,676.5,5.83,2.22,11.99,42.15,19.31,16.42,24.32,23.69,10.33,2.67,0.97,1.72,0.47,0,15.93,19.31,74.75
-3654.97,5604.97,677.5,1.75,1.36,6.54,28.1,33.69,21.93,21.19,14.63,6.67,1.59,0.12,0.04,0,0,7.32,33.69,64.42
-3665.32,5615.32,678.5,1.74,1.28,6.49,28.67,34.39,21.39,20.83,14.52,7,1.72,0.02,0,0,0,7.54,34.39,63.73
-3675.67,5625.67,679.5,1.97,1.25,6.28,29.76,35.74,20.71,19.75,14.32,7.38,1.94,0.02,0,0,0,6.84,35.74,62.16
-3686.03,5636.03,680.5,1.99,1.01,4.83,27.91,43.75,19.46,16.48,11.62,6.57,1.96,0.03,0,0,0,3.56,43.75,54.13
-3696.38,5646.38,681.5,2.12,1.01,5.17,30.04,41.97,19.02,16.6,12.77,7.41,2.09,0.03,0,0,0,3.81,41.97,55.79
-3706.73,5656.73,682.5,2.71,1.61,8.26,35.9,28.03,20.08,21.21,17.67,10.17,2.64,0.07,0,0,0,9.47,28.03,69.12
-3717.08,5667.08,683.5,2.64,1.66,8.35,35.06,27.21,20.51,22.07,17.72,9.72,2.56,0.07,0,0,0,9.63,27.21,70.01
-3727.43,5677.43,684.5,2.19,1.6,7.67,33.26,28.93,21.53,21.55,16.56,9.11,2.17,0.02,0,0,0,7.73,28.93,68.74
-3737.78,5687.78,685.5,4.81,1.38,8.85,42.22,28.84,17.54,19.97,17.69,11.04,4.06,0.47,0.2,0.09,0,12.4,28.84,66.23
-3748.13,5698.13,686.5,4.77,1.77,8.29,39.97,28.37,19.72,21.06,16.6,9.35,4.13,0.63,0,0,0,11.4,28.37,66.73
-3758.48,5708.48,687.5,6.32,0.97,5.7,42.13,40.23,17.63,16.38,11.95,7.39,3.87,0.99,1.02,0.45,0,4.2,40.23,53.33
-3768.83,5718.83,688.5,6.97,1.35,9.53,50.36,28.61,16.09,18.68,17.42,12.12,5.52,0.86,0.49,0.09,0,13.94,28.61,64.3
-3779.18,5729.18,689.5,12.39,1.47,13.52,70.9,23.71,13.23,16.64,17.89,16.04,9.82,2.01,0.44,0.12,0,20.22,23.71,63.81
-3789.54,5739.54,690.5,2.59,0.92,4.47,25.68,45.76,20.19,16.03,10.07,5.23,2.27,0.32,0,0,0,3.7,45.76,51.52
-3799.89,5749.89,691.5,3.52,0.99,5.29,31.37,41.43,19.03,17.11,12.14,6.63,2.78,0.46,0.2,0.08,0,4.06,41.43,54.92
-3810.24,5760.24,692.5,1.5,0.96,4.6,23.32,44.83,20.62,17.19,10.92,4.82,1.47,0.03,0,0,0,3.94,44.83,53.55
-3820.59,5770.59,693.5,1.81,0.94,4.92,25.63,43.22,19.78,17.6,11.87,5.59,1.73,0.09,0,0,0,4.34,43.22,54.84
-3830.94,5780.94,694.5,1.71,0.97,4.59,23.84,44.9,20.61,17.01,10.65,5.01,1.67,0.03,0,0,0,3.83,44.9,53.26
-3851.64,5801.64,696.5,0.97,1,4.12,19.35,47.95,22.54,15.92,8.79,3.68,0.97,0,0,0,0,3.69,47.95,50.93
-3861.99,5811.99,697.5,0.75,1.11,4.79,20.12,42.89,23.25,18.83,10.45,3.68,0.75,0,0,0,0,4.61,42.89,56.21
-3872.34,5822.34,698.5,0.94,1.14,4.57,19.21,44.23,23.94,17.98,9.38,3.39,0.88,0.05,0,0,0,4.21,44.23,54.69
-3882.69,5832.69,699.5,1.6,1.02,4.74,23.4,43.82,21.27,17.58,10.74,4.86,1.57,0.03,0,0,0,4.33,43.82,54.45
-3893.05,5843.05,700.5,2.41,0.92,4.28,26.18,47.2,19.27,15.32,10.09,5.59,2.24,0.17,0,0,0,3.24,47.2,50.27
-3903.4,5853.4,701.5,3.05,0.99,5.11,30.07,42.09,19.79,17.06,11.32,6.57,2.83,0.22,0,0,0,4.24,42.09,54.73
-3913.75,5863.75,702.5,4.24,1.01,5.45,36.58,40.91,18.34,16.26,12.09,8.03,3.77,0.47,0,0,0,3.87,40.91,54.72
-3924.1,5874.1,703.5,6.06,1.14,6.97,44.46,35.16,17.65,17.3,14.19,9.53,4.16,0.64,0.75,0.51,0,7.43,35.16,58.66
-3934.45,5884.45,704.5,6.53,1.14,7.35,46.63,33.96,17.47,17.36,14.66,9.9,4.48,0.7,0.89,0.47,0,7.75,33.96,59.39
-3944.8,5894.8,705.5,7.73,0.95,5.39,48.93,41.49,17.59,14.88,10.81,7.38,4.77,1.86,0.86,0.24,0,3.69,41.49,50.67
-3955.15,5905.15,706.5,1.99,0.99,4.46,22.69,45.6,21.5,16.71,9.58,4.48,1.83,0.16,0,0,0,4.14,45.6,52.28
-3965.5,5915.5,707.5,2.53,1.06,5.51,30.25,40.44,18.93,17.68,13.19,7.1,2.39,0.14,0,0,0,4.4,40.44,56.9
-3975.85,5925.85,708.5,2.11,0.97,4.82,25.46,43.46,20.76,17.2,10.93,5.41,1.96,0.16,0,0,0,4.35,43.46,54.3
-3986.2,5936.2,709.5,2.85,1.01,5.32,30.57,41.32,19.01,17.2,12.55,6.95,2.54,0.31,0,0,0,4.59,41.32,55.71
-3996.56,5946.56,710.5,1.08,1.11,5.21,22.41,40.61,22.33,19.61,11.78,4.45,1.06,0.02,0,0,0,5.62,40.61,58.17
-4006.91,5956.91,711.5,2.47,0.97,4.93,28,43.02,19.88,16.84,11.47,6.19,2.32,0.15,0,0,0,4.22,43.02,54.39
-4017.26,5967.26,712.5,2.23,1.03,4.92,26.45,42.65,21.08,17.09,11.08,5.74,2.08,0.15,0,0,0,4.21,42.65,54.99
-4027.61,5977.61,713.5,1.1,0.93,4.32,21.68,46.8,20.4,16.84,10.33,4.4,1.1,0,0,0,0,3.65,46.8,51.97
-4037.96,5987.96,714.5,4.81,1.85,6.46,32.8,32.2,24.03,19.97,12.93,5.91,1.55,0.04,0.64,1.71,0.88,4.79,32.2,62.83
-4048.31,5998.31,715.5,3.6,1.89,6.49,30.28,31.69,24.57,20.65,13.26,6.07,1.8,0.12,0.47,1.02,0.21,5,31.69,64.55
-4058.66,6008.66,716.5,1.74,0.84,3.72,23.22,51.32,18.01,14.33,9.65,4.83,1.65,0.09,0,0,0,2.6,51.32,46.82
-4069.01,6019.01,717.5,0.53,0.87,3.28,14.89,56.18,21.14,13.2,6.45,2.37,0.53,0,0,0,0,2.92,56.18,43.16
-4079.36,6029.36,718.5,4.33,1.13,8.24,42.64,33.21,15.46,16.86,17.65,12.38,4.11,0.22,0,0,0,19.33,33.21,62.35
-4213.93,6163.93,731.5,3.03,1.72,7.82,32.91,27.47,22.33,22.72,16.35,7.96,2.52,0.51,0,0,0,8.05,27.47,69.35
-4224.28,6174.28,732.5,2.82,1.58,8.08,34.31,28.69,20.12,21.54,17.61,9.08,2.45,0.36,0.01,0,0,10.29,28.69,68.35
-4234.63,6184.63,733.5,2.1,1.63,7.02,27.85,30.12,23.53,22.93,14.93,6.23,1.79,0.29,0.02,0,0,7.54,30.12,67.63
-4244.98,6194.98,734.5,0.7,1.48,6.28,21.64,34.23,23.91,23.13,14.17,3.71,0.52,0.18,0,0,0,8.68,34.23,64.92
-4255.33,6205.33,735.5,0.95,1.57,6.67,23.17,31.69,23.94,24.25,14.69,4.33,0.83,0.12,0,0,0,8.22,31.69,67.2
-4265.68,6215.68,736.5,1.67,1.46,6.43,25.77,33,23.77,22.13,13.69,5.59,1.45,0.22,0,0,0,6.79,33,65.18
-4276.03,6226.03,737.5,2.13,1.67,7.36,29.01,28.79,23.15,23.29,15.72,6.77,1.81,0.32,0.01,0,0,7.97,28.79,68.93
-4286.38,6236.38,738.5,2.45,1.56,7.41,29.79,29.52,22.33,22.91,15.73,6.92,1.92,0.48,0.04,0,0,8.63,29.52,67.9
-4296.73,6246.73,739.5,1.14,1.41,6.28,24.22,33.7,23.91,22.39,13.59,5.13,1.07,0.06,0,0,0,7.02,33.7,65.02
-4307.09,6257.09,740.5,1.21,1.03,4.49,22.01,45.48,21,17.18,10.58,4.41,1.18,0.03,0,0,0,3.54,45.48,53.18
-4317.44,6267.44,741.5,0.93,0.98,4.26,20.53,47.08,21.19,16.81,9.85,4.01,0.93,0,0,0,0,3.53,47.08,51.86
-4327.79,6277.79,742.5,0.18,0.9,3.05,12.29,59.57,21.46,12.03,5.06,1.56,0.18,0,0,0,0,2.75,59.57,40.11
-4338.14,6288.14,743.5,0.7,1.27,5.41,19.32,37.98,25.8,21.73,10.26,3.38,0.7,0,0,0,0,6.4,37.98,61.17
-4348.49,6298.49,744.5,1.67,1.23,5.98,27.43,36.73,21.48,19.93,13.59,6.47,1.65,0.02,0,0,0,6.37,36.73,61.47
-4358.84,6308.84,745.5,1.61,1.25,6.03,27.72,36.38,21.6,19.9,13.73,6.66,1.59,0.02,0,0,0,6.18,36.38,61.88
-4369.19,6319.19,746.5,1.83,1.27,5.88,28.05,36.75,22.17,19.42,12.99,6.7,1.8,0.02,0,0,0,5.53,36.75,61.28
-4379.54,6329.54,747.5,2.63,1.56,7.59,34.75,29.9,20.86,20.59,16.42,9.48,2.57,0.06,0,0,0,7.35,29.9,67.34
-4389.89,6339.89,748.5,2.31,1.62,8.13,33.91,27.93,20.65,21.97,17.59,9.41,2.28,0.04,0,0,0,9.39,27.93,69.62
-4400.24,6350.24,749.5,3.02,1.43,8.38,35.48,29.13,18.66,21.26,18.23,9.57,2.79,0.23,0,0,0,12.51,29.13,67.73
-4410.6,6360.6,750.5,3.36,1,4.96,30.81,43.03,19.27,16.29,11.36,6.56,2.89,0.47,0,0,0,3.75,43.03,53.49
-4420.95,6370.95,751.5,4.75,2.88,11.52,43.69,15.62,19.89,25.7,21.35,12.55,4.42,0.33,0,0,0,11.69,15.62,79.5
-4431.3,6381.3,752.5,4.35,2.15,9.62,39.09,20.97,21.11,25.6,18.25,9.59,3.96,0.39,0,0,0,10.33,20.97,74.54
-4441.65,6391.65,753.5,8.35,2,11.21,55.87,21.04,17.62,21.64,18.44,12.8,6.44,1.29,0.56,0.07,0,11.57,21.04,70.49
-4452,6402,754.5,9.51,1.51,11.16,60.63,25.59,15.33,17.8,17.6,14.06,7.58,1.43,0.42,0.07,0,15.94,25.59,64.8
-4462.35,6412.35,755.5,11.58,1.62,11.07,68.78,25.86,15.79,16.42,16.17,14.07,8.8,2.69,0.09,0,0,16.73,25.86,62.45
-4472.7,6422.7,756.5,7.32,1.38,8.81,51.46,29.89,16.9,17.88,16.15,11.74,5.87,1.4,0.05,0,0,11.44,29.89,62.68
-4483.05,6433.05,757.5,5.04,1.33,8.05,43.3,31.55,17.53,18.16,16.4,11.21,4.26,0.78,0,0,0,10.69,31.55,63.29
-4493.4,6443.4,758.5,2.52,1.25,6.76,30.32,34.2,19.97,20.59,15.48,7.12,2.1,0.42,0,0,0,9.18,34.2,63.15
-4503.75,6453.75,759.5,4.25,1.3,8.19,39.64,30.23,18.28,20.24,16.76,10.13,3.74,0.5,0,0,0,10.73,30.23,65.4
-4514.11,6464.11,760.5,3.12,1.28,7.71,35.24,31.36,18.9,20.57,16.76,9.17,2.83,0.29,0,0,0,10.44,31.36,65.4
-4524.46,6474.46,761.5,2.62,1.48,7.74,32.34,28.89,21.25,23.01,16.02,8.08,2.49,0.13,0,0,0,9.17,28.89,68.36
-4534.81,6484.81,762.5,1.87,1.21,5.99,28.65,37.01,20.87,19.33,13.88,6.9,1.77,0.1,0,0,0,5.91,37.01,60.99
-4545.16,6495.16,763.5,2.84,1.3,7.53,35.15,32.14,18.76,19.73,16.88,9.51,2.65,0.19,0,0,0,10.47,32.14,64.89
-4555.51,6505.51,764.5,3.53,1.24,7.72,36.92,32.73,17.45,19.54,16.97,9.66,3.16,0.37,0,0,0,12.46,32.73,63.62
-4565.86,6515.86,765.5,4.1,1.31,7.99,39.22,31.22,18.04,19.62,16.78,10.14,3.67,0.44,0,0,0,11.47,31.22,64.56
-4576.21,6526.21,766.5,3.36,1.19,6.35,35.02,36.52,19.07,18.23,14.14,8.55,3.06,0.29,0.01,0,0,5.94,36.52,60
-4586.56,6536.56,767.5,6.5,2.47,11.54,43.9,16.79,17.98,27.68,21.81,9.11,4.22,1.22,0.82,0.24,0,12.89,16.79,76.59
-4596.91,6546.91,768.5,2.33,2.6,12.73,37.65,15.81,16.39,26.16,26.35,12.84,2.33,0,0,0,0,16.32,15.81,81.73
-4607.26,6557.26,769.5,2.14,1.24,7.59,33.27,32.21,18.46,20.33,17.51,9.23,2.1,0.05,0,0,0,12.16,32.21,65.52
-4617.62,6567.62,770.5,0.62,1.69,6.68,22.31,30.88,24.89,24.79,14.65,4,0.58,0.05,0,0,0,8.1,30.88,68.34
-4627.97,6577.97,771.5,25.01,1.32,10,124.68,34.11,12.43,9.06,8.85,10.44,15.07,9.01,0.91,0.03,0,2.7,34.11,40.78
-4638.32,6588.32,772.5,5.1,1.61,11.94,45.83,23.56,14.57,20.39,22.13,14.13,4.72,0.39,0,0,0,18.15,23.56,71.23
-4648.67,6598.67,773.5,4.83,1.04,6.36,42.46,39.14,15.13,15.17,14.86,10.76,4.46,0.38,0,0,0,2.62,39.14,55.92
-4659.02,6609.02,774.5,5.94,1.79,12.17,48.01,20.97,15.16,22.43,21.85,13.53,5.48,0.47,0,0,0,15.38,20.97,72.98
-4669.37,6619.37,775.5,2.34,1.29,6.85,30.89,33.54,20.29,20.63,15.47,7.6,2.23,0.11,0,0,0,8.87,33.54,63.99
-4679.72,6629.72,776.5,6.4,1.45,8.68,44.66,29.59,17.49,19.24,17.59,9.59,4.4,1.29,0.27,0.19,0.25,14.8,29.59,63.89
-4690.07,6640.07,777.5,0.76,1.51,6.05,19.86,33.41,26.73,24.17,11.58,3.19,0.75,0.01,0,0,0,7.03,33.41,65.68
-4700.42,6650.42,778.5,1.29,1.22,5.95,23.98,36.58,22.32,21.55,13.15,4.97,1.16,0.12,0,0,0,7.67,36.58,61.99
-4710.77,6660.77,779.5,4.15,1.26,6.32,35.84,36.08,19.68,18.02,13.94,8.01,3.4,0.75,0.01,0,0,4.48,36.08,59.64
-4721.13,6671.13,780.5,11.82,1.07,7.01,75.37,36.38,15.88,14.62,12.28,8.92,5.53,2.81,2.84,0.63,0,3.42,36.38,51.7
-4731.48,6681.48,781.5,10.1,1.3,7.66,63.07,33.94,16.37,15.82,14.03,9.61,6.68,3.39,0.03,0,0,3.29,33.94,55.84
-4741.83,6691.83,782.5,9.64,0.99,5.5,60.23,40.69,17.67,13.95,10.28,7.64,5.43,2.64,1.34,0.24,0,3.42,40.69,49.55
-4752.18,6702.18,783.5,4.53,1.1,6.53,38.97,36.42,18.13,17.5,14.25,9.05,3.79,0.71,0.04,0,0,4.67,36.42,58.92
-4762.53,6712.53,784.5,5.46,1.11,6.71,42.03,36.01,17.8,17.5,14.05,9.07,4.54,0.91,0.01,0,0,7.73,36.01,58.41
-4772.88,6722.88,785.5,9.42,1.31,8.62,59.08,29.76,17.42,19.1,15.15,9.04,6.03,2.36,0.89,0.15,0,10.65,29.76,60.7
-4783.23,6733.23,786.5,3.48,1.31,6.42,33.04,34.87,20.86,19.13,14.04,7.47,2.74,0.75,0,0,0,5.47,34.87,61.51
-4793.58,6743.58,787.5,4.32,1.38,7.45,36.25,31.1,20.23,20.89,15.29,8.03,3.84,0.48,0,0,0,8.83,31.1,64.45
-4803.93,6753.93,788.5,1.98,1.31,5.13,24.3,40.18,23.71,18.16,10.83,4.98,1.79,0.19,0,0,0,4.21,40.18,57.69
-4814.28,6764.28,789.5,1.78,1.14,5.58,25.15,38.52,22.18,19.76,12.27,5.35,1.55,0.22,0.01,0,0,5.94,38.52,59.56
-4824.64,6774.64,790.5,3.16,1.46,7.5,33.59,30.69,20.39,20.8,16.58,8.25,2.6,0.55,0,0,0,8.39,30.69,66.01
-4834.99,6784.99,791.5,2.39,1.42,7.14,30.01,31.5,21.27,21.8,15.85,7.07,1.99,0.4,0,0,0,8.56,31.5,65.98
-4845.34,6795.34,792.5,0.25,1.35,6.21,22.95,34.55,23.22,22.5,14.69,4.64,0.25,0,0,0,0,7.36,34.55,65.05
-4855.69,6805.69,793.5,1.34,1.12,4.85,22.08,42.67,22.44,18.19,11.1,4.13,1.04,0.3,0,0,0,4.34,42.67,55.85
-4866.04,6816.04,794.5,1.26,1.27,5.28,26,40.1,21.71,17.9,12.86,6.03,1.17,0.09,0,0,0,3.92,40.1,58.5
-4876.39,6826.39,795.5,1.92,1.65,7.78,32.03,28.2,21.79,22.36,16.91,8.68,1.9,0.03,0,0,0,8.3,28.2,69.73
-4886.74,6836.74,796.5,7.92,1.32,8,54.68,32.46,16.87,14.94,14.72,12.97,6.74,1.18,0,0,0,4.07,32.46,59.5
-4897.09,6847.09,797.5,9.6,1.49,12,61.11,24.66,14.62,17.53,18.12,15.37,8,1.56,0.04,0,0,18.33,24.66,65.63
-4907.44,6857.44,798.5,13.16,1.69,13.57,75.27,22.14,14.3,17.04,17.64,15.63,8.75,2.42,1.7,0.29,0,19.67,22.14,64.6
-4917.79,6867.79,799.5,2.28,1.15,5.79,27.26,38.08,20.87,19.46,13.33,5.84,1.85,0.43,0,0,0,6.18,38.08,59.5
-4928.15,6878.15,800.5,1.52,1.05,4.91,23.28,42.69,21.25,18.11,11.77,4.52,1.27,0.26,0,0,0,4.16,42.69,55.66
-4938.5,6888.5,801.5,1.1,1.05,4.75,22.04,43.57,21.67,18,11.23,4.29,1,0.1,0,0,0,4.12,43.57,55.19
-4948.85,6898.85,802.5,2.18,1.12,5.46,26.78,39.63,20.99,18.64,12.68,5.76,1.87,0.31,0,0,0,4.75,39.63,58.06
-4959.2,6909.2,803.5,1.29,1.12,5.05,22.95,41.39,22.41,18.56,11.68,4.53,1.06,0.23,0,0,0,4.62,41.39,57.18
-4969.55,6919.55,804.5,0.74,1.09,4.87,21.06,42.51,22.66,18.79,11.16,4.01,0.74,0,0,0,0,4.55,42.51,56.61
-4979.9,6929.9,805.5,1.96,1.1,5.44,26.96,39.73,21.02,18.47,12.65,6.03,1.83,0.14,0,0,0,4.89,39.73,58.17
-4990.25,6940.25,806.5,5.51,1.28,8.06,44.7,31.19,17.83,18.46,15.91,10.98,4.69,0.82,0,0,0,9.51,31.19,63.18
-5000.6,6950.6,807.5,3.6,1.76,9.28,35.71,23.57,20.13,25.02,18.65,8.9,2.82,0.69,0.09,0,0,11,23.57,72.7
-5010.95,6960.95,808.5,3.3,1.17,6.4,31.62,35.91,19.66,19.24,14.76,7.01,2.47,0.83,0,0,0,7.07,35.91,60.66
-5021.3,6971.3,809.5,2.13,1.08,5.24,25.62,40.93,20.82,18.27,12.58,5.14,1.57,0.56,0,0,0,4.48,40.93,56.81
-5031.66,6981.66,810.5,1.75,1.11,5.74,26.3,38.42,20.62,19.34,14.13,5.62,1.55,0.2,0,0,0,5.84,38.42,59.71
-5042.01,6992.01,811.5,3.74,1.18,6.59,34.69,35.46,19.08,18.25,15.22,8.13,2.79,0.96,0,0,0,5.67,35.46,60.67
-5052.36,7002.36,812.5,4.35,1.17,6.79,37.9,35.16,18.45,18.26,14.81,8.84,3.56,0.8,0,0,0,7.94,35.16,60.36
-5062.71,7012.71,813.5,3.6,1.2,7.07,33.07,33.44,19.32,20.1,15.94,7.48,2.31,1.21,0.08,0,0,9.21,33.44,62.84
-5073.06,7023.06,814.5,3.07,1.26,6.77,31.64,34.36,19.67,19.96,15.55,7.26,2.2,0.85,0.02,0,0,8.77,34.36,62.44
-5083.41,7033.41,815.5,4.42,1.2,6.37,36.33,36.18,19.41,18.19,13.79,7.89,3.49,0.94,0,0,0,5.96,36.18,59.27
-5093.76,7043.76,816.5,2.38,1.16,6,28.29,37.3,20.44,19.56,13.97,6.23,1.86,0.52,0,0,0,6.75,37.3,60.2
-5104.11,7054.11,817.5,1.54,1.18,5.86,25.66,37.39,21.53,20.14,13.75,5.52,1.44,0.09,0,0,0,6.54,37.39,60.94
-5114.46,7064.46,818.5,0.45,1.06,4.94,20.42,42.53,21.76,19.7,12.08,3.35,0.44,0.01,0,0,0,5.8,42.53,56.88
-5124.81,7074.81,819.5,0.65,1.42,5.18,16.7,38.45,28.12,21.82,9.09,1.71,0.47,0.18,0,0,0,5.55,38.45,60.74
-5135.17,7085.17,820.5,1.46,1.18,5.49,24.8,39.62,20.97,19.52,13.08,5.22,1.2,0.27,0,0,0,6.32,39.62,58.78
-5145.52,7095.52,821.5,3.69,1.26,7.51,35.44,32.26,18.74,20.13,16.45,8.62,2.82,0.86,0,0,0,10.54,32.26,63.93
-5155.87,7105.87,822.5,1.19,1.15,5.5,24.96,39.75,20.53,19.35,13.64,5.41,1.05,0.15,0,0,0,5.7,39.75,58.93
-5166.22,7116.22,823.5,1.62,1.24,6.46,27.11,34.91,20.9,21.13,15.16,6.15,1.28,0.34,0,0,0,8.41,34.91,63.33
-5176.57,7126.57,824.5,1.05,1.14,5.46,22.71,39.22,22.2,20.26,12.81,4.33,0.83,0.22,0,0,0,6,39.22,59.59
-5186.92,7136.92,825.5,0.9,1.19,5.17,22.44,40.89,21.9,19.39,12.45,4.33,0.72,0.17,0,0,0,4.51,40.89,58.07
-5197.27,7147.27,826.5,1.19,1.16,4.71,19.51,43.12,24.2,18.45,9.66,3.22,0.91,0.28,0,0,0,4.45,43.12,55.54
-5207.62,7157.62,827.5,2.34,1.25,6.17,26.54,35.54,21.96,20.93,13.69,5.39,2.08,0.26,0,0,0,7.06,35.54,61.98
-5217.97,7167.97,828.5,2.34,1.11,5.38,26.02,39.99,21.25,18.73,12.27,5.29,1.87,0.47,0,0,0,5,39.99,57.54
-5228.32,7178.32,829.5,4.46,1.02,5.36,35.89,41.41,18.01,15.91,12.53,7.57,3.3,1.08,0.07,0,0,3.29,41.41,54.01
-5238.68,7188.68,830.5,4.73,1.25,5.58,37.41,38.64,20.61,15.79,12.25,7.86,3.69,1.04,0,0,0,3.74,38.64,56.5
-5249.03,7199.03,831.5,3.39,1.06,5.72,34.06,40.24,17.22,16.75,14.19,8.1,2.86,0.53,0,0,0,3.02,40.24,56.25
-5259.38,7209.38,832.5,1.31,0.99,3.79,19.34,50.92,21.33,14.42,8.28,3.59,1.13,0.18,0,0,0,3.14,50.92,47.63
-5269.73,7219.73,833.5,0.62,1.22,3.48,11.33,55.44,26.73,11.48,4.08,1.48,0.52,0.1,0,0,0,3.3,55.44,43.77
-5280.08,7230.08,834.5,0,1.62,4.27,10.34,44.77,35.64,16.61,2.69,0.09,0,0,0,0,0,4.43,44.77,55.03
-5290.43,7240.43,835.5,1.06,1.64,7.07,23.96,30.2,23.19,24.73,16.19,4.48,0.77,0.29,0,0,0,9.68,30.2,68.59
-5300.78,7250.78,836.5,1.82,1.36,7.03,28.72,32.85,20.2,21.52,16.66,6.82,1.41,0.4,0.01,0,0,10.78,32.85,65.2
-5311.13,7261.13,837.5,4.17,1.68,7.82,36.17,29.19,20.63,21.3,16.25,8.32,3.25,0.92,0,0,0,9.05,29.19,66.5
-5321.48,7271.48,838.5,2.44,1.49,7.15,31.75,31.97,20.54,20.53,16.4,7.98,2.02,0.43,0,0,0,7.83,31.97,65.45
-5331.83,7281.83,839.5,2.36,1.45,6.55,29.33,33.15,22.41,20.64,14.54,6.76,1.89,0.44,0.03,0,0,6.1,33.15,64.34
-5342.19,7292.19,840.5,0.58,1.58,6.52,21.89,31.85,24.86,24.57,14.07,3.92,0.57,0.02,0,0,0,7.95,31.85,67.41
-5352.54,7302.54,841.5,9.15,1.2,6.12,56.09,38.48,17.29,15.6,12.08,7.28,4.38,3.66,1.11,0,0,2.99,38.48,52.25
-5362.89,7312.89,842.5,0.91,1.78,6.1,21.03,32.5,27.09,23.4,12.42,3.51,0.63,0.28,0,0,0,6.01,32.5,66.43
-5373.24,7323.24,843.5,3.29,1.22,5.28,30.85,41.26,18.96,17.04,12.67,6.65,2.51,0.76,0.01,0,0,2.91,41.26,55.32
-5383.59,7333.59,844.5,15.18,1.71,10.5,89.98,27.42,15.89,15.39,14.33,11.68,9.08,4.52,1.57,0.02,0,3.78,27.42,57.28
-5393.94,7343.94,845.5,1.71,1.26,5.82,25.85,37.79,21.11,20.12,13.57,5.57,1.41,0.3,0,0,0,7.07,37.79,60.37
-5404.29,7354.29,846.5,1.7,1.28,5.54,27.42,38.87,21.28,18.36,13.23,6.43,1.59,0.12,0,0,0,3.93,38.87,59.29
-5414.64,7364.64,847.5,7.82,1.22,6.63,51.25,36.35,17.61,16.06,12.82,9.23,4.89,2.17,0.75,0,0,3.85,36.35,55.72
-5424.99,7374.99,848.5,0.86,1.11,5.38,22.55,39.9,21.82,20.16,12.68,4.43,0.81,0.06,0,0,0,6.4,39.9,59.09
-5435.34,7385.34,849.5,1.55,1.55,7.11,24.71,30.64,22.55,24.73,15.57,4.81,1.26,0.29,0,0,0,9.83,30.64,67.66
