year (AD) [1-1],age (BP) [1-1],red_color_intensity_units (missing) [1-1],year (AD) [2-1],age (BP) [2-1],ENSO_events (missing) [2-1]
-4308.04,6258.04,98,NA,NA,NA
-4309,6259,106,NA,NA,NA
-4309.82,6259.82,119,NA,NA,NA
-4310.76,6260.76,108,NA,NA,NA
-4311.7,6261.7,107,NA,NA,NA
-4312.66,6262.66,106,NA,NA,NA
-4313.66,6263.66,103,NA,NA,NA
-4314.6,6264.6,107,NA,NA,NA
-4315.66,6265.66,98,NA,NA,NA
-4316.78,6266.78,93,NA,NA,NA
-4317.95,6267.95,89,NA,NA,NA
-4319.1,6269.1,91,NA,NA,NA
-4320.29,6270.29,88,NA,NA,NA
-4321.58,6271.58,81,NA,NA,NA
-4322.87,6272.87,81,NA,NA,NA
-4324.1,6274.1,85,NA,NA,NA
-4325.34,6275.34,85,NA,NA,NA
-4326.6,6276.6,83,NA,NA,NA
-4327.89,6277.89,81,NA,NA,NA
-4329.3,6279.3,74,NA,NA,NA
-4330.69,6280.69,75,NA,NA,NA
-4332.04,6282.04,77,NA,NA,NA
-4333.38,6283.38,78,NA,NA,NA
-4334.67,6284.67,81,NA,NA,NA
-4335.94,6285.94,83,NA,NA,NA
-4337.2,6287.2,83,NA,NA,NA
-4338.43,6288.43,85,NA,NA,NA
-4339.56,6289.56,92,NA,NA,NA
-4340.56,6290.56,103,NA,NA,NA
-4341.53,6291.53,105,NA,NA,NA
-4342.41,6292.41,113,NA,NA,NA
-4343.56,6293.56,91,NA,NA,NA
-4344.62,6294.62,97,NA,NA,NA
-4345.55,6295.55,109,NA,NA,NA
-4346.59,6296.59,99,NA,NA,NA
-4347.54,6297.54,107,NA,NA,NA
-4348.62,6298.62,96,NA,NA,NA
-4349.99,6299.99,76,NA,NA,NA
-4351.36,6301.36,76,NA,NA,NA
-4352.68,6302.68,79,NA,NA,NA
-4354.14,6304.14,71,NA,NA,NA
-4355.5,6305.5,77,NA,NA,NA
-4356.84,6306.84,78,NA,NA,NA
-4358.18,6308.18,78,NA,NA,NA
-4359.52,6309.52,78,NA,NA,NA
-4360.86,6310.86,78,NA,NA,NA
-4362.14,6312.14,82,NA,NA,NA
-4363.46,6313.46,79,NA,NA,NA
-4364.97,6314.97,68,NA,NA,NA
-4366.52,6316.52,66,NA,NA,NA
-4368.08,6318.08,65,NA,NA,NA
-4369.56,6319.56,70,NA,NA,NA
-4370.91,6320.91,77,NA,NA,NA
-4372.18,6322.18,83,NA,NA,NA
-4373.3,6323.3,93,NA,NA,NA
-4374.25,6324.25,106,NA,NA,NA
-4375.28,6325.28,100,NA,NA,NA
-4376.39,6326.39,94,NA,NA,NA
-4377.44,6327.44,98,NA,NA,NA
-4378.2,6328.2,126,NA,NA,NA
-4378.71,6328.71,159,NA,NA,NA
-4379.41,6329.41,132,NA,NA,NA
-4380.13,6330.13,129,NA,NA,NA
-4380.81,6330.81,135,NA,NA,NA
-4382.04,6332.04,85,NA,NA,NA
-4383.34,6333.34,81,NA,NA,NA
-4384.69,6334.69,77,NA,NA,NA
-4386.08,6336.08,75,NA,NA,NA
-4387.42,6337.42,78,NA,NA,NA
-4388.62,6338.62,87,NA,NA,NA
-4389.76,6339.76,92,NA,NA,NA
-4390.93,6340.93,89,NA,NA,NA
-4392.21,6342.21,82,NA,NA,NA
-4393.46,6343.46,84,NA,NA,NA
-4394.67,6344.67,86,NA,NA,NA
-4395.98,6345.98,80,NA,NA,NA
-4397.46,6347.46,70,NA,NA,NA
-4398.86,6348.86,74,NA,NA,NA
-4400.24,6350.24,76,NA,NA,NA
-4401.61,6351.61,76,NA,NA,NA
-4402.89,6352.89,82,NA,NA,NA
-4404.15,6354.15,83,NA,NA,NA
-4405.52,6355.52,76,NA,NA,NA
-4406.8,6356.8,82,NA,NA,NA
-4407.9,6357.9,94,NA,NA,NA
-4409.12,6359.12,86,NA,NA,NA
-4410.32,6360.32,87,NA,NA,NA
-4411.4,6361.4,96,NA,NA,NA
-4412.43,6362.43,100,NA,NA,NA
-4413.4,6363.4,105,NA,NA,NA
-4414.27,6364.27,114,NA,NA,NA
-4415.1,6365.1,118,NA,NA,NA
-4415.9,6365.9,121,NA,NA,NA
-4416.72,6366.72,119,NA,NA,NA
-4417.71,6367.71,104,NA,NA,NA
-4418.94,6368.94,85,NA,NA,NA
-4420.2,6370.2,83,NA,NA,NA
-4421.51,6371.51,80,NA,NA,NA
-4422.86,6372.86,77,NA,NA,NA
-4424.34,6374.34,70,NA,NA,NA
-4425.78,6375.78,72,NA,NA,NA
-4427.25,6377.25,70,NA,NA,NA
-4428.69,6378.69,72,NA,NA,NA
-4430.12,6380.12,73,NA,NA,NA
-4431.56,6381.56,72,NA,NA,NA
-4432.73,6382.73,89,NA,NA,NA
-4433.88,6383.88,91,NA,NA,NA
-4435,6385,93,NA,NA,NA
-4435.86,6385.86,115,NA,NA,NA
-4436.5,6386.5,139,NA,NA,NA
-4437.24,6387.24,128,NA,NA,NA
-4438.47,6388.47,85,NA,NA,NA
-4439.83,6389.83,77,NA,NA,NA
-4441.12,6391.12,81,NA,NA,NA
-4442.11,6392.11,103,NA,NA,NA
-4443.04,6393.04,109,NA,NA,NA
-4444.06,6394.06,101,NA,NA,NA
-4445.32,6395.32,83,NA,NA,NA
-4446.71,6396.71,75,NA,NA,NA
-4448.03,6398.03,79,NA,NA,NA
-4449.32,6399.32,81,NA,NA,NA
-4450.54,6400.54,86,NA,NA,NA
-4451.8,6401.8,83,NA,NA,NA
-4453.01,6403.01,87,NA,NA,NA
-4454.3,6404.3,81,NA,NA,NA
-4455.55,6405.55,84,NA,NA,NA
-4456.78,6406.78,85,NA,NA,NA
-4457.98,6407.98,87,NA,NA,NA
-4459.26,6409.26,82,NA,NA,NA
-4460.55,6410.55,81,NA,NA,NA
-4461.78,6411.78,85,NA,NA,NA
-4462.96,6412.96,89,NA,NA,NA
-4464.1,6414.1,91,NA,NA,NA
-4465.27,6415.27,90,NA,NA,NA
-4466.36,6416.36,95,NA,NA,NA
-4467.43,6417.43,97,NA,NA,NA
-4468.54,6418.54,93,NA,NA,NA
-4469.54,6419.54,103,NA,NA,NA
-4470.39,6420.39,116,NA,NA,NA
-4471.46,6421.46,97,NA,NA,NA
-4472.28,6422.28,119,NA,NA,NA
-4472.87,6422.87,146,NA,NA,NA
-4473.62,6423.62,126,NA,NA,NA
-4474.21,6424.21,147,NA,NA,NA
-4474.89,6424.89,134,NA,NA,NA
-4475.7,6425.7,120,NA,NA,NA
-4476.54,6426.54,117,NA,NA,NA
-4477.68,6427.68,92,NA,NA,NA
-4478.84,6428.84,90,NA,NA,NA
-4479.82,6429.82,104,NA,NA,NA
-4480.98,6430.98,90,NA,NA,NA
-4482.24,6432.24,83,NA,NA,NA
-4483.3,6433.3,98,NA,NA,NA
-4484.21,6434.21,110,NA,NA,NA
-4485.16,6435.16,107,NA,NA,NA
-4486.15,6436.15,103,NA,NA,NA
-4487.01,6437.01,115,NA,NA,NA
-4487.77,6437.77,125,NA,NA,NA
-4488.57,6438.57,121,NA,NA,NA
-4489.58,6439.58,102,NA,NA,NA
-4490.7,6440.7,93,NA,NA,NA
-4491.64,6441.64,107,NA,NA,NA
-4492.64,6442.64,103,NA,NA,NA
-4493.6,6443.6,106,NA,NA,NA
-4494.64,6444.64,99,NA,NA,NA
-4495.65,6445.65,101,NA,NA,NA
-4496.65,6446.65,103,NA,NA,NA
-4497.45,6447.45,121,NA,NA,NA
-4498.41,6448.41,106,NA,NA,NA
-4499.58,6449.58,89,NA,NA,NA
-4500.86,6450.86,82,NA,NA,NA
-4502.03,6452.03,89,NA,NA,NA
-4503.25,6453.25,86,NA,NA,NA
-4504.62,6454.62,76,NA,NA,NA
-4506.01,6456.01,75,NA,NA,NA
-4507.37,6457.37,77,NA,NA,NA
-4508.63,6458.63,83,NA,NA,NA
-4509.74,6459.74,94,NA,NA,NA
-4510.72,6460.72,104,NA,NA,NA
-4511.85,6461.85,92,NA,NA,NA
-4513.1,6463.1,84,NA,NA,NA
-4514.3,6464.3,87,NA,NA,NA
-4515.53,6465.53,85,NA,NA,NA
-4516.91,6466.91,76,NA,NA,NA
-4518.31,6468.31,74,NA,NA,NA
-4519.65,6469.65,78,NA,NA,NA
-4521.02,6471.02,76,NA,NA,NA
-4522.45,6472.45,73,NA,NA,NA
-4523.74,6473.74,81,NA,NA,NA
-4524.91,6474.91,89,NA,NA,NA
-4526.05,6476.05,92,NA,NA,NA
-4527.19,6477.19,91,NA,NA,NA
-4528.27,6478.27,96,NA,NA,NA
-4529.52,6479.52,84,NA,NA,NA
-4530.89,6480.89,76,NA,NA,NA
-4532.37,6482.37,70,NA,NA,NA
-4533.68,6483.68,80,NA,NA,NA
-4534.91,6484.91,85,NA,NA,NA
-4536.42,6486.42,68,NA,NA,NA
-4537.91,6487.91,69,NA,NA,NA
-4539.46,6489.46,66,NA,NA,NA
-4540.9,6490.9,72,NA,NA,NA
-4542.32,6492.32,73,NA,NA,NA
-4543.76,6493.76,72,NA,NA,NA
-4545.29,6495.29,67,NA,NA,NA
-4546.93,6496.93,61,NA,NA,NA
-4548.62,6498.62,59,NA,NA,NA
-4550.26,6500.26,61,NA,NA,NA
-4551.86,6501.86,63,NA,NA,NA
-4553.53,6503.53,60,NA,NA,NA
-4555.38,6505.38,51,NA,NA,NA
-4557.32,6507.32,47,NA,NA,NA
-4559.22,6509.22,49,NA,NA,NA
-4560.94,6510.94,57,NA,NA,NA
-4562.58,6512.58,61,NA,NA,NA
-4564.25,6514.25,60,NA,NA,NA
-4565.97,6515.97,57,NA,NA,NA
-4567.73,6517.73,55,NA,NA,NA
-4569.44,6519.44,58,NA,NA,NA
-4571.1,6521.1,60,NA,NA,NA
-4572.78,6522.78,59,NA,NA,NA
-4574.45,6524.45,60,NA,NA,NA
-4576.09,6526.09,61,NA,NA,NA
-4577.67,6527.67,64,NA,NA,NA
-4579.28,6529.28,63,NA,NA,NA
-4580.82,6530.82,66,NA,NA,NA
-4582.33,6532.33,68,NA,NA,NA
-4583.81,6533.81,70,NA,NA,NA
-4585.39,6535.39,64,NA,NA,NA
-4587.08,6537.08,59,NA,NA,NA
-4588.76,6538.76,59,NA,NA,NA
-4590.5,6540.5,56,NA,NA,NA
-4592.13,6542.13,62,NA,NA,NA
-4593.73,6543.73,63,NA,NA,NA
-4595.37,6545.37,61,NA,NA,NA
-4597.02,6547.02,61,NA,NA,NA
-4598.49,6548.49,70,NA,NA,NA
-4599.78,6549.78,81,NA,NA,NA
-4601.16,6551.16,76,NA,NA,NA
-4602.51,6552.51,77,NA,NA,NA
-4603.92,6553.92,74,NA,NA,NA
-4605.43,6555.43,68,NA,NA,NA
-4606.82,6556.82,75,NA,NA,NA
-4608.14,6558.14,79,NA,NA,NA
-4609.48,6559.48,78,NA,NA,NA
-4610.77,6560.77,81,NA,NA,NA
-4612.05,6562.05,82,NA,NA,NA
-4613.24,6563.24,88,NA,NA,NA
-4614.37,6564.37,92,NA,NA,NA
-4615.53,6565.53,90,NA,NA,NA
-4616.55,6566.55,101,NA,NA,NA
-4617.35,6567.35,121,NA,NA,NA
-4617.92,6567.92,150,NA,NA,NA
-4618.42,6568.42,160,NA,NA,NA
-4619.16,6569.16,128,NA,NA,NA
-4620.26,6570.26,94,NA,NA,NA
-4621.41,6571.41,91,NA,NA,NA
-4622.78,6572.78,76,NA,NA,NA
-4624.09,6574.09,80,NA,NA,NA
-4625.25,6575.25,90,NA,NA,NA
-4626.26,6576.26,102,NA,NA,NA
-4627.12,6577.12,115,NA,NA,NA
-4628.2,6578.2,96,NA,NA,NA
-4629.52,6579.52,79,NA,NA,NA
-4630.93,6580.93,74,NA,NA,NA
-4632.4,6582.4,70,NA,NA,NA
-4633.89,6583.89,69,NA,NA,NA
-4635.46,6585.46,65,NA,NA,NA
-4637.12,6587.12,60,NA,NA,NA
-4638.8,6588.8,59,NA,NA,NA
-4640.13,6590.13,79,NA,NA,NA
-4641.39,6591.39,83,NA,NA,NA
-4642.54,6592.54,91,NA,NA,NA
-4643.34,6593.34,121,NA,NA,NA
-4644.03,6594.03,133,NA,NA,NA
-4644.83,6594.83,121,NA,NA,NA
-4646.19,6596.19,77,NA,NA,NA
-4647.54,6597.54,77,NA,NA,NA
-4649.07,6599.07,67,NA,NA,NA
-4650.78,6600.78,58,NA,NA,NA
-4652.48,6602.48,58,NA,NA,NA
-4654.12,6604.12,61,NA,NA,NA
-4655.71,6605.71,64,NA,NA,NA
-4657.23,6607.23,67,NA,NA,NA
-4658.64,6608.64,74,NA,NA,NA
-4659.96,6609.96,79,NA,NA,NA
-4661.29,6611.29,79,NA,NA,NA
-4662.64,6612.64,77,NA,NA,NA
-4663.86,6613.86,86,NA,NA,NA
-4665.04,6615.04,89,NA,NA,NA
-4666.2,6616.2,90,NA,NA,NA
-4667.32,6617.32,93,NA,NA,NA
-4668.29,6618.29,105,NA,NA,NA
-4669.12,6619.12,118,NA,NA,NA
-4670.15,6620.15,100,NA,NA,NA
-4671.53,6621.53,75,NA,NA,NA
-4673.16,6623.16,62,NA,NA,NA
-4674.65,6624.65,69,NA,NA,NA
-4676.22,6626.22,65,NA,NA,NA
-4677.96,6627.96,56,NA,NA,NA
-4679.66,6629.66,58,NA,NA,NA
-4681.25,6631.25,64,NA,NA,NA
-4682.76,6632.76,68,NA,NA,NA
-4684.27,6634.27,68,NA,NA,NA
-4685.74,6635.74,70,NA,NA,NA
-4687.17,6637.17,73,NA,NA,NA
-4688.57,6638.57,74,NA,NA,NA
-4690.07,6640.07,69,NA,NA,NA
-4691.52,6641.52,71,NA,NA,NA
-4692.98,6642.98,71,NA,NA,NA
-4694.34,6644.34,77,NA,NA,NA
-4695.64,6645.64,80,NA,NA,NA
-4696.89,6646.89,84,NA,NA,NA
-4698.4,6648.4,68,NA,NA,NA
-4699.95,6649.95,66,NA,NA,NA
-4701.37,6651.37,73,NA,NA,NA
-4702.59,6652.59,86,NA,NA,NA
-4703.43,6653.43,117,NA,NA,NA
-4704.18,6654.18,126,NA,NA,NA
-4705.26,6655.26,96,NA,NA,NA
-4706.31,6656.31,99,NA,NA,NA
-4707.41,6657.41,94,NA,NA,NA
-4708.92,6658.92,68,NA,NA,NA
-4710.65,6660.65,57,NA,NA,NA
-4712.21,6662.21,65,NA,NA,NA
-4713.52,6663.52,80,NA,NA,NA
-4714.68,6664.68,90,NA,NA,NA
-4715.81,6665.81,92,NA,NA,NA
-4717,6667,88,NA,NA,NA
-4718.28,6668.28,82,NA,NA,NA
-4719.47,6669.47,88,NA,NA,NA
-4720.84,6670.84,76,NA,NA,NA
-4722.25,6672.25,74,NA,NA,NA
-4723.65,6673.65,74,NA,NA,NA
-4725.13,6675.13,70,NA,NA,NA
-4726.71,6676.71,64,NA,NA,NA
-4728.3,6678.3,64,NA,NA,NA
-4730.04,6680.04,56,NA,NA,NA
-4731.68,6681.68,61,NA,NA,NA
-4733.31,6683.31,62,NA,NA,NA
-4734.89,6684.89,64,NA,NA,NA
-4736.46,6686.46,65,NA,NA,NA
-4738.01,6688.01,66,NA,NA,NA
-4739.46,6689.46,71,NA,NA,NA
-4740.77,6690.77,80,NA,NA,NA
-4742.13,6692.13,77,NA,NA,NA
-4743.44,6693.44,80,NA,NA,NA
-4744.76,6694.76,79,NA,NA,NA
-4746.15,6696.15,75,NA,NA,NA
-4747.54,6697.54,75,NA,NA,NA
-4748.77,6698.77,85,NA,NA,NA
-4749.88,6699.88,94,NA,NA,NA
-4750.87,6700.87,103,NA,NA,NA
-4751.8,6701.8,108,NA,NA,NA
-4752.76,6702.76,106,NA,NA,NA
-4753.91,6703.91,91,NA,NA,NA
-4755.27,6705.27,77,NA,NA,NA
-4756.61,6706.61,78,NA,NA,NA
-4758.15,6708.15,66,NA,NA,NA
-4759.68,6709.68,67,NA,NA,NA
-4760.97,6710.97,81,NA,NA,NA
-4762.36,6712.36,75,NA,NA,NA
-4763.82,6713.82,71,NA,NA,NA
-4765,6715,89,NA,NA,NA
-4765.97,6715.97,105,NA,NA,NA
-4767.26,6717.26,81,NA,NA,NA
-4768.84,6718.84,64,NA,NA,NA
-4770.41,6720.41,65,NA,NA,NA
-4771.81,6721.81,74,NA,NA,NA
-4773.22,6723.22,74,NA,NA,NA
-4774.53,6724.53,80,NA,NA,NA
-4775.87,6725.87,78,NA,NA,NA
-4777.18,6727.18,80,NA,NA,NA
-4778.49,6728.49,80,NA,NA,NA
-4779.67,6729.67,88,NA,NA,NA
-4780.92,6730.92,84,NA,NA,NA
-4782.03,6732.03,94,NA,NA,NA
-4783.06,6733.06,100,NA,NA,NA
-4784.1,6734.1,99,NA,NA,NA
-4785.15,6735.15,98,NA,NA,NA
-4786.34,6736.34,88,NA,NA,NA
-4787.71,6737.71,76,NA,NA,NA
-4789.12,6739.12,74,NA,NA,NA
-4790.61,6740.61,69,NA,NA,NA
-4792.02,6742.02,74,NA,NA,NA
-4793.41,6743.41,75,NA,NA,NA
-4794.76,6744.76,77,NA,NA,NA
-4796.15,6746.15,75,NA,NA,NA
-4797.54,6747.54,75,NA,NA,NA
-4798.9,6748.9,77,NA,NA,NA
-4800.41,6750.41,68,NA,NA,NA
-4801.9,6751.9,69,NA,NA,NA
-4803.31,6753.31,74,NA,NA,NA
-4804.48,6754.48,89,NA,NA,NA
-4805.46,6755.46,104,NA,NA,NA
-4806.73,6756.73,83,NA,NA,NA
-4808.15,6758.15,73,NA,NA,NA
-4809.54,6759.54,75,NA,NA,NA
-4810.83,6760.83,81,NA,NA,NA
-4812.08,6762.08,84,NA,NA,NA
-4813.39,6763.39,80,NA,NA,NA
-4814.65,6764.65,83,NA,NA,NA
-4815.77,6765.77,93,NA,NA,NA
-4816.81,6766.81,99,NA,NA,NA
-4817.93,6767.93,93,NA,NA,NA
-4819.15,6769.15,86,NA,NA,NA
-4820.36,6770.36,86,NA,NA,NA
-4821.61,6771.61,84,NA,NA,NA
-4822.83,6772.83,86,NA,NA,NA
-4824.14,6774.14,80,NA,NA,NA
-4825.46,6775.46,79,NA,NA,NA
-4826.83,6776.83,76,NA,NA,NA
-4828.17,6778.17,78,NA,NA,NA
-4829.45,6779.45,82,NA,NA,NA
-4830.58,6780.58,92,NA,NA,NA
-4831.86,6781.86,82,NA,NA,NA
-4832.84,6782.84,104,NA,NA,NA
-4833.5,6783.5,137,NA,NA,NA
-4833.94,6783.94,171,NA,NA,NA
-4834.78,6784.78,117,NA,NA,NA
-4835.94,6785.94,90,NA,NA,NA
-4837.21,6787.21,83,NA,NA,NA
-4838.5,6788.5,81,NA,NA,NA
-4839.89,6789.89,75,NA,NA,NA
-4841.34,6791.34,71,NA,NA,NA
-4842.86,6792.86,68,NA,NA,NA
-4844.28,6794.28,73,NA,NA,NA
-4845.59,6795.59,80,NA,NA,NA
-4846.94,6796.94,77,NA,NA,NA
-4848.13,6798.13,88,NA,NA,NA
-4849.21,6799.21,96,NA,NA,NA
-4850.25,6800.25,99,NA,NA,NA
-4851.28,6801.28,100,NA,NA,NA
-4852.35,6802.35,97,NA,NA,NA
-4853.52,6803.52,89,NA,NA,NA
-4854.8,6804.8,82,NA,NA,NA
-4856.08,6806.08,82,NA,NA,NA
-4857.36,6807.36,82,NA,NA,NA
-4858.71,6808.71,77,NA,NA,NA
-4860.07,6810.07,77,NA,NA,NA
-4861.39,6811.39,79,NA,NA,NA
-4862.53,6812.53,92,NA,NA,NA
-4863.77,6813.77,84,NA,NA,NA
-4865.08,6815.08,80,NA,NA,NA
-4866.34,6816.34,83,NA,NA,NA
-4867.56,6817.56,86,NA,NA,NA
-4868.71,6818.71,91,NA,NA,NA
-4870.05,6820.05,78,NA,NA,NA
-4871.36,6821.36,80,NA,NA,NA
-4872.71,6822.71,77,NA,NA,NA
-4874.13,6824.13,73,NA,NA,NA
-4875.54,6825.54,74,NA,NA,NA
-4876.9,6826.9,77,NA,NA,NA
-4878.21,6828.21,80,NA,NA,NA
-4879.45,6829.45,84,NA,NA,NA
-4880.49,6830.49,99,NA,NA,NA
-4881.76,6831.76,83,NA,NA,NA
-4883.15,6833.15,75,NA,NA,NA
-4884.35,6834.35,87,NA,NA,NA
-4885.64,6835.64,81,NA,NA,NA
-4886.97,6836.97,79,NA,NA,NA
-4888.21,6838.21,84,NA,NA,NA
-4889.42,6839.42,87,NA,NA,NA
-4890.69,6840.69,82,NA,NA,NA
-4891.94,6841.94,84,NA,NA,NA
-4892.98,6842.98,99,NA,NA,NA
-4894.09,6844.09,94,NA,NA,NA
-4895.25,6845.25,90,NA,NA,NA
-4896.53,6846.53,82,NA,NA,NA
-4897.58,6847.58,98,NA,NA,NA
-4898.54,6848.54,106,NA,NA,NA
-4899.39,6849.39,116,NA,NA,NA
-4900.37,6850.37,104,NA,NA,NA
-4901.41,6851.41,99,NA,NA,NA
-4902.66,6852.66,84,NA,NA,NA
-4903.85,6853.85,88,NA,NA,NA
-4904.89,6854.89,99,NA,NA,NA
-4906.08,6856.08,88,NA,NA,NA
-4907.33,6857.33,84,NA,NA,NA
-4908.62,6858.62,81,NA,NA,NA
-4909.93,6859.93,80,NA,NA,NA
-4911.2,6861.2,82,NA,NA,NA
-4912.53,6862.53,79,NA,NA,NA
-4913.87,6863.87,78,NA,NA,NA
-4915.27,6865.27,74,NA,NA,NA
-4916.65,6866.65,76,NA,NA,NA
-4917.88,6867.88,85,NA,NA,NA
-4919.23,6869.23,77,NA,NA,NA
-4920.76,6870.76,67,NA,NA,NA
-4922.2,6872.2,72,NA,NA,NA
-4923.66,6873.66,71,NA,NA,NA
-4925.28,6875.28,62,NA,NA,NA
-4926.85,6876.85,65,NA,NA,NA
-4928.34,6878.34,69,NA,NA,NA
-4929.82,6879.82,70,NA,NA,NA
-4931.31,6881.31,69,NA,NA,NA
-4932.88,6882.88,65,NA,NA,NA
-4934.54,6884.54,60,NA,NA,NA
-4936.14,6886.14,63,NA,NA,NA
-4937.97,6887.97,52,NA,NA,NA
-4939.76,6889.76,54,NA,NA,NA
-4941.52,6891.52,55,NA,NA,NA
-4943.33,6893.33,53,NA,NA,NA
-4944.82,6894.82,69,NA,NA,NA
-4946.49,6896.49,60,NA,NA,NA
-4947.93,6897.93,72,NA,NA,NA
-4949.49,6899.49,65,NA,NA,NA
-4950.97,6900.97,70,NA,NA,NA
-4952.21,6902.21,84,NA,NA,NA
-4953.62,6903.62,74,NA,NA,NA
-4954.93,6904.93,80,NA,NA,NA
-4956.32,6906.32,75,NA,NA,NA
-4957.92,6907.92,63,NA,NA,NA
-4959.51,6909.51,64,NA,NA,NA
-4961.31,6911.31,53,NA,NA,NA
-4963.23,6913.23,48,NA,NA,NA
-4965,6915,55,NA,NA,NA
-4966.7,6916.7,58,NA,NA,NA
-4968.51,6918.51,53,NA,NA,NA
-4970.45,6920.45,47,NA,NA,NA
-4972.31,6922.31,51,NA,NA,NA
-4974.18,6924.18,50,NA,NA,NA
-4976.08,6926.08,49,NA,NA,NA
-4977.95,6927.95,50,NA,NA,NA
-4979.74,6929.74,54,NA,NA,NA
-4981.57,6931.57,52,NA,NA,NA
-4983.35,6933.35,54,NA,NA,NA
-4985.04,6935.04,59,NA,NA,NA
-4986.58,6936.58,66,NA,NA,NA
-4987.68,6937.68,95,NA,NA,NA
-4988.45,6938.45,124,NA,NA,NA
-4989.2,6939.2,126,NA,NA,NA
-4990.27,6940.27,97,NA,NA,NA
-4991.44,6941.44,89,NA,NA,NA
-4992.63,6942.63,88,NA,NA,NA
-4993.73,6943.73,95,NA,NA,NA
-4994.78,6944.78,98,NA,NA,NA
-4995.89,6945.89,94,NA,NA,NA
-4997.01,6947.01,93,NA,NA,NA
-4998.1,6948.1,95,NA,NA,NA
-4999.36,6949.36,83,NA,NA,NA
-5000.65,6950.65,81,NA,NA,NA
-5002.15,6952.15,69,NA,NA,NA
-5003.75,6953.75,63,NA,NA,NA
-5005.39,6955.39,61,NA,NA,NA
-5006.96,6956.96,65,NA,NA,NA
-5008.56,6958.56,63,NA,NA,NA
-5010.09,6960.09,67,NA,NA,NA
-5011.62,6961.62,67,NA,NA,NA
-5013.21,6963.21,64,NA,NA,NA
-5014.68,6964.68,70,NA,NA,NA
-5016.02,6966.02,78,NA,NA,NA
-5017.31,6967.31,81,NA,NA,NA
-5018.7,6968.7,75,NA,NA,NA
-5020.16,6970.16,71,NA,NA,NA
-5021.67,6971.67,68,NA,NA,NA
-5023.13,6973.13,71,NA,NA,NA
-5024.58,6974.58,71,NA,NA,NA
-5026.04,6976.04,71,NA,NA,NA
-5027.48,6977.48,72,NA,NA,NA
-5028.85,6978.85,76,NA,NA,NA
-5030.19,6980.19,78,NA,NA,NA
-5031.4,6981.4,87,NA,NA,NA
-5032.63,6982.63,85,NA,NA,NA
-5033.94,6983.94,80,NA,NA,NA
-5035.38,6985.38,72,NA,NA,NA
-5036.75,6986.75,76,NA,NA,NA
-5038.11,6988.11,77,NA,NA,NA
-5039.51,6989.51,74,NA,NA,NA
-5040.9,6990.9,75,NA,NA,NA
-5042.15,6992.15,84,NA,NA,NA
-5043.28,6993.28,92,NA,NA,NA
-5044.23,6994.23,107,NA,NA,NA
-5045.13,6995.13,111,NA,NA,NA
-5046.19,6996.19,98,NA,NA,NA
-5047.49,6997.49,80,NA,NA,NA
-5048.7,6998.7,87,NA,NA,NA
-5049.6,6999.6,111,NA,NA,NA
-5050.34,7000.34,127,NA,NA,NA
-5051.41,7001.41,97,NA,NA,NA
-5052.94,7002.94,67,NA,NA,NA
-5054.45,7004.45,68,NA,NA,NA
-5055.82,7005.82,76,NA,NA,NA
-5057.32,7007.32,69,NA,NA,NA
-5058.92,7008.92,63,NA,NA,NA
-5060.47,7010.47,66,NA,NA,NA
-5062,7012,67,NA,NA,NA
-5063.45,7013.45,71,NA,NA,NA
-5064.91,7014.91,71,NA,NA,NA
-5066.51,7016.51,63,NA,NA,NA
-5068.1,7018.1,64,NA,NA,NA
-5069.7,7019.7,63,NA,NA,NA
-5071.18,7021.18,70,NA,NA,NA
-5072.74,7022.74,65,NA,NA,NA
-5074.35,7024.35,63,NA,NA,NA
-5075.93,7025.93,64,NA,NA,NA
-5077.44,7027.44,68,NA,NA,NA
-5078.95,7028.95,68,NA,NA,NA
-5080.38,7030.38,73,NA,NA,NA
-5081.82,7031.82,72,NA,NA,NA
-5083.46,7033.46,61,NA,NA,NA
-5085.06,7035.06,63,NA,NA,NA
-5086.59,7036.59,67,NA,NA,NA
-5088.18,7038.18,64,NA,NA,NA
-5089.76,7039.76,64,NA,NA,NA
-5091.31,7041.31,66,NA,NA,NA
-5092.87,7042.87,65,NA,NA,NA
-5094.4,7044.4,67,NA,NA,NA
-5096.01,7046.01,63,NA,NA,NA
-5097.57,7047.57,65,NA,NA,NA
-5099.12,7049.12,66,NA,NA,NA
-5100.71,7050.71,64,NA,NA,NA
-5102.31,7052.31,63,NA,NA,NA
-5103.86,7053.86,66,NA,NA,NA
-5105.46,7055.46,63,NA,NA,NA
-5107.03,7057.03,65,NA,NA,NA
-5108.57,7058.57,66,NA,NA,NA
-5110.08,7060.08,68,NA,NA,NA
-5111.65,7061.65,65,NA,NA,NA
-5113.22,7063.22,65,NA,NA,NA
-5114.8,7064.8,64,NA,NA,NA
-5116.31,7066.31,68,NA,NA,NA
-5117.82,7067.82,68,NA,NA,NA
-5119.37,7069.37,66,NA,NA,NA
-5120.88,7070.88,68,NA,NA,NA
-5122.29,7072.29,74,NA,NA,NA
-5123.71,7073.71,73,NA,NA,NA
-5125.17,7075.17,71,NA,NA,NA
-5126.55,7076.55,75,NA,NA,NA
-5127.91,7077.91,77,NA,NA,NA
-5129.2,7079.2,81,NA,NA,NA
-5130.61,7080.61,74,NA,NA,NA
-5132.1,7082.1,69,NA,NA,NA
-5133.43,7083.43,79,NA,NA,NA
