year (AD) [1-1],age (BP) [1-1],red_color_intensity_units (missing) [1-1],year (AD) [2-1],age (BP) [2-1],ENSO_events (missing) [2-1]
746.28,1203.72,78,NA,NA,NA
745.74,1204.26,83,NA,NA,NA
745.23,1204.77,87,NA,NA,NA
744.71,1205.29,86,NA,NA,NA
744.23,1205.77,93,NA,NA,NA
743.76,1206.24,95,NA,NA,NA
743.27,1206.73,90,NA,NA,NA
742.75,1207.25,87,NA,NA,NA
742.19,1207.81,79,NA,NA,NA
741.58,1208.42,73,NA,NA,NA
740.98,1209.02,74,NA,NA,NA
740.38,1209.62,74,NA,NA,NA
739.79,1210.21,75,NA,NA,NA
739.24,1210.76,82,NA,NA,NA
738.7,1211.3,83,NA,NA,NA
738.21,1211.79,91,NA,NA,NA
737.82,1212.18,109,NA,NA,NA
737.38,1212.62,100,NA,NA,NA
736.89,1213.11,91,NA,NA,NA
736.36,1213.64,85,NA,NA,NA
735.82,1214.18,82,NA,NA,NA
735.3,1214.7,87,NA,NA,NA
734.82,1215.18,92,NA,NA,NA
734.29,1215.71,85,NA,NA,NA
733.68,1216.32,72,NA,NA,NA
733.03,1216.97,68,NA,NA,NA
732.35,1217.65,64,NA,NA,NA
731.69,1218.31,65,NA,NA,NA
731.03,1218.97,66,NA,NA,NA
730.4,1219.6,71,NA,NA,NA
729.79,1220.21,72,NA,NA,NA
729.12,1220.88,65,NA,NA,NA
728.47,1221.53,67,NA,NA,NA
727.83,1222.17,69,NA,NA,NA
727.21,1222.79,72,NA,NA,NA
726.58,1223.42,69,NA,NA,NA
725.97,1224.03,73,NA,NA,NA
725.31,1224.69,66,NA,NA,NA
724.61,1225.39,62,NA,NA,NA
723.93,1226.07,63,NA,NA,NA
723.28,1226.72,67,NA,NA,NA
722.66,1227.34,72,NA,NA,NA
722.09,1227.91,78,NA,NA,NA
721.56,1228.44,84,NA,NA,NA
721.02,1228.98,84,NA,NA,NA
720.47,1229.53,81,NA,NA,NA
719.89,1230.11,76,NA,NA,NA
719.33,1230.67,81,NA,NA,NA
718.82,1231.18,87,NA,NA,NA
718.31,1231.69,88,NA,NA,NA
717.79,1232.21,86,NA,NA,NA
717.27,1232.73,85,NA,NA,NA
716.74,1233.26,85,NA,NA,NA
716.24,1233.76,89,NA,NA,NA
715.75,1234.25,92,NA,NA,NA
715.23,1234.77,85,NA,NA,NA
714.69,1235.31,83,NA,NA,NA
714.16,1235.84,84,NA,NA,NA
713.6,1236.4,80,NA,NA,NA
713.02,1236.98,77,NA,NA,NA
712.47,1237.53,82,NA,NA,NA
711.94,1238.06,84,NA,NA,NA
711.46,1238.54,92,NA,NA,NA
711.01,1238.99,98,NA,NA,NA
710.63,1239.37,114,NA,NA,NA
710.26,1239.74,114,NA,NA,NA
709.85,1240.15,105,NA,NA,NA
709.35,1240.65,90,NA,NA,NA
708.85,1241.15,89,NA,NA,NA
708.34,1241.66,87,NA,NA,NA
707.83,1242.17,88,NA,NA,NA
707.35,1242.65,92,NA,NA,NA
706.96,1243.04,110,NA,NA,NA
706.57,1243.43,111,NA,NA,NA
706.14,1243.86,102,NA,NA,NA
705.62,1244.38,85,NA,NA,NA
705.05,1244.95,79,NA,NA,NA
704.49,1245.51,80,NA,NA,NA
703.97,1246.03,86,NA,NA,NA
703.43,1246.57,83,NA,NA,NA
702.86,1247.14,78,NA,NA,NA
702.25,1247.75,73,NA,NA,NA
701.63,1248.37,71,NA,NA,NA
700.98,1249.02,68,NA,NA,NA
700.35,1249.65,70,NA,NA,NA
699.69,1250.31,65,NA,NA,NA
699.06,1250.94,70,NA,NA,NA
698.46,1251.54,75,NA,NA,NA
697.91,1252.09,81,NA,NA,NA
697.38,1252.62,85,NA,NA,NA
696.81,1253.19,77,NA,NA,NA
696.2,1253.8,73,NA,NA,NA
695.54,1254.46,67,NA,NA,NA
694.98,1255.02,79,NA,NA,NA
694.34,1255.66,69,NA,NA,NA
693.67,1256.33,65,NA,NA,NA
692.96,1257.04,60,NA,NA,NA
692.27,1257.73,62,NA,NA,NA
691.57,1258.43,61,NA,NA,NA
690.86,1259.14,60,NA,NA,NA
690.15,1259.85,60,NA,NA,NA
689.43,1260.57,59,NA,NA,NA
688.72,1261.28,60,NA,NA,NA
688.06,1261.94,66,NA,NA,NA
687.47,1262.53,76,NA,NA,NA
686.95,1263.05,85,NA,NA,NA
686.41,1263.59,84,NA,NA,NA
685.79,1264.21,71,NA,NA,NA
685.11,1264.89,64,NA,NA,NA
684.56,1265.44,81,NA,NA,NA
684.22,1265.78,121,NA,NA,NA
683.81,1266.19,106,NA,NA,NA
683.27,1266.73,82,NA,NA,NA
682.68,1267.32,76,NA,NA,NA
682.11,1267.89,79,NA,NA,NA
681.5,1268.5,72,NA,NA,NA
680.82,1269.18,64,NA,NA,NA
680.11,1269.89,60,NA,NA,NA
679.39,1270.61,58,NA,NA,NA
678.7,1271.3,63,NA,NA,NA
678.09,1271.91,73,NA,NA,NA
677.5,1272.5,75,NA,NA,NA
676.91,1273.09,76,NA,NA,NA
676.39,1273.61,86,NA,NA,NA
675.89,1274.11,89,NA,NA,NA
675.41,1274.59,93,NA,NA,NA
674.95,1275.05,95,NA,NA,NA
674.47,1275.53,93,NA,NA,NA
674.02,1275.98,99,NA,NA,NA
673.61,1276.39,106,NA,NA,NA
673.27,1276.73,120,NA,NA,NA
673.09,1276.91,173,NA,NA,NA
672.89,1277.11,166,NA,NA,NA
672.68,1277.32,165,NA,NA,NA
672.46,1277.54,158,NA,NA,NA
672.13,1277.87,124,NA,NA,NA
671.74,1278.26,109,NA,NA,NA
671.38,1278.62,116,NA,NA,NA
671.16,1278.84,158,NA,NA,NA
671.02,1278.98,200,NA,NA,NA
670.89,1279.11,198,NA,NA,NA
670,1280,175,NA,NA,NA
669.77,1280.23,110,NA,NA,NA
669.44,1280.56,82,NA,NA,NA
669.06,1280.94,70,NA,NA,NA
668.66,1281.34,65,NA,NA,NA
668.27,1281.73,67,NA,NA,NA
667.92,1282.08,77,NA,NA,NA
667.62,1282.38,90,NA,NA,NA
667.35,1282.65,96,NA,NA,NA
667.08,1282.92,99,NA,NA,NA
666.83,1283.17,103,NA,NA,NA
666.58,1283.42,104,NA,NA,NA
666.38,1283.62,125,NA,NA,NA
666.17,1283.83,119,NA,NA,NA
665.93,1284.07,108,NA,NA,NA
665.66,1284.34,99,NA,NA,NA
665.43,1284.57,109,NA,NA,NA
665.16,1284.84,100,NA,NA,NA
664.9,1285.1,99,NA,NA,NA
664.61,1285.39,94,NA,NA,NA
664.32,1285.68,92,NA,NA,NA
664.07,1285.93,104,NA,NA,NA
663.91,1286.09,139,NA,NA,NA
663.67,1286.33,108,NA,NA,NA
663.37,1286.63,89,NA,NA,NA
663.15,1286.85,117,NA,NA,NA
663.06,1286.94,192,NA,NA,NA
662.89,1287.11,132,NA,NA,NA
662.54,1287.46,77,NA,NA,NA
662.16,1287.84,71,NA,NA,NA
661.82,1288.18,78,NA,NA,NA
661.5,1288.5,83,NA,NA,NA
661.16,1288.84,79,NA,NA,NA
660.85,1289.15,86,NA,NA,NA
660.57,1289.43,95,NA,NA,NA
660.31,1289.69,103,NA,NA,NA
660.13,1289.87,130,NA,NA,NA
660.05,1289.95,200,NA,NA,NA
659.94,1290.06,175,NA,NA,NA
659.82,1290.18,167,NA,NA,NA
659.6,1290.4,112,NA,NA,NA
659.34,1290.66,101,NA,NA,NA
659.12,1290.88,118,NA,NA,NA
658.98,1291.02,149,NA,NA,NA
658.86,1291.14,169,NA,NA,NA
658.78,1291.22,196,NA,NA,NA
658.69,1291.31,196,NA,NA,NA
658.58,1291.42,166,NA,NA,NA
658.41,1291.59,137,NA,NA,NA
658.2,1291.8,121,NA,NA,NA
657.96,1292.04,108,NA,NA,NA
657.72,1292.28,106,NA,NA,NA
657.44,1292.56,96,NA,NA,NA
657.14,1292.86,90,NA,NA,NA
656.85,1293.15,91,NA,NA,NA
656.56,1293.44,93,NA,NA,NA
656.32,1293.68,107,NA,NA,NA
656.09,1293.91,112,NA,NA,NA
655.87,1294.13,114,NA,NA,NA
655.65,1294.35,114,NA,NA,NA
655.44,1294.56,121,NA,NA,NA
655.19,1294.81,104,NA,NA,NA
654.99,1295.01,123,NA,NA,NA
654.91,1295.09,205,NA,NA,NA
654.84,1295.16,203,NA,NA,NA
654.74,1295.26,186,NA,NA,NA
654.61,1295.39,158,NA,NA,NA
654.45,1295.55,140,NA,NA,NA
654.3,1295.7,148,NA,NA,NA
654.23,1295.77,212,NA,NA,NA
654.17,1295.83,216,NA,NA,NA
654.1,1295.9,210,NA,NA,NA
654.03,1295.97,210,NA,NA,NA
653.95,1296.05,203,NA,NA,NA
653.87,1296.13,197,NA,NA,NA
653.77,1296.23,186,NA,NA,NA
653.67,1296.33,179,NA,NA,NA
653.54,1296.46,162,NA,NA,NA
653.38,1296.62,141,NA,NA,NA
653.14,1296.86,106,NA,NA,NA
652.91,1297.09,111,NA,NA,NA
652.66,1297.34,107,NA,NA,NA
652.38,1297.62,95,NA,NA,NA
652.09,1297.91,91,NA,NA,NA
651.84,1298.16,104,NA,NA,NA
651.62,1298.38,115,NA,NA,NA
651.34,1298.66,96,NA,NA,NA
651.09,1298.91,103,NA,NA,NA
650.89,1299.11,123,NA,NA,NA
650.75,1299.25,152,NA,NA,NA
650.59,1299.41,142,NA,NA,NA
650.47,1299.53,164,NA,NA,NA
650.34,1299.66,164,NA,NA,NA
650.21,1299.79,158,NA,NA,NA
649.96,1300.04,103,NA,NA,NA
649.61,1300.39,77,NA,NA,NA
649.26,1300.74,77,NA,NA,NA
648.98,1301.02,93,NA,NA,NA
648.75,1301.25,114,NA,NA,NA
648.64,1301.36,173,NA,NA,NA
648.45,1301.55,128,NA,NA,NA
648.12,1301.88,79,NA,NA,NA
647.75,1302.25,73,NA,NA,NA
647.41,1302.59,79,NA,NA,NA
647.09,1302.91,83,NA,NA,NA
646.79,1303.21,89,NA,NA,NA
646.52,1303.48,99,NA,NA,NA
646.31,1303.69,117,NA,NA,NA
646.18,1303.82,160,NA,NA,NA
646.09,1303.91,187,NA,NA,NA
645.96,1304.04,163,NA,NA,NA
645.79,1304.21,136,NA,NA,NA
645.54,1304.46,105,NA,NA,NA
645.26,1304.74,95,NA,NA,NA
644.98,1305.02,95,NA,NA,NA
644.76,1305.24,115,NA,NA,NA
644.58,1305.42,130,NA,NA,NA
644.48,1305.52,185,NA,NA,NA
644.39,1305.61,188,NA,NA,NA
644.26,1305.74,159,NA,NA,NA
644.02,1305.98,109,NA,NA,NA
643.76,1306.24,99,NA,NA,NA
643.52,1306.48,109,NA,NA,NA
643.31,1306.69,119,NA,NA,NA
643.08,1306.92,112,NA,NA,NA
642.86,1307.14,113,NA,NA,NA
642.67,1307.33,127,NA,NA,NA
642.55,1307.45,166,NA,NA,NA
642.45,1307.55,183,NA,NA,NA
642.38,1307.62,209,NA,NA,NA
642.3,1307.7,202,NA,NA,NA
642.22,1307.78,204,NA,NA,NA
642.14,1307.86,196,NA,NA,NA
642.04,1307.96,180,NA,NA,NA
641.9,1308.1,150,NA,NA,NA
641.7,1308.3,125,NA,NA,NA
641.29,1308.71,63,NA,NA,NA
640.86,1309.14,60,NA,NA,NA
640.44,1309.56,61,NA,NA,NA
640.05,1309.95,66,NA,NA,NA
639.65,1310.35,65,NA,NA,NA
639.28,1310.72,72,NA,NA,NA
638.89,1311.11,67,NA,NA,NA
638.51,1311.49,71,NA,NA,NA
638.15,1311.85,73,NA,NA,NA
637.81,1312.19,78,NA,NA,NA
637.54,1312.46,99,NA,NA,NA
637.36,1312.64,132,NA,NA,NA
637.28,1312.72,197,NA,NA,NA
637.13,1312.87,147,NA,NA,NA
636.83,1313.17,91,NA,NA,NA
636.58,1313.42,102,NA,NA,NA
636.42,1313.58,145,NA,NA,NA
636.29,1313.71,159,NA,NA,NA
636.07,1313.93,114,NA,NA,NA
635.86,1314.14,119,NA,NA,NA
635.67,1314.33,127,NA,NA,NA
635.47,1314.53,122,NA,NA,NA
635.31,1314.69,144,NA,NA,NA
635.15,1314.85,142,NA,NA,NA
634.95,1315.05,122,NA,NA,NA
634.74,1315.26,119,NA,NA,NA
634.65,1315.35,190,NA,NA,NA
634.57,1315.43,202,NA,NA,NA
634.49,1315.51,200,NA,NA,NA
634.39,1315.61,177,NA,NA,NA
634.24,1315.76,150,NA,NA,NA
634.08,1315.92,138,NA,NA,NA
633.87,1316.13,122,NA,NA,NA
633.64,1316.36,112,NA,NA,NA
633.42,1316.58,113,NA,NA,NA
633.2,1316.8,115,NA,NA,NA
633.04,1316.96,145,NA,NA,NA
632.87,1317.13,136,NA,NA,NA
632.64,1317.36,111,NA,NA,NA
632.42,1317.58,115,NA,NA,NA
632.17,1317.83,105,NA,NA,NA
631.95,1318.05,114,NA,NA,NA
631.8,1318.2,145,NA,NA,NA
631.67,1318.33,164,NA,NA,NA
631.6,1318.4,207,NA,NA,NA
631.54,1318.46,218,NA,NA,NA
631.47,1318.53,212,NA,NA,NA
631.4,1318.6,216,NA,NA,NA
631.33,1318.67,212,NA,NA,NA
631.25,1318.75,197,NA,NA,NA
631.16,1318.84,185,NA,NA,NA
631.02,1318.98,152,NA,NA,NA
630.78,1319.22,109,NA,NA,NA
630.48,1319.52,89,NA,NA,NA
630.19,1319.81,93,NA,NA,NA
629.96,1320.04,110,NA,NA,NA
629.8,1320.2,141,NA,NA,NA
629.68,1320.32,171,NA,NA,NA
629.5,1320.5,128,NA,NA,NA
629.37,1320.63,162,NA,NA,NA
629.3,1320.7,215,NA,NA,NA
629.22,1320.78,201,NA,NA,NA
629.11,1320.89,169,NA,NA,NA
628.95,1321.05,141,NA,NA,NA
628.72,1321.28,113,NA,NA,NA
628.49,1321.51,110,NA,NA,NA
628.16,1321.84,82,NA,NA,NA
627.83,1322.17,80,NA,NA,NA
627.51,1322.49,84,NA,NA,NA
627.25,1322.75,103,NA,NA,NA
627.06,1322.94,124,NA,NA,NA
626.96,1323.04,185,NA,NA,NA
626.84,1323.16,169,NA,NA,NA
626.73,1323.27,171,NA,NA,NA
626.68,1323.32,231,NA,NA,NA
626.61,1323.39,218,NA,NA,NA
626.54,1323.46,206,NA,NA,NA
626.46,1323.54,204,NA,NA,NA
626.36,1323.64,181,NA,NA,NA
626.26,1323.74,176,NA,NA,NA
625.95,1324.05,88,NA,NA,NA
625.62,1324.38,80,NA,NA,NA
625.3,1324.7,84,NA,NA,NA
625.1,1324.9,122,NA,NA,NA
624.93,1325.07,140,NA,NA,NA
624.64,1325.36,90,NA,NA,NA
624.29,1325.71,78,NA,NA,NA
624.02,1325.98,96,NA,NA,NA
623.73,1326.27,92,NA,NA,NA
623.48,1326.52,105,NA,NA,NA
623.24,1326.76,107,NA,NA,NA
623.02,1326.98,118,NA,NA,NA
622.81,1327.19,116,NA,NA,NA
622.61,1327.39,126,NA,NA,NA
622.42,1327.58,126,NA,NA,NA
622.3,1327.7,169,NA,NA,NA
622.15,1327.85,146,NA,NA,NA
622.07,1327.93,197,NA,NA,NA
621.99,1328.01,203,NA,NA,NA
621.9,1328.1,188,NA,NA,NA
621.77,1328.23,158,NA,NA,NA
621.53,1328.47,108,NA,NA,NA
621.24,1328.76,91,NA,NA,NA
620.94,1329.06,90,NA,NA,NA
620.62,1329.38,84,NA,NA,NA
620.27,1329.73,77,NA,NA,NA
619.95,1330.05,83,NA,NA,NA
619.68,1330.32,98,NA,NA,NA
619.45,1330.55,111,NA,NA,NA
619.28,1330.72,139,NA,NA,NA
619.15,1330.85,154,NA,NA,NA
618.88,1331.12,100,NA,NA,NA
618.66,1331.34,115,NA,NA,NA
618.53,1331.47,159,NA,NA,NA
618.41,1331.59,164,NA,NA,NA
618.18,1331.82,112,NA,NA,NA
617.91,1332.09,99,NA,NA,NA
617.63,1332.37,95,NA,NA,NA
617.34,1332.66,92,NA,NA,NA
617.05,1332.95,90,NA,NA,NA
616.76,1333.24,94,NA,NA,NA
616.49,1333.51,98,NA,NA,NA
616.22,1333.78,97,NA,NA,NA
615.95,1334.05,97,NA,NA,NA
615.68,1334.32,100,NA,NA,NA
615.45,1334.55,109,NA,NA,NA
615.23,1334.77,116,NA,NA,NA
614.96,1335.04,99,NA,NA,NA
614.67,1335.33,90,NA,NA,NA
614.39,1335.61,97,NA,NA,NA
614.18,1335.82,119,NA,NA,NA
613.99,1336.01,127,NA,NA,NA
613.81,1336.19,131,NA,NA,NA
613.65,1336.35,139,NA,NA,NA
613.44,1336.56,121,NA,NA,NA
613.27,1336.73,136,NA,NA,NA
613.16,1336.84,173,NA,NA,NA
613.03,1336.97,162,NA,NA,NA
612.86,1337.14,134,NA,NA,NA
612.68,1337.32,133,NA,NA,NA
612.45,1337.55,112,NA,NA,NA
612.3,1337.7,143,NA,NA,NA
612.14,1337.86,146,NA,NA,NA
611.89,1338.11,102,NA,NA,NA
611.61,1338.39,97,NA,NA,NA
611.35,1338.65,100,NA,NA,NA
611.12,1338.88,113,NA,NA,NA
610.94,1339.06,131,NA,NA,NA
610.8,1339.2,151,NA,NA,NA
610.72,1339.28,196,NA,NA,NA
610.64,1339.36,203,NA,NA,NA
610.56,1339.44,201,NA,NA,NA
610.48,1339.52,201,NA,NA,NA
610.4,1339.6,201,NA,NA,NA
610.32,1339.68,196,NA,NA,NA
610.23,1339.77,186,NA,NA,NA
610.12,1339.88,175,NA,NA,NA
609.99,1340.01,162,NA,NA,NA
609.85,1340.15,149,NA,NA,NA
609.68,1340.32,140,NA,NA,NA
609.51,1340.49,135,NA,NA,NA
609.29,1340.71,117,NA,NA,NA
609.05,1340.95,106,NA,NA,NA
608.8,1341.2,105,NA,NA,NA
608.56,1341.44,107,NA,NA,NA
608.39,1341.61,136,NA,NA,NA
608.25,1341.75,152,NA,NA,NA
608.08,1341.92,139,NA,NA,NA
607.88,1342.12,123,NA,NA,NA
607.65,1342.35,112,NA,NA,NA
607.41,1342.59,106,NA,NA,NA
607.19,1342.81,115,NA,NA,NA
607.02,1342.98,138,NA,NA,NA
606.84,1343.16,133,NA,NA,NA
606.73,1343.27,175,NA,NA,NA
606.62,1343.38,168,NA,NA,NA
606.49,1343.51,161,NA,NA,NA
606.36,1343.64,159,NA,NA,NA
606.19,1343.81,136,NA,NA,NA
605.98,1344.02,120,NA,NA,NA
605.82,1344.18,142,NA,NA,NA
605.68,1344.32,149,NA,NA,NA
605.52,1344.48,145,NA,NA,NA
605.32,1344.68,122,NA,NA,NA
605.01,1344.99,87,NA,NA,NA
604.7,1345.3,85,NA,NA,NA
604.41,1345.59,93,NA,NA,NA
604.18,1345.82,112,NA,NA,NA
603.98,1346.02,121,NA,NA,NA
603.74,1346.26,109,NA,NA,NA
603.56,1346.44,130,NA,NA,NA
603.34,1346.66,116,NA,NA,NA
603.14,1346.86,125,NA,NA,NA
602.97,1347.03,137,NA,NA,NA
602.87,1347.13,175,NA,NA,NA
602.76,1347.24,173,NA,NA,NA
602.64,1347.36,171,NA,NA,NA
602.49,1347.51,145,NA,NA,NA
602.29,1347.71,124,NA,NA,NA
602.16,1347.84,156,NA,NA,NA
601.97,1348.03,130,NA,NA,NA
601.74,1348.26,111,NA,NA,NA
601.51,1348.49,112,NA,NA,NA
601.28,1348.72,110,NA,NA,NA
601.09,1348.91,128,NA,NA,NA
600.97,1349.03,163,NA,NA,NA
600.81,1349.19,143,NA,NA,NA
600.63,1349.37,131,NA,NA,NA
600.52,1349.48,173,NA,NA,NA
600.41,1349.59,175,NA,NA,NA
600.31,1349.69,183,NA,NA,NA
600.18,1349.82,157,NA,NA,NA
599.99,1350.01,125,NA,NA,NA
599.79,1350.21,125,NA,NA,NA
599.57,1350.43,116,NA,NA,NA
599.3,1350.7,98,NA,NA,NA
599.04,1350.96,100,NA,NA,NA
598.77,1351.23,99,NA,NA,NA
598.55,1351.45,114,NA,NA,NA
598.44,1351.56,172,NA,NA,NA
598.32,1351.68,164,NA,NA,NA
598.15,1351.85,136,NA,NA,NA
597.83,1352.17,84,NA,NA,NA
597.46,1352.54,73,NA,NA,NA
597.09,1352.91,71,NA,NA,NA
596.69,1353.31,66,NA,NA,NA
596.3,1353.7,67,NA,NA,NA
595.9,1354.1,66,NA,NA,NA
595.5,1354.5,65,NA,NA,NA
595.11,1354.89,66,NA,NA,NA
594.72,1355.28,68,NA,NA,NA
594.36,1355.64,73,NA,NA,NA
594.01,1355.99,77,NA,NA,NA
593.68,1356.32,81,NA,NA,NA
593.4,1356.6,95,NA,NA,NA
593.14,1356.86,103,NA,NA,NA
592.88,1357.12,100,NA,NA,NA
592.51,1357.49,71,NA,NA,NA
592.14,1357.86,72,NA,NA,NA
591.81,1358.19,82,NA,NA,NA
591.55,1358.45,101,NA,NA,NA
591.44,1358.56,174,NA,NA,NA
591.31,1358.69,158,NA,NA,NA
591.12,1358.88,127,NA,NA,NA
590.83,1359.17,92,NA,NA,NA
590.43,1359.57,66,NA,NA,NA
590.06,1359.94,71,NA,NA,NA
589.69,1360.31,72,NA,NA,NA
589.31,1360.69,69,NA,NA,NA
588.93,1361.07,70,NA,NA,NA
588.56,1361.44,70,NA,NA,NA
588.17,1361.83,69,NA,NA,NA
587.83,1362.17,79,NA,NA,NA
587.56,1362.44,97,NA,NA,NA
587.28,1362.72,94,NA,NA,NA
586.88,1363.12,65,NA,NA,NA
586.4,1363.6,50,NA,NA,NA
586.01,1363.99,68,NA,NA,NA
585.61,1364.39,66,NA,NA,NA
585.25,1364.75,72,NA,NA,NA
584.91,1365.09,79,NA,NA,NA
584.58,1365.42,82,NA,NA,NA
584.23,1365.77,76,NA,NA,NA
583.88,1366.12,76,NA,NA,NA
583.55,1366.45,82,NA,NA,NA
583.13,1366.87,62,NA,NA,NA
582.68,1367.32,55,NA,NA,NA
582.25,1367.75,59,NA,NA,NA
581.87,1368.13,69,NA,NA,NA
581.54,1368.46,81,NA,NA,NA
581.34,1368.66,124,NA,NA,NA
581.07,1368.93,99,NA,NA,NA
580.71,1369.29,74,NA,NA,NA
580.34,1369.66,70,NA,NA,NA
579.93,1370.07,65,NA,NA,NA
579.51,1370.49,60,NA,NA,NA
579.09,1370.91,61,NA,NA,NA
578.68,1371.32,63,NA,NA,NA
578.27,1371.73,63,NA,NA,NA
577.85,1372.15,61,NA,NA,NA
577.44,1372.56,64,NA,NA,NA
577.03,1372.97,63,NA,NA,NA
576.61,1373.39,62,NA,NA,NA
576.2,1373.8,63,NA,NA,NA
575.78,1374.22,61,NA,NA,NA
575.36,1374.64,60,NA,NA,NA
574.95,1375.05,63,NA,NA,NA
574.56,1375.44,68,NA,NA,NA
574.19,1375.81,71,NA,NA,NA
573.85,1376.15,80,NA,NA,NA
573.56,1376.44,91,NA,NA,NA
573.27,1376.73,93,NA,NA,NA
573.08,1376.92,125,NA,NA,NA
572.96,1377.04,169,NA,NA,NA
572.8,1377.2,143,NA,NA,NA
572.58,1377.42,115,NA,NA,NA
572.27,1377.73,86,NA,NA,NA
571.92,1378.08,76,NA,NA,NA
571.56,1378.44,74,NA,NA,NA
571.22,1378.78,78,NA,NA,NA
570.91,1379.09,88,NA,NA,NA
570.63,1379.37,93,NA,NA,NA
570.27,1379.73,74,NA,NA,NA
569.9,1380.1,72,NA,NA,NA
569.53,1380.47,73,NA,NA,NA
569.15,1380.85,69,NA,NA,NA
568.78,1381.22,72,NA,NA,NA
568.43,1381.57,76,NA,NA,NA
568.1,1381.9,81,NA,NA,NA
567.81,1382.19,93,NA,NA,NA
567.49,1382.51,84,NA,NA,NA
567.11,1382.89,68,NA,NA,NA
566.73,1383.27,71,NA,NA,NA
566.38,1383.62,76,NA,NA,NA
566.04,1383.96,77,NA,NA,NA
565.68,1384.32,75,NA,NA,NA
565.32,1384.68,74,NA,NA,NA
564.99,1385.01,80,NA,NA,NA
564.69,1385.31,90,NA,NA,NA
564.42,1385.58,99,NA,NA,NA
564.17,1385.83,104,NA,NA,NA
564.05,1385.95,165,NA,NA,NA
563.9,1386.1,150,NA,NA,NA
563.54,1386.46,72,NA,NA,NA
563.14,1386.86,67,NA,NA,NA
562.77,1387.23,70,NA,NA,NA
562.38,1387.62,68,NA,NA,NA
562.03,1387.97,77,NA,NA,NA
561.72,1388.28,85,NA,NA,NA
561.4,1388.6,85,NA,NA,NA
561.1,1388.9,89,NA,NA,NA
560.89,1389.11,120,NA,NA,NA
560.74,1389.26,147,NA,NA,NA
560.55,1389.45,124,NA,NA,NA
560.28,1389.72,100,NA,NA,NA
559.96,1390.04,82,NA,NA,NA
559.6,1390.4,74,NA,NA,NA
559.25,1390.75,77,NA,NA,NA
558.9,1391.1,76,NA,NA,NA
558.54,1391.46,75,NA,NA,NA
558.15,1391.85,68,NA,NA,NA
557.75,1392.25,65,NA,NA,NA
557.34,1392.66,63,NA,NA,NA
556.92,1393.08,61,NA,NA,NA
556.49,1393.51,59,NA,NA,NA
556.06,1393.94,59,NA,NA,NA
555.61,1394.39,56,NA,NA,NA
555.17,1394.83,56,NA,NA,NA
554.74,1395.26,59,NA,NA,NA
554.32,1395.68,61,NA,NA,NA
553.9,1396.1,62,NA,NA,NA
553.49,1396.51,64,NA,NA,NA
553.11,1396.89,69,NA,NA,NA
552.78,1397.22,81,NA,NA,NA
552.41,1397.59,71,NA,NA,NA
552.03,1397.97,70,NA,NA,NA
551.63,1398.37,64,NA,NA,NA
551.22,1398.78,64,NA,NA,NA
550.81,1399.19,64,NA,NA,NA
550.44,1399.56,71,NA,NA,NA
550.11,1399.89,82,NA,NA,NA
549.83,1400.17,94,NA,NA,NA
549.63,1400.37,124,NA,NA,NA
549.29,1400.71,79,NA,NA,NA
548.88,1401.12,63,NA,NA,NA
548.42,1401.58,53,NA,NA,NA
547.96,1402.04,54,NA,NA,NA
547.52,1402.48,56,NA,NA,NA
547.07,1402.93,56,NA,NA,NA
546.65,1403.35,62,NA,NA,NA
546.31,1403.69,79,NA,NA,NA
546.02,1403.98,90,NA,NA,NA
545.78,1404.22,109,NA,NA,NA
545.42,1404.58,73,NA,NA,NA
544.99,1405.01,59,NA,NA,NA
544.57,1405.43,61,NA,NA,NA
544.15,1405.85,63,NA,NA,NA
543.75,1406.25,64,NA,NA,NA
543.35,1406.65,66,NA,NA,NA
542.94,1407.06,63,NA,NA,NA
542.54,1407.46,65,NA,NA,NA
542.13,1407.87,62,NA,NA,NA
541.71,1408.29,62,NA,NA,NA
541.3,1408.7,63,NA,NA,NA
540.88,1409.12,62,NA,NA,NA
540.5,1409.5,68,NA,NA,NA
540.11,1409.89,68,NA,NA,NA
539.71,1410.29,65,NA,NA,NA
539.32,1410.68,67,NA,NA,NA
538.92,1411.08,65,NA,NA,NA
538.52,1411.48,65,NA,NA,NA
538.12,1411.88,66,NA,NA,NA
537.73,1412.27,67,NA,NA,NA
537.32,1412.68,64,NA,NA,NA
536.9,1413.1,61,NA,NA,NA
536.47,1413.53,59,NA,NA,NA
536.03,1413.97,57,NA,NA,NA
535.62,1414.38,63,NA,NA,NA
535.21,1414.79,63,NA,NA,NA
534.8,1415.2,64,NA,NA,NA
534.39,1415.61,63,NA,NA,NA
533.98,1416.02,63,NA,NA,NA
533.55,1416.45,59,NA,NA,NA
533.15,1416.85,66,NA,NA,NA
532.76,1417.24,66,NA,NA,NA
532.36,1417.64,66,NA,NA,NA
531.96,1418.04,65,NA,NA,NA
531.55,1418.45,63,NA,NA,NA
531.15,1418.85,64,NA,NA,NA
530.74,1419.26,64,NA,NA,NA
530.35,1419.65,68,NA,NA,NA
529.94,1420.06,63,NA,NA,NA
529.54,1420.46,64,NA,NA,NA
529.14,1420.86,65,NA,NA,NA
528.72,1421.28,63,NA,NA,NA
528.33,1421.67,66,NA,NA,NA
527.93,1422.07,65,NA,NA,NA
527.53,1422.47,65,NA,NA,NA
527.13,1422.87,66,NA,NA,NA
