year (AD),age (BP),d18O (permil),core (missing),compositeDepth (missing),calibrated (missing),TOC (missing),TIC (missing),TOTC (missing),d13C (permil)
-4215.879,6165.879,28.573,PLC98-4,399.5,CAL,1.53,3.09,1.56,4.09
-4222.68,6172.68,28.467,PLC98-4,400.5,CAL,1.46,3.01,1.55,3.732
-4229.475,6179.475,28.349,PLC98-4,401.5,CAL,1.31,3.02,1.71,3.752
-4236.267,6186.267,28.237,PLC98-4,402.5,CAL,1.45,3.13,1.68,3.773
-4243.053,6193.053,28.478,PLC98-4,403.5,CAL,1.67,3.25,1.58,3.853
-4249.836,6199.836,28.425,PLC98-4,404.5,CAL,1.79,3.38,1.59,4.02
-4256.613,6206.613,28.994,PLC98-4,405.5,CAL,2.06,3.59,1.53,4.293
-4263.386,6213.386,28.864,PLC98-4,406.5,CAL,2.14,3.74,1.6,4.445
-4270.155,6220.155,28.916,PLC98-4,407.5,CAL,2.05,3.72,1.67,4.513
-4276.919,6226.919,28.516,PLC98-4,408.5,CAL,2.1,3.64,1.54,4.358
-4283.678,6233.678,28.562,PLC98-4,409.5,CAL,1.91,3.44,1.53,4.225
-4290.433,6240.433,28.653,PLC98-4,410.5,CAL,1.53,3.1,1.57,3.96
-4297.183,6247.183,28.469,PLC98-4,411.5,CAL,1.72,3.29,1.57,4.004
-4303.928,6253.928,28.618,PLC98-4,412.5,CAL,1.88,3.38,1.5,4.303
-4310.67,6260.67,28.756,PLC98-4,413.5,CAL,1.57,3.22,1.65,4.225
-4317.406,6267.406,28.737,PLC98-4,414.5,CAL,1.51,3.03,1.52,4.229
-4324.138,6274.138,28.847,PLC98-4,415.5,CAL,1.62,3.14,1.52,4.275
-4330.865,6280.865,28.875,PLC98-4,416.5,CAL,1.37,2.81,1.44,4.217
-4337.588,6287.588,28.866,PLC98-4,417.5,CAL,1.59,3.1,1.51,4.11
-4344.306,6294.306,28.926,PLC98-4,418.5,CAL,1.8,3.31,1.51,4.259
-4351.02,6301.02,29.101,PLC98-4,419.5,CAL,1.35,2.86,1.51,3.999
-4357.729,6307.729,28.79,PLC98-4,420.5,CAL,1.22,2.78,1.56,3.755
-4364.434,6314.434,28.763,PLC98-4,421.5,CAL,1.19,2.7,1.51,3.789
-4371.134,6321.134,29.044,PLC98-4,422.5,CAL,1.05,2.63,1.58,3.745
-4377.829,6327.829,29.019,PLC98-4,423.5,CAL,1.33,2.89,1.56,3.826
-4384.52,6334.52,29.152,PLC98-4,424.5,CAL,1.67,3.31,1.64,3.954
-4391.206,6341.206,29.116,PLC98-4,425.5,CAL,1.8,3.29,1.49,3.902
-4397.888,6347.888,29.34,PLC98-4,426.5,CAL,1.78,3.52,1.74,4.137
-4404.565,6354.565,29.255,PLC98-4,427.5,CAL,1.63,3.28,1.65,3.997
-4411.238,6361.238,29.463,PLC98-4,428.5,CAL,1.48,3.19,1.71,4.009
-4417.906,6367.906,29.442,PLC98-4,429.5,CAL,1.69,3.26,1.57,4.201
-4424.569,6374.569,29.348,PLC98-4,430.5,CAL,1.34,2.92,1.58,3.989
-4431.228,6381.228,29.194,PLC98-4,431.5,CAL,1.26,2.83,1.57,4.063
-4437.883,6387.883,29.19,PLC98-4,432.5,CAL,1.53,3.01,1.48,4.323
-4444.532,6394.532,29.488,PLC98-4,433.5,CAL,1.99,3.46,1.47,4.512
-4451.178,6401.178,29.473,PLC98-4,434.5,CAL,2.56,4.06,1.5,4.632
-4457.818,6407.818,29.116,PLC98-4,435.5,CAL,2.25,3.95,1.7,4.365
-4464.454,6414.454,28.919,PLC98-4,436.5,CAL,2.21,3.86,1.65,4.483
-4471.086,6421.086,28.67,PLC98-4,437.5,CAL,2.09,3.77,1.68,4.364
-4477.713,6427.713,29.041,PLC98-4,438.5,CAL,2.02,3.68,1.66,4.41
-4484.335,6434.335,28.911,PLC98-4,439.5,CAL,1.97,3.62,1.65,4.347
-4490.953,6440.953,28.941,PLC98-4,440.5,CAL,1.95,3.57,1.62,4.196
-4497.566,6447.566,28.711,PLC98-4,441.5,CAL,1.69,3.23,1.54,3.975
-4504.175,6454.175,28.65,PLC98-4,442.5,CAL,1.62,3.29,1.67,4.07
-4510.779,6460.779,28.615,PLC98-4,443.5,CAL,1.95,3.5,1.55,4.196
-4517.379,6467.379,28.522,PLC98-4,444.5,CAL,2,3.44,1.44,4.06
-4523.974,6473.974,28.461,PLC98-4,445.5,CAL,1.94,3.53,1.59,3.933
-4530.564,6480.564,28.268,PLC98-4,446.5,CAL,1.93,3.55,1.62,3.811
-4537.15,6487.15,28.573,PLC98-4,447.5,CAL,2.3,3.76,1.46,3.937
-4543.732,6493.732,28.375,PLC98-4,448.5,CAL,1.67,3.33,1.66,3.54
-4550.308,6500.308,28.263,PLC98-4,449.5,CAL,1.45,2.95,1.5,3.351
-4556.881,6506.881,28.012,PLC98-4,450.5,CAL,1.33,2.97,1.64,3.16
-4563.448,6513.448,28.077,PLC98-4,451.5,CAL,1.43,3.03,1.6,3.114
-4570.011,6520.011,28.144,PLC98-4,452.5,CAL,1.5,3.13,1.63,3.272
-4576.57,6526.57,28.202,PLC98-4,453.5,CAL,1.55,3.19,1.64,3.326
-4583.124,6533.124,27.988,PLC98-4,454.5,CAL,1.51,3.21,1.7,3.313
-4589.673,6539.673,28.106,PLC98-4,455.5,CAL,1.71,3.31,1.6,3.4
-4596.218,6546.218,27.76,PLC98-4,456.5,CAL,1.55,3.14,1.59,3.185
-4602.758,6552.758,27.706,PLC98-4,457.5,CAL,1.27,2.76,1.49,3.105
-4609.294,6559.294,27.654,PLC98-4,458.5,CAL,0.91,2.47,1.56,3.084
-4615.825,6565.825,27.771,PLC98-4,459.5,CAL,1.14,2.67,1.53,3.073
-4622.352,6572.352,27.985,PLC98-4,460.5,CAL,1.23,2.78,1.55,3.078
-4630.503,6580.503,28.017,PLC98-4,461.75,CAL,1.28,2.76,1.48,3.115
-4638.648,6588.648,28.235,PLC98-4,463,CAL,1.62,3.37,1.75,3.264
-4645.159,6595.159,28.206,PLC98-4,464,CAL,1.71,3.4,1.69,3.207
-4651.665,6601.665,28.184,PLC98-4,465,CAL,1.79,3.38,1.59,3.253
-4658.166,6608.166,28.42,PLC98-4,466,CAL,1.92,3.45,1.53,3.399
-4664.663,6614.663,28.534,PLC98-4,467,CAL,1.72,3.31,1.59,3.45
-4671.155,6621.155,28.256,PLC98-4,468,CAL,1.99,3.3,1.31,3.373
-4677.643,6627.643,28.303,PLC98-4,469,CAL,1.82,3.39,1.57,3.345
-4684.126,6634.126,28.067,PLC98-4,470,CAL,1.77,3.4,1.63,3.246
-4690.605,6640.605,27.749,PLC98-4,471,CAL,1.66,3.16,1.5,3.097
-4697.079,6647.079,27.675,PLC98-4,472,CAL,1.43,2.8,1.37,2.948
-4703.548,6653.548,27.281,PLC98-4,473,CAL,1.35,2.68,1.33,2.959
-4713.244,6663.244,27.239,PLC98-4,474.5,CAL,1.35,2.67,1.32,3.01
-4722.93,6672.93,27.224,PLC98-4,476,CAL,1.41,2.82,1.41,3.047
-4729.381,6679.381,27.08,PLC98-4,477,CAL,1.36,2.73,1.37,3.03
-4735.828,6685.828,27.258,PLC98-4,478,CAL,1.53,2.9,1.37,3.171
-4742.27,6692.27,26.962,PLC98-4,479,CAL,1.51,2.97,1.46,2.906
-4748.707,6698.707,27.069,PLC98-4,480,CAL,1.4,2.96,1.56,2.649
-4755.14,6705.14,26.948,PLC98-4,481,CAL,1.5,2.95,1.45,2.867
-4761.569,6711.569,26.925,PLC98-4,482,CAL,1.33,2.95,1.62,2.867
-4767.993,6717.993,26.839,PLC98-4,483,CAL,1.39,2.92,1.53,2.956
-4774.412,6724.412,26.94,PLC98-4,484,CAL,1.56,2.9,1.34,2.916
-4780.827,6730.827,26.64,PLC98-4,485,CAL,1.4,2.96,1.56,2.959
-4787.237,6737.237,26.502,PLC98-4,486,CAL,1.4,2.98,1.58,2.957
-4793.642,6743.642,26.648,PLC98-4,487,CAL,1.43,2.93,1.5,3.05
-4800.043,6750.043,26.201,PLC98-4,488,CAL,1.23,2.66,1.43,2.82
-4806.44,6756.44,26.747,PLC98-4,489,CAL,1.19,2.51,1.32,3.043
-4812.832,6762.832,26.542,PLC98-4,490,CAL,1.11,2.57,1.46,2.926
-4819.219,6769.219,27.019,PLC98-4,491,CAL,1.25,2.74,1.49,3.087
-4825.602,6775.602,27.343,PLC98-4,492,CAL,1.37,2.84,1.47,3.147
-4831.98,6781.98,27.113,PLC98-4,493,CAL,1.3,2.8,1.5,3.039
-4838.354,6788.354,27.153,PLC98-4,494,CAL,1.28,2.75,1.47,3.109
-4844.723,6794.723,27.168,PLC98-4,495,CAL,1.3,2.68,1.38,3.17
-4851.087,6801.087,26.961,PLC98-4,496,CAL,1.39,2.79,1.4,3.038
-4857.447,6807.447,26.864,PLC98-4,497,CAL,1.43,2.83,1.4,3.093
-4863.803,6813.803,27.073,PLC98-4,498,CAL,1.28,2.68,1.4,3.182
-4873.327,6823.327,27.086,PLC98-4,499.5,CAL,1.29,2.62,1.33,3.209
-4882.842,6832.842,27.018,PLC98-4,501,CAL,1.23,2.65,1.42,3.149
-4889.179,6839.179,25.912,PLC98-4,502,CAL,1.09,2.55,1.46,2.34
-4895.511,6845.511,25.337,PLC98-4,503,CAL,1.01,2.34,1.33,1.969
-4901.839,6851.839,25.903,PLC98-4,504,CAL,0.94,2.3,1.36,2.364
-4908.163,6858.163,26.073,PLC98-4,505,CAL,0.95,2.35,1.4,2.399
-4914.482,6864.482,26.49,PLC98-4,506,CAL,1.02,2.45,1.43,2.216
-4920.796,6870.796,27.029,PLC98-4,507,CAL,0.99,2.56,1.57,2.994
-4927.106,6877.106,27.217,PLC98-4,508,CAL,0.91,2.49,1.58,3.063
-4933.411,6883.411,27.278,PLC98-4,509,CAL,0.92,2.38,1.46,3.021
-4939.712,6889.712,27.18,PLC98-4,510,CAL,0.94,2.46,1.52,3.023
-4946.008,6896.008,27.294,PLC98-4,511,CAL,0.97,2.5,1.53,3.053
-4952.299,6902.299,27.138,PLC98-4,512,CAL,0.9,2.4,1.5,2.965
-4958.586,6908.586,27.141,PLC98-4,513,CAL,0.94,2.5,1.56,2.892
-4964.869,6914.869,27.395,PLC98-4,514,CAL,1.04,2.4,1.36,3.038
-4971.147,6921.147,27.597,PLC98-4,515,CAL,0.93,2.4,1.47,3.144
-4977.42,6927.42,27.323,PLC98-4,516,CAL,0.84,2.37,1.53,2.95
-4983.689,6933.689,27.402,PLC98-4,517,CAL,0.59,2.36,1.77,2.923
-4989.953,6939.953,27.596,PLC98-4,518,CAL,0.96,2.46,1.5,2.857
-4996.212,6946.212,27.781,PLC98-4,519,CAL,1.05,2.46,1.41,2.869
-5002.467,6952.467,27.901,PLC98-4,520,CAL,1.04,2.56,1.52,2.735
-5008.718,6958.718,27.767,PLC98-4,521,CAL,1.08,2.57,1.49,2.988
-5014.964,6964.964,27.665,PLC98-4,522,CAL,0.94,2.38,1.44,2.886
-5021.205,6971.205,27.855,PLC98-4,523,CAL,0.82,2.41,1.59,3.124
-5030.558,6980.558,27.736,PLC98-4,524.5,CAL,0.81,2.42,1.61,2.936
-5039.901,6989.901,27.753,PLC98-4,526,CAL,0.47,2.07,1.6,2.589
-5046.124,6996.124,27.942,PLC98-4,527,CAL,0.43,2.12,1.69,2.565
-5052.343,7002.343,27.862,PLC98-4,528,CAL,0.48,2.08,1.6,2.596
-5058.557,7008.557,28.018,PLC98-4,529,CAL,0.47,1.98,1.51,2.678
-5064.766,7014.766,28.41,PLC98-4,530,CAL,0.61,2.14,1.53,3.047
-5070.971,7020.971,28.5,PLC98-4,531,CAL,0.79,2.17,1.38,3.425
-5077.171,7027.171,28.456,PLC98-4,532,CAL,1.09,2.44,1.35,4.093
-5083.367,7033.367,28.438,PLC98-4,533,CAL,1.41,2.85,1.44,4.204
-5089.558,7039.558,28.402,PLC98-4,534,CAL,1.29,2.85,1.56,4.126
-5095.745,7045.745,28.26,PLC98-4,535,CAL,1.18,2.54,1.36,3.91
-5101.927,7051.927,28.548,PLC98-4,536,CAL,1.32,2.73,1.41,4.149
-5108.104,7058.104,28.674,PLC98-4,537,CAL,1.45,2.85,1.4,4.11
-5114.277,7064.277,28.64,PLC98-4,538,CAL,1.51,2.87,1.36,4.155
-5120.445,7070.445,28.901,PLC98-4,539,CAL,1.49,2.86,1.37,4.031
-5126.609,7076.609,29.001,PLC98-4,540,CAL,1.5,2.76,1.26,3.865
-5132.768,7082.768,29.054,PLC98-4,541,CAL,2.12,3.34,1.22,4.044
-5138.923,7088.923,29.11,PLC98-4,542,CAL,2.17,3.5,1.33,4.121
-5145.073,7095.073,28.837,PLC98-4,543,CAL,2.03,3.33,1.3,3.93
-5151.218,7101.218,28.514,PLC98-4,544,CAL,1.84,3.14,1.3,3.571
-5157.359,7107.359,28.472,PLC98-4,545,CAL,1.7,3.05,1.35,3.674
-5163.495,7113.495,28.504,PLC98-4,546,CAL,1.39,2.67,1.28,3.5
-5169.627,7119.627,28.371,PLC98-4,547,CAL,1,2.29,1.29,2.966
-5175.754,7125.754,28.443,PLC98-4,548,CAL,1.28,2.58,1.3,3.11
-5184.937,7134.937,28.453,PLC98-4,549.5,CAL,1.58,2.65,1.07,3.163
-5194.109,7144.109,28.247,PLC98-4,551,CAL,1.46,2.74,1.28,2.858
-5200.217,7150.217,28.163,PLC98-4,552,CAL,1.32,2.49,1.17,2.612
-5206.322,7156.322,28.281,PLC98-4,553,CAL,0.93,2.3,1.37,2.397
-5212.422,7162.422,28.116,PLC98-4,554,CAL,1.28,2.57,1.29,2.281
-5218.517,7168.517,28.161,PLC98-4,555,CAL,1.43,2.8,1.37,2.294
-5224.608,7174.608,27.915,PLC98-4,556,CAL,0.97,2.34,1.37,1.671
-5230.694,7180.694,27.975,PLC98-4,557,CAL,0.89,2.32,1.43,1.572
-5236.775,7186.775,27.878,PLC98-4,558,CAL,0.87,2.23,1.36,1.48
-5242.852,7192.852,28.084,PLC98-4,559,CAL,0.91,2.09,1.18,1.652
-5248.925,7198.925,27.556,PLC98-4,560,CAL,0.81,1.99,1.18,1.656
-5254.993,7204.993,27.905,PLC98-4,561,CAL,0.66,1.97,1.31,2.515
-5261.056,7211.056,28.164,PLC98-4,562,CAL,0.75,2.17,1.42,3.025
-5267.115,7217.115,28.409,PLC98-4,563,CAL,0.73,2.5,1.77,2.674
-5273.169,7223.169,28.725,PLC98-4,564,CAL,0.91,2.17,1.26,3.12
-5279.219,7229.219,28.476,PLC98-4,565,CAL,1.18,2.46,1.28,3.172
-5285.264,7235.264,28.41,PLC98-4,566,CAL,1.58,2.88,1.3,3.255
-5291.304,7241.304,28.578,PLC98-4,567,CAL,1.94,3.36,1.42,3.344
-5297.34,7247.34,28.669,PLC98-4,568,CAL,2.11,3.39,1.28,3.412
-5303.371,7253.371,27.967,PLC98-4,569,CAL,1.55,3.1,1.55,3.754
-5309.398,7259.398,27.31,PLC98-4,570,CAL,0.96,2.46,1.5,3.311
-5315.42,7265.42,27.378,PLC98-4,571,CAL,0.78,2.41,1.63,3.109
-5321.438,7271.438,27.221,PLC98-4,572,CAL,0.92,2.47,1.55,3.367
-5327.451,7277.451,26.997,PLC98-4,573,CAL,1.03,2.76,1.73,3.785
-5333.46,7283.46,27.278,PLC98-4,574,CAL,1.43,3.05,1.62,3.955
-5342.464,7292.464,27.299,PLC98-4,575.5,CAL,1.36,2.89,1.53,3.772
-5351.458,7301.458,27.283,PLC98-4,577,CAL,0.97,2.58,1.61,3.283
-5357.448,7307.448,27.404,PLC98-4,578,CAL,1.02,2.66,1.64,3.399
-5363.434,7313.434,27.348,PLC98-4,579,CAL,0.97,2.57,1.6,3.427
-5369.415,7319.415,26.844,PLC98-4,580,CAL,0.68,2.22,1.54,2.886
-5375.392,7325.392,27.576,PLC98-4,581,CAL,0.8,2.33,1.53,3.335
-5381.364,7331.364,27.57,PLC98-4,582,CAL,0.87,2.28,1.41,3.249
-5387.331,7337.331,27.493,PLC98-4,583,CAL,0.66,2.18,1.52,2.93
-5393.294,7343.294,27.365,PLC98-4,584,CAL,0.59,2.01,1.42,2.883
-5399.253,7349.253,27.6,PLC98-4,585,CAL,0.67,1.98,1.31,3.13
-5405.206,7355.206,27.905,PLC98-4,586,CAL,0.68,2.05,1.37,3.356
-5411.156,7361.156,27.833,PLC98-4,587,CAL,0.85,2.13,1.28,3.439
-5417.1,7367.1,27.553,PLC98-4,588,CAL,0.91,2.21,1.3,3.631
-5423.04,7373.04,27.532,PLC98-4,589,CAL,0.97,2.32,1.35,3.323
-5428.976,7378.976,27.252,PLC98-4,590,CAL,0.73,2.2,1.47,3.524
-5434.907,7384.907,27.573,PLC98-4,591,CAL,0.75,2.16,1.41,3.69
-5440.833,7390.833,27.082,PLC98-4,592,CAL,1.03,2.45,1.42,3.943
-5446.755,7396.755,27.458,PLC98-4,593,CAL,1.39,2.74,1.35,4.238
-5452.672,7402.672,27.822,PLC98-4,594,CAL,1.13,2.61,1.48,4.089
-5458.585,7408.585,27.993,PLC98-4,595,CAL,1.25,2.69,1.44,4.114
-5464.493,7414.493,27.994,PLC98-4,596,CAL,0.96,2.43,1.47,4.054
-5470.397,7420.397,28.2,PLC98-4,597,CAL,1.08,2.38,1.3,4.067
-5476.296,7426.296,27.899,PLC98-4,598,CAL,1.08,2.55,1.47,4.004
-5482.19,7432.19,28.191,PLC98-4,599,CAL,0.9,2.39,1.49,3.95
-5491.023,7441.023,28.306,PLC98-4,600.5,CAL,1.06,2.56,1.5,4.126
-5499.846,7449.846,29.019,PLC98-4,602,CAL,1.1,2.42,1.32,4.405
-5505.722,7455.722,29.12,PLC98-4,603,CAL,1.29,2.76,1.47,4.563
-5511.594,7461.594,29.231,PLC98-4,604,CAL,1.61,3.06,1.45,4.676
-5517.461,7467.461,29.028,PLC98-4,605,CAL,1.87,3.32,1.45,4.708
-5523.323,7473.323,29.251,PLC98-4,606,CAL,1.93,3.19,1.26,4.498
-5529.181,7479.181,29.089,PLC98-4,607,CAL,1.73,3.06,1.33,4.619
-5535.035,7485.035,28.973,PLC98-4,608,CAL,1.56,2.82,1.26,4.631
-5540.884,7490.884,28.878,PLC98-4,609,CAL,1.67,2.87,1.2,4.617
-5546.728,7496.728,28.367,PLC98-4,610,CAL,1.39,2.57,1.18,4.438
-5552.567,7502.567,28.274,PLC98-4,611,CAL,1.35,2.57,1.22,4.388
-5558.403,7508.403,28.14,PLC98-4,612,CAL,1.41,2.58,1.17,4.376
-5564.233,7514.233,28.039,PLC98-4,613,CAL,1.05,2.32,1.27,4.054
-5570.059,7520.059,27.726,PLC98-4,614,CAL,0.92,2.17,1.25,3.886
-5575.881,7525.881,27.62,PLC98-4,615,CAL,1.05,2.39,1.34,3.941
-5581.697,7531.697,27.885,PLC98-4,616,CAL,1.02,2.27,1.25,3.984
-5587.51,7537.51,27.37,PLC98-4,617,CAL,0.88,2.23,1.35,3.821
-5593.317,7543.317,27.702,PLC98-4,618,CAL,0.81,2.06,1.25,3.931
-5599.121,7549.121,27.717,PLC98-4,619,CAL,0.48,1.54,1.06,3.295
-5604.919,7554.919,27.757,PLC98-4,620,CAL,0.35,1.48,1.13,2.984
-5610.713,7560.713,27.551,PLC98-4,621,CAL,0.49,1.71,1.22,3.342
-5616.503,7566.503,28.086,PLC98-4,622,CAL,0.74,1.87,1.13,4.066
-5622.288,7572.288,28.204,PLC98-4,623,CAL,0.89,2.06,1.17,4.252
-5628.068,7578.068,28.09,PLC98-4,624,CAL,1.25,2.42,1.17,4.43
-5633.844,7583.844,27.742,PLC98-4,625,CAL,1.34,2.64,1.3,4.328
-5639.615,7589.615,28.03,PLC98-4,626,CAL,1.37,2.69,1.32,4.402
-5645.382,7595.382,28.423,PLC98-4,627,CAL,1.38,2.66,1.28,4.667
-5651.144,7601.144,28.442,PLC98-4,628,CAL,1.36,2.76,1.4,4.601
-5656.901,7606.901,28.326,PLC98-4,629,CAL,1.69,3.01,1.32,4.629
-5662.654,7612.654,28.36,PLC98-4,630,CAL,1.79,3.12,1.33,4.798
-5668.403,7618.403,28.155,PLC98-4,631,CAL,1.12,2.46,1.34,4.329
-5674.146,7624.146,28.2,PLC98-4,632,CAL,1.04,2.37,1.33,4.233
-5679.886,7629.886,28.356,PLC98-4,633,CAL,1.07,2.33,1.26,4.24
