year (AD),age (yr BP),depth (cm),d13C (permil),d18O (permil)
-3634.26,5584.26,5.991,-5.012,-8.881
-3636.84,5586.84,5.994,-5.04,-8.853
-3639.42,5589.42,5.997,-5.002,-8.897
-3642,5592,6,-4.958,-8.838
-3644.58,5594.58,6.003,-4.949,-8.82
-3647.16,5597.16,6.006,-4.874,-8.74
-3649.74,5599.74,6.009,-4.925,-8.869
-3652.32,5602.32,6.012,-4.927,-8.916
-3654.9,5604.9,6.015,-4.878,-8.852
-3657.48,5607.48,6.018,-4.892,-8.893
-3660.06,5610.06,6.021,-4.896,-8.853
-3662.64,5612.64,6.024,-4.898,-8.855
-3665.22,5615.22,6.027,-5.052,-8.853
-3667.8,5617.8,6.03,-5.107,-8.834
-3670.38,5620.38,6.033,-5.192,-8.805
-3672.96,5622.96,6.036,-5.283,-8.856
-3675.54,5625.54,6.039,-5.523,-9.02
-3678.12,5628.12,6.042,-5.245,-8.834
-3680.7,5630.7,6.045,-5.29,-8.852
-3683.28,5633.28,6.048,-5.193,-8.883
-3685.84,5635.84,6.051,-5.355,-8.865
-3688.36,5638.36,6.054,-5.438,-8.737
-3690.88,5640.88,6.057,-5.451,-8.862
-3693.4,5643.4,6.06,-5.438,-8.713
-3695.92,5645.92,6.063,-5.364,-8.77
-3698.44,5648.44,6.066,-5.336,-8.784
-3700.96,5650.96,6.069,-5.368,-8.772
-3703.48,5653.48,6.072,-5.247,-8.67
-3706,5656,6.075,-5.218,-8.739
-3708.52,5658.52,6.078,-5.086,-8.554
-3711.04,5661.04,6.081,-5.079,-8.621
-3713.56,5663.56,6.084,-4.985,-8.603
-3716.08,5666.08,6.087,-4.975,-8.649
-3718.6,5668.6,6.09,-4.887,-8.605
-3721.12,5671.12,6.093,-4.928,-8.705
-3723.64,5673.64,6.096,-4.882,-8.683
-3726.16,5676.16,6.099,-4.885,-8.695
-3728.68,5678.68,6.102,-4.79,-8.726
-3731.2,5681.2,6.105,-4.884,-8.649
-3733.72,5683.72,6.108,-4.841,-8.682
-3736.24,5686.24,6.111,-4.787,-8.632
-3738.76,5688.76,6.114,-4.782,-8.688
-3741.28,5691.28,6.117,-4.705,-8.509
-3743.8,5693.8,6.12,-4.772,-8.604
-3746.32,5696.32,6.123,-4.748,-8.566
-3748.84,5698.84,6.126,-4.675,-8.632
-3751.36,5701.36,6.129,-4.596,-8.82
-3753.88,5703.88,6.132,-4.634,-8.641
-3756.4,5706.4,6.135,-4.652,-8.709
-3758.92,5708.92,6.138,-4.6,-8.673
-3761.44,5711.44,6.141,-4.659,-8.69
-3763.96,5713.96,6.144,-4.586,-8.698
-3766.48,5716.48,6.147,-4.612,-8.699
-3769,5719,6.15,-4.522,-8.71
-3770.08,5720.08,6.153,-4.613,-8.787
-3771.16,5721.16,6.156,-4.6,-8.766
-3772.24,5722.24,6.159,-4.683,-8.806
-3773.32,5723.32,6.162,-4.653,-8.683
-3774.4,5724.4,6.165,-4.589,-8.756
-3775.48,5725.48,6.168,-4.646,-8.759
-3776.56,5726.56,6.171,-4.936,-8.893
-3777.64,5727.64,6.174,-4.594,-8.695
-3778.72,5728.72,6.177,-4.572,-8.814
-3779.8,5729.8,6.18,-4.866,-8.787
-3780.88,5730.88,6.183,-4.967,-8.84
-3781.96,5731.96,6.186,-4.628,-8.769
-3783.04,5733.04,6.189,-4.65,-8.893
-3784.12,5734.12,6.192,-4.636,-9.059
-3785.2,5735.2,6.195,-4.7,-8.84
-3786.28,5736.28,6.198,-4.71,-8.858
-3787.34,5737.34,6.201,-4.749,-8.917
-3788.36,5738.36,6.204,-4.697,-8.922
-3789.38,5739.38,6.207,-4.666,-8.838
-3790.4,5740.4,6.21,-4.491,-8.857
-3791.42,5741.42,6.213,-4.357,-8.785
-3792.44,5742.44,6.216,-4.334,-8.777
-3793.46,5743.46,6.219,-4.292,-8.914
-3794.48,5744.48,6.222,-4.266,-8.719
-3795.5,5745.5,6.225,-4.219,-8.738
-3796.52,5746.52,6.228,-4.153,-8.7
-3797.54,5747.54,6.231,-4.207,-8.697
-3798.56,5748.56,6.234,-4.171,-8.628
-3799.58,5749.58,6.237,-4.116,-8.615
-3800.6,5750.6,6.24,-4.268,-8.554
-3802.64,5752.64,6.246,-4.214,-8.665
-3803.66,5753.66,6.249,-4.408,-8.575
-3804.72,5754.72,6.252,-4.421,-8.611
-3805.8,5755.8,6.255,-4.416,-8.532
-3806.88,5756.88,6.258,-4.45,-8.655
-3807.96,5757.96,6.261,-4.316,-8.544
-3809.04,5759.04,6.264,-4.379,-8.592
-3810.12,5760.12,6.267,-4.412,-8.523
-3811.2,5761.2,6.27,-4.422,-8.667
-3812.28,5762.28,6.273,-4.361,-8.511
-3813.36,5763.36,6.276,-4.281,-8.624
-3814.44,5764.44,6.279,-4.287,-8.573
-3815.52,5765.52,6.282,-4.357,-8.64
-3816.6,5766.6,6.285,-4.317,-8.627
-3817.68,5767.68,6.288,-4.508,-8.73
-3818.76,5768.76,6.291,-4.52,-8.728
-3819.84,5769.84,6.294,-4.49,-8.707
-3820.92,5770.92,6.297,-4.546,-8.685
-3822,5772,6.3,-4.522,-8.693
-3823.02,5773.02,6.303,-4.509,-8.659
-3824.04,5774.04,6.306,-4.635,-8.676
-3825.06,5775.06,6.309,-4.539,-8.709
-3826.08,5776.08,6.312,-4.623,-8.586
-3827.1,5777.1,6.315,-4.627,-8.553
-3828.12,5778.12,6.318,-4.654,-8.647
-3829.14,5779.14,6.321,-4.602,-8.706
-3830.16,5780.16,6.324,-4.671,-8.733
-3831.18,5781.18,6.327,-4.628,-8.784
-3832.2,5782.2,6.33,-4.91,-8.765
-3833.22,5783.22,6.333,-4.965,-8.882
-3834.24,5784.24,6.336,-4.927,-8.83
-3835.26,5785.26,6.339,-4.964,-8.916
-3836.28,5786.28,6.342,-4.926,-8.803
-3837.3,5787.3,6.345,-4.98,-8.894
-3838.32,5788.32,6.348,-5,-8.792
-3839.36,5789.36,6.351,-4.965,-8.825
-3840.44,5790.44,6.354,-4.951,-8.668
-3841.52,5791.52,6.357,-4.929,-8.747
-3842.6,5792.6,6.36,-4.892,-8.636
-3843.68,5793.68,6.363,-4.846,-8.627
-3844.76,5794.76,6.366,-4.762,-8.537
-3845.84,5795.84,6.369,-4.68,-8.746
-3846.92,5796.92,6.372,-4.66,-8.803
-3848,5798,6.375,-4.697,-8.744
-3849.08,5799.08,6.378,-4.783,-8.782
-3850.16,5800.16,6.381,-4.716,-8.771
-3851.24,5801.24,6.384,-4.794,-8.806
-3852.32,5802.32,6.387,-4.803,-8.719
-3853.4,5803.4,6.39,-4.918,-8.873
-3854.48,5804.48,6.393,-5.043,-8.689
-3855.56,5805.56,6.396,-5.069,-8.79
-3856.64,5806.64,6.399,-5.176,-8.831
-3857.68,5807.68,6.402,-5.368,-8.763
-3858.7,5808.7,6.405,-5.52,-8.755
-3859.72,5809.72,6.408,-5.495,-8.796
-3860.74,5810.74,6.411,-5.45,-8.685
-3861.76,5811.76,6.414,-5.481,-8.817
-3862.78,5812.78,6.417,-5.606,-8.736
-3863.8,5813.8,6.42,-5.75,-8.843
-3864.82,5814.82,6.423,-5.925,-8.72
-3865.84,5815.84,6.426,-5.861,-8.742
-3866.86,5816.86,6.429,-5.742,-8.847
-3867.88,5817.88,6.432,-5.998,-8.671
-3868.9,5818.9,6.435,-6.011,-8.744
-3869.92,5819.92,6.438,-6.043,-8.617
-3870.94,5820.94,6.441,-6.143,-8.705
-3871.96,5821.96,6.444,-6.109,-8.66
-3872.98,5822.98,6.447,-5.935,-8.799
-3874,5824,6.45,-5.991,-8.7
-3875.08,5825.08,6.453,-6.076,-8.784
-3876.16,5826.16,6.456,-6.259,-8.922
-3877.24,5827.24,6.459,-6.292,-8.727
-3878.32,5828.32,6.462,-5.812,-8.666
-3879.4,5829.4,6.465,-5.702,-8.708
-3880.48,5830.48,6.468,-6.152,-8.741
-3881.56,5831.56,6.471,-5.994,-9.134
-3882.64,5832.64,6.474,-6.009,-9.392
-3883.72,5833.72,6.477,-5.973,-8.837
-3884.8,5834.8,6.48,-6.006,-8.66
-3885.88,5835.88,6.483,-5.966,-8.668
-3886.96,5836.96,6.486,-5.864,-8.69
-3888.04,5838.04,6.489,-5.776,-8.524
-3889.12,5839.12,6.492,-5.584,-8.642
-3890.2,5840.2,6.495,-5.628,-8.67
-3891.28,5841.28,6.498,-5.494,-8.612
-3892.34,5842.34,6.501,-5.712,-8.703
-3893.36,5843.36,6.504,-5.724,-8.518
-3894.38,5844.38,6.507,-5.756,-8.586
-3895.4,5845.4,6.51,-5.606,-8.524
-3896.42,5846.42,6.513,-5.632,-8.57
-3897.44,5847.44,6.516,-5.836,-8.575
-3898.46,5848.46,6.519,-5.874,-8.725
-3899.48,5849.48,6.522,-6.058,-8.686
-3900.5,5850.5,6.525,-6.113,-8.623
-3901.52,5851.52,6.528,-6.268,-8.558
-3902.54,5852.54,6.531,-6.396,-8.564
-3903.56,5853.56,6.534,-6.787,-8.619
-3904.58,5854.58,6.537,-6.732,-8.699
-3905.6,5855.6,6.54,-6.998,-8.788
-3906.62,5856.62,6.543,-7.128,-8.681
-3907.64,5857.64,6.546,-7.06,-8.879
-3908.66,5858.66,6.549,-6.998,-8.726
-3909.68,5859.68,6.552,-6.977,-8.955
-3910.7,5860.7,6.555,-6.85,-8.914
-3911.72,5861.72,6.558,-6.883,-8.805
-3912.74,5862.74,6.561,-6.656,-8.759
-3913.76,5863.76,6.564,-6.566,-9.019
-3914.78,5864.78,6.567,-6.707,-8.905
-3915.8,5865.8,6.57,-6.619,-8.866
-3916.82,5866.82,6.573,-6.569,-9.006
-3917.84,5867.84,6.576,-6.699,-8.886
-3918.86,5868.86,6.579,-6.597,-8.837
-3919.88,5869.88,6.582,-6.646,-8.843
-3920.9,5870.9,6.585,-6.689,-8.926
-3921.92,5871.92,6.588,-6.666,-8.92
-3922.94,5872.94,6.591,-6.868,-8.933
-3923.96,5873.96,6.594,-6.588,-8.831
-3924.98,5874.98,6.597,-6.566,-9.001
-3926,5876,6.6,-6.509,-8.983
-3927.08,5877.08,6.603,-6.515,-8.972
-3928.16,5878.16,6.606,-6.426,-8.849
-3929.24,5879.24,6.609,-6.484,-8.986
-3930.32,5880.32,6.612,-6.455,-9
-3931.4,5881.4,6.615,-6.421,-9.222
-3932.48,5882.48,6.618,-6.383,-8.931
-3933.56,5883.56,6.621,-6.665,-9.019
-3934.64,5884.64,6.624,-6.606,-8.991
-3935.72,5885.72,6.627,-6.713,-9.366
-3936.8,5886.8,6.63,-6.637,-9.133
-3937.88,5887.88,6.633,-6.696,-8.988
-3938.96,5888.96,6.636,-6.724,-9.11
-3940.04,5890.04,6.639,-6.743,-9.068
-3941.12,5891.12,6.642,-6.774,-9.207
-3942.2,5892.2,6.645,-6.993,-9.102
-3943.28,5893.28,6.648,-6.785,-9.121
-3944.16,5894.16,6.651,-6.78,-9.085
-3944.64,5894.64,6.654,-6.911,-9.25
-3945.12,5895.12,6.657,-6.81,-9.068
-3945.6,5895.6,6.66,-6.779,-9.029
-3946.08,5896.08,6.663,-6.929,-9.032
-3946.56,5896.56,6.666,-6.823,-8.88
-3947.04,5897.04,6.669,-7.273,-8.932
-3947.52,5897.52,6.672,-7.184,-8.747
-3948,5898,6.675,-7.206,-8.863
-3948.48,5898.48,6.678,-6.996,-8.718
-3948.96,5898.96,6.681,-7.098,-8.945
-3949.44,5899.44,6.684,-6.959,-8.847
-3949.92,5899.92,6.687,-6.946,-8.929
-3950.4,5900.4,6.69,-6.821,-8.861
-3950.88,5900.88,6.693,-6.758,-8.959
-3951.36,5901.36,6.696,-6.624,-8.791
-3951.84,5901.84,6.699,-6.59,-8.976
-3952.36,5902.36,6.702,-6.711,-8.79
-3952.9,5902.9,6.705,-6.636,-8.881
-3953.44,5903.44,6.708,-6.651,-8.735
-3953.98,5903.98,6.711,-6.604,-8.785
-3954.52,5904.52,6.714,-6.477,-8.707
-3955.06,5905.06,6.717,-6.173,-8.848
-3955.6,5905.6,6.72,-6.247,-8.724
-3956.14,5906.14,6.723,-6.218,-8.863
-3956.68,5906.68,6.726,-5.989,-8.998
-3957.22,5907.22,6.729,-5.922,-8.921
-3957.76,5907.76,6.732,-5.867,-9.032
-3958.3,5908.3,6.735,-5.753,-8.804
-3958.84,5908.84,6.738,-5.604,-8.971
-3959.38,5909.38,6.741,-5.524,-8.755
-3959.92,5909.92,6.744,-5.421,-9.173
-3960.46,5910.46,6.747,-5.46,-9.089
-3961,5911,6.75,-5.559,-9.048
-3961.48,5911.48,6.753,-5.645,-9.04
-3961.96,5911.96,6.756,-5.804,-8.993
-3962.44,5912.44,6.759,-5.976,-8.755
-3962.92,5912.92,6.762,-5.718,-8.584
-3963.4,5913.4,6.765,-5.604,-8.534
-3963.88,5913.88,6.768,-5.433,-8.619
-3964.36,5914.36,6.771,-5.12,-8.656
-3964.84,5914.84,6.774,-5.158,-8.562
-3965.32,5915.32,6.777,-5.192,-8.406
-3965.8,5915.8,6.78,-5.12,-8.499
-3966.28,5916.28,6.783,-5.008,-8.558
-3966.76,5916.76,6.786,-5.151,-8.662
-3967.24,5917.24,6.789,-5.4,-8.694
-3967.72,5917.72,6.792,-5.675,-8.81
-3968.2,5918.2,6.795,-5.628,-9.206
-3968.68,5918.68,6.798,-5.439,-9.192
-3969.16,5919.16,6.801,-5.383,-9.184
-3969.64,5919.64,6.804,-5.382,-9.142
-3970.12,5920.12,6.807,-5.404,-9.601
-3970.6,5920.6,6.81,-5.414,-9.444
-3971.08,5921.08,6.813,-5.502,-9.439
-3971.56,5921.56,6.816,-5.567,-9.223
-3972.04,5922.04,6.819,-5.725,-8.912
-3972.52,5922.52,6.822,-5.925,-8.793
-3973,5923,6.825,-5.825,-8.823
-3973.48,5923.48,6.828,-6.171,-8.628
-3973.96,5923.96,6.831,-6.027,-8.413
-3974.44,5924.44,6.834,-5.956,-8.853
-3974.92,5924.92,6.837,-5.96,-8.728
-3975.4,5925.4,6.84,-5.959,-8.705
-3975.88,5925.88,6.843,-5.958,-8.78
-3976.36,5926.36,6.846,-5.932,-8.699
-3976.84,5926.84,6.849,-5.871,-8.645
-3977.32,5927.32,6.852,-5.863,-8.517
-3977.8,5927.8,6.855,-5.76,-8.672
-3978.28,5928.28,6.858,-5.703,-8.715
-3978.76,5928.76,6.861,-5.752,-8.777
-3979.24,5929.24,6.864,-5.677,-8.736
-3979.72,5929.72,6.867,-5.665,-8.758
-3980.2,5930.2,6.87,-5.628,-8.766
-3980.68,5930.68,6.873,-5.61,-8.743
-3981.64,5931.64,6.879,-5.652,-8.986
-3982.12,5932.12,6.882,-5.655,-9.001
-3982.6,5932.6,6.885,-5.647,-8.788
-3983.08,5933.08,6.888,-5.45,-9.114
-3983.56,5933.56,6.891,-5.333,-8.709
-3984.04,5934.04,6.894,-5.242,-8.909
-3984.52,5934.52,6.897,-5.132,-8.803
-3985,5935,6.9,-5.113,-9.084
-3985.54,5935.54,6.903,-5.004,-8.895
-3986.08,5936.08,6.906,-5.003,-8.636
-3986.62,5936.62,6.909,-5.146,-8.803
-3987.16,5937.16,6.912,-5.26,-8.716
-3987.7,5937.7,6.915,-5.361,-8.834
-3988.24,5938.24,6.918,-5.595,-8.347
-3988.78,5938.78,6.921,-5.681,-8.604
-3989.32,5939.32,6.924,-5.803,-9.36
-3989.86,5939.86,6.927,-5.833,-8.508
-3993.1,5943.1,6.945,-5.962,-8.378
-3993.64,5943.64,6.948,-6.003,-8.834
-3994.16,5944.16,6.951,-5.972,-8.707
-3994.64,5944.64,6.954,-6.02,-8.8
-3995.12,5945.12,6.957,-6.059,-8.669
-3995.6,5945.6,6.96,-6.11,-8.683
-3996.08,5946.08,6.963,-6.178,-8.552
-3996.56,5946.56,6.966,-6.219,-8.681
-4013.78,5963.78,7.071,-6.229,-8.563
-4014.32,5964.32,7.074,-6.18,-8.834
-4014.86,5964.86,7.077,-6.161,-8.692
-4015.4,5965.4,7.08,-6.173,-8.77
-4015.94,5965.94,7.083,-6.095,-8.668
-4016.48,5966.48,7.086,-6.433,-9.161
-4017.02,5967.02,7.089,-6.315,-9.44
-4017.56,5967.56,7.092,-6.25,-9.153
-4018.1,5968.1,7.095,-6.274,-8.889
-4018.64,5968.64,7.098,-6.286,-9.069
-4019.34,5969.34,7.101,-6.315,-9.042
-4020.36,5970.36,7.104,-6.263,-9.112
-4021.38,5971.38,7.107,-6.528,-9.643
-4022.4,5972.4,7.11,-6.459,-9.367
-4023.42,5973.42,7.113,-6.254,-9.097
-4024.44,5974.44,7.116,-6.28,-9.112
-4025.46,5975.46,7.119,-6.343,-9.149
-4026.48,5976.48,7.122,-6.459,-9.456
-4027.5,5977.5,7.125,-6.449,-9.424
-4028.52,5978.52,7.128,-6.431,-9.302
-4029.54,5979.54,7.131,-6.537,-9.376
-4030.56,5980.56,7.134,-6.431,-9.301
-4031.58,5981.58,7.137,-6.417,-9.217
-4032.6,5982.6,7.14,-6.442,-9.142
-4033.62,5983.62,7.143,-6.529,-9.088
-4034.64,5984.64,7.146,-6.698,-9.001
-4035.66,5985.66,7.149,-6.731,-8.942
-4036.64,5986.64,7.152,-6.743,-8.849
-4037.6,5987.6,7.155,-6.75,-8.935
-4038.56,5988.56,7.158,-6.793,-8.905
-4039.52,5989.52,7.161,-6.924,-8.946
-4040.48,5990.48,7.164,-6.869,-8.816
-4041.44,5991.44,7.167,-6.714,-9.018
-4042.4,5992.4,7.17,-6.448,-9.214
-4043.36,5993.36,7.173,-6.454,-9.206
-4044.32,5994.32,7.176,-6.567,-9.116
-4045.28,5995.28,7.179,-6.38,-9.015
-4046.24,5996.24,7.182,-6.111,-8.976
-4047.2,5997.2,7.185,-6.201,-9.15
-4048.16,5998.16,7.188,-6.231,-9.077
-4049.12,5999.12,7.191,-6.236,-9.085
-4050.08,6000.08,7.194,-6.28,-8.966
-4051.04,6001.04,7.197,-6.319,-9.171
-4052,6002,7.2,-6.326,-9.101
-4053.02,6003.02,7.203,-6.121,-9.042
-4054.04,6004.04,7.206,-6.247,-9.018
-4055.06,6005.06,7.209,-6.309,-9.112
-4056.08,6006.08,7.212,-6.263,-9.278
-4057.1,6007.1,7.215,-6.145,-8.933
-4058.12,6008.12,7.218,-6.082,-9.019
-4059.14,6009.14,7.221,-6.075,-8.933
-4060.16,6010.16,7.224,-6.211,-9.117
-4061.18,6011.18,7.227,-6.39,-9.038
-4062.2,6012.2,7.23,-6.251,-9.19
-4063.22,6013.22,7.233,-6.505,-9.242
-4064.24,6014.24,7.236,-6.638,-9.263
-4065.26,6015.26,7.239,-6.873,-9.466
-4066.28,6016.28,7.242,-7.003,-9.658
-4067.3,6017.3,7.245,-7.202,-9.578
-4068.32,6018.32,7.248,-7.506,-9.705
-4069.34,6019.34,7.251,-7.63,-9.644
-4070.36,6020.36,7.254,-7.779,-9.794
-4071.38,6021.38,7.257,-7.786,-9.719
-4072.4,6022.4,7.26,-7.72,-9.703
-4073.42,6023.42,7.263,-7.843,-9.755
-4074.44,6024.44,7.266,-7.817,-9.461
-4075.46,6025.46,7.269,-7.859,-9.535
-4076.48,6026.48,7.272,-7.862,-9.296
-4077.5,6027.5,7.275,-7.885,-9.257
-4078.52,6028.52,7.278,-7.873,-9.356
-4079.54,6029.54,7.281,-7.989,-9.454
-4080.56,6030.56,7.284,-7.972,-9.336
-4081.58,6031.58,7.287,-8.053,-9.406
-4082.6,6032.6,7.29,-8.008,-9.118
-4083.62,6033.62,7.293,-8.117,-9.219
-4084.64,6034.64,7.296,-8.017,-9.035
-4085.66,6035.66,7.299,-7.916,-9.093
-4086.68,6036.68,7.302,-7.922,-9.434
-4087.7,6037.7,7.305,-7.965,-9.155
-4088.72,6038.72,7.308,-7.862,-9.136
-4089.74,6039.74,7.311,-7.869,-9.021
-4090.76,6040.76,7.314,-7.881,-8.916
-4091.78,6041.78,7.317,-7.701,-8.68
-4092.8,6042.8,7.32,-7.464,-8.797
-4093.82,6043.82,7.323,-7.273,-8.782
-4094.84,6044.84,7.326,-7.136,-8.981
-4095.86,6045.86,7.329,-7.038,-8.902
-4096.88,6046.88,7.332,-6.94,-9.086
-4097.9,6047.9,7.335,-6.851,-9.025
-4098.92,6048.92,7.338,-6.78,-9.137
-4099.94,6049.94,7.341,-6.773,-8.975
-4100.96,6050.96,7.344,-6.89,-9.092
-4101.98,6051.98,7.347,-6.827,-9.268
-4103,6053,7.35,-6.874,-9.065
-4104.02,6054.02,7.353,-6.953,-9.176
-4105.04,6055.04,7.356,-6.832,-9.06
-4106.06,6056.06,7.359,-6.842,-9.194
-4107.08,6057.08,7.362,-6.477,-9.084
-4108.1,6058.1,7.365,-6.818,-9.205
-4109.12,6059.12,7.368,-6.59,-9.015
-4110.14,6060.14,7.371,-6.642,-9.102
-4111.16,6061.16,7.374,-6.771,-9.053
-4112.18,6062.18,7.377,-6.671,-9.187
-4113.2,6063.2,7.38,-6.737,-9.182
-4114.22,6064.22,7.383,-6.705,-9.254
-4115.24,6065.24,7.386,-6.459,-9.042
-4116.26,6066.26,7.389,-6.542,-9.14
-4117.28,6067.28,7.392,-6.532,-9.389
-4118.3,6068.3,7.395,-6.379,-9.018
-4119.32,6069.32,7.398,-6.394,-9.072
-4120.32,6070.32,7.401,-6.373,-9.054
-4121.28,6071.28,7.404,-6.46,-9.117
-4122.24,6072.24,7.407,-6.519,-9.048
-4123.2,6073.2,7.41,-6.66,-9.141
-4124.16,6074.16,7.413,-6.576,-9.006
-4125.12,6075.12,7.416,-6.721,-9.209
-4126.08,6076.08,7.419,-6.656,-9.1
-4127.04,6077.04,7.422,-6.818,-9.227
-4128,6078,7.425,-6.696,-8.996
-4128.96,6078.96,7.428,-6.69,-9.037
-4129.92,6079.92,7.431,-6.664,-8.98
-4130.88,6080.88,7.434,-6.683,-9.115
-4131.84,6081.84,7.437,-6.718,-9.186
-4132.8,6082.8,7.44,-6.788,-9.038
-4133.76,6083.76,7.443,-6.669,-9.045
-4134.72,6084.72,7.446,-6.693,-9.033
-4135.68,6085.68,7.449,-6.645,-9.093
-4136.68,6086.68,7.452,-6.548,-8.999
-4137.7,6087.7,7.455,-6.508,-9.139
-4138.72,6088.72,7.458,-6.67,-9.113
-4139.74,6089.74,7.461,-6.658,-9.133
-4140.76,6090.76,7.464,-6.716,-9.039
-4141.78,6091.78,7.467,-6.797,-9.316
-4142.8,6092.8,7.47,-6.75,-9.062
-4143.82,6093.82,7.473,-6.754,-9.193
-4144.84,6094.84,7.476,-6.721,-9.055
-4145.86,6095.86,7.479,-6.754,-9.054
-4146.88,6096.88,7.482,-6.745,-9.035
-4147.9,6097.9,7.485,-6.772,-9.081
-4148.92,6098.92,7.488,-6.616,-8.985
-4149.94,6099.94,7.491,-6.492,-9.115
-4150.96,6100.96,7.494,-6.44,-9.035
-4151.98,6101.98,7.497,-6.392,-9.02
-4153,6103,7.5,-6.348,-8.962
-4154.02,6104.02,7.503,-6.264,-9.016
-4155.04,6105.04,7.506,-6.215,-8.91
-4156.06,6106.06,7.509,-6.252,-9.005
-4157.08,6107.08,7.512,-6.176,-8.99
-4158.1,6108.1,7.515,-6.129,-8.987
-4159.12,6109.12,7.518,-6.328,-8.849
-4160.14,6110.14,7.521,-6.157,-8.917
-4161.16,6111.16,7.524,-6.2,-8.937
-4162.18,6112.18,7.527,-6.196,-9.147
-4163.2,6113.2,7.53,-6.337,-8.991
-4164.22,6114.22,7.533,-6.364,-9.075
-4165.24,6115.24,7.536,-6.312,-9.173
-4166.26,6116.26,7.539,-6.317,-8.994
-4167.28,6117.28,7.542,-6.292,-9.091
-4168.3,6118.3,7.545,-6.364,-9.073
-4169.32,6119.32,7.548,-6.325,-9.022
-4170.96,6120.96,7.551,-6.337,-9.079
-4173.84,6123.84,7.554,-6.347,-9.064
-4176.72,6126.72,7.557,-6.246,-9.028
-4179.6,6129.6,7.56,-6.205,-9.123
-4182.48,6132.48,7.563,-6.123,-9.027
-4185.36,6135.36,7.566,-6.165,-9.083
-4188.24,6138.24,7.569,-6.122,-9.014
-4191.12,6141.12,7.572,-6.023,-9.003
-4194,6144,7.575,-6.035,-9.071
-4196.88,6146.88,7.578,-5.946,-9.104
-4199.76,6149.76,7.581,-5.9,-8.965
-4202.64,6152.64,7.584,-6.065,-9.023
-4205.52,6155.52,7.587,-5.955,-9.029
-4208.4,6158.4,7.59,-5.998,-9.049
-4211.28,6161.28,7.593,-5.997,-9.061
-4214.16,6164.16,7.596,-6.016,-9.086
-4217.04,6167.04,7.599,-5.904,-9.075
-4219.88,6169.88,7.602,-5.864,-9.208
-4222.7,6172.7,7.605,-5.904,-9.099
-4225.52,6175.52,7.608,-5.836,-9.111
-4228.34,6178.34,7.611,-5.814,-9.048
-4231.16,6181.16,7.614,-5.773,-9.1
-4233.98,6183.98,7.617,-5.768,-9.348
-4236.8,6186.8,7.62,-5.675,-9.07
-4239.62,6189.62,7.623,-5.675,-9.078
-4242.44,6192.44,7.626,-5.647,-9
-4245.26,6195.26,7.629,-5.603,-9.111
-4248.08,6198.08,7.632,-5.638,-8.986
-4250.9,6200.9,7.635,-5.561,-9.041
-4253.72,6203.72,7.638,-5.552,-9.09
-4256.54,6206.54,7.641,-5.492,-9.051
-4259.36,6209.36,7.644,-5.546,-9.069
-4262.18,6212.18,7.647,-5.524,-9.128
-4265,6215,7.65,-5.508,-9.13
-4267.82,6217.82,7.653,-5.611,-9.228
-4270.64,6220.64,7.656,-5.51,-9.11
-4273.46,6223.46,7.659,-5.484,-9.23
-4276.28,6226.28,7.662,-5.473,-9.15
-4279.1,6229.1,7.665,-5.41,-9.212
-4281.92,6231.92,7.668,-5.37,-9.196
-4284.74,6234.74,7.671,-5.339,-9.23
-4287.56,6237.56,7.674,-5.379,-9.146
-4290.38,6240.38,7.677,-5.246,-9.256
-4293.2,6243.2,7.68,-5.254,-9.089
-4296.02,6246.02,7.683,-5.182,-9.235
-4298.84,6248.84,7.686,-5.219,-9.178
-4301.66,6251.66,7.689,-5.151,-9.261
-4304.48,6254.48,7.692,-5.13,-9.179
-4307.3,6257.3,7.695,-5.176,-9.293
-4310.12,6260.12,7.698,-5.129,-9.184
-4312.96,6262.96,7.701,-5.093,-9.261
-4315.84,6265.84,7.704,-5.127,-9.216
-4318.72,6268.72,7.707,-5.072,-9.55
-4321.6,6271.6,7.71,-5.08,-9.273
-4324.48,6274.48,7.713,-5.059,-9.178
-4327.36,6277.36,7.716,-4.998,-9.263
-4330.24,6280.24,7.719,-4.935,-9.211
-4333.12,6283.12,7.722,-4.846,-9.403
-4336,6286,7.725,-4.881,-9.205
-4338.88,6288.88,7.728,-4.913,-9.32
-4341.76,6291.76,7.731,-5.034,-9.242
-4344.64,6294.64,7.734,-4.965,-9.291
-4347.52,6297.52,7.737,-4.964,-9.194
-4350.4,6300.4,7.74,-5.217,-9.254
-4353.28,6303.28,7.743,-4.9,-9.189
-4356.16,6306.16,7.746,-4.83,-9.202
-4359.04,6309.04,7.749,-4.813,-9.176
-4361.92,6311.92,7.752,-4.734,-9.228
-4364.8,6314.8,7.755,-4.89,-9.245
-4367.68,6317.68,7.758,-4.822,-9.38
-4370.56,6320.56,7.761,-4.784,-9.257
-4373.44,6323.44,7.764,-4.745,-9.265
-4376.32,6326.32,7.767,-4.755,-9.209
-4379.2,6329.2,7.77,-4.722,-9.325
-4382.08,6332.08,7.773,-4.817,-9.262
-4384.96,6334.96,7.776,-4.764,-9.275
-4387.84,6337.84,7.779,-4.725,-9.224
-4390.72,6340.72,7.782,-4.766,-9.364
-4393.6,6343.6,7.785,-4.72,-9.107
-4396.48,6346.48,7.788,-4.688,-9.264
-4399.36,6349.36,7.791,-4.683,-9.162
-4402.24,6352.24,7.794,-4.68,-9.212
