year (AD) [1-1],age (yr BP) [1-1],average_RGB (grayscale) [1-1],depth (unitless) [1-2],age (yr BP) [1-2],grayscale_detrended (grayscale) [1-2],grayscale20lp_detrended (grayscale) [1-2],depth (unitless) [1-3],age (yr BP) [1-3],d18O_raw (permil) [1-3],d13C_raw (permil) [1-3],depth (unitless) [1-4],age (yr BP) [1-4],d18O_detrended (permil) [1-4],d13C_detrended (permil) [1-4]
1802.1696,147.83044,148.36,37.76751548,298,3.8164,9.8566,78.99,1167.32,-5.59,0.78,70.11325956,937,0.6,0.29
1802.0053,147.99467,148.1667,37.82169505,299,2.9066,9.5969,79.38,1180.53,-5.32,1.03,70.24713934,942,0.63,0.39
1801.8395,148.16046,150.7167,37.87587461,300,2.5032,9.337,79.84,1196.27,-5.49,0.7,70.38110019,947,0.63,0.45
1801.6727,148.32725,153.9867,37.93005418,301,3.1818,9.0845,80.31,1212,-4.72,1.26,70.51549634,952,0.46,0.31
1801.507,148.49305,159.1333,37.98423375,302,3.8709,8.8707,81.03,1223.51,-4.25,1.84,70.64989248,957,0.29,0.17
1801.3412,148.65885,166.1933,38.03841331,303,4.5673,8.6837,81.58,1226.9,-4.91,1.5,71.02209083,962,0.08,0.17
1801.1754,148.82465,168.7267,38.0925955,304,4.9658,8.5904,81.8,1228.75,-5.57,1.04,71.4376065,967,0.02,0.18
1801.0096,148.99044,166.1833,38.14678136,305,5.0816,8.5337,81.91,1230.8,-5.66,0.76,71.8232442,972,-0.01,0.29
1800.8438,149.15624,166.1467,38.20096722,306,4.3495,8.569,82.26,1237.4,-4.52,1.65,72.17175533,977,-0.03,0.28
1800.678,149.32204,166.52,38.25515308,307,4.3943,8.6665,82.51,1242.11,-4.72,1.38,72.53610809,982,0.01,0.21
1800.5112,149.48883,164.26,38.30933893,308,5.0747,8.815,82.76,1246.81,-4.69,1.23,73.01580109,987,-0.29,0.01
1800.3454,149.65463,163.0567,38.36352479,309,5.5539,9.0415,83.19,1255.78,-4.9,1.22,73.32228916,992,-0.25,0.05
1800.1796,149.82042,163.0333,38.41771065,310,5.8868,9.2898,83.77,1271.17,-4.98,1.29,73.5567348,997,-0.31,0.01
1800.0138,149.98622,165.1733,38.47189625,311,5.7023,9.5797,84.22,1276.68,-5.09,1.06,73.74835462,1002,-0.44,-0.08
1799.848,150.15202,169.1933,38.52607477,312,6.6279,9.8712,84.72,1282.79,-5.17,1.01,73.93997445,1007,-0.58,-0.18
1799.6822,150.31782,171.86,38.58025328,313,8.6636,10.1645,85.01,1288.84,-5.34,1.06,74.08466531,1012,-0.62,-0.23
1799.5154,150.48461,171.24,38.6344318,314,20.7687,10.4222,85.43,1298.59,-5.24,1.13,74.17810737,1017,-0.56,-0.24
1799.3496,150.6504,166.26,38.68861032,315,32.3783,10.6608,85.78,1302.61,-5.21,1.33,74.27154944,1022,-0.5,-0.25
1799.1854,150.81458,160.9833,38.74278884,316,27.3665,10.8291,86.11,1306.62,-5.5,0.96,74.36499151,1027,-0.44,-0.25
1799.0215,150.97854,158.3933,38.79696736,317,20.9029,10.9517,86.39,1313.49,-5.55,0.91,74.45843357,1032,-0.38,-0.26
1798.8575,151.14249,157.65,38.85114588,318,12.6648,11.0185,86.76,1323.28,-5.58,0.87,74.55187564,1037,-0.33,-0.27
1798.6936,151.30645,156.4133,38.90533397,319,10.4858,11.0014,87.25,1348.61,-5.59,0.92,74.65038078,1042,-0.22,-0.24
1798.5296,151.4704,156.63,38.95952716,320,10.1114,10.9499,87.6,1355.91,-5.53,1.11,74.75237534,1047,-0.08,-0.19
1798.3638,151.63618,157.7,39.01372036,321,9.6829,10.8028,87.81,1363.2,-5.72,0.95,74.8543699,1052,0.06,-0.13
1798.198,151.80198,158.59,39.06791356,322,7.6924,10.6153,88.27,1375.32,-5.86,0.87,74.95636446,1057,0.2,-0.08
1798.0322,151.96778,160.7467,39.12210676,323,3.4543,10.3696,88.72,1381.04,-5.84,0.67,75.06202008,1062,0.33,-0.03
1797.8664,152.13358,161.8833,39.17629996,324,-0.4014,10.052,88.99,1386.04,-4.84,1.17,75.18435383,1067,0.4,0.02
1797.7006,152.29938,162.3933,39.23049316,325,-3.8037,9.7024,89.37,1404.8,-4.82,1.34,75.30668758,1072,0.46,0.07
1797.5348,152.46518,166.8867,39.28868045,326,-1.277,9.2507,89.72,1416.53,-4.63,1.63,75.42902133,1077,0.53,0.12
1797.368,152.63196,169.0033,39.35761201,327,1.6793,8.7493,90.08,1424.2,-4.65,1.4,75.64627907,1082,0.34,0.14
1797.2022,152.79776,174.2933,39.42654357,328,5.3995,8.1593,90.38,1427.96,-4.97,1.3,75.82795053,1087,0.26,0.14
1797.0364,152.96356,179.41,39.49547514,329,3.3074,7.4528,90.63,1431.09,-5.6,0.79,75.98696113,1092,0.24,0.14
1796.8706,153.12936,184.39,39.5644067,330,-1.52,6.6914,90.83,1433.6,-4.32,1.44,76.16326549,1097,0.19,0.18
1796.7048,153.29516,186.0933,39.63333826,331,17.0936,4.881,91.08,1436.74,-4.09,1.65,76.37140611,1102,0.12,0.29
1796.539,153.46096,183.3133,39.70769384,332,17.4373,2.5711,91.28,1439.24,-4.38,1.44,76.58272864,1107,0.03,0.34
1796.3732,153.62675,178.31,39.80709742,333,-1.6932,-0.2096,91.53,1442.38,-4.39,1.55,76.80761619,1112,-0.11,0.16
1796.2065,153.79354,175.3867,39.90650099,334,-1.1733,-3.4492,91.83,1446.14,-4.41,1.6,77.03250375,1117,-0.05,0.2
1796.0407,153.95934,174.57,40.00590457,335,-0.0293,-7.0408,92.08,1449.28,-4.81,1.41,77.25741645,1122,0.04,0.42
1795.8749,154.12514,175.4133,40.10530815,336,-4.1543,-10.7849,92.33,1452.41,-4.69,1.33,77.48235219,1127,0.13,0.77
1795.7094,154.29059,177.8667,40.20471173,337,-15.9591,-14.5152,92.63,1456.17,-4.48,1.52,77.70371681,1132,0.04,0.4
1795.5455,154.45455,180.5033,40.30411531,338,-17.1503,-17.9531,92.98,1460.56,-4.52,1.63,77.92368618,1137,-0.06,0.12
1795.3815,154.6185,180.48,40.40173304,339,-22.4058,-20.8482,93.28,1464.32,-4.82,1.24,78.14161893,1142,-0.16,0.03
1795.2166,154.78344,174.42,40.49834188,340,-24.3981,-23.0026,93.53,1467.46,-5.14,1.2,78.33694648,1147,-0.3,-0.12
1795.0526,154.94739,169.2567,40.59495071,341,-33.9,-24.1888,93.78,1470.59,-5.51,0.91,78.52582371,1152,-0.46,-0.28
1794.8887,155.11135,165.3767,40.69155954,342,-32.4614,-24.2707,94.08,1474.36,-5.49,0.8,78.6806812,1157,-0.46,-0.34
1794.7233,155.27671,164.4333,40.78816838,343,-30.9553,-23.3395,94.38,1478.12,-5.05,1.05,78.83054496,1162,-0.43,-0.4
1794.5575,155.44251,168.9367,40.88401143,344,-30.7642,-21.4932,94.68,1481.88,-4.68,1.42,78.98040872,1167,-0.4,-0.45
1794.3917,155.60831,172.8433,40.97926969,345,-25.1887,-18.871,94.98,1485.64,-4.33,1.61,79.12816805,1172,-0.31,-0.36
1794.2259,155.77411,181.15,41.07452794,346,-17.1025,-15.674,95.17,1488.15,-4.69,1.55,79.2757835,1177,-0.21,-0.25
1794.0591,155.9409,184.3933,41.1697862,347,-2.0927,-12.2152,95.42,1491.28,-4.39,1.31,79.42296061,1182,-0.16,-0.21
1793.8933,156.10669,178.76,41.26504445,348,0.3695,-8.7351,95.77,1495.67,-4.18,1.55,79.56908513,1187,-0.22,-0.31
1793.7275,156.27249,170.7167,41.36030757,349,-3.5368,-5.4996,96.07,1499.43,-4.36,1.62,79.71520966,1192,-0.28,-0.41
1793.5617,156.43829,164.3267,41.45557158,350,0.7522,-2.7713,96.42,1503.82,-4.41,1.61,79.86181182,1197,-0.29,-0.46
1793.3959,156.60409,161.0533,41.5508356,351,-2.7216,-0.701,96.77,1508.21,-4.79,1.56,80.01120788,1202,-0.05,-0.28
1793.2301,156.76989,162.7133,41.646104,352,-0.885,0.5728,97.02,1511.35,-4.84,1.28,80.16060394,1207,0.19,-0.1
1793.0643,156.93569,162.5,41.74139396,353,17.4876,0.9853,97.27,1514.48,-4.74,1.26,80.31,1212,0.43,0.09
1792.8975,157.10247,165.71,41.83668391,354,-1.9047,0.5424,97.57,1518.24,-4.8,1.38,80.6227715,1217,0.63,0.34
1792.7317,157.26827,172.12,41.93197386,355,-6.7053,-0.6752,97.92,1522.63,-4.88,1.21,80.93554301,1222,0.83,0.6
1792.5659,157.43407,172.7333,42.02725095,356,4.6168,-2.5476,98.17,1525.77,-4.8,1.48,81.59189189,1227,0.2,0.32
1792.4001,157.59987,167.94,42.12251497,357,9.0819,-4.8687,98.47,1529.53,-5.01,1.3,81.97363636,1232,-0.31,-0.23
1792.2343,157.76567,164.3567,42.21777899,358,0.8527,-7.402,98.82,1533.92,-4.85,1.27,82.23878788,1237,0.56,0.45
1792.0694,157.93056,160.9333,42.313043,359,-15.8455,-9.9151,99.27,1539.56,-4.79,1.23,82.50416136,1242,0.43,0.25
1791.9045,158.09549,159.81,42.40830702,360,-27.3229,-12.1063,99.87,1547.09,-5.2,1.03,82.76910814,1247,0.46,0.1
1791.7406,158.25945,156.7433,42.50357104,361,-29.6831,-13.7542,100.37,1553.36,-5.33,1.09,83.00879599,1252,0.35,0.1
1791.5766,158.42341,153.4833,42.59883506,362,-11.7624,-14.6912,100.71,1557.74,-5.27,1.04,83.23597791,1257,0.26,0.11
1791.4126,158.58736,154.78,42.69776547,363,-21.31,-14.7817,100.96,1560.88,-5.15,1.18,83.42441196,1262,0.24,0.14
1791.2495,158.75046,161.91,42.8178024,364,-14.5322,-13.5587,101.27,1564.64,-5.38,0.95,83.612846,1267,0.22,0.16
1791.0837,158.91626,166.0233,42.93783934,365,-12.2299,-11.1382,101.57,1568.4,-5.71,0.89,83.83778584,1272,0.19,0.15
1790.9189,159.08107,173.5367,43.05787627,366,-24.0138,-7.716,101.76,1570.91,-6.07,0.65,84.24618658,1277,0.1,-0.04
1790.7541,159.24588,179.5867,43.17711945,367,13.4526,-3.4639,102.01,1574.05,-6.39,0.32,84.65535188,1282,0.05,-0.08
1790.5893,159.41069,179.0833,43.29627346,368,7.6909,1.1492,102.26,1577.18,-5.59,0.74,84.92180165,1287,-0.07,-0.05
1790.4235,159.57649,172.5,43.41542746,369,9.9087,5.8245,102.42,1579.06,-4.9,1.23,85.14612308,1292,-0.08,-0.01
1790.2587,159.7413,166.01,43.53459216,370,9.4312,10.3158,102.61,1581.57,-4.73,1.34,85.36150769,1297,-0.02,0.03
1790.0939,159.90611,165.08,43.65376589,371,10.4355,14.3469,102.86,1584.71,-4.74,1.44,85.72689055,1302,0.03,0.21
1789.9291,160.07093,163.5667,43.77293962,372,9.3752,17.8224,103.06,1587.21,-4.9,1.26,86.12548763,1307,-0.26,-0.13
1789.7633,160.23672,163.6833,43.89211335,373,19.3426,20.5921,103.31,1590.35,-5.13,1.16,86.3292722,1312,-0.29,-0.17
1789.5985,160.40154,168.9367,44.01127741,374,30.1022,22.4452,103.56,1593.48,-5.13,1.02,86.52265577,1317,-0.3,-0.2
1789.4337,160.56635,174.1133,44.13043851,375,33.0395,23.4678,103.86,1597.25,-5.15,1.06,86.71162411,1322,-0.32,-0.22
1789.2688,160.73116,175.0167,44.24959962,376,30.21,23.6844,104.31,1602.89,-5.28,0.86,86.8319621,1327,-0.32,-0.22
1789.103,160.89696,171.9833,44.36876072,377,21.9897,23.0743,104.76,1608.53,-5.18,0.89,86.92868535,1332,-0.32,-0.21
1788.9382,161.06177,170.6267,44.48793802,378,2.6454,21.941,105.06,1612.29,-5.54,0.58,87.02540861,1337,-0.32,-0.2
1788.7734,161.22658,169.51,44.60712753,379,22.8499,20.4219,105.31,1615.43,-5.39,0.75,87.12213186,1342,-0.33,-0.19
1788.6086,161.39139,169.1733,44.72631704,380,17.4413,18.5675,105.6,1619.19,-5.55,0.58,87.21885511,1347,-0.34,-0.19
1788.4441,161.55589,170.2167,44.84550221,381,16.7164,16.4839,106.01,1624.21,-5.31,1.04,87.41253425,1352,-0.32,-0.1
1788.2811,161.71887,172.6567,44.96467143,382,19.687,14.2056,106.55,1631.1,-5.43,0.74,87.63139918,1357,-0.32,-0.03
1788.1181,161.88185,172.6333,45.08384065,383,16.6813,11.7432,107.16,1638.63,-5.36,0.97,87.7754321,1362,-0.46,-0.14
1787.9552,162.04483,173.27,45.20300238,384,11.3122,9.2066,107.8,1646.78,-5.15,1.07,87.95422442,1367,-0.55,-0.2
1787.7912,162.20879,173.26,45.32214456,385,8.6679,6.7054,108.26,1652.42,-4.99,1.16,88.1439934,1372,-0.63,-0.24
1787.6278,162.37224,172.2967,45.44128674,386,7.9201,4.3878,108.55,1656.18,-4.93,1.47,88.40216783,1377,-0.68,-0.33
1787.463,162.53705,169.66,45.555916,387,4.1174,2.4952,108.95,1661.2,-5.11,1.33,88.77184,1382,-0.49,-0.39
1787.2981,162.70186,166.59,45.6691123,388,-12.5234,1.1122,109.31,1665.59,-5.29,1.21,89.00944563,1387,0.29,0.01
1787.1323,162.86766,165.0333,45.78230861,389,-7.56,0.3237,109.6,1669.35,-5.78,0.92,89.11072495,1392,0.28,0.05
1786.9675,163.03247,162.22,45.88175651,390,2.5804,0.2034,109.85,1672.48,-6.1,0.71,89.21200426,1397,0.26,0.08
1786.8027,163.19728,159.7633,45.96075279,391,0.9405,0.3331,110.2,1676.87,-5.73,0.7,89.31328358,1402,0.24,0.12
1786.6379,163.3621,161.4833,46.03974907,392,-1.4864,0.6665,110.55,1681.26,-4.55,1.44,89.43564365,1407,0.26,0.18
1786.4721,163.52789,163.2067,46.11874535,393,0.3346,1.1444,110.85,1685.02,-4.6,1.57,89.58483376,1412,0.32,0.3
1786.3073,163.69271,165.0467,46.19774164,394,3.2022,1.7068,111.3,1690.67,-4.69,1.58,89.74205997,1417,0.37,0.39
1786.1425,163.85752,166.33,46.27673792,395,5.1461,2.2874,111.65,1695.06,-4.83,1.62,89.97674055,1422,0.33,0.23
1785.9777,164.02233,169.02,46.3557342,396,8.2323,2.8186,112,1699.44,-4.97,1.44,90.30340426,1427,0.07,0.08
1785.8119,164.18813,172.19,46.4375548,397,6.3873,3.2475,112.45,1705.09,-5.18,1.47,90.70250996,1432,-0.2,-0.23
1785.6471,164.35294,176.9433,46.51953662,398,5.1329,3.5003,112.8,1709.48,-5.38,1.48,91.1008,1437,0.8,0.37
1785.4822,164.51775,181.2667,46.60151845,399,4.11,3.5479,113.1,1713.24,-5.03,1.52,91.49974522,1442,0.52,0.27
1785.3174,164.68256,184.2067,46.68350027,400,3.3962,3.3824,113.44,1717.63,-5.48,1.43,91.89847134,1447,0.38,0.28
1785.1516,164.84836,178.9633,46.76548209,401,2.85,3.0005,113.79,1722.02,-5.44,1.5,92.2972524,1452,0.18,0.07
1784.9868,165.01317,171.88,46.8468614,402,3.0211,2.4127,114.2,1727.03,-5.46,1.4,92.69617312,1457,0.39,0.26
1784.8237,165.17634,166.8467,46.92704467,403,3.0694,1.6351,114.54,1731.42,-5.61,1.56,93.09489362,1462,0.24,0.2
1784.6607,165.33932,162.3233,47.00722795,404,1.788,0.6951,114.84,1735.18,-5.67,1.52,93.4933758,1467,-0.23,-0.07
1784.4967,165.50328,162.0433,47.08741123,405,0.9261,-0.3567,115.34,1741.45,-5.84,1.37,93.89220159,1472,-0.64,-0.41
1784.3337,165.66626,163.8167,47.1675945,406,1.5489,-1.4795,115.79,1747.1,-6.15,1.45,94.2906383,1477,-0.32,-0.3
1784.1708,165.82924,165.1633,47.24778669,407,1.3026,-2.6133,116.09,1750.86,-6.5,1.26,94.68957447,1482,0.2,0.15
1784.007,165.99303,168.0467,47.32797915,408,-4.454,-3.6746,116.44,1755.25,-6.39,1.25,95.08294821,1487,0.34,0.31
1783.8412,166.15883,171.0333,47.40817161,409,-9.0991,-4.618,116.84,1760.26,-6.38,1.12,95.47740319,1492,0.52,0.08
1783.6764,166.32364,173.53,47.48836407,410,-8.9776,-5.3852,117.24,1765.28,-5.61,1.48,95.87611702,1497,0.64,0.32
1783.5115,166.48845,172.5933,47.56855654,411,-7.5975,-5.9342,117.59,1769.67,-5.74,1.51,96.27489749,1502,0.5,0.36
1783.3467,166.65326,173.1067,47.63805005,412,-7.8494,-6.2386,117.89,1773.43,-5.46,1.32,96.67353075,1507,0.22,0.33
1783.1809,166.81906,173.61,47.70734745,413,-6.1154,-6.2786,118.14,1776.56,-5.54,1.35,97.07191693,1512,0.1,0.04
1783.0161,166.98387,174.7267,47.77664485,414,-6.94,-6.0543,118.33,1779.07,-5.82,1.54,97.47106383,1517,0.15,0.12
1782.8513,167.14869,176.4467,47.84594225,415,-8.9336,-5.6831,118.53,1781.58,-6.33,1.35,97.86977221,1522,0.08,0.02
1782.6865,167.3135,175.3733,47.91523965,416,-10.3509,-5.2352,118.8,1784.86,-5.85,1.22,98.2681383,1527,0.1,0.22
1782.5207,167.4793,174.85,47.97610814,417,-11.0348,-4.6896,118.88,1785.94,-5.8,1.44,98.66692483,1532,0.06,0.09
1782.3559,167.64411,175.9333,48.03469535,418,-5.7015,-4.043,118.99,1787.2,-5.76,1.62,99.06574468,1537,0.19,0.07
1782.1911,167.80892,175.7467,48.09328256,419,-3.8357,-3.3663,119.09,1788.45,-6.28,1.45,99.46442231,1542,0.1,0
1782.0263,167.97373,176.7567,48.15186977,420,-10.5195,-2.654,119.28,1790.96,-6.17,1.28,99.86282869,1547,-0.15,-0.12
1781.8605,168.13953,176.9267,48.21045698,421,-12.28,-1.9673,119.38,1792.21,-6.46,1.09,100.2615471,1552,-0.24,-0.07
1781.6957,168.30434,177.0067,48.26904419,422,-9.5198,-1.3101,119.68,1795.98,-5.83,1.22,100.6525571,1557,-0.2,-0.08
1781.5308,168.46915,175.58,48.3289923,423,4.3447,-0.732,119.88,1798.48,-5.56,1.25,101.0523404,1562,-0.12,-0.01
1781.3662,168.63381,175.66,48.38925343,424,13.9192,-0.2702,120.19,1802.25,-5.48,1.11,101.4582979,1567,-0.48,-0.2
1781.2022,168.79777,174.5567,48.44951456,425,20.3911,0.1112,120.28,1803.5,-5.51,1.2,101.8467834,1572,-1.06,-0.57
1781.0393,168.96075,173.6,48.50977569,426,18.8556,0.3065,120.38,1804.75,-5.84,0.96,102.245623,1577,-0.5,-0.38
1780.8763,169.12373,173.87,48.57003683,427,13.4954,0.379,120.48,1806.01,-5.48,0.99,102.6442357,1582,0.42,0.26
1780.7133,169.28671,172.5933,48.63029796,428,5.13,0.355,120.58,1807.26,-4.8,1.66,103.0432,1587,0.28,0.18
1780.5493,169.45066,173.89,48.68914096,429,-1.2162,0.1391,120.68,1808.51,-4.92333,1.59,103.4417891,1592,0.04,0
1780.3852,169.61481,176.0567,48.74771183,430,-4.7473,-0.1389,120.78,1809.77,-5.09,1.44,103.8401061,1597,0.04,-0.03
1780.2204,169.77962,175.9167,48.8062827,431,-4.6957,-0.4958,120.88,1811.02,-4.98,1.42,104.2389894,1602,-0.06,-0.2
1780.0556,169.94443,176.4567,48.86485357,432,-2.3338,-0.9123,120.98,1812.28,-4.71,1.46,104.6379255,1607,0,-0.21
1779.8898,170.11023,174.9933,48.92342444,433,-1.1774,-1.3354,121.08,1813.53,-4.11,1.83,105.0368617,1612,-0.3,-0.48
1779.725,170.27504,173.6967,48.982,434,-3.0484,-1.7568,121.18,1814.78,-4.145,1.79,105.4310904,1617,-0.23,-0.41
1779.5601,170.43986,172.0233,49.04057741,435,-1.275,-2.1178,121.28,1816.04,-4.2,1.76,105.829502,1622,-0.18,-0.26
1779.3953,170.60467,169.8067,49.09915481,436,-0.4086,-2.4336,121.58,1819.8,-4.44,1.74,106.2286647,1627,-0.11,-0.18
1779.2295,170.77047,167.46,49.15773222,437,-6.4021,-2.6493,121.88,1823.56,-4.66,1.54,106.6229084,1632,-0.17,-0.34
1779.0647,170.93528,165.6167,49.21630962,438,-23.4507,-2.7556,122.08,1826.07,-4.82,1.55,107.0279549,1637,-0.11,-0.19
1778.8999,171.10009,163.6433,49.27488703,439,-40.6256,-2.7896,122.27,1828.58,-4.69,1.55,107.424638,1642,0,-0.11
1778.7351,171.2649,163.9867,49.3444606,440,-14.7675,-2.6756,122.48,1831.09,-4.5,1.47,107.8179433,1647,0.14,-0.06
1778.5693,171.4307,163.1833,49.41785764,441,3.1218,-2.4824,122.65,1833.59,-4.4,1.51,108.2257447,1652,0.29,0.01
1778.4045,171.59551,163.7367,49.491254669999996,442,14.75,-2.2269,122.79,1837.36,-4.43,1.51,108.6153387,1657,0.35,0.29
1778.2397,171.76032,165.73,49.56465171,443,4.25,-1.7126,122.83,1838.44,-4.65,1.54,109.0156036,1662,0.18,0.14
1778.0749,171.92513,166.8767,49.63804875,444,5.8155,-1.132,122.97,1842.11,-4.7,1.5,109.41875,1667,-0.14,-0.07
1777.9091,172.09093,167.6,49.71144578,445,3.4088,-0.5265,123.06,1844.54,-4.83,1.5,109.8116613,1672,-0.71,-0.45
1777.7448,172.25524,168.4033,49.78484282,446,2.9181,0.0641,123.19,1848.2,-4.82,1.47,110.2103645,1677,-0.34,-0.48
1777.5818,172.41822,170.24,49.86382571,447,3.8852,0.6132,123.33,1851.85,-4.9,1.4,110.6090426,1682,0.8,0.25
1777.4188,172.5812,172.54,49.94794415,448,4.2289,1.119,123.42,1854.3,-4.78,1.33,111.0076991,1687,0.74,0.34
1777.2548,172.74515,171.35,50.03206258,449,0.5067,1.5877,123.51,1856.73,-4.63,1.36,111.4060365,1692,0.64,0.35
1777.0919,172.90813,168.7867,50.11618102,450,-2.7753,2.0313,123.6,1859.17,-4.64,1.38,111.8050228,1697,0.49,0.28
1776.9289,173.07111,166.0667,50.20029946,451,0.2486,2.4718,123.73,1862.82,-4.67,1.44,112.2038938,1702,0.33,0.18
1776.7644,173.2356,163.6367,50.2844179,452,4.7394,2.9358,123.96,1868.92,-5.11,1.31,112.6022779,1707,0.14,0.19
1776.5986,173.4014,160.7933,50.36853838,453,7.0325,3.4418,124.15,1873.8,-5.365,1.12,113.0010638,1712,0.27,0.21
1776.4338,173.56621,159.35,50.45266036,454,4.003,4.0042,124.42,1881.12,-5.22,1.4,113.3912073,1717,0,0.14
1776.269,173.73102,158.74,50.53678233,455,-11.71,4.6447,124.64,1887.2,-5.54,1.32,113.7884055,1722,-0.02,0.18
1776.1042,173.89584,158.3867,50.62090431,456,7.5863,5.3686,124.78,1890.86,-5.85,1.15,114.1975449,1727,-0.03,0.07
1775.9192,174.08081,158.4667,50.70502629,457,9.3326,6.1545,124.91,1894.52,-6.17,1.18,114.5862766,1732,-0.18,0.22
1775.7031,174.2969,159.3467,50.78913715,458,7.7638,6.9979,125.09,1899.39,-6.165,0.83,114.9851356,1737,-0.28,0.13
1775.487,174.51298,158.7233,50.8732456,459,5.9119,7.8733,125.32,1905.49,-5.69,0.77,115.3838053,1742,-0.43,0.03
1775.2709,174.72907,160.2333,50.95735405,460,9.834,8.7488,126.04,1924.99,-5.74,0.81,115.7820354,1747,-0.71,0.09
1775.0536,174.94645,161.33,51.0414625,461,12.3102,9.6053,126.67,1942.06,-5.66,0.6,116.1808884,1752,-1.04,-0.11
1774.8375,175.16254,162.3833,51.12557095,462,12.8102,10.4174,126.77,1944.49,-4.9,0.99,116.5797206,1757,-0.95,-0.16
1774.6214,175.37862,162.5367,51.2096794,463,11.835,11.1535,126.99,1950.59,-4.485,1.29,116.9786454,1762,-0.69,-0.13
1774.4053,175.59471,162.09,51.29378785,464,9.1589,11.7917,127.42,1962.21,-4.78,1.39,117.3771298,1767,-0.24,0.12
1774.1879,175.81209,161.79,51.3778963,465,9.8742,12.3136,127.71,1969.95,-4.82,1.33,117.7759043,1772,-0.15,0.02
1773.9718,176.02818,162.1067,51.46200475,466,9.5413,12.692,127.92,1975.77,-4.98,1.07,118.1733068,1777,-0.19,0.01
1773.7557,176.24426,161.84,51.5461132,467,10.7037,12.9054,128.07,1979.64,-5.15,1.06,118.5645732,1782,-0.87,-0.04
1773.5388,176.4612,161.17,51.60807649,468,15,12.935,128.22,1983.5,-5.085,1.15,118.9725397,1787,-0.38,0.22
1773.3196,176.68042,160.3,51.66125594,469,15.5482,12.8106,128.5,1991.25,-5.06,1.01,119.3632,1792,-1.04,-0.25
1773.1017,176.89834,161.47,51.71443539,470,15.8608,12.6356,128.86,2000.94,-4.81,1.18,119.7616,1797,-0.36,-0.13
1772.8837,177.11626,162.62,51.76761484,471,15.7163,12.3621,129.15,2008.68,-4.64,1.42,120.169443,1802,-0.13,-0.24
1772.6658,177.33418,162.5533,51.8207943,472,15.0188,11.988,129.36,2014.49,-4.84,1.29,120.5592,1807,0.4,0.17
1772.4466,177.55337,161.9133,51.87397375,473,14.0721,11.5626,129.58,2020.3,-4.4,1.38,120.9577778,1812,0.56,0.1
1772.2305,177.76946,159.7833,51.9271532,474,13.4757,11.0119,129.79,2026.11,-4.55,1.28,121.3565957,1817,1.05,0.41
1772.0145,177.98554,155.4033,51.98033265,475,12.175,10.4213,129.93,2029.97,-4.58,1.37,121.7555319,1822,0.73,0.29
1771.7984,178.20163,154.03,52.03351211,476,9.675,9.7626,130.08,2033.84,-4.57,1.43,122.1503984,1827,0.52,0.23
1771.581,178.41901,154.9467,52.06309311,477,8.6592,9.0492,130.22,2037.71,-4.73,1.28,122.54188,1832,0.82,0.17
1771.3649,178.6351,156.1867,52.08939506,478,8.2167,8.3113,130.37,2041.6,-4.865,1.17,122.7766313,1837,0.85,0.21
1771.1488,178.85118,157.03,52.115697,479,7.1504,7.5342,130.51,2045.47,-5.01,1.03,122.9658038,1842,0.57,0.21
1770.9327,179.06727,158.1367,52.14199895,480,5.8713,6.7534,130.65,2049.34,-5.17,1.02,123.1473771,1847,0.44,0.2
1770.7154,179.28465,158.65,52.16830089,481,4.2592,5.9669,130.79,2053.21,-5.22,0.79,123.3355102,1852,0.37,0.13
1770.4993,179.50074,159.9367,52.19460284,482,3.8177,5.2063,130.94,2057.09,-5.3,0.83,123.519959,1857,0.62,0.1
1770.2832,179.71682,160.38,52.22090479,483,3.7592,4.4596,131.09,2060.96,-4.76,1.06,123.7007945,1862,0.59,0.18
1770.0671,179.93291,160.6967,52.24720673,484,3.3736,3.7683,131.23,2064.83,-4.58,1.38,123.8876066,1867,0.28,0.12
1769.8497,180.15029,159.95,52.27350868,485,3.0083,3.112,131.45,2070.65,-4.73,1.35,124.079918,1872,-0.03,-0.03
1769.6336,180.36638,159.7867,52.29981063,486,2.671,2.5039,131.66,2076.44,-4.72,1.23,124.2680328,1877,-0.06,0.03
1769.4175,180.58246,158.6733,52.32611257,487,0.3422,1.9675,131.87,2082.25,-4.61,1.36,124.4518421,1882,-0.03,0.19
1769.2015,180.79855,157.7067,52.35241452,488,-2.5617,1.4652,132.09,2088.06,-4.13,1.62,124.6327632,1887,-0.29,0.13
1768.9841,181.01593,156.8133,52.37871647,489,-5.0316,1.0563,132.23,2091.93,-4.28,1.61,124.8204918,1892,-0.71,-0.02
1768.768,181.23202,156.32,52.40501683,490,-3.7578,0.6906,132.59,2101.62,-4.6,1.49,125.0016632,1897,-0.94,-0.17
1768.5519,181.4481,156.24,52.43131601,491,2.0916,0.3776,133.17,2117.11,-5.3,1.4,125.1884098,1902,-0.74,-0.36
1768.3358,181.66419,156.19,52.45761519,492,1.8495,0.1288,133.6,2128.72,-6.16,1.14,125.3757539,1907,-0.47,-0.38
1768.1184,181.88157,156.1467,52.48391437,493,0.2715,-0.0951,133.78,2133.7,-5.97,0.98,125.5603692,1912,-0.49,-0.36
1767.9023,182.09765,157.1667,52.51021355,494,0.5908,-0.2661,134.06,2141.18,-4.97,1.05,125.7449846,1917,-0.51,-0.34
