year (AD) [1-1],age (yr BP) [1-1],average_RGB (grayscale) [1-1],depth (unitless) [1-2],age (yr BP) [1-2],grayscale_detrended (grayscale) [1-2],grayscale20lp_detrended (grayscale) [1-2],depth (unitless) [1-3],age (yr BP) [1-3],d18O_raw (permil) [1-3],d13C_raw (permil) [1-3],depth (unitless) [1-4],age (yr BP) [1-4],d18O_detrended (permil) [1-4],d13C_detrended (permil) [1-4]
14.401494,1935.5985,144.4867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.053164,1935.9468,140.1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.764661,1936.2353,144.3467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.476158,1936.5238,145.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.132724,1936.8673,147.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.748053,1937.2519,141.9233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.363382,1937.6366,140.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.978711,1938.0213,136.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.59404,1938.406,136.8233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.209369,1938.7906,133.7867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.824698,1939.1753,134.9367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.440027,1939.56,134.6367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.069881,1939.9301,136.7433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.7813777,1940.2186,136.9867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.4928743,1940.5071,140.2233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.1712575,1940.8287,138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.7865863,1941.2134,142.6067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.4019152,1941.5981,141.6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.017244,1941.9828,144.8133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.6325729,1942.3674,144.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.2479018,1942.7521,146.9033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.9335198,1943.0665,145.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.6450165,1943.355,147.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3565131,1943.6435,147.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.9791327,1944.0209,149.2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.5944616,1944.4055,149.4533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.2097904,1944.7902,152.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.8251193,1945.1749,153.4067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.4404481,1945.5596,155.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.055777,1945.9442,155.7633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.6711059,1946.3289,156.9267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.2864347,1946.7136,157.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.9502364,1947.0498,159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.661733,1947.3383,159.6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.3732297,1947.6268,161.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0176657,1947.9823,162.5733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.6329945,1948.367,166.6933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.2483234,1948.7517,169.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.86365226,1949.1363,172.7633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.47898112,1949.521,174.7667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.10237853,1949.8976,178.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.18612482,1950.1861,179.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.47462818,1950.4746,180.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.78978793,1950.7898,177.4267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.1744591,1951.1745,177.4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5591302,1951.5591,174.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.9438013,1951.9438,172.7967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.3284725,1952.3285,167.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.7131436,1952.7131,165.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.0339827,1953.034,158.9967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.322486,1953.3225,157.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.6109894,1953.611,151.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.9819127,1953.9819,151.6533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.3665838,1954.3666,151.7767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.751255,1954.7513,153.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.1359261,1955.1359,151.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.5205972,1955.5206,153.9233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.9052684,1955.9053,151.3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6.2899395,1956.2899,148.9633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6.6746107,1956.6746,141.1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.0172661,1957.0173,141.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.3057695,1957.3058,145.9033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.5942728,1957.5943,157.2633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.9433797,1957.9434,155.6867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8.3280508,1958.3281,156.2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8.712722,1958.7127,154.2767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-9.0973931,1959.0974,154.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-9.4820643,1959.4821,152.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-9.865124,1959.8651,154.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10.153627,1960.1536,154.1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10.442131,1960.4421,156.0733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10.750833,1960.7508,155.7767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-11.135504,1961.1355,158.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-11.520176,1961.5202,155.4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-11.904847,1961.9048,156.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-12.289518,1962.2895,153.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-12.674189,1962.6742,153.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-13.001485,1963.0015,150.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-13.289989,1963.29,150.7533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-13.578492,1963.5785,148.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-13.942958,1963.943,146.6033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-14.327629,1964.3276,143.3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-14.7123,1964.7123,142.8033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-15.096971,1965.097,141.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-15.481643,1965.4816,143.2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-15.866314,1965.8663,140.6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-16.250985,1966.251,141.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-16.635656,1966.6357,140.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-16.984769,1966.9848,142.0567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-17.273272,1967.2733,142.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-17.561775,1967.5618,144.1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-17.904425,1967.9044,143.9867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-18.289096,1968.2891,144.7867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-18.673767,1968.6738,143.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-19.058439,1969.0584,143.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-19.44311,1969.4431,141.8233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-19.827781,1969.8278,142.3767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-20.12113,1970.1211,139.5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-20.409633,1970.4096,141.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-20.711879,1970.7119,140.6867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-21.09655,1971.0965,141.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-21.481221,1971.4812,141.4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-21.865892,1971.8659,143.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-22.250563,1972.2506,142.5267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-22.635234,1972.6352,144.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-22.968988,1972.969,142.9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-23.257491,1973.2575,143.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-23.545994,1973.546,141.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-23.904003,1973.904,144.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-24.288675,1974.2887,143.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-24.673346,1974.6733,145.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-25.058017,1975.058,144.4933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-25.442688,1975.4427,146.8033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-25.827359,1975.8274,145.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-26.21203,1976.212,143.9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-26.596701,1976.5967,144.6767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-26.952271,1976.9523,145.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-27.240774,1977.2408,144.3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-27.529278,1977.5293,146.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-27.86547,1977.8655,145.5867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-28.250142,1978.2501,145.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-28.634813,1978.6348,144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-29.019484,1979.0195,147.0633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-29.404155,1979.4042,145.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-29.788826,1979.7888,148.2733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-30.088632,1980.0886,147.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-30.377136,1980.3771,148.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-30.672924,1980.6729,147.7767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-31.057595,1981.0576,149.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-31.442266,1981.4423,148.6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-31.826937,1981.8269,149.7767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-32.211609,1982.2116,148.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-32.59628,1982.5963,149.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-32.93649,1982.9365,148.9933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-33.224994,1983.225,151.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-33.513497,1983.5135,149.4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-33.865049,1983.865,151.9867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-34.24972,1984.2497,152.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-34.634391,1984.6344,154.5067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-35.019062,1985.0191,151.8233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-35.403733,1985.4037,152.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-35.788405,1985.7884,150.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-36.173076,1986.1731,153.2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-36.557747,1986.5577,154.0233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-36.919774,1986.9198,154.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-37.208277,1987.2083,154.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-37.49678,1987.4968,159.3467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-37.826516,1987.8265,158.8233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-38.211187,1988.2112,160.5967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-38.595858,1988.5959,167.5967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-38.980529,1988.9805,176.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-39.3652,1989.3652,175.9167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-39.749872,1989.7499,172.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-40.056135,1990.0561,166.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-40.344638,1990.3446,166.1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-40.633969,1990.634,163.6733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-41.018641,1991.0186,167.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-41.403312,1991.4033,168.5367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-41.787983,1991.788,174.4933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-42.172654,1992.1727,171.8833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-42.557325,1992.5573,169.4933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-42.903993,1992.904,164.7233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-43.192496,1993.1925,164.3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-43.480999,1993.481,160.6767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-43.826094,1993.8261,160.1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-44.210765,1994.2108,156.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-44.595436,1994.5954,156.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-44.980108,1994.9801,152.4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-45.364779,1995.3648,153.3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-45.74945,1995.7494,151.1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-46.134121,1996.1341,151.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-46.518792,1996.5188,149.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-46.887276,1996.8873,150.8833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-47.175779,1997.1758,150.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-47.464283,1997.4643,150.5533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-47.787561,1997.7876,147.8433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-48.172232,1998.1722,151.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-48.556904,1998.5569,149.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-48.941575,1998.9416,151.4933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-49.326246,1999.3262,148.9833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-49.710917,1999.7109,149.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-50.023637,2000.0236,147.6567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-50.312141,2000.3121,147.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-50.600644,2000.6006,144.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-50.979686,2000.9797,145.4067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-51.364357,2001.3644,141.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-51.749028,2001.749,138.9433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-52.133699,2002.1337,133.2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-52.518371,2002.5184,131.5233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-52.871495,2002.8715,126.1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-53.159999,2003.16,126.9633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-53.448502,2003.4485,126.3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-53.78714,2003.7871,129.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-54.171811,2004.1718,129.4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-54.556482,2004.5565,132.8367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-54.941153,2004.9412,132.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-55.325824,2005.3258,133.6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-55.710495,2005.7105,132.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-56.095166,2006.0952,131.0733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-56.479838,2006.4798,129.1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-56.854779,2006.8548,132.2433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-57.143282,2007.1433,134.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-57.431785,2007.4318,139.6633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-57.748607,2007.7486,140.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-58.133278,2008.1333,141.5067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-58.517949,2008.5179,139.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-58.90262,2008.9026,139.1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-59.287291,2009.2873,137.6867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-59.671962,2009.672,139.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-59.99114,2009.9911,137.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-60.279643,2010.2796,140.2433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-60.568147,2010.5681,141.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-60.940731,2010.9407,141.2833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-61.325402,2011.3254,141.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-61.710074,2011.7101,142.1433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-62.094745,2012.0947,143.1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-62.479416,2012.4794,143.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-62.838998,2012.839,143.4067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-63.127501,2013.1275,143.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-63.416004,2013.416,147.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-63.748185,2013.7482,148.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-64.132856,2014.1329,153.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-64.517527,2014.5175,154.0567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-64.902198,2014.9022,161.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-65.28687,2015.2869,163.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-65.671541,2015.6715,166.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-66.056212,2016.0562,162.6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-66.440883,2016.4409,161.6067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-66.822281,2016.8223,157.4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-67.110784,2017.1108,157.3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-67.399288,2017.3993,156.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-67.709652,2017.7097,156.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-68.094323,2018.0943,151.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-68.478994,2018.479,149.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-68.863665,2018.8637,142.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-69.248337,2019.2483,144.9167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-69.633008,2019.633,147.3767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-69.958642,2019.9586,150.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-70.247146,2020.2471,150.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-70.535649,2020.5356,154.9067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-70.901777,2020.9018,154.4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-71.286448,2021.2864,155.8633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-71.671119,2021.6711,153.9167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-72.05579,2022.0558,154.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-72.440461,2022.4405,149.6367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-72.8065,2022.8065,149.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-73.095004,2023.095,148.7267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-73.383507,2023.3835,154.1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-73.70923,2023.7092,156.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-74.093901,2024.0939,159.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-74.478573,2024.4786,157.9533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-74.863244,2024.8632,159.3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-75.247915,2025.2479,158.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-75.632586,2025.6326,163.2433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-76.017257,2026.0173,162.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-76.401928,2026.4019,162.5367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-76.786599,2026.7866,160.5033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-77.078287,2027.0783,156.9367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-77.36679,2027.3668,153.1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-77.670697,2027.6707,156.5833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-78.055369,2028.0554,158.2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
