year (AD) [1-1],age (yr BP) [1-1],CaCO3 (Percent) [1-1],C14age (C14yr BP) [1-1],year (AD) [2-1],age (yr BP) [2-1],S (Percent) [2-1],year (AD) [3-1],age (yr BP) [3-1],d18OPyrgophorusSp_ (permil) [3-1],d18OPhysocypriaSp_ (permil) [3-1],d13CPyrgophorusSp_ (permil) [3-1],d13CPhysocypriaSp_ (permil) [3-1],year (AD) [4-1],age (yr BP) [4-1],d18OCyprinotusSp_ (permil) [4-1],d13CCyprinotusSp_ (permil) [4-1],year (AD) [5-1],age (yr BP) [5-1],d18OAmmoniaBeccarii (permil) [5-1],d13CAmmoniaBeccarii (permil) [5-1],TotalAmmoniaBeccarii (unitless) [5-1],year (AD) [6-1],age (yr BP) [6-1],d18OTerrestrialGastropods (permil) [6-1],d13CTerrestrialGastropods (permil) [6-1]
-2704.82,4654.82,80.67,4304.159,-2992.52,4942.52,NA,-2704.82,4654.82,2.21,2.18,0.02,-3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2725.37,4675.37,84.17,4322.137,-3013.07,4963.07,NA,-2725.37,4675.37,NA,2.26,NA,-2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2735.645,4685.645,62.33,4331.126,-3023.345,4973.345,1.13,-2735.645,4685.645,0.05,1.7,-2.3,-1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2745.92,4695.92,86.17,4340.115,-3033.62,4983.62,1.55,-2745.92,4695.92,1,1.63,-1.38,-2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2766.47,4716.47,71.33,4358.093,-3054.17,5004.17,1.37,-2766.47,4716.47,1.85,2.02,0.82,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2889.77,4839.77,80.75,4465.961,-3074.72,5024.72,1.87,-2889.77,4839.77,0.94,2.14,-0.58,-1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2910.32,4860.32,81.83,4483.939,-3095.27,5045.27,1.73,-2910.32,4860.32,1.73,1.75,-0.07,-1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2930.87,4880.87,80.92,4501.917,-3115.82,5065.82,2.3,-2930.87,4880.87,2.39,1.72,0.9,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2951.42,4901.42,83.42,4519.895,-3136.37,5086.37,0.99,-2951.42,4901.42,1.83,1.68,0.14,-1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2971.97,4921.97,80.83,4537.873,-3156.92,5106.92,1.41,-2971.97,4921.97,1.11,2.09,-0.55,-0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2992.52,4942.52,67,4555.851,-3167.195,5117.195,2.9,-2992.52,4942.52,1.71,2,-1,-0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3013.07,4963.07,79.5,4573.829,-3177.47,5127.47,1.54,-3013.07,4963.07,2.27,2.16,0.58,-1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3023.345,4973.345,84.42,4582.818,-3198.02,5148.02,1.27,-3023.345,4973.345,0.32,2.19,-1.05,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3033.62,4983.62,79.42,4591.807,-3218.57,5168.57,1.27,-3033.62,4983.62,1.6,1.95,0.55,-0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3054.17,5004.17,79.33,4609.785,-3239.12,5189.12,0.98,-3054.17,5004.17,2.03,2.16,0.03,-0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3074.72,5024.72,73.17,4627.763,-3249.395,5199.395,2.14,-3074.72,5024.72,2.22,2.14,0.63,-1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3095.27,5045.27,71.42,4645.741,-3259.67,5209.67,1.59,-3095.27,5045.27,2.36,2.29,0.48,-0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3115.82,5065.82,74.25,4663.719,-3280.22,5230.22,1.32,-3115.82,5065.82,1.46,2.14,0.52,-1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3136.37,5086.37,87,4681.697,-3300.77,5250.77,1.35,-3136.37,5086.37,1.99,1.98,0.02,-2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3156.92,5106.92,80.25,4699.675,-3321.32,5271.32,1.9,-3156.92,5106.92,0.19,1.72,-1.32,-2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3167.195,5117.195,63.5,4708.664,-3341.87,5291.87,1.46,-3167.195,5117.195,1.88,1.92,-0.13,-2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3177.47,5127.47,80.25,4717.653,-3362.42,5312.42,1.15,-3177.47,5127.47,1.74,1.99,-0.29,-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3198.02,5148.02,82.17,4735.631,-3382.97,5332.97,1.43,-3198.02,5148.02,1.92,2,0.06,-1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3218.57,5168.57,85.33,4753.609,-3403.52,5353.52,1.53,-3218.57,5168.57,1.01,2.08,-0.85,-1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3239.12,5189.12,86.83,4771.587,-3424.07,5374.07,1.15,-3239.12,5189.12,1.96,2.06,0.56,-2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3249.395,5199.395,70.83,4780.576,-3444.62,5394.62,1.23,-3249.395,5199.395,1.92,1.91,-0.67,-3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3259.67,5209.67,81.25,4789.565,-3465.17,5415.17,1.22,-3259.67,5209.67,0.39,2.18,-0.97,-0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3280.22,5230.22,83.33,4807.543,-3485.72,5435.72,1.05,-3280.22,5230.22,1.89,1.89,0.09,-1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3300.77,5250.77,80,4825.521,-3506.27,5456.27,1.25,-3300.77,5250.77,1.29,1.92,-1.29,-1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3321.32,5271.32,76.83,4843.499,-3526.82,5476.82,1.58,-3321.32,5271.32,1.72,2.09,0.4,-0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3341.87,5291.87,83.58,4861.477,-3547.37,5497.37,1.42,-3341.87,5291.87,2.15,1.78,-0.39,-1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3362.42,5312.42,85.17,4879.455,-3567.92,5517.92,1.79,-3362.42,5312.42,1.7,1.77,0.12,-1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3382.97,5332.97,82.75,4897.433,-3588.47,5538.47,1.64,-3382.97,5332.97,2.4,2.21,0.07,-0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3403.52,5353.52,79,4915.411,-3598.745,5548.745,2.05,-3403.52,5353.52,2.68,2.29,0.51,-0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3424.07,5374.07,82.42,4933.389,-3609.02,5559.02,1.33,-3424.07,5374.07,2.33,1.69,0.22,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3444.62,5394.62,84.92,4951.367,-3629.57,5579.57,1.4,-3444.62,5394.62,3.39,1.98,0.02,-1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3465.17,5415.17,84.85,4969.345,-3650.12,5600.12,1.03,-3465.17,5415.17,2.12,2.04,0.16,-0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3485.72,5435.72,87.42,4987.323,-3670.67,5620.67,1.2,-3485.72,5435.72,1.51,2.12,-1.32,-0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3506.27,5456.27,88.67,5005.301,-3691.22,5641.22,1.22,-3506.27,5456.27,2.47,2.3,-0.76,-2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3526.82,5476.82,81.75,5023.279,-3711.77,5661.77,1.18,-3526.82,5476.82,1.74,2.15,-1.31,-1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3547.37,5497.37,80.25,5041.257,-3732.32,5682.32,0.94,-3547.37,5497.37,1.75,2.09,-0.68,-1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3567.92,5517.92,75.17,5059.235,-3752.87,5702.87,1.08,-3567.92,5517.92,0.96,2.02,-1.13,-1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3588.47,5538.47,76.83,5077.213,-3773.42,5723.42,1.09,-3588.47,5538.47,1.56,2.04,-0.54,-0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3598.745,5548.745,73.08,5086.202,-3793.97,5743.97,1.46,-3598.745,5548.745,1,NA,-1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3609.02,5559.02,85.08,5095.191,-3814.52,5764.52,1.05,-3609.02,5559.02,2.21,2.04,0.3,-0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3629.57,5579.57,82.42,5113.169,-3835.07,5785.07,0.9,-3629.57,5579.57,2.28,2.35,-0.24,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3650.12,5600.12,82.42,5131.147,-3855.62,5805.62,0.76,-3650.12,5600.12,1.72,2.02,-0.72,-0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3670.67,5620.67,85.33,5149.125,-3876.17,5826.17,1.12,-3670.67,5620.67,1.24,2.44,-0.6,-0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3691.22,5641.22,77.42,5167.103,-3896.72,5846.72,1.12,-3691.22,5641.22,1.75,2.45,-0.72,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3711.77,5661.77,87.17,5185.081,-3917.27,5867.27,0.86,-3711.77,5661.77,1.48,1.91,-0.78,-1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3732.32,5682.32,90.42,5203.059,-3937.82,5887.82,0.87,-3732.32,5682.32,2.25,2.32,0.04,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3752.87,5702.87,86.58,5221.037,-3958.37,5908.37,0.65,-3752.87,5702.87,1.55,2.26,-1.13,-1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3773.42,5723.42,83.67,5239.015,-3978.92,5928.92,0.96,-3773.42,5723.42,1.06,2.23,-1.46,-0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3793.97,5743.97,80.92,5256.993,-3999.47,5949.47,NA,-3793.97,5743.97,1.59,2.19,-0.65,-1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3814.52,5764.52,86.33,5274.971,-4020.02,5970.02,1.15,-3814.52,5764.52,1.9,1.95,-0.14,-1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3835.07,5785.07,84.42,5292.949,-4040.57,5990.57,0.93,-3835.07,5785.07,2.13,1.74,0.17,-1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3855.62,5805.62,88.33,5310.927,-4061.12,6011.12,0.9,-3855.62,5805.62,2.6,2.01,-0.68,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3876.17,5826.17,84.08,5328.905,-4081.67,6031.67,0.87,-3876.17,5826.17,0.84,2.16,-1.1,-0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3896.72,5846.72,83.75,5346.883,-4102.22,6052.22,0.57,-3896.72,5846.72,1.67,2.04,-1.49,-0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3917.27,5867.27,67.58,5364.861,-4122.77,6072.77,0.74,-3917.27,5867.27,0.94,2.04,-1.15,-0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3937.82,5887.82,86.17,5382.839,-4143.32,6093.32,0.66,-3937.82,5887.82,1.41,2.29,-0.65,-0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3958.37,5908.37,88,5400.817,-4163.87,6113.87,0.77,-3958.37,5908.37,2.51,2.09,-0.06,-0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3978.92,5928.92,83.33,5418.795,-4184.42,6134.42,0.9,-3978.92,5928.92,1.67,2.09,-1.35,-0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3999.47,5949.47,85.75,5436.773,-4204.97,6154.97,0.74,-3999.47,5949.47,1.05,2.33,-0.9,-0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4020.02,5970.02,80.58,5454.751,-4225.52,6175.52,0.8,-4020.02,5970.02,1.32,2.03,-1.65,-1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4040.57,5990.57,99.5,5472.729,-4246.07,6196.07,0.82,-4040.57,5990.57,1.51,1.71,-1.33,-1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4061.12,6011.12,74.75,5490.707,-4266.62,6216.62,0.62,-4061.12,6011.12,0.65,1.92,-2.05,-1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4081.67,6031.67,88.92,5508.685,-4287.17,6237.17,0.91,-4081.67,6031.67,2.55,2.15,0.01,-0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4102.22,6052.22,66.33,5526.663,-4307.72,6257.72,0.88,-4102.22,6052.22,2.01,2.12,-0.23,-0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4122.77,6072.77,94.33,5544.641,-4328.27,6278.27,0.62,-4122.77,6072.77,1.59,2,-1.05,-0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4143.32,6093.32,88.83,5562.619,-4348.82,6298.82,0.89,-4143.32,6093.32,1.36,2.19,-1.28,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4163.87,6113.87,102.08,5580.597,-4369.37,6319.37,0.54,-4163.87,6113.87,1.97,2.26,-0.41,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4184.42,6134.42,90.25,5598.575,-4389.92,6339.92,0.67,-4184.42,6134.42,1.26,1.76,-1.56,-1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4204.97,6154.97,79.92,5616.553,-4410.47,6360.47,0.94,-4204.97,6154.97,1.33,1.81,-1.18,-0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4225.52,6175.52,89.58,5634.531,-4431.02,6381.02,0.65,-4225.52,6175.52,2.07,2.48,-0.3,-0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4246.07,6196.07,90.67,5652.509,-4451.57,6401.57,0.71,-4246.07,6196.07,0.4,1.83,-1.79,-1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4266.62,6216.62,85,5670.487,-4472.12,6422.12,0.61,-4266.62,6216.62,1.54,1.76,-0.26,-1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4287.17,6237.17,78.25,5688.465,-4492.67,6442.67,0.41,-4287.17,6237.17,1.25,1.99,-0.69,-0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4307.72,6257.72,89.83,5706.443,-4513.22,6463.22,0.45,-4307.72,6257.72,2.09,2.13,-0.4,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4328.27,6278.27,84.5,5724.421,-4533.77,6483.77,0.49,-4328.27,6278.27,1.42,2.2,-1,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4348.82,6298.82,90.25,5742.399,-4554.32,6504.32,0.46,-4348.82,6298.82,2.25,2.21,-0.45,-0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4369.37,6319.37,90.08,5760.377,-4574.87,6524.87,0.49,-4369.37,6319.37,1.79,1.96,-0.54,-1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4389.92,6339.92,88.25,5778.355,-4595.42,6545.42,0.44,-4389.92,6339.92,2.63,1.57,-0.78,-1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4410.47,6360.47,84.83,5796.333,-4615.97,6565.97,0.4,-4410.47,6360.47,1.39,1.98,-0.47,-0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4431.02,6381.02,88.5,5814.311,-4636.52,6586.52,0.44,-4431.02,6381.02,2.31,1.99,-0.05,-0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4451.57,6401.57,87.17,5832.289,-4657.07,6607.07,0.39,-4451.57,6401.57,1.45,1.64,-1.3,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4472.12,6422.12,89.25,5850.267,-4677.62,6627.62,0.53,-4472.12,6422.12,1.67,1.89,-0.43,-0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4492.67,6442.67,88.42,5868.245,-4698.17,6648.17,0.58,-4492.67,6442.67,1.57,1.67,-1.5,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4513.22,6463.22,91.08,5886.223,-4718.72,6668.72,0.7,-4513.22,6463.22,1.78,2.44,0.23,-0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4533.77,6483.77,93.5,5904.201,-4739.27,6689.27,0.67,-4533.77,6483.77,NA,1.84,NA,-1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4554.32,6504.32,92,5922.179,-4759.82,6709.82,0.89,-4554.32,6504.32,1.28,1.59,-1.1,-0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4574.87,6524.87,90.33,5940.157,-4780.37,6730.37,0.68,-4574.87,6524.87,2.3,1.8,-0.02,-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4595.42,6545.42,91.5,5958.135,-4800.92,6750.92,0.48,-4595.42,6545.42,2.22,1.9,-1.62,-1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4615.97,6565.97,92.92,5976.113,-4821.47,6771.47,0.56,-4615.97,6565.97,1.07,1.57,-1.36,-1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4636.52,6586.52,91.08,5994.091,-4842.02,6792.02,0.92,-4636.52,6586.52,1.68,1.7,-1.11,-1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4657.07,6607.07,91,6012.069,-4862.57,6812.57,0.36,-4657.07,6607.07,1.51,1.91,-2.13,-1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4677.62,6627.62,90.33,6030.047,-4883.12,6833.12,0.48,-4677.62,6627.62,1.37,1.59,-1.66,-1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4698.17,6648.17,91.58,6048.025,-4903.67,6853.67,0.5,-4698.17,6648.17,1.53,1.72,-1.49,-0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4718.72,6668.72,88,6066.003,-4924.22,6874.22,0.41,-4718.72,6668.72,0.95,1.67,-0.69,-1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4739.27,6689.27,87.33,6083.981,-4944.77,6894.77,0.38,-4739.27,6689.27,2.01,1.96,-0.91,-1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4759.82,6709.82,88.83,6101.959,-4965.32,6915.32,0.47,-4759.82,6709.82,1.98,2.07,-0.93,-0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4780.37,6730.37,88.25,6119.937,-4985.87,6935.87,0.51,-4780.37,6730.37,1.69,1.77,-1.07,-1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4800.92,6750.92,90.92,6137.915,-5006.42,6956.42,0.48,-4800.92,6750.92,2.07,1.89,-1.24,-1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4821.47,6771.47,90.25,6155.893,-5026.97,6976.97,0.49,-4821.47,6771.47,1.98,1.57,-1.37,-1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4842.02,6792.02,91.33,6173.871,-5047.52,6997.52,0.43,-4842.02,6792.02,1.9,1.83,-2.03,-1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4862.57,6812.57,89.58,6191.849,-5068.07,7018.07,0.34,-4862.57,6812.57,1.74,1.73,-1.82,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4883.12,6833.12,90.75,6209.827,-5088.62,7038.62,0.56,-4883.12,6833.12,1.62,1.64,-1.97,-1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4903.67,6853.67,90.5,6227.805,-5109.17,7059.17,0.37,-4903.67,6853.67,1.92,1.55,-1.28,-2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4924.22,6874.22,88.58,6245.783,-5129.72,7079.72,0.56,-4924.22,6874.22,1.68,1.78,-1.43,-2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4944.77,6894.77,87.5,6263.761,-5150.27,7100.27,0.53,-4944.77,6894.77,0.3,1.99,-1.4,-1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4965.32,6915.32,88.58,6281.739,-5170.82,7120.82,0.38,-4965.32,6915.32,2.24,1.78,-1.24,-1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4985.87,6935.87,86.42,6299.717,-5191.37,7141.37,0.53,-4985.87,6935.87,1.94,1.67,-1.02,-1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5006.42,6956.42,88.83,6317.695,-5211.92,7161.92,0.41,-5006.42,6956.42,2.73,1.68,-1.42,-1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5026.97,6976.97,88.67,6335.673,-5232.47,7182.47,0.44,-5026.97,6976.97,1.84,1.8,-2.09,-1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5047.52,6997.52,89,6353.651,-5253.02,7203.02,0.68,-5047.52,6997.52,2.38,1.64,-1.44,-1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5068.07,7018.07,87.67,6371.629,-5273.57,7223.57,0.65,-5068.07,7018.07,2.22,1.84,-1.73,-1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5088.62,7038.62,88.83,6389.607,-5294.12,7244.12,0.47,-5088.62,7038.62,1.3,1.67,-2.52,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5109.17,7059.17,89.83,6407.585,-5314.67,7264.67,0.4,-5109.17,7059.17,1.35,0.92,-2.81,-3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5129.72,7079.72,88.33,6425.563,-5335.22,7285.22,0.54,-5129.72,7079.72,2.05,1.49,-2.16,-1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5150.27,7100.27,85.17,6443.541,-5355.77,7305.77,0.64,-5150.27,7100.27,1.68,1.37,-1.92,-1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5170.82,7120.82,89.5,6461.519,-5376.32,7326.32,0.49,-5170.82,7120.82,1.99,1.66,-1.96,-1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5191.37,7141.37,86.92,6479.497,-5396.87,7346.87,0,-5191.37,7141.37,1.18,NA,-2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5211.92,7161.92,87.58,6497.475,-5417.42,7367.42,0.65,-5211.92,7161.92,1.68,1.64,-2.7,-2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5232.47,7182.47,90.08,6515.453,-5437.97,7387.97,0.75,-5232.47,7182.47,2.18,1.53,-0.98,-2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5253.02,7203.02,89,6533.431,-5458.52,7408.52,0.76,-5253.02,7203.02,2.03,1.78,-2.41,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5273.57,7223.57,88.75,6551.409,-5479.07,7429.07,0.58,-5273.57,7223.57,1.06,1.62,-2.12,-2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5294.12,7244.12,89.83,6569.387,-5499.62,7449.62,0.64,-5294.12,7244.12,1.66,1.59,-2.62,-2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5314.67,7264.67,90.25,6587.365,-5520.17,7470.17,1.41,-5314.67,7264.67,2.39,1.68,-0.87,-2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5335.22,7285.22,89.25,6605.343,-5540.72,7490.72,1.18,-5335.22,7285.22,1.92,1.96,-2.95,-2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5355.77,7305.77,87.42,6623.321,-5561.27,7511.27,0.75,-5355.77,7305.77,1.77,1.79,-1.98,-2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5376.32,7326.32,88.67,6641.299,-5581.82,7531.82,0.97,-5376.32,7326.32,0.64,1.64,-2.9,-1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5396.87,7346.87,91.17,6659.277,-5602.37,7552.37,2.23,-5396.87,7346.87,1.62,1.15,-1.5,-1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
