d18O (permil),year (AD),d13C (permil)
-4.61,1872.7917,-0.65667
-4.5633,1872.7083,-0.6
-4.5123,1872.625,-0.66844
-4.5938,1872.5417,-0.78563
-4.64,1872.4583,-0.825
-4.7045,1872.375,-0.91125
-4.8619,1872.2917,-1.1644
-5.029,1872.2083,-1.3845
-5.035,1872.125,-1.46
-4.9838,1872.0417,-1.2517
-4.9731,1871.9583,-0.7425
-4.8633,1871.875,-0.72198
-4.775,1871.7917,-0.875
-4.7049,1871.7083,-0.92646
-4.6452,1871.625,-0.72906
-4.6743,1871.5417,-0.71929
-4.7172,1871.4583,-0.92911
-4.7902,1871.375,-1.3043
-4.9129,1871.2917,-1.535
-4.9524,1871.2083,-1.502
-4.9281,1871.125,-1.1233
-4.816,1871.0417,-0.66238
-4.8519,1870.9583,-0.98598
-4.8743,1870.875,-1.1994
-4.7539,1870.7917,-1.2558
-4.6221,1870.7083,-0.88045
-4.57,1870.625,-0.59542
-4.727,1870.5417,-0.9605
-4.8241,1870.4583,-1.225
-4.8797,1870.375,-1.2716
-4.9986,1870.2917,-1.0075
-4.9596,1870.2083,-0.79882
-4.9425,1870.125,-0.59021
-4.8155,1870.0417,-0.65114
-4.7519,1869.9583,-0.50412
-4.7004,1869.875,-0.36326
-4.6941,1869.7917,-0.43922
-4.6996,1869.7083,-0.71687
-4.6427,1869.625,-0.92073
-4.698,1869.5417,-1.2005
-4.8833,1869.4583,-1.2661
-4.9102,1869.375,-1.1357
-4.9703,1869.2917,-1.1385
-5.032,1869.2083,-1.0941
-4.9377,1869.125,-1.0452
-4.9639,1869.0417,-0.89818
-4.8777,1868.9583,-0.74438
-4.616,1868.875,-0.54961
-4.5515,1868.7917,-0.28208
-4.4193,1868.7083,-0.36661
-4.3437,1868.625,-0.56875
-4.365,1868.5417,-0.80125
-4.3675,1868.4583,-0.845
-4.3694,1868.375,-0.96187
-4.485,1868.2917,-0.875
-4.6006,1868.2083,-0.75313
-4.6275,1868.125,-0.6225
-4.7538,1868.0417,-0.3975
-4.65,1867.9583,-0.54625
-4.6363,1867.875,-0.71375
-4.7063,1867.7917,-0.6925
-4.5875,1867.7083,-0.51
-4.4421,1867.625,-0.49417
-4.4267,1867.5417,-0.59333
-4.4733,1867.4583,-0.82667
-4.5617,1867.375,-1.0925
-4.66,1867.2917,-0.83333
-4.6467,1867.2083,-0.61667
-4.5275,1867.125,-0.56167
-4.4533,1867.0417,-0.69667
-4.4167,1866.9583,-0.78333
-4.4025,1866.875,-0.77917
-4.3433,1866.7917,-0.71
-4.2867,1866.7083,-0.75667
-4.2531,1866.625,-0.9025
-4.308,1866.5417,-0.9894
-4.4136,1866.4583,-1.1965
-4.5251,1866.375,-1.0054
-4.6532,1866.2917,-0.87955
-4.7037,1866.2083,-0.52845
-4.7369,1866.125,-0.75875
-4.7057,1866.0417,-0.85298
-4.6628,1865.9583,-0.86238
-4.6049,1865.875,-0.79012
-4.536,1865.7917,-0.74482
-4.5238,1865.7083,-0.83488
-4.4687,1865.625,-1.1008
-4.6539,1865.5417,-1.0499
-4.6331,1865.4583,-0.78087
-4.495,1865.375,-0.56
-4.3738,1865.2917,-0.60913
-4.321,1865.2083,-0.89321
-4.3329,1865.125,-0.97104
-4.4719,1865.0417,-0.75738
-4.4268,1864.9583,-0.68979
-4.325,1864.875,-0.665
-4.3008,1864.7917,-0.67058
-4.3403,1864.7083,-0.78787
-4.3007,1864.625,-0.99656
-4.3792,1864.5417,-1.0125
-4.4585,1864.4583,-1.0382
-4.4951,1864.375,-1.157
-4.5633,1864.2917,-1.16
-4.6459,1864.2083,-1.0613
-4.605,1864.125,-0.835
-4.5545,1864.0417,-0.60866
-4.5933,1863.9583,-0.51
-4.6174,1863.875,-0.53567
-4.6097,1863.7917,-0.70464
-4.5433,1863.7083,-0.71833
-4.4684,1863.625,-0.63208
-4.4897,1863.5417,-0.43963
-4.4789,1863.4583,-0.5327
-4.5191,1863.375,-0.89664
-4.5721,1863.2917,-1.3879
-4.6266,1863.2083,-1.602
-4.7249,1863.125,-1.5994
-4.736,1863.0417,-1.1345
-4.6351,1862.9583,-0.77776
-4.5631,1862.875,-1.0838
-4.5788,1862.7917,-1.3677
-4.5528,1862.7083,-1.4367
-4.4486,1862.625,-1.7217
-4.4432,1862.5417,-1.8493
-4.533,1862.4583,-2.0315
-4.605,1862.375,-2.025
-4.6264,1862.2917,-1.8835
-4.6306,1862.2083,-1.6176
-4.6742,1862.125,-0.99083
-4.7326,1862.0417,-0.78829
-4.6008,1861.9583,-1.0747
-4.495,1861.875,-1.27
-4.4736,1861.7917,-1.2966
-4.4715,1861.7083,-1.2705
-4.4573,1861.625,-1.1482
-4.544,1861.5417,-1.1886
-4.6,1861.4583,-1.31
-4.6248,1861.375,-1.4001
-4.6447,1861.2917,-1.3753
-4.6922,1861.2083,-1.3181
-4.73,1861.125,-1.17
-4.7288,1861.0417,-0.95938
-4.6672,1860.9583,-0.73594
-4.5894,1860.875,-0.6099
-4.595,1860.7917,-0.61
-4.6163,1860.7083,-0.71167
-4.5934,1860.625,-0.88125
-4.6313,1860.5417,-0.985
-4.595,1860.4583,-1.0112
-4.68,1860.375,-1.1425
-4.7363,1860.2917,-1.2162
-4.8212,1860.2083,-1.0838
-4.8962,1860.125,-0.9
-4.835,1860.0417,-0.51625
-4.7838,1859.9583,-0.405
-4.7738,1859.875,-0.81625
-4.805,1859.7917,-0.81625
-4.5888,1859.7083,-0.75625
-4.4188,1859.625,-0.9375
-4.4816,1859.5417,-0.97997
-4.5185,1859.4583,-1.0844
-4.6735,1859.375,-1.2794
-4.6418,1859.2917,-1.0932
-4.6248,1859.2083,-0.71533
-4.58,1859.125,-0.505
-4.5101,1859.0417,-0.57447
-4.51,1858.9583,-0.67001
-4.4252,1858.875,-0.61889
-4.2112,1858.7917,-0.74019
-4.1838,1858.7083,-0.89417
-4.1921,1858.625,-1.0458
-4.3333,1858.5417,-1.1725
-4.4264,1858.4583,-1.223
-4.3683,1858.375,-1.1175
-4.4933,1858.2917,-1.0067
-4.7371,1858.2083,-0.88951
-4.7,1858.125,-0.7
-4.6111,1858.0417,-0.54183
-4.62,1857.9583,-0.56667
-4.6073,1857.875,-0.68798
-4.5522,1857.7917,-0.90509
-4.415,1857.7083,-0.83417
-4.2539,1857.625,-0.65438
-4.2065,1857.5417,-0.64461
-4.4366,1857.4583,-0.88067
-4.6066,1857.375,-1.2976
-4.5827,1857.2917,-1.2461
-4.4458,1857.2083,-1.1515
-4.695,1857.125,-1.06
-4.9985,1857.0417,-0.84743
-4.8713,1856.9583,-0.67521
-4.6595,1856.875,-0.7616
-4.6017,1856.7917,-1.0021
-4.6347,1856.7083,-0.82751
-4.5619,1856.625,-0.80313
-4.6014,1856.5417,-0.89109
-4.6606,1856.4583,-1.0451
-4.765,1856.375,-1.1675
-4.8592,1856.2917,-1.0676
-4.942,1856.2083,-0.74792
-4.9898,1856.125,-0.5403
-4.8814,1856.0417,-0.55029
-4.7512,1855.9583,-0.83426
-4.6853,1855.875,-0.94308
-4.4171,1855.7917,-0.82963
-4.1976,1855.7083,-0.69353
-4.1485,1855.625,-0.83938
-4.2758,1855.5417,-1.1331
-4.2762,1855.4583,-1.1983
-4.3464,1855.375,-0.97037
-4.3612,1855.2917,-0.61145
-4.4141,1855.2083,-0.32458
-4.5,1855.125,-0.315
-4.5065,1855.0417,-0.42235
-4.4197,1854.9583,-0.48419
-4.3319,1854.875,-0.56419
-4.2742000000000004,1854.7917,-0.69683
-4.1656,1854.7083,-1.1685
-4.0983,1854.625,-1.3226
-4.1495,1854.5417,-1.4557
-4.2699,1854.4583,-1.1013
-4.448,1854.375,-0.5891
-4.6506,1854.2917,-0.36154
-4.6775,1854.2083,-0.15007
-4.6,1854.125,-0.34
-4.5434,1854.0417,-0.70115
-4.4691,1853.9583,-0.75915
-4.3462,1853.875,-0.76
-4.2555,1853.7917,-0.76426
-4.1805,1853.7083,-0.81367
-4.1521,1853.625,-1.0023
-4.21,1853.5417,-1.1775
-4.3425,1853.4583,-1.0988
-4.4787,1853.375,-0.94375
-4.48,1853.2917,-0.60375
-4.405,1853.2083,-0.24875
-4.3813,1853.125,-0.7925
-4.5138,1853.0417,-0.9325
-4.4763,1852.9583,-0.75
-4.5,1852.875,-0.82
-4.5413,1852.7917,-0.93375
-4.5675,1852.7083,-1.005
-4.498,1852.625,-1.05
-4.6234,1852.5417,-1.1301
-4.6884,1852.4583,-1.0396
-4.6883,1852.375,-0.85074
-4.7576,1852.2917,-0.53521
-4.7068,1852.2083,-0.29559
-4.65,1852.125,-0.44
-4.5848,1852.0417,-0.5343
-4.5089,1851.9583,-0.44118
-4.5526,1851.875,-0.66666
-4.5111,1851.7917,-0.88034
-4.4011,1851.7083,-0.89246
-4.3635,1851.625,-0.82875
-4.4692,1851.5417,-0.85408
-4.5334,1851.4583,-0.67425
-4.585,1851.375,-0.525
-4.6501,1851.2917,-0.38588
-4.727,1851.2083,-0.31871
-4.7933,1851.125,-0.69458
-4.7589,1851.0417,-0.87671
-4.6898,1850.9583,-0.84
-4.59,1850.875,-0.74
-4.5375,1850.7917,-0.6535
-4.5355,1850.7083,-0.64383
-4.4416,1850.625,-0.79635
-4.5246,1850.5417,-0.95514
-4.5983,1850.4583,-1.2481
-4.6642,1850.375,-1.3072
-4.7736,1850.2917,-1.078
-4.9191,1850.2083,-0.84926
-5.055,1850.125,-0.725
-5.0614,1850.0417,-0.54645
-4.8991,1849.9583,-0.4687
-4.732,1849.875,-0.67361
-4.7115,1849.7917,-0.65701
-4.7251,1849.7083,-0.52842
-4.5406,1849.625,-0.7401
-4.6525,1849.5417,-1.095
-4.5988,1849.4583,-1.3637
-4.55,1849.375,-1.5037
-4.76,1849.2917,-1.51
-4.7975,1849.2083,-1.3263
-4.8812,1849.125,-0.84625
-4.87,1849.0417,-0.59
-4.8275,1848.9583,-0.44875
-4.7313,1848.875,-0.68375
-4.7312,1848.7917,-0.7675
-4.6363,1848.7083,-0.79875
-4.5217,1848.625,-0.86021
-4.5348,1848.5417,-1.1564
-4.5937,1848.4583,-1.4083
-4.7,1848.375,-1.435
-4.8131,1848.2917,-1.3435
-4.864,1848.2083,-1.193
-4.8169,1848.125,-0.78333
-4.7454,1848.0417,-0.30071
-4.6768,1847.9583,-0.46987
-4.62,1847.875,-0.855
-4.6037,1847.7917,-1.0241
-4.5877,1847.7083,-0.89946
-4.4542,1847.625,-0.82354
-4.4642,1847.5417,-0.9275
-4.5683,1847.4583,-1.0483
-4.5683,1847.375,-1.27
-4.5921,1847.2917,-1.1842
-4.6883,1847.2083,-0.82792
-4.7183,1847.125,-0.74333
-4.5358,1847.0417,-0.6075
-4.5163,1846.9583,-0.37167
-4.5267,1846.875,-0.48
-4.4121,1846.7917,-0.40083
-4.4988,1846.7083,-0.7275
-4.4331,1846.625,-0.84719
-4.4534,1846.5417,-0.96056
-4.515,1846.4583,-0.93787
-4.5777,1846.375,-0.67063
-4.6416,1846.2917,-0.44937
-4.7239,1846.2083,-0.22325
-4.7663,1846.125,-0.52544
-4.9077,1846.0417,-0.86575
-4.5206,1845.9583,-0.55375
-4.3864,1845.875,-0.47656
-4.3098,1845.7917,-0.49922
-4.2117000000000004,1845.7083,-0.71091
-4.1728,1845.625,-0.83688
-4.3329,1845.5417,-0.91575
-4.4134,1845.4583,-1.0024
-4.465,1845.375,-0.985
-4.4828,1845.2917,-0.74146
-4.4886,1845.2083,-0.36854
-4.6029,1845.125,-0.3225
-4.5678,1845.0417,-0.64396
-4.5765,1844.9583,-0.64658
-4.595,1844.875,-0.9
-4.5628,1844.7917,-1.1872
-4.4492,1844.7083,-1.1257
-4.2958,1844.625,-1.0525
-4.303,1844.5417,-1.2151
-4.3808,1844.4583,-1.5093
-4.4803,1844.375,-1.594
-4.6346,1844.2917,-1.4484
-4.6945,1844.2083,-1.2212
-4.7498,1844.125,-1.2925
-4.5312,1844.0417,-1.2312
-4.5338,1843.9583,-1.0788
-4.4563,1843.875,-0.95
-4.4925,1843.7917,-1.0563
-4.4513,1843.7083,-1.155
-4.4266,1843.625,-1.1682
-4.5427,1843.5417,-1.4703
-4.6291,1843.4583,-1.4411
-4.8034,1843.375,-1.4405
-4.8613,1843.2917,-1.2475
-4.7767,1843.2083,-0.80213
-4.7199,1843.125,-0.64023
-4.6246,1843.0417,-0.6497
-4.6472,1842.9583,-0.75854
-4.6433,1842.875,-1.118
-4.5953,1842.7917,-1.2803
-4.4234,1842.7083,-1.2204
-4.12,1842.625,-1.15
