d18O (permil),year (AD),depth (mm),d13C (permil)
-3.65,49.9,388.9,-8.65
-3.65,49.6,389,-8.78
-3.64,49.2,389.1,-8.7
-3.57,48.9,389.2,-8.65
-3.74,48.5,389.3,-8.77
-3.69,48.2,389.4,-8.69
-3.99,47.7,389.5,-8.69
-3.88,47.3,389.6,-8.74
-3.93,46.9,389.7,-8.64
-3.86,46.5,389.8,-8.66
-3.93,46,389.9,-8.71
-3.87,45.7,390,-8.61
-3.92,45.3,390.1,-8.7
-3.82,44.8,390.2,-8.69
-3.72,44.3,390.3,-8.62
-3.71,43.7,390.4,-8.75
-3.64,43.1,390.5,-8.85
-4.09,42.5,390.6,-8.47
-3.84,42,390.7,-8.57
-3.72,41.7,390.8,-8.75
-3.73,41.3,390.9,-8.66
-3.57,40.9,391,-8.65
-3.65,40.4,391.1,-8.65
-3.5,40,391.2,-8.56
NA,39.4,391.3,NA
-4.51,38.8,391.4,-8.36
-3.63,38.3,391.5,-8.44
-3.75,37.8,391.6,-8.41
-4.09,37.4,391.7,-8.19
-4.21,36.9,391.8,-8.39
-4.31,36.4,391.9,-8.41
-4.12,35.8,392,-8.31
-4.45,35.3,392.1,-8.12
-4.13,34.8,392.2,-8.07
-4.24,34.3,392.3,-7.97
-4.21,33.9,392.4,-8.18
-4.1,33.4,392.5,-7.94
-4.01,32.9,392.6,-7.98
-3.97,32.6,392.7,-8.05
-3.91,32.3,392.8,-8.4
-4.33,32,392.9,-8.34
-4.14,31.6,393,-8.64
-3.96,31.1,393.1,-8.7
-4.08,30.6,393.2,-8.62
-4.14,30.4,393.3,-8.6
-4.1,30.1,393.4,-8.41
-4.12,29.6,393.5,-8.59
-4.15,29.1,393.6,-8.42
-3.89,28.6,393.7,-8.55
-3.88,28.1,393.8,-8.65
-3.76,27.7,393.9,-8.67
-3.62,27.3,394,-8.73
-3.6,26.9,394.1,-8.73
-3.61,26.4,394.2,-8.67
-3.53,26,394.3,-8.54
-3.35,25.5,394.4,-8.4
-3.44,25.2,394.5,-9.03
-3.76,24.9,394.6,-8.62
-3.63,24.7,394.7,-8.45
-3.71,24.4,394.8,-8.55
-3.69,24.2,394.9,-8.58
-3.58,23.9,395,-8.43
-3.65,23.5,395.1,-8.49
-3.7,23.1,395.2,-8.5
-3.8,22.7,395.3,-8.55
-3.66,22.4,395.4,-8.46
-3.68,22,395.5,-8.38
-3.72,21.6,395.6,-8.45
-3.64,21.3,395.7,-8.44
-3.65,20.9,395.8,-8.3
-3.74,20.4,395.9,-8.29
-3.73,19.9,396,-8.25
-3.8,19.5,396.1,-8.24
-3.7,19,396.2,-8.78
-3.92,18.6,396.3,-9.59
-3.85,18.1,396.4,-8.28
-3.9,17.8,396.5,-8.17
-3.7,17.4,396.6,-8.33
-3.83,16.9,396.7,-8.49
-3.97,16.5,396.8,-8.37
-3.78,16.1,396.9,-8.72
-3.83,15.7,397,-8.63
-3.78,15.3,397.1,-9.31
-3.87,14.9,397.2,-9.35
-3.98,14.6,397.3,-9.68
NA,14.3,397.4,NA
-3.94,14,397.5,-9.61
-3.86,13.7,397.6,-9.42
-3.91,13.4,397.7,-9.25
-3.95,13.1,397.8,-9.47
-3.92,12.8,397.9,-9.44
-3.97,12.5,398,-9.56
-3.96,12.1,398.1,-9.09
-4.12,11.8,398.2,-8.93
-4.18,11.5,398.3,-8.85
-4.05,11.2,398.4,-9.58
-4.07,10.9,398.5,-8.93
-4.13,10.6,398.6,-8.99
-4.66,10.3,398.7,-9.45
-4.13,9.9,398.8,-9.13
-4.06,9.6,398.9,-9.08
-4.06,9.3,399,-9.09
-4.14,9,399.1,-9.16
-4.18,8.7,399.2,-9.32
-4.32,8.3,399.3,-9.37
-3.95,8,399.4,-9.1
-3.98,7.7,399.5,-9.1
-4.05,7.4,399.6,-9.62
-3.92,7.1,399.7,-9.35
-4.07,6.7,399.8,-9.93
-4.11,6.4,399.9,-9.77
-3.87,6,400,-9.2
-3.78,5.7,400.1,-9.09
-3.86,5.5,400.2,-9.03
-3.85,5.2,400.3,-9.09
-3.92,4.9,400.4,-9.07
-3.92,4.5,400.5,-9.31
-4.38,4.3,400.6,-9.25
-3.99,4,400.7,-9.47
-3.85,3.8,400.8,-9.45
-4.13,3.5,400.9,-9.83
-3.95,3.2,401,-9.59
-4.06,2.8,401.1,-9.73
-4.09,2.5,401.2,-9.93
-4.11,2.2,401.3,-10.02
-4.34,1.9,401.4,-9.79
-3.95,1.7,401.5,-9.77
-3.98,1.5,401.6,-9.91
-3.89,1.4,401.7,-9.71
-3.94,1.2,401.8,-9.76
-3.92,1,401.9,-9.65
-3.94,0.7,402,-9.73
-4.29,0.5,402.1,-9.53
-4.04,0.3,402.2,-9.35
-3.82,-0.1,402.3,-9.53
-3.78,-0.4,402.4,-9.51
-3.71,-0.5,402.5,-9.19
-3.95,-0.7,402.6,-8.88
-3.73,-0.9,402.7,-9
-4.16,-1.2,402.8,-8.86
-3.8,-1.6,402.9,-8.9
-4.2,-1.9,403,-8.63
-4.34,-2.2,403.1,-8.78
-4.05,-2.5,403.2,-8.84
-4.01,-2.8,403.3,-8.8
-3.91,-3,403.4,-9.13
-3.87,-3.2,403.5,-9.07
-4.07,-3.3,403.6,-8.98
-4.46,-3.5,403.7,-8.98
-4.31,-3.6,403.8,-8.88
-3.93,-3.8,403.9,-8.78
-3.96,-3.9,404,-9.11
-4.27,-4.4,404.1,-8.8
-3.98,-5,404.2,-8.98
-3.81,-5.5,404.3,-9.1
-4.13,-5.7,404.4,-8.99
-3.93,-6,404.5,-9.07
-4.07,-6.2,404.6,-9.08
-3.92,-6.4,404.7,-9.2
-3.87,-6.7,404.8,-9.51
-3.86,-6.9,404.9,-9.1
-3.98,-7.2,405,-9.24
-3.99,-7.6,405.1,-9.23
-3.99,-7.8,405.2,-9.32
-4,-8,405.3,-9.09
-4,-8.2,405.4,-9.22
-4,-8.6,405.5,-9.24
-3.9,-8.8,405.6,-9.2
-4.12,-9,405.7,-9.16
-3.9,-9.1,405.8,-9.01
-3.8,-9.2,405.9,-8.94
-3.75,-9.5,406,-8.95
-3.85,-9.7,406.1,-8.96
-3.89,-10,406.2,-9.11
-3.68,-10.3,406.3,-8.71
-3.54,-10.5,406.4,-8.61
-3.61,-10.6,406.5,-8.54
-3.46,-10.9,406.6,-8.48
-3.45,-11.1,406.7,-8.28
-3.51,-11.5,406.8,-8.25
-3.48,-12,406.9,-8.24
-3.54,-12.3,407,-8.29
-3.43,-12.5,407.1,-8.22
-3.45,-12.7,407.2,-8.13
-3.52,-13,407.3,-8.33
-3.49,-13.3,407.4,-7.93
-3.49,-13.6,407.5,-7.8
-3.53,-14,407.6,-7.64
-3.5,-14.3,407.7,-7.51
-3.56,-14.6,407.8,-7.3
-3.53,-14.8,407.9,-7.48
-3.57,-15,408,-7.55
-3.57,-15.2,408.1,-7.66
-3.54,-15.4,408.2,-7.8
-3.47,-15.5,408.3,-7.83
-3.49,-15.7,408.4,-7.83
-3.5,-16,408.5,-8.02
-3.61,-16.2,408.6,-8.08
-3.76,-16.4,408.7,-8.47
-3.63,-16.7,408.8,-8.46
-3.61,-17.1,408.9,-8.62
-3.49,-17.4,409,-8.66
-3.45,-17.7,409.1,-8.66
-3.44,-18.1,409.2,-8.72
-3.44,-18.4,409.3,-8.72
-3.4,-18.6,409.4,-8.71
-3.4,-18.8,409.5,-8.75
-3.44,-19,409.6,-8.66
-3.54,-19.3,409.7,-8.73
-3.68,-19.6,409.8,-8.8
-3.57,-20,409.9,-8.61
-3.61,-20.3,410,-8.6
-3.48,-20.7,410.1,-8.53
-3.55,-21,410.2,-8.55
-3.66,-21.4,410.3,-8.55
-3.8,-21.7,410.4,-8.66
-3.8,-22.1,410.5,-8.7
-3.84,-22.5,410.6,-8.55
-4.17,-22.8,410.7,-8.63
-4.11,-23.2,410.8,-8.48
-4.44,-23.7,410.9,-8.66
-4.2,-24,411,-8.54
-4.21,-24.4,411.1,-8.48
-4.15,-24.7,411.2,-8.64
-3.88,-25.1,411.3,-8.71
-3.89,-25.4,411.4,-8.83
-3.85,-25.8,411.5,-8.95
-3.73,-26.2,411.6,-9.12
-3.77,-26.5,411.7,-9.26
-3.61,-26.7,411.8,-9.24
-3.77,-27.1,411.9,-9.35
-3.52,-27.4,412,-9.2
-3.6,-27.7,412.1,-9.25
-3.82,-28.1,412.2,-9.25
-3.73,-28.5,412.3,-9.13
-3.68,-29,412.4,-9.18
-3.76,-29.4,412.5,-9.14
-3.59,-29.8,412.6,-8.83
-3.59,-30.2,412.7,-8.88
-3.66,-30.6,412.8,-8.88
-3.76,-31,412.9,-8.94
-4,-31.3,413,-8.97
-3.84,-31.7,413.1,-8.89
-3.68,-32.2,413.2,-8.75
-3.71,-32.7,413.3,-8.78
-3.97,-33.1,413.4,-8.82
-3.7,-33.5,413.5,-8.74
-4.07,-33.9,413.6,-8.99
-3.97,-34.4,413.7,-8.91
-3.81,-34.8,413.8,-8.83
-3.73,-35.2,413.9,-8.84
-3.9,-35.7,414,-8.92
-3.76,-36.2,414.1,-8.86
-3.85,-36.7,414.2,-9.02
-3.56,-37.2,414.3,-8.83
-3.51,-37.7,414.4,-8.67
-3.51,-38.2,414.5,-8.76
-3.57,-38.7,414.6,-8.54
