d180carbVBDB (permil),year (AD),age (BP),depth (cm),d13CcarbDPDB (permil)
-6.53,-1227.2,3177.2,145.04,4.33
-5.71,-1229.6,3179.6,145.12,5.56
-5.62,-1232,3182,145.2,5.51
-5.56,-1234.4,3184.4,145.28,5.37
-5.96,-1236.5,3186.5,145.35,4.27
-5.31,-1238.9,3188.9,145.43,5.26
-5.34,-1241.3,3191.3,145.51,5.28
-6.51,-1243.7,3193.7,145.59,4.23
-6.36,-1246.1,3196.1,145.67,4.04
-6.73,-1248.5,3198.5,145.75,4.09
-6.36,-1250.6,3200.6,145.82,4.28
-6.7,-1253,3203,145.9,3.44
-6.23,-1255.4,3205.4,145.98,4.21
-6.02,-1257.8,3207.8,146.06,4.69
-5.36,-1260.2,3210.2,146.14,5.14
-5.66,-1262.6,3212.6,146.22,4.72
-5.62,-1264.7,3214.7,146.29,4.36
-5.31,-1267.1,3217.1,146.37,5.25
-5.86,-1269.5,3219.5,146.45,4.71
-5.39,-1273.4,3223.4,146.58,5.39
-6.01,-1277.6,3227.6,146.72,4
-5.86,-1281.5,3231.5,146.85,4.57
-6.06,-1284.5,3234.5,146.95,3.82
-5.82,-1287.5,3237.5,147.05,4.19
-5.93,-1290.8,3240.8,147.16,3.91
-6.25,-1294.1,3244.1,147.27,3.41
-6.09,-1297.1,3247.1,147.37,4.08
-5.88,-1300.4,3250.4,147.48,4.87
-5.31,-1303.7,3253.7,147.59,5.3
-5.57,-1307,3257,147.7,4.66
-4.95,-1310.3,3260.3,147.81,5.38
-6.18,-1313.6,3263.6,147.92,4.13
-5.27,-1316.6,3266.6,148.02,4.51
-6.08,-1319.9,3269.9,148.13,3.55
-5.75,-1323.2,3273.2,148.24,4.25
-6.8,-1326.5,3276.5,148.35,2.02
-6.43,-1328.6,3278.6,148.42,3.24
-6.16,-1330.4,3280.4,148.48,3.82
-5.87,-1332.5,3282.5,148.55,3.38
-5.73,-1335.8,3285.8,148.66,4.16
-5.84,-1339.1,3289.1,148.77,3.87
-5.76,-1342.4,3292.4,148.88,4.11
-6.06,-1345.7,3295.7,148.99,3.63
-5.94,-1349.3,3299.3,149.11,3.65
-6.15,-1352.6,3302.6,149.22,3.43
-6.13,-1355.9,3305.9,149.33,3.64
-5.83,-1359.2,3309.2,149.44,4.17
-5.68,-1362.5,3312.5,149.55,4.54
-5.66,-1365.2,3315.2,149.64,4.9
-5.57,-1367.9,3317.9,149.73,5.04
-5.35,-1370.9,3320.9,149.83,4.94
-5.79,-1373.6,3323.6,149.92,4.89
-5.8,-1376.3,3326.3,150.01,4.83
NA,-1379,3329,150.1,NA
-5.96,-1382,3332,150.2,4.78
-5.81,-1384.7,3334.7,150.29,5.24
-5.73,-1387.4,3337.4,150.38,5.44
-5.81,-1390.1,3340.1,150.47,5.3
-5.94,-1393.1,3343.1,150.57,5.13
-6.55,-1395.8,3345.8,150.66,5
-5.72,-1398.5,3348.5,150.75,5.41
-5.92,-1401.2,3351.2,150.84,5.37
-5.96,-1403.9,3353.9,150.93,5.42
-5.87,-1406.9,3356.9,151.03,5.5
-6,-1409.6,3359.6,151.12,5.41
-5.91,-1412.3,3362.3,151.21,5.39
-6.03,-1415,3365,151.3,5.18
-6.11,-1418,3368,151.4,5.16
-6.09,-1420.7,3370.7,151.49,5.28
-6.08,-1423.4,3373.4,151.58,5.21
-6.18,-1426.1,3376.1,151.67,5.19
-6.03,-1429.1,3379.1,151.77,4.88
-5.95,-1431.8,3381.8,151.86,5.27
-5.78,-1434.5,3384.5,151.95,5.19
-5.74,-1437.8,3387.8,152.06,5
-6.02,-1441.1,3391.1,152.17,3.86
-6.09,-1444.4,3394.4,152.28,3.91
-6.11,-1447.7,3397.7,152.39,4.19
-6.21,-1450.7,3400.7,152.49,3.49
-6.01,-1454,3404,152.6,3.79
-7.89,-1457.3,3407.3,152.71,0.8
-7.89,-1460.6,3410.6,152.82,-2.57
NA,-1463.9,3413.9,152.93,NA
-10.67,-1467.3,3417.3,153.04,-4.72
-12.63,-1471,3421,153.15,-4.29
-6.96,-1474.6,3424.6,153.26,-1.46
-7.92,-1477.9,3427.9,153.36,-1.41
-6.29,-1481.5,3431.5,153.47,0.61
-5.8,-1485.1,3435.1,153.58,0.24
-6.06,-1488.8,3438.8,153.69,0.36
-5.8,-1492.4,3442.4,153.8,2.03
-5.71,-1496,3446,153.91,3.93
-5.71,-1499.3,3449.3,154.01,3.89
-5.98,-1503,3453,154.12,3.68
-5.85,-1506.3,3456.3,154.22,4.13
-6.03,-1509.9,3459.9,154.33,3.89
-6.2,-1513.5,3463.5,154.44,4.24
-6.26,-1516.8,3466.8,154.54,4.81
-6.27,-1520.5,3470.5,154.65,4.91
-6.29,-1525.4,3475.4,154.8,3.82
-6.05,-1530.4,3480.4,154.95,3.33
-6.24,-1535.3,3485.3,155.1,4.75
-6.34,-1540.3,3490.3,155.25,4.76
-6.33,-1545.2,3495.2,155.4,4.92
-6.37,-1550.2,3500.2,155.55,3.42
-6.42,-1554.8,3504.8,155.69,5.12
-6.34,-1559.4,3509.4,155.83,5.11
-6.36,-1564,3514,155.97,5.09
-6.33,-1568.7,3518.7,156.11,4.8
-6.4,-1573.5,3523.5,156.25,4.61
-5.99,-1577.2,3527.2,156.36,4.29
-5.85,-1581.3,3531.3,156.48,4.07
-5.97,-1585.1,3535.1,156.59,3.7
-6.41,-1589.1,3539.1,156.71,3.52
-6.26,-1592.9,3542.9,156.82,3.81
-6.42,-1596.6,3546.6,156.93,4.14
-6.32,-1600.7,3550.7,157.05,4.34
-6.3,-1604.3,3554.3,157.16,4.19
-6.88,-1608.2,3558.2,157.28,3.45
-6.78,-1611.9,3561.9,157.39,2.67
-7.24,-1615.5,3565.5,157.5,0.56
-7.61,-1619.5,3569.5,157.62,-0.47
-6.84,-1623.1,3573.1,157.73,0.89
-6.76,-1627.1,3577.1,157.85,3.27
-6.75,-1630.7,3580.7,157.96,3.27
NA,-1634.3,3584.3,158.07,NA
-7.4,-1638.3,3588.3,158.19,1.27
-7.08,-1641.9,3591.9,158.3,1.62
-7.2,-1645.9,3595.9,158.42,1.82
-6.9,-1649.5,3599.5,158.53,2.68
-7.01,-1653.1,3603.1,158.64,2.56
-6.92,-1657.1,3607.1,158.76,2.52
-7.16,-1660.7,3610.7,158.87,2.29
-7.13,-1664.7,3614.7,158.99,3.15
-6.92,-1668.4,3618.4,159.1,4.07
-7,-1672.1,3622.1,159.21,4.18
-6.98,-1676.2,3626.2,159.33,4.06
-6.82,-1680,3630,159.44,4.24
-6.96,-1684,3634,159.56,3.63
-6.71,-1687.8,3637.8,159.67,3.17
-6.42,-1691.5,3641.5,159.78,2.05
-6.26,-1695.6,3645.6,159.9,2.9
-6.33,-1699.3,3649.3,160.01,2.85
-6.31,-1703.3,3653.3,160.13,3.32
-6.48,-1706.9,3656.9,160.24,2.93
-6.41,-1710.6,3660.6,160.35,1.93
-6.35,-1714.5,3664.5,160.47,2.54
-6.44,-1718.1,3668.1,160.58,3.45
-6.56,-1722.1,3672.1,160.7,3.88
-6.62,-1725.7,3675.7,160.81,2.92
-6.34,-1729.4,3679.4,160.92,3.4
-6.45,-1733,3683,161.03,5.19
-6.5,-1736.3,3686.3,161.13,4.5
-6.42,-1739.9,3689.9,161.24,5.56
-6.4,-1743.2,3693.2,161.34,5.18
-6.62,-1746.9,3696.9,161.45,4.13
-6.5,-1750.2,3700.2,161.55,5.1
-6.4,-1753.8,3703.8,161.66,5.13
-7.07,-1757.1,3707.1,161.76,2.31
-6.51,-1760.7,3710.7,161.87,4.91
-6.31,-1764,3714,161.97,5.46
-6.43,-1767.7,3717.7,162.08,5.54
-6.48,-1771.1,3721.1,162.18,5.32
-6.57,-1774.9,3724.9,162.29,4.75
-6.45,-1778.3,3728.3,162.39,4.61
-6.28,-1782,3732,162.5,4.89
-6.23,-1785.4,3735.4,162.6,5.33
-6.47,-1789.1,3739.1,162.71,4.7
-6.52,-1792.5,3742.5,162.81,5.14
-6.3,-1796.3,3746.3,162.92,5.17
-7.07,-1799.7,3749.7,163.02,1.45
-6.16,-1802.6,3752.6,163.11,4.72
-6.24,-1805.6,3755.6,163.2,2.93
-6.58,-1808.6,3758.6,163.29,2.55
-5.95,-1811.5,3761.5,163.38,4.42
-6.46,-1814.5,3764.5,163.47,2.39
-5.92,-1817.5,3767.5,163.56,4.92
-6.08,-1820.5,3770.5,163.65,5.05
-6.14,-1823.4,3773.4,163.74,4.96
-6.16,-1827.1,3777.1,163.85,5.19
-6.28,-1830.7,3780.7,163.96,5.13
-6.23,-1834.3,3784.3,164.07,5.32
-6.07,-1837.9,3787.9,164.18,4.56
-5.87,-1841.6,3791.6,164.29,3.7
-5.88,-1845.2,3795.2,164.4,4.11
-6.16,-1848.8,3798.8,164.51,3.98
-5.79,-1852.5,3802.5,164.62,5.71
-5.78,-1855.8,3805.8,164.72,4.57
-6.24,-1859.4,3809.4,164.83,3.25
-6.27,-1863,3813,164.94,4.22
-6.35,-1866.7,3816.7,165.05,3.19
-6.29,-1870.4,3820.4,165.16,4.51
-6.44,-1874.2,3824.2,165.27,3.82
-6.64,-1877.9,3827.9,165.38,2.54
-6.44,-1881.7,3831.7,165.49,3.58
-6.57,-1885.4,3835.4,165.6,2.54
-6.35,-1889.1,3839.1,165.71,4.3
-6.42,-1892.5,3842.5,165.81,3.59
-6.5,-1896.3,3846.3,165.92,2.91
-6.45,-1900,3850,166.03,1.66
-5.96,-1903.6,3853.6,166.14,4.98
-5.84,-1907.3,3857.3,166.25,5.3
-6,-1910.9,3860.9,166.36,4.49
-5.93,-1914.5,3864.5,166.47,4.21
-5.65,-1918.1,3868.1,166.58,4.87
-5.49,-1921.8,3871.8,166.69,5.49
-5.36,-1925.4,3875.4,166.8,5.07
-5.43,-1928.7,3878.7,166.9,5.48
-5.9,-1932.3,3882.3,167.01,4.06
-6,-1936,3886,167.12,3.67
-5.89,-1939.3,3889.3,167.22,3.79
-5.87,-1942.6,3892.6,167.32,4.54
-6.32,-1945.9,3895.9,167.42,3.62
-6.21,-1949.2,3899.2,167.52,2.99
-6.06,-1952.5,3902.5,167.62,2.93
-6.46,-1955.8,3905.8,167.72,1.75
-6.39,-1959.1,3909.1,167.82,3.36
-6.67,-1962.4,3912.4,167.92,3.23
-6.7,-1965.7,3915.7,168.02,2.42
-8.32,-1969.1,3919.1,168.12,-1.28
-6.32,-1973.5,3923.5,168.25,1.56
-9.51,-1977.6,3927.6,168.37,-1.93
-5.84,-1981.7,3931.7,168.49,3.72
-5.97,-1986.1,3936.1,168.62,4.48
-5.82,-1990.2,3940.2,168.74,2.86
-5.71,-1994.6,3944.6,168.87,4.19
-6.06,-1998.7,3948.7,168.99,4.21
-7.5,-2002.6,3952.6,169.11,3.06
-6.38,-2005.9,3955.9,169.21,3.48
-6.26,-2009.2,3959.2,169.31,3.68
-6.17,-2012.5,3962.5,169.41,4.3
-5.88,-2015.8,3965.8,169.51,4.72
-5.82,-2019.1,3969.1,169.61,4.88
-5.8,-2022.4,3972.4,169.71,4.84
-6.16,-2025.7,3975.7,169.81,4.21
-6.29,-2029.7,3979.7,169.93,3.72
-5.88,-2033.3,3983.3,170.04,4.58
-6.05,-2037,3987,170.15,4.78
-6.47,-2040.6,3990.6,170.26,4.18
-6.23,-2044.5,3994.5,170.38,4.36
-5.9,-2048.2,3998.2,170.49,4.46
-6.07,-2051.8,4001.8,170.6,4.48
-5.72,-2055.4,4005.4,170.71,4.84
-6.84,-2058.7,4008.7,170.81,3.56
-6.28,-2061.7,4011.7,170.9,4.07
-5.82,-2065,4015,171,4.82
-6.06,-2068.1,4018.1,171.09,4.07
-6.18,-2071.5,4021.5,171.19,4.37
-6.75,-2074.5,4024.5,171.28,2.68
-6.73,-2077.6,4027.6,171.37,2.7
-6.6,-2081,4031,171.47,3.33
-7.4,-2084,4034,171.56,2.44
-6.88,-2087.4,4037.4,171.66,3.07
-7.04,-2090.5,4040.5,171.75,2.69
-6.87,-2093.6,4043.6,171.84,2.48
-6.4,-2097,4047,171.94,2.44
-6.71,-2100,4050,172.03,2.12
-6.52,-2103.3,4053.3,172.13,3.21
-6.48,-2106.3,4056.3,172.22,3.87
-9.01,-2109.2,4059.2,172.31,1.29
-8.29,-2111.5,4061.5,172.38,-1.81
-7.13,-2113.5,4063.5,172.44,1.49
-6.87,-2115.8,4065.8,172.51,3.87
-6.61,-2117.8,4067.8,172.57,3.06
-5.92,-2119.8,4069.8,172.63,4.5
-6.37,-2122.1,4072.1,172.7,3.62
-6.13,-2124.1,4074.1,172.76,4.58
-6.69,-2126.1,4076.1,172.82,3.31
-7.95,-2128.4,4078.4,172.89,1.4
-8.17,-2130.4,4080.4,172.95,1.4
-8.96,-2132.3,4082.3,173.01,0.45
-8.71,-2136.6,4086.6,173.14,0.64
-7.88,-2140.6,4090.6,173.26,2
-7.34,-2144.5,4094.5,173.38,2.47
-6,-2148.5,4098.5,173.5,3.96
-6.4,-2152.8,4102.8,173.63,3.81
-5.76,-2156.8,4106.8,173.75,4.83
-5.98,-2160.7,4110.7,173.87,4.31
-6.1,-2164.7,4114.7,173.99,4
-6.13,-2168.7,4118.7,174.11,3.06
-6.18,-2173.2,4123.2,174.24,3.72
-6.31,-2177.2,4127.2,174.36,4.34
-6.1,-2181.3,4131.3,174.48,4.51
-6.16,-2185.4,4135.4,174.6,4.32
-6.55,-2189.8,4139.8,174.73,3.45
-6.47,-2193.9,4143.9,174.85,2.91
-6.56,-2198,4148,174.97,4.08
-6.1,-2202,4152,175.09,4.84
-6.13,-2205.9,4155.9,175.21,4.48
-6.39,-2209.6,4159.6,175.32,4.11
-6.42,-2212.9,4162.9,175.42,4.4
-6.37,-2216.5,4166.5,175.53,4.25
-5.91,-2219.8,4169.8,175.63,5.46
-5.95,-2223.4,4173.4,175.74,5.05
-6.94,-2226.7,4176.7,175.84,3.84
-6.14,-2230.4,4180.4,175.95,4.77
-6.38,-2233.7,4183.7,176.05,4.17
-5.97,-2237.3,4187.3,176.16,4.63
-6.18,-2240.6,4190.6,176.26,4.62
-5.75,-2244.2,4194.2,176.37,5.42
-6.18,-2247.5,4197.5,176.47,4.78
-6.5,-2250.8,4200.8,176.57,3.65
-5.84,-2254.4,4204.4,176.68,5.13
-5.99,-2257.7,4207.7,176.78,5.17
-5.92,-2261.4,4211.4,176.89,5.15
-5.74,-2264.7,4214.7,176.99,5.51
-5.88,-2268.3,4218.3,177.1,5.18
-5.8,-2271.6,4221.6,177.2,5.4
-6.5,-2275.2,4225.2,177.31,4.42
-6.1,-2278.5,4228.5,177.41,5.05
-6.96,-2282.2,4232.2,177.52,3.11
-6.12,-2285.8,4235.8,177.63,4.02
-6.55,-2289.1,4239.1,177.73,3.08
-6.03,-2292.7,4242.7,177.84,4.75
-6.15,-2296.4,4246.4,177.95,4.32
-6,-2299.7,4249.7,178.05,4.51
-6.38,-2303.4,4253.4,178.16,4.03
-6.52,-2307.2,4257.2,178.27,3.12
-6.32,-2310.6,4260.6,178.37,4.73
-7.16,-2314.3,4264.3,178.48,3.1
-6.89,-2318.1,4268.1,178.59,3.77
-8.08,-2321.5,4271.5,178.69,1.85
-6.53,-2325.2,4275.2,178.8,4.37
-7.23,-2328.6,4278.6,178.9,3.48
-6.82,-2332.3,4282.3,179.01,4.67
-7.57,-2336,4286,179.12,2.73
-7.11,-2339.3,4289.3,179.22,3.7
-6.79,-2342.9,4292.9,179.33,3.96
-7.21,-2346.5,4296.5,179.44,3.27
-7.67,-2349.8,4299.8,179.54,2.2
-7.28,-2353.5,4303.5,179.65,2.13
-7.44,-2357.1,4307.1,179.76,2.38
-7.27,-2360.4,4310.4,179.86,2.69
-7.07,-2364,4314,179.97,2.56
-7.22,-2367.3,4317.3,180.07,2.44
-7.26,-2370.9,4320.9,180.18,1.5
-7.79,-2374.6,4324.6,180.29,1.25
-8.2,-2377.9,4327.9,180.39,0.81
-8.77,-2381.5,4331.5,180.5,0.76
-8.39,-2385.1,4335.1,180.61,0.76
-8.12,-2388.4,4338.4,180.71,0.79
-7.68,-2390.7,4340.7,180.78,1.52
-5.83,-2393.1,4343.1,180.85,4.44
-5.84,-2395.4,4345.4,180.92,3.62
-5.63,-2397.7,4347.7,180.99,3.95
-5.79,-2400,4350,181.06,4.32
-6.2,-2402.4,4352.4,181.13,3.27
-6.9,-2404.8,4354.8,181.2,2.83
-6.99,-2407.2,4357.2,181.27,2.63
-6.58,-2409.6,4359.6,181.34,3.02
-6.53,-2411.6,4361.6,181.4,2.46
-6.43,-2414,4364,181.47,1.63
-6.65,-2416.4,4366.4,181.54,2.95
-6.66,-2418.7,4368.7,181.61,3.33
-6.07,-2421.8,4371.8,181.7,4.81
-6.09,-2424.9,4374.9,181.79,5.04
-6.1,-2427.6,4377.6,181.87,4.93
-6.14,-2430.6,4380.6,181.96,4.89
-5.88,-2434.2,4384.2,182.05,5.03
-5.77,-2437.7,4387.7,182.13,5.05
-6.01,-2441.7,4391.7,182.22,5.1
-6.14,-2445.6,4395.6,182.31,4.91
-5.99,-2449.2,4399.2,182.39,5.18
-6.12,-2453.1,4403.1,182.48,5.28
-6.09,-2457.1,4407.1,182.57,5.41
-6.08,-2460.6,4410.6,182.65,5.37
-6.33,-2464.6,4414.6,182.74,5.03
-5.94,-2468.5,4418.5,182.83,5.37
-6.31,-2472,4422,182.91,4.97
-6.2,-2476.6,4426.6,183.01,5.07
-6.26,-2482.1,4432.1,183.11,5.25
-6.03,-2487.6,4437.6,183.21,5.47
-5.86,-2493.1,4443.1,183.31,5.62
-6.14,-2498.6,4448.6,183.41,5.1
-6.11,-2504.1,4454.1,183.51,5.48
-5.85,-2509.6,4459.6,183.61,5.49
-6.26,-2515.1,4465.1,183.71,4.55
-6.29,-2520.6,4470.6,183.81,4.38
-6.39,-2526.1,4476.1,183.91,3.95
-6.44,-2531.5,4481.5,184.01,3.84
-6.22,-2536.9,4486.9,184.11,3.16
-6.69,-2542.3,4492.3,184.21,2.92
-6.22,-2547.7,4497.7,184.31,4.41
-5.88,-2553.1,4503.1,184.41,4.68
-6.13,-2558.5,4508.5,184.51,4.47
-5.98,-2563.4,4513.4,184.6,3.16
-6.74,-2568.3,4518.3,184.69,2.21
-6.18,-2573.1,4523.1,184.78,3.6
-6.96,-2578,4528,184.87,1.27
-6.62,-2582.8,4532.8,184.96,3.08
-6.39,-2587.8,4537.8,185.05,3.22
-6.3,-2592.7,4542.7,185.14,3.79
-6.44,-2597.7,4547.7,185.23,2.93
-7.58,-2602.6,4552.6,185.32,2.17
-6.88,-2607.6,4557.6,185.41,3.13
-7.35,-2613.1,4563.1,185.51,3.62
-6.2,-2618.6,4568.6,185.61,4.65
-6.22,-2624.1,4574.1,185.71,4.83
-6.64,-2629.6,4579.6,185.81,3.51
-6.64,-2635.1,4585.1,185.91,3.8
-6.82,-2640.6,4590.6,186.01,3.09
-6.63,-2646.1,4596.1,186.11,3.37
-6.47,-2651.6,4601.6,186.21,3.81
-6.62,-2657.1,4607.1,186.31,3.5
-6.51,-2662.6,4612.6,186.41,4.23
-6.59,-2668.1,4618.1,186.51,3.62
-6.81,-2673.6,4623.6,186.61,3.53
-6.39,-2679.1,4629.1,186.71,4.29
-6.71,-2684,4634,186.8,3.66
-6.98,-2689,4639,186.89,2.35
-7.46,-2693.4,4643.4,186.97,1.77
-6.85,-2698.3,4648.3,187.06,3.17
-6.66,-2703.3,4653.3,187.15,2.81
-6.77,-2708.2,4658.2,187.24,2.43
-7,-2712.6,4662.6,187.32,3.21
-7.2,-2717.6,4667.6,187.41,2.37
-8.12,-2727.5,4677.5,187.59,0.46
-8.09,-2736.8,4686.8,187.76,1.53
-7.31,-2746.7,4696.7,187.94,2.15
-6.35,-2756.1,4706.1,188.11,4.79
-6.16,-2763.2,4713.2,188.24,5.1
-6.31,-2770.4,4720.4,188.37,4.66
-7.14,-2777.5,4727.5,188.5,3.43
-6.62,-2784.7,4734.7,188.63,4.3
-6.31,-2791.8,4741.8,188.76,4.69
-6.88,-2799,4749,188.89,3.18
-6.76,-2806.7,4756.7,189.03,4.08
-7.19,-2813.8,4763.8,189.16,2.39
-6.7,-2821,4771,189.29,3.86
-6.52,-2828.1,4778.1,189.42,4.05
-7.06,-2835.3,4785.3,189.55,2.77
-6.36,-2842.4,4792.4,189.68,3.39
-6.43,-2849.6,4799.6,189.81,3.4
-6.39,-2856.7,4806.7,189.94,4.08
-6.18,-2863.8,4813.8,190.07,4.66
-5.86,-2870.8,4820.8,190.2,4.92
-6.33,-2877.8,4827.8,190.33,4.18
-6.82,-2884.8,4834.8,190.46,3.21
-6.25,-2891.9,4841.9,190.59,3.76
-6.22,-2898.9,4848.9,190.72,3.85
-7.37,-2905.9,4855.9,190.85,2.72
-6.38,-2912.9,4862.9,190.98,3.39
-6.65,-2920.1,4870.1,191.11,3.58
-5.81,-2925,4875,191.2,5.22
-5.98,-2929.4,4879.4,191.28,5.16
-6.23,-2934.4,4884.4,191.37,5.32
-6.16,-2939.3,4889.3,191.46,5.48
-6.26,-2943.7,4893.7,191.54,5.24
-6.11,-2948.7,4898.7,191.63,5.35
-6.15,-2953.6,4903.6,191.72,5.2
-6.05,-2958,4908,191.8,5.31
-6.2,-2963,4913,191.89,5.21
-6.34,-2967.9,4917.9,191.98,5.21
-6.13,-2972.3,4922.3,192.06,5.64
-6.3,-2977.3,4927.3,192.15,5.46
-6.19,-2982.2,4932.2,192.24,5.43
-6.05,-2986.6,4936.6,192.32,5.58
-6.47,-2991.6,4941.6,192.41,5.27
-6.44,-2996,4946,192.49,5
-6.72,-3000.9,4950.9,192.58,3.78
-6.66,-3005.3,4955.3,192.66,4.26
-6.26,-3009.7,4959.7,192.74,4.59
-7.35,-3014.7,4964.7,192.83,3.81
-6.51,-3019.1,4969.1,192.91,4.08
-7.07,-3023.5,4973.5,192.99,3.07
-7.06,-3028.4,4978.4,193.08,3.33
-7.99,-3032.8,4982.8,193.16,2.99
-6.77,-3037.2,4987.2,193.24,3.98
-6.88,-3042.2,4992.2,193.33,3.05
-6.62,-3046.6,4996.6,193.41,4.33
-6.28,-3051,5001,193.49,4.34
-7,-3054.8,5004.8,193.56,3.13
-7.63,-3059.2,5009.2,193.64,2.28
-6.73,-3063.1,5013.1,193.71,3.46
-6.94,-3067.5,5017.5,193.79,3.35
-7.13,-3071.3,5021.3,193.86,3.41
-6.82,-3075.7,5025.7,193.94,4.24
-6.9,-3079.6,5029.6,194.01,3.73
-6.52,-3085.1,5035.1,194.11,4.75
-5.91,-3090.6,5040.6,194.21,4.75
-6.01,-3096.1,5046.1,194.31,4.7
-6.18,-3101.6,5051.6,194.41,5.12
-6.2,-3106.5,5056.5,194.5,5.94
-6,-3110.9,5060.9,194.58,5.16
-6.38,-3115.9,5065.9,194.67,3.95
-7.77,-3120.3,5070.3,194.75,2.99
-6.99,-3125.2,5075.2,194.84,3.84
-6.06,-3130.2,5080.2,194.93,4.76
-6.07,-3134.6,5084.6,195.01,4.43
-6.53,-3139.5,5089.5,195.1,3.64
-6.53,-3143.9,5093.9,195.18,3.75
-6.47,-3148.9,5098.9,195.27,2.2
-6.36,-3153.8,5103.8,195.36,2.52
-6.28,-3158.2,5108.2,195.44,1.66
-6.16,-3163.2,5113.2,195.53,2.49
-5.79,-3167.6,5117.6,195.61,3.51
-5.84,-3172.5,5122.5,195.7,2.25
-6.27,-3177.5,5127.5,195.79,1.89
-6.15,-3181.9,5131.9,195.87,2.08
-6,-3185.2,5135.2,195.93,5.38
-6.17,-3188.5,5138.5,195.99,5.5
-5.98,-3191.8,5141.8,196.05,5.8
-6.04,-3195.1,5145.1,196.11,5.64
-6.16,-3198.4,5148.4,196.17,5.61
-6.14,-3201.7,5151.7,196.23,5.58
-6.18,-3205,5155,196.29,5.71
-6.1,-3208.3,5158.3,196.35,5.42
-7.3,-3211.6,5161.6,196.41,0.51
-5.85,-3214.9,5164.9,196.47,3.97
-5.69,-3220.4,5170.4,196.57,4.16
-5.86,-3225.3,5175.3,196.66,2.83
-5.6,-3230.8,5180.8,196.76,1.39
-6.36,-3236.3,5186.3,196.86,0.62
-7.08,-3241.3,5191.3,196.95,0.13
-6.81,-3246.7,5196.7,197.05,1.15
-6.47,-3251.6,5201.6,197.14,4.49
-6.19,-3257,5207,197.24,4.48
-6.23,-3262.4,5212.4,197.34,4.07
-7.31,-3267.2,5217.2,197.43,3.28
-7.95,-3271,5221,197.5,2.39
-6.23,-3275.3,5225.3,197.58,5.16
-6.96,-3279.1,5229.1,197.65,4.03
-6.5,-3282.9,5232.9,197.72,4.36
-6.44,-3287.2,5237.2,197.8,4.49
-6.59,-3291,5241,197.87,4.56
-6.49,-3294.8,5244.8,197.94,4.52
-6.47,-3300.2,5250.2,198.04,4.14
-6.18,-3305.7,5255.7,198.14,4.45
-6.07,-3311.2,5261.2,198.24,4.38
-6.2,-3317.3,5267.3,198.35,4.07
-6.4,-3322.8,5272.8,198.45,3.95
-6.13,-3328.3,5278.3,198.55,4.42
-6.48,-3333.8,5283.8,198.65,4.58
-6.41,-3339.3,5289.3,198.75,4.42
-6.34,-3344.8,5294.8,198.85,4.19
-6.17,-3350.3,5300.3,198.95,4.26
-6.61,-3355.8,5305.8,199.05,2.68
-6.21,-3361.3,5311.3,199.15,4.57
-6.2,-3366.8,5316.8,199.25,4.86
-6.17,-3372.8,5322.8,199.36,2.57
-6.87,-3378.3,5328.3,199.46,1.27
-6.59,-3383.8,5333.8,199.56,1.69
-6.9,-3389.3,5339.3,199.66,2.54
-6.84,-3394.8,5344.8,199.76,2.33
-6.8,-3400.3,5350.3,199.86,2.11
-7,-3405.8,5355.8,199.96,2.33
-7.44,-3414.6,5364.6,200.12,1.29
-7,-3424,5374,200.29,2.42
-6.69,-3433.3,5383.3,200.46,2.77
-7.3,-3442.1,5392.1,200.62,1.2
-7.4,-3451.5,5401.5,200.79,1.8
-7,-3460.8,5410.8,200.96,2.83
-6.99,-3466.9,5416.9,201.07,3.46
-7.44,-3472.9,5422.9,201.18,2.29
-7.38,-3479,5429,201.29,4.57
-7.26,-3485,5435,201.4,4.56
-7.36,-3491.1,5441.1,201.51,3.02
-7.37,-3497.1,5447.1,201.62,2.54
-7.01,-3503.2,5453.2,201.73,3.5
-6.8,-3509.8,5459.8,201.85,3.76
-7.03,-3515.8,5465.8,201.96,3.51
-7.06,-3520.8,5470.8,202.05,3.93
-6.47,-3526.3,5476.3,202.15,4.33
-6.36,-3531.2,5481.2,202.24,4.53
-6.41,-3536.7,5486.7,202.34,4.45
-5.91,-3541.7,5491.7,202.43,4.65
-6.2,-3547.2,5497.2,202.53,4.49
-6.36,-3552.1,5502.1,202.62,3.84
-6.35,-3557.6,5507.6,202.72,4.34
-6.12,-3562.6,5512.6,202.81,4.44
-6.49,-3568.1,5518.1,202.91,3.95
-6.35,-3573,5523,203,4.21
-6.04,-3578.4,5528.4,203.1,4.51
-5.69,-3583.3,5533.3,203.19,4.68
-6.08,-3588.7,5538.7,203.29,3.98
-6.42,-3593.5,5543.5,203.38,3.66
-6.21,-3598.9,5548.9,203.48,4.18
-6.14,-3604.3,5554.3,203.58,4.27
-6.24,-3609.7,5559.7,203.68,4.34
-6.33,-3615.1,5565.1,203.78,4.39
-6.11,-3620.5,5570.5,203.88,4.63
-6.3,-3625.9,5575.9,203.98,4.13
-6.54,-3631.4,5581.4,204.08,4.25
-6.68,-3636.9,5586.9,204.18,4.15
-6.66,-3641.3,5591.3,204.26,3.46
-6.48,-3645.7,5595.7,204.34,3.43
-6.57,-3650.7,5600.7,204.43,3.32
-6.48,-3655.1,5605.1,204.51,3.44
-6.72,-3659.5,5609.5,204.59,3.43
-6.87,-3664.4,5614.4,204.68,3.37
-7.06,-3670.5,5620.5,204.79,2.75
