d18O (permil),year (AD),d18O (permil),d18O (permil)
-33.0068786711141,1067,-33.0068786711141,-33.0068786711141
-31.8690299257734,1066,-31.8690299257734,-31.8690299257734
-33.4132272152607,1065,-33.4132272152607,-33.4132272152607
-31.2493714648329,1064,-31.2493714648329,-31.2493714648329
-33.3531995536014,1063,-33.3531995536014,-33.3531995536014
-34.2102562537024,1062,-34.2102562537024,-34.2102562537024
-31.655459262972,1061,-31.655459262972,-31.655459262972
-32.6779676565113,1060,-32.6779676565113,-32.6779676565113
-32.510619005541,1059,-32.510619005541,-32.510619005541
-34.6703144744478,1058,-34.6703144744478,-34.6703144744478
-34.1447084500703,1057,-34.1447084500703,-34.1447084500703
-33.6683612380333,1056,-33.6683612380333,-33.6683612380333
-33.9259803001658,1055,-33.9259803001658,-33.9259803001658
-34.7494917379582,1054,-34.7494917379582,-34.7494917379582
-32.7743177572289,1053,-32.7743177572289,-32.7743177572289
-32.2637556630325,1052,-32.2637556630325,-32.2637556630325
-33.1862261046744,1051,-33.1862261046744,-33.1862261046744
-33.4706134134464,1050,-33.4706134134464,-33.4706134134464
-34.6086357862171,1049,-34.6086357862171,-34.6086357862171
-35.2645271514081,1048,-35.2645271514081,-35.2645271514081
-33.5708792626734,1047,-33.5708792626734,-33.5708792626734
-32.5737348900181,1046,-32.5737348900181,-32.5737348900181
-32.8480029525665,1045,-32.8480029525665,-32.8480029525665
-31.5500263019945,1044,-31.5500263019945,-31.5500263019945
-34.0387662748179,1043,-34.0387662748179,-34.0387662748179
-33.2224373604546,1042,-33.2224373604546,-33.2224373604546
-32.3370627956335,1041,-32.3370627956335,-32.3370627956335
-35.2211976633148,1040,-35.2211976633148,-35.2211976633148
-34.957210914228,1039,-34.957210914228,-34.957210914228
-32.6252141585764,1038,-32.6252141585764,-32.6252141585764
-32.6381221324289,1037,-32.6381221324289,-32.6381221324289
-31.0197762786484,1036,-31.0197762786484,-31.0197762786484
-32.145981275619,1035,-32.145981275619,-32.145981275619
-31.6887454307923,1034,-31.6887454307923,-31.6887454307923
-32.5048570707236,1033,-32.5048570707236,-32.5048570707236
-32.3733386804051,1032,-32.3733386804051,-32.3733386804051
-33.3123433290052,1031,-33.3123433290052,-33.3123433290052
-34.2665195926204,1030,-34.2665195926204,-34.2665195926204
-34.1447034282165,1029,-34.1447034282165,-34.1447034282165
-34.7728955403868,1028,-34.7728955403868,-34.7728955403868
-33.0175498976369,1027,-33.0175498976369,-33.0175498976369
-33.8408669823215,1026,-33.8408669823215,-33.8408669823215
-32.8188610218587,1025,-32.8188610218587,-32.8188610218587
-32.2154432715405,1024,-32.2154432715405,-32.2154432715405
-34.0988141287639,1023,-34.0988141287639,-34.0988141287639
-32.8027397342443,1022,-32.8027397342443,-32.8027397342443
-33.6654478629634,1021,-33.6654478629634,-33.6654478629634
-32.9187349397231,1020,-32.9187349397231,-32.9187349397231
-31.2807546854399,1019,-31.2807546854399,-31.2807546854399
-31.0388768028708,1018,-31.0388768028708,-31.0388768028708
-33.7796723356226,1017,-33.7796723356226,-33.7796723356226
-33.8665235443228,1016,-33.8665235443228,-33.8665235443228
-33.6108453593342,1015,-33.6108453593342,-33.6108453593342
-33.6740964742227,1014,-33.6740964742227,-33.6740964742227
-33.0451099056266,1013,-33.0451099056266,-33.0451099056266
-34.000908226487,1012,-34.000908226487,-34.000908226487
-33.7125572141902,1011,-33.7125572141902,-33.7125572141902
-32.4758613725509,1010,-32.4758613725509,-32.4758613725509
-32.5584323985415,1009,-32.5584323985415,-32.5584323985415
-33.1901859185714,1008,-33.1901859185714,-33.1901859185714
-33.4061212965219,1007,-33.4061212965219,-33.4061212965219
-33.1974566180267,1006,-33.1974566180267,-33.1974566180267
-32.8887798811518,1005,-32.8887798811518,-32.8887798811518
-34.6851802446651,1004,-34.6851802446651,-34.6851802446651
-34.1957736027138,1003,-34.1957736027138,-34.1957736027138
-33.4762380453163,1002,-33.4762380453163,-33.4762380453163
-33.3139257307101,1001,-33.3139257307101,-33.3139257307101
-33.2676221241161,1000,-33.2676221241161,-33.2676221241161
-32.4353641915478,999,-32.4353641915478,-32.4353641915478
-31.9469436886221,998,-31.9469436886221,-31.9469436886221
-34.5769762287845,997,-34.5769762287845,-34.5769762287845
-34.1579098574099,996,-34.1579098574099,-34.1579098574099
-34.3165573821208,995,-34.3165573821208,-34.3165573821208
-33.3869698930626,994,-33.3869698930626,-33.3869698930626
-31.8804464104759,993,-31.8804464104759,-31.8804464104759
-33.5400263857647,992,-33.5400263857647,-33.5400263857647
-33.5896558169084,991,-33.5896558169084,-33.5896558169084
-32.8062071680074,990,-32.8062071680074,-32.8062071680074
-33.3647359062841,989,-33.3647359062841,-33.3647359062841
-33.3690441441768,988,-33.3690441441768,-33.3690441441768
-31.7501910299516,987,-31.7501910299516,-31.7501910299516
-32.8437789788168,986,-32.8437789788168,-32.8437789788168
-33.1932516197494,985,-33.1932516197494,-33.1932516197494
-32.1067467448856,984,-32.1067467448856,-32.1067467448856
-33.0729168761501,983,-33.0729168761501,-33.0729168761501
-33.4705277608172,982,-33.4705277608172,-33.4705277608172
-33.5182079472855,981,-33.5182079472855,-33.5182079472855
-32.9981392704861,980,-32.9981392704861,-32.9981392704861
-33.559073816668,979,-33.559073816668,-33.559073816668
-33.5955146989413,978,-33.5955146989413,-33.5955146989413
-35.3093998577138,977,-35.3093998577138,-35.3093998577138
-33.6197954202143,976,-33.6197954202143,-33.6197954202143
-33.2369716346112,975,-33.2369716346112,-33.2369716346112
-34.5294317030122,974,-34.5294317030122,-34.5294317030122
-34.8319190461729,973,-34.8319190461729,-34.8319190461729
-33.9871845745605,972,-33.9871845745605,-33.9871845745605
-34.8619121294677,971,-34.8619121294677,-34.8619121294677
-34.2158502884106,970,-34.2158502884106,-34.2158502884106
-32.3059940399199,969,-32.3059940399199,-32.3059940399199
-32.5075257659492,968,-32.5075257659492,-32.5075257659492
-33.9668343554728,967,-33.9668343554728,-33.9668343554728
-33.2680123632796,966,-33.2680123632796,-33.2680123632796
-32.9463804771624,965,-32.9463804771624,-32.9463804771624
-33.3837839584759,964,-33.3837839584759,-33.3837839584759
-34.3418688283456,963,-34.3418688283456,-34.3418688283456
-34.2407082805542,962,-34.2407082805542,-34.2407082805542
-33.2302280329237,961,-33.2302280329237,-33.2302280329237
-33.4330991517101,960,-33.4330991517101,-33.4330991517101
-30.8443377915754,959,-30.8443377915754,-30.8443377915754
-33.4477829445669,958,-33.4477829445669,-33.4477829445669
-34.5247798022564,957,-34.5247798022564,-34.5247798022564
-35.3279640616416,956,-35.3279640616416,-35.3279640616416
-34.2573555998272,955,-34.2573555998272,-34.2573555998272
-34.4110784738356,954,-34.4110784738356,-34.4110784738356
-33.6583238747686,953,-33.6583238747686,-33.6583238747686
-34.9708699800522,952,-34.9708699800522,-34.9708699800522
-32.3724082898407,951,-32.3724082898407,-32.3724082898407
-31.8226190411882,950,-31.8226190411882,-31.8226190411882
-31.3704987466678,949,-31.3704987466678,-31.3704987466678
-31.3184732399644,948,-31.3184732399644,-31.3184732399644
-31.5405564020746,947,-31.5405564020746,-31.5405564020746
-31.413011734338,946,-31.413011734338,-31.413011734338
-33.2858041562013,945,-33.2858041562013,-33.2858041562013
-34.1662035485758,944,-34.1662035485758,-34.1662035485758
-34.2360262557962,943,-34.2360262557962,-34.2360262557962
-34.2989431081293,942,-34.2989431081293,-34.2989431081293
-35.7000785611152,941,-35.7000785611152,-35.7000785611152
-33.8336027776623,940,-33.8336027776623,-33.8336027776623
-33.0557924930033,939,-33.0557924930033,-33.0557924930033
-33.8356675102815,938,-33.8356675102815,-33.8356675102815
-31.6734220501093,937,-31.6734220501093,-31.6734220501093
-32.3509262407277,936,-32.3509262407277,-32.3509262407277
-34.8195941273542,935,-34.8195941273542,-34.8195941273542
-35.222468461487,934,-35.222468461487,-35.222468461487
-33.6655471499928,933,-33.6655471499928,-33.6655471499928
-32.5961218965553,932,-32.5961218965553,-32.5961218965553
-33.6637654201209,931,-33.6637654201209,-33.6637654201209
-33.865399214676,930,-33.865399214676,-33.865399214676
-31.9156584402471,929,-31.9156584402471,-31.9156584402471
-34.5513232167893,928,-34.5513232167893,-34.5513232167893
-32.1777594648789,927,-32.1777594648789,-32.1777594648789
-31.9820298463664,926,-31.9820298463664,-31.9820298463664
-32.5322262108652,925,-32.5322262108652,-32.5322262108652
-32.2200754962969,924,-32.2200754962969,-32.2200754962969
-32.6422455734359,923,-32.6422455734359,-32.6422455734359
-33.8577525388272,922,-33.8577525388272,-33.8577525388272
-33.4394944053689,921,-33.4394944053689,-33.4394944053689
-34.638034696606,920,-34.638034696606,-34.638034696606
-35.5667485619817,919,-35.5667485619817,-35.5667485619817
-32.6668800877663,918,-32.6668800877663,-32.6668800877663
-33.7977225076874,917,-33.7977225076874,-33.7977225076874
-33.4614610051001,916,-33.4614610051001,-33.4614610051001
-31.8863285703339,915,-31.8863285703339,-31.8863285703339
-34.3841989182037,914,-34.3841989182037,-34.3841989182037
-33.6203271029897,913,-33.6203271029897,-33.6203271029897
-33.3247655483991,912,-33.3247655483991,-33.3247655483991
-33.3790505414591,911,-33.3790505414591,-33.3790505414591
-31.4550922344111,910,-31.4550922344111,-31.4550922344111
-31.80235359086,909,-31.80235359086,-31.80235359086
-32.4454990890761,908,-32.4454990890761,-32.4454990890761
-32.9338292693337,907,-32.9338292693337,-32.9338292693337
-33.0497272400537,906,-33.0497272400537,-33.0497272400537
-32.2653361581659,905,-32.2653361581659,-32.2653361581659
-33.2584060789081,904,-33.2584060789081,-33.2584060789081
-33.449930568568,903,-33.449930568568,-33.449930568568
-34.0675766959674,902,-34.0675766959674,-34.0675766959674
-33.9110385557824,901,-33.9110385557824,-33.9110385557824
-33.1226076105267,900,-33.1226076105267,-33.1226076105267
-32.9348635326701,899,-32.9348635326701,-32.9348635326701
-33.1756269272228,898,-33.1756269272228,-33.1756269272228
-34.4482093430119,897,-34.4482093430119,-34.4482093430119
-34.4176889163841,896,-34.4176889163841,-34.4176889163841
-32.7482881918914,895,-32.7482881918914,-32.7482881918914
-32.9372523487605,894,-32.9372523487605,-32.9372523487605
-34.1225681809799,893,-34.1225681809799,-34.1225681809799
-32.9653607262999,892,-32.9653607262999,-32.9653607262999
-33.9729187641904,891,-33.9729187641904,-33.9729187641904
-32.9613400599166,890,-32.9613400599166,-32.9613400599166
-33.5248758678299,889,-33.5248758678299,-33.5248758678299
-32.4676645016976,888,-32.4676645016976,-32.4676645016976
-33.0811106845527,887,-33.0811106845527,-33.0811106845527
-34.6060908351693,886,-34.6060908351693,-34.6060908351693
-34.8444930769409,885,-34.8444930769409,-34.8444930769409
-33.7773618169441,884,-33.7773618169441,-33.7773618169441
-35.7517617454676,883,-35.7517617454676,-35.7517617454676
-35.0647337897511,882,-35.0647337897511,-35.0647337897511
-34.0678373960972,881,-34.0678373960972,-34.0678373960972
-34.0910404921313,880,-34.0910404921313,-34.0910404921313
-32.086980601074,879,-32.086980601074,-32.086980601074
-33.2270238726491,878,-33.2270238726491,-33.2270238726491
-34.3720364208103,877,-34.3720364208103,-34.3720364208103
-33.3720817883988,876,-33.3720817883988,-33.3720817883988
-32.6236937389139,875,-32.6236937389139,-32.6236937389139
-32.3869356321674,874,-32.3869356321674,-32.3869356321674
-31.8383254156229,873,-31.8383254156229,-31.8383254156229
-33.4548101281856,872,-33.4548101281856,-33.4548101281856
-34.1045618339975,871,-34.1045618339975,-34.1045618339975
-33.5455263932627,870,-33.5455263932627,-33.5455263932627
-33.5985747313914,869,-33.5985747313914,-33.5985747313914
-33.4466308204853,868,-33.4466308204853,-33.4466308204853
-33.0531492411386,867,-33.0531492411386,-33.0531492411386
-32.0697601440742,866,-32.0697601440742,-32.0697601440742
-32.8223047144882,865,-32.8223047144882,-32.8223047144882
-33.2239016061416,864,-33.2239016061416,-33.2239016061416
-33.6411508365648,863,-33.6411508365648,-33.6411508365648
-34.9632753743184,862,-34.9632753743184,-34.9632753743184
-34.474414954483,861,-34.474414954483,-34.474414954483
-33.7283430252839,860,-33.7283430252839,-33.7283430252839
-32.4491848544445,859,-32.4491848544445,-32.4491848544445
-33.2747636708495,858,-33.2747636708495,-33.2747636708495
-32.8732076254361,857,-32.8732076254361,-32.8732076254361
-32.3935025112348,856,-32.3935025112348,-32.3935025112348
-32.5450359964582,855,-32.5450359964582,-32.5450359964582
-32.6384587989101,854,-32.6384587989101,-32.6384587989101
-33.5154491466372,853,-33.5154491466372,-33.5154491466372
-34.4878545189821,852,-34.4878545189821,-34.4878545189821
-34.5462548386139,851,-34.5462548386139,-34.5462548386139
-34.5221097076212,850,-34.5221097076212,-34.5221097076212
-33.4006613144563,849,-33.4006613144563,-33.4006613144563
-33.5388780117096,848,-33.5388780117096,-33.5388780117096
-32.7192123758509,847,-32.7192123758509,-32.7192123758509
-33.9015858238573,846,-33.9015858238573,-33.9015858238573
-33.9861691825269,845,-33.9861691825269,-33.9861691825269
-32.8840372569114,844,-32.8840372569114,-32.8840372569114
-33.1356318788294,843,-33.1356318788294,-33.1356318788294
-34.3054022041653,842,-34.3054022041653,-34.3054022041653
-35.2341373829687,841,-35.2341373829687,-35.2341373829687
-35.7572689037454,840,-35.7572689037454,-35.7572689037454
-35.9095826285307,839,-35.9095826285307,-35.9095826285307
-34.0113393148948,838,-34.0113393148948,-34.0113393148948
-32.6943191787708,837,-32.6943191787708,-32.6943191787708
-33.8934051226925,836,-33.8934051226925,-33.8934051226925
-32.8699650791106,835,-32.8699650791106,-32.8699650791106
-32.0672054514171,834,-32.0672054514171,-32.0672054514171
-32.6429800838889,833,-32.6429800838889,-32.6429800838889
-33.3199630110381,832,-33.3199630110381,-33.3199630110381
-33.9038775790962,831,-33.9038775790962,-33.9038775790962
-34.2129117002819,830,-34.2129117002819,-34.2129117002819
-33.8645163330588,829,-33.8645163330588,-33.8645163330588
-32.9064962569262,828,-32.9064962569262,-32.9064962569262
-32.1070941944857,827,-32.1070941944857,-32.1070941944857
-32.8376590286965,826,-32.8376590286965,-32.8376590286965
-34.2899477974491,825,-34.2899477974491,-34.2899477974491
-36.5204640147994,824,-36.5204640147994,-36.5204640147994
-34.5566176611032,823,-34.5566176611032,-34.5566176611032
-33.7015694606718,822,-33.7015694606718,-33.7015694606718
-33.6241892110223,821,-33.6241892110223,-33.6241892110223
-34.4099746378064,820,-34.4099746378064,-34.4099746378064
-35.2892467814462,819,-35.2892467814462,-35.2892467814462
-35.697963670545,818,-35.697963670545,-35.697963670545
-33.1544249898871,817,-33.1544249898871,-33.1544249898871
-34.4682728300153,816,-34.4682728300153,-34.4682728300153
-34.4983143496794,815,-34.4983143496794,-34.4983143496794
-33.6460270959459,814,-33.6460270959459,-33.6460270959459
-34.9875698466899,813,-34.9875698466899,-34.9875698466899
-32.7126038514771,812,-32.7126038514771,-32.7126038514771
-33.2081743199956,811,-33.2081743199956,-33.2081743199956
-32.8814768098948,810,-32.8814768098948,-32.8814768098948
-32.3848826044748,809,-32.3848826044748,-32.3848826044748
-32.3680946310369,808,-32.3680946310369,-32.3680946310369
-32.3504196997264,807,-32.3504196997264,-32.3504196997264
-33.249821188103,806,-33.249821188103,-33.249821188103
-32.9312174765649,805,-32.9312174765649,-32.9312174765649
-33.1080201937397,804,-33.1080201937397,-33.1080201937397
-33.4720469512513,803,-33.4720469512513,-33.4720469512513
-31.9572464793063,802,-31.9572464793063,-31.9572464793063
-33.0750673578762,801,-33.0750673578762,-33.0750673578762
-33.6294974862864,800,-33.6294974862864,-33.6294974862864
-34.2939617177517,799,-34.2939617177517,-34.2939617177517
-33.6977169957678,798,-33.6977169957678,-33.6977169957678
-34.4616623050074,797,-34.4616623050074,-34.4616623050074
-34.6207284550167,796,-34.6207284550167,-34.6207284550167
-34.3720013710328,795,-34.3720013710328,-34.3720013710328
-34.3629830916189,794,-34.3629830916189,-34.3629830916189
-33.2369603813124,793,-33.2369603813124,-33.2369603813124
-32.4484809949609,792,-32.4484809949609,-32.4484809949609
-32.9325783069733,791,-32.9325783069733,-32.9325783069733
-33.6746065156342,790,-33.6746065156342,-33.6746065156342
-33.4525970459687,789,-33.4525970459687,-33.4525970459687
-33.2374599546833,788,-33.2374599546833,-33.2374599546833
-32.9355206817591,787,-32.9355206817591,-32.9355206817591
-33.6032215322399,786,-33.6032215322399,-33.6032215322399
