d18O (permil),year (AD),Sr_Ca (mmol/mol),d13C (permil)
-5.2869,1890.63,8.6975,-1.1697
-5.3357,1890.55,8.6865,-1.311
-5.3418,1890.46,8.6794,-1.2901
-5.3336,1890.38,8.69,-1.2129
-5.3069,1890.3,8.6951,-1.1369
-5.341,1890.21,8.6955,-1.1597
-5.3796,1890.13,8.6928,-1.267
-5.4429,1890.05,8.6762,-1.4988
-5.4625,1889.96,8.6624,-1.6002
-5.3678,1889.88,8.6602,-1.5605
-5.3305,1889.8,8.6455,-1.4859
-5.3268,1889.71,8.6381,-1.3308
-5.2753,1889.63,8.6569,-1.1971
-5.3073,1889.55,8.6546,-1.19
-5.3776,1889.46,8.654,-1.2436
-5.3945,1889.38,8.6591,-1.1404
-5.4139,1889.3,8.6677,-1.1726
-5.4229,1889.21,8.6792,-1.2022
-5.4144,1889.13,8.695,-1.2635
-5.4271,1889.05,8.6844,-1.3015
-5.2969,1888.96,8.6847,-1.2837
-5.117,1888.88,8.7058,-1.1035
-4.918,1888.8,8.7329,-1.0212
-4.8358,1888.71,8.7543,-1.0682
-4.7767,1888.63,8.7798,-1.1146
-4.9079,1888.55,8.7857,-1.3837
-5.002,1888.46,8.7741,-1.303
-5.1237,1888.38,8.738,-0.87814
-5.1426,1888.3,8.7709,-0.74316
-5.1314,1888.21,8.7719,-0.87434
-5.0334,1888.13,8.7712,-0.8984
-4.9195,1888.05,8.7923,-1.0483
-4.8543,1887.96,8.7949,-1.0799
-4.8754,1887.88,8.7654,-1.1605
-5.0102,1887.8,8.7254,-1.2571
-5.1023,1887.71,8.7151,-1.223
-5.217,1887.63,8.7305,-1.2747
-5.2761,1887.55,8.709,-1.3714
-5.3304,1887.46,8.7217,-1.6086
-5.3176,1887.38,8.7479,-1.8495
-5.2393,1887.3,8.766,-2.1358
-5.2134,1887.21,8.7412,-2.3116
-5.127,1887.13,8.7594,-2.2232
-5.1436,1887.05,8.7638,-2.275
-5.1569,1886.96,8.7358,-2.2241
-5.0754,1886.88,8.7277,-2.0395
-5.0422,1886.8,8.7498,-1.8214
-5.0955,1886.71,8.7403,-1.6506
-5.106,1886.63,8.7292,-1.6552
-5.0378,1886.55,8.7302,-1.6719
-4.9047,1886.46,8.7311,-1.6095
-4.86,1886.38,8.7351,-1.4006
-4.9123,1886.3,8.7295,-1.1274
-5.0038,1886.21,8.7398,-1.1257
-5.0643,1886.13,8.7544,-1.4598
-5.0878,1886.05,8.754,-1.7692
-4.9791,1885.96,8.7655,-2.039
-4.9083,1885.88,8.7903,-2.1726
-4.8708,1885.8,8.7973,-2.1237
-4.8251,1885.71,8.7841,-1.9205
-4.7726,1885.63,8.7931,-1.5508
-4.803,1885.55,8.8271,-1.3789
-4.8573,1885.46,8.8177,-1.4224
-4.8692,1885.38,8.8036,-1.2349
-4.9264,1885.3,8.8017,-0.95753
-4.9939,1885.21,8.7793,-0.71827
-5.0468,1885.13,8.7491,-0.61899
-5.1116,1885.05,8.738,-0.80208
-5.1289,1884.96,8.7328,-1.3139
-5.101,1884.88,8.7492,-1.5982
-5.1979,1884.8,8.7476,-1.7892
-5.2536,1884.71,8.7294,-1.8756
-5.2094,1884.63,8.734,-1.7857
-5.2416,1884.55,8.7237,-1.6772
-5.236,1884.46,8.7229,-1.645
-5.2363,1884.38,8.7492,-1.662
-5.1873,1884.3,8.7714,-1.6381
-5.1288,1884.21,8.7529,-1.6281
-5.1501,1884.13,8.7205,-1.5824
-5.2862,1884.05,8.7004,-1.4389
-5.3959,1883.96,8.6899,-1.4315
-5.4216,1883.88,8.7011,-1.7392
-5.4483,1883.8,8.751,-2.0686
-5.5161,1883.71,8.8049,-2.2354
-5.5206,1883.63,8.7507,-2.017
-5.451,1883.55,8.6714,-1.6271
-5.3154,1883.46,8.6698,-1.178
-5.2175,1883.38,8.6893,-0.94146
-5.1688,1883.3,8.7064,-0.90112
-5.1433,1883.21,8.7001,-0.87258
-5.1257,1883.13,8.7023,-1.0048
-5.1385,1883.05,8.6962,-1.0944
-5.1212,1882.96,8.6611,-0.85459
-5.065,1882.88,8.6612,-0.61717
-4.9293,1882.8,8.6975,-0.49888
-4.8374,1882.71,8.6966,-0.56255
-4.8618,1882.63,8.6894,-0.57971
-4.8941,1882.55,8.6734000000000009,-0.52824
-4.9068,1882.46,8.6586,-0.46525
-4.8966,1882.38,8.661,-0.44447
-4.8763,1882.3,8.6706,-0.41167
-4.8641,1882.21,8.6699,-0.42344
-4.9115,1882.13,8.6666,-0.47963
-5.0114,1882.05,8.6662,-0.54372
-5.0872,1881.96,8.6666,-0.55697
-5.0387,1881.88,8.6644,-0.45689
-4.8769,1881.8,8.6763,-0.26669
-4.7453,1881.71,8.6927,-0.13699
-4.7621,1881.63,8.6938,-0.20488
-4.9248,1881.55,8.6557,-0.51435
-5.0246,1881.46,8.6295,-0.75967
-5.0623,1881.38,8.6321,-0.9333
-5.0471,1881.3,8.611,-0.77447
-4.9352,1881.21,8.6177,-0.69555
-4.905,1881.13,8.6488,-0.64657
-4.9103,1881.05,8.707,-0.66827
-4.7845,1880.96,8.7132,-0.49342
-4.7125,1880.88,8.7242,-0.62338
-4.6655,1880.8,8.7701,-0.85415
-4.6088,1880.71,8.8037,-0.97122
-4.5462,1880.63,8.8228,-1.308
-4.5421,1880.55,8.8185,-1.5227
-4.6028,1880.46,8.7871,-1.5221
-4.6688,1880.38,8.7667,-1.5291
-4.7681,1880.3,8.7531,-1.5086
-4.9319,1880.21,8.731,-1.3409
-5.0438,1880.13,8.7058,-1.1345
-5.074,1880.05,8.6917,-1.1623000000000001
-5.0642,1879.96,8.6912,-1.2902
-5.05,1879.88,8.7025,-1.4472
-5.0305,1879.8,8.7156,-1.5274
-4.9608,1879.71,8.7195,-1.4537
-4.8621,1879.63,8.7203,-1.5145
-4.8554,1879.55,8.709,-1.7324
-4.9084,1879.46,8.7033,-1.8884
-4.9577,1879.38,8.7012,-1.9377
-4.9797,1879.3,8.6885,-1.9361
-5.0841,1879.21,8.6785,-1.8975
-5.0968,1879.13,8.6901,-1.693
-5.0623,1879.05,8.6938,-1.5661
-5.0463,1878.96,8.6891,-1.585
-5.0639,1878.88,8.6899,-1.6448
-5.0147,1878.8,8.6952,-1.6073
-5.0274,1878.71,8.7201,-1.5719
-4.9945,1878.63,8.723,-1.5714
-5.0522,1878.55,8.7019,-1.6095
-5.2066,1878.46,8.6794,-1.6768
-5.2493,1878.38,8.6817,-1.7846
-5.2836,1878.3,8.6664,-2.0095
-5.326,1878.21,8.6548,-2.3739
-5.3381,1878.13,8.6512,-2.4589
-5.3127,1878.05,8.654,-2.1669
-5.2658,1877.96,8.6605,-1.8335
-5.1346,1877.88,8.6793,-1.4607
-5.0407,1877.8,8.6967,-1.3204
-4.9296,1877.71,8.7422,-1.2397
-4.8568,1877.63,8.7839,-1.1741
-4.9119,1877.55,8.7803,-1.2232
-5.1341,1877.46,8.7312,-1.5351
-5.272,1877.38,8.716,-1.6961
-5.2504,1877.3,8.6977,-1.5829
-5.2274,1877.21,8.6845,-1.411
-5.3069,1877.13,8.6809,-1.3407
-5.4005,1877.05,8.6617,-1.3289
-5.3705,1876.96,8.6599,-1.1513
-5.2182,1876.88,8.6659,-0.94822
-5.0194,1876.8,8.6892,-0.85
-4.8638,1876.71,8.7318,-0.92605
-4.8056,1876.63,8.774,-1.1692
-4.9218,1876.55,8.7596,-1.5483
-5.1471,1876.46,8.7412,-1.7192
-5.2888,1876.38,8.7145,-1.6701
-5.2615,1876.3,8.6844,-1.6944
-5.2888,1876.21,8.6701,-1.8463
-5.2983,1876.13,8.6709,-2.1456
-5.3013,1876.05,8.6778,-2.4097
-5.329,1875.96,8.6994,-2.6807
-5.3623,1875.88,8.6923,-2.831
-5.3614,1875.8,8.6755,-2.8674
-5.288,1875.71,8.6629,-2.9133
-5.3338,1875.63,8.666,-2.9648
-5.3369,1875.55,8.6687,-3.0446
-5.2642,1875.46,8.6641,-3.0425
-5.2242,1875.38,8.6657,-2.9771
-5.2426,1875.3,8.6805,-2.9039
-5.2194,1875.21,8.6944,-3.0166
-5.2246,1875.13,8.7097,-3.2418
-5.1216,1875.05,8.7292,-3.3257
-5.098,1874.96,8.7427,-3.3114
-5.0903,1874.88,8.7424,-3.2402
-5.0713,1874.8,8.7491,-3.0538
-4.9599,1874.71,8.7845,-2.5288
-4.8539,1874.63,8.8129,-1.7391
-4.9012,1874.55,8.8154,-1.2609
-4.9714,1874.46,8.799,-1.0423
-5.0391,1874.38,8.7786,-0.89115
-5.1023,1874.3,8.7651,-0.7247
-5.166,1874.21,8.759,-0.67358
-5.2443,1874.13,8.7365,-0.72434
-5.2851,1874.05,8.7168,-0.90033
-5.2562,1873.96,8.7134,-1.185
-5.2661,1873.88,8.7036,-1.2033
-5.27,1873.8,8.6988,-1.1888
-5.2611,1873.71,8.6923,-1.1118
-5.2334,1873.63,8.68,-0.9547
-5.1914,1873.55,8.6699,-0.89241
-5.1916,1873.46,8.674,-0.88
-5.2063,1873.38,8.6786,-0.89276
-5.2095,1873.3,8.6749,-0.88814
-5.1715,1873.21,8.6621,-0.76061
-5.1841,1873.13,8.6694,-0.73
-5.1965,1873.05,8.6814,-0.76759
-5.1853,1872.96,8.6894,-0.87813
-5.1644,1872.88,8.6899,-1.0686
-5.16,1872.8,8.6888,-1.2648
-5.1381,1872.71,8.6862,-1.3334
-5.089,1872.63,8.6847,-1.2302
-5.0466,1872.55,8.6881,-1.0552
-5.1201,1872.46,8.668,-0.92587
-5.2233,1872.38,8.6407,-0.8871
-5.3326,1872.3,8.6587,-1.2098
-5.3149,1872.21,8.6731,-1.5451
-5.2932,1872.13,8.694,-1.5274
-5.269,1872.05,8.6749,-1.5373000000000001
-5.2458,1871.96,8.6593,-1.6845
-5.203,1871.88,8.6547,-1.7251
-5.2242,1871.8,8.6501,-1.8849
-5.2396,1871.71,8.6483,-1.974
-5.1789,1871.63,8.6666,-2.1994
-5.2044,1871.55,8.6718,-2.5873
-5.2948,1871.46,8.6614,-2.7106
-5.259,1871.38,8.6524,-2.6223
-5.2514,1871.3,8.6647,-2.5241
-5.2698,1871.21,8.6852,-2.4533
-5.3484,1871.13,8.6965,-2.2753
-5.3703,1871.05,8.6882,-2.1853
-5.3809,1870.96,8.6918,-2.2247
-5.3935,1870.88,8.7006,-2.393
-5.3774,1870.8,8.693,-2.5804
-5.3949,1870.71,8.6918,-2.6591
-5.3939,1870.63,8.6758,-2.5841
-5.4132,1870.55,8.6862,-2.3974
-5.4391,1870.46,8.7057,-2.2086
-5.4065,1870.38,8.7019,-1.9125
-5.3946,1870.3,8.7226,-1.6538
-5.3543,1870.21,8.7245,-1.3319
-5.2677,1870.13,8.7211,-1.0766
-5.2176,1870.05,8.725,-0.94227
-5.1867,1869.96,8.7134,-0.88294
-5.2392,1869.88,8.728,-0.94659
-5.1705,1869.8,8.7334,-0.88866
-5.0035,1869.71,8.7492,-0.77325
-4.8986,1869.63,8.7695,-0.71104
-4.9814,1869.55,8.769,-0.67704
-5.1846,1869.46,8.7586,-0.77031
-5.3558,1869.38,8.7572,-0.87698
-5.419,1869.3,8.7569,-0.96344
-5.403,1869.21,8.7358,-1.0228
-5.4048,1869.13,8.6972,-0.99502
-5.3705,1869.05,8.6904,-0.83687
-5.34,1868.96,8.6822,-0.71654
-5.3205,1868.88,8.6648,-0.61852
-5.2816,1868.8,8.6584,-0.54026
-5.2039,1868.71,8.6833,-0.51763
-5.1634,1868.63,8.7071,-0.54634
-5.2055,1868.55,8.6898,-0.61645
-5.2344,1868.46,8.6908,-0.6938
-5.2446,1868.38,8.7081,-0.78144
-5.2624,1868.3,8.7163,-0.86505
-5.2944,1868.21,8.7197,-0.80008
-5.2356,1868.13,8.7052,-0.83444
-5.1432,1868.05,8.6847,-0.82688
-5.14,1867.96,8.6809,-0.55269
-5.1399,1867.88,8.6769,-0.52387
-5.0962,1867.8,8.6982,-0.53
-5.0038,1867.71,8.7503,-0.47056
-4.9019,1867.63,8.8,-0.28137
-5.0315,1867.55,8.7909,-0.18739
-5.1603,1867.46,8.7458,-0.351
-5.0563,1867.38,8.7633,-0.44687
