d18O (permil),year (AD),depth (mm),d13C (permil)
-9.091,-2782,50.49,-4.867
-9.204,-2785,50.52,-4.937
-9.275,-2789,50.55,-5.2
-9.18,-2792,50.58,-5.041
-9.212,-2796,50.61,-5.187
-9.205,-2800,50.64,-5.275
-9.176,-2803,50.67,-5.404
-9.239,-2807,50.7,-5.283
-9.165,-2810,50.73,-5.443
-9.208,-2814,50.76,-5.291
-9.22,-2817,50.79,-5.341
-9.19,-2821,50.82,-5.45
-9.404,-2824,50.85,-5.673
-9.254,-2828,50.88,-5.638
-9.229,-2831,50.91,-5.625
-9.198,-2835,50.94,-5.642
-9.271,-2838,50.97,-5.615
-9.379,-2842,51,-5.966
-9.249,-2846,51.03,-5.878
-9.208,-2849,51.06,-5.563
-9.216,-2853,51.09,-5.927
-9.161,-2856,51.12,-5.918
-9.164,-2860,51.15,-5.828
-9.101,-2864,51.18,-5.63
-9.285,-2867,51.21,-5.951
-9.104,-2871,51.24,-5.836
-9.085,-2874,51.27,-5.725
-9.09,-2878,51.3,-5.698
-9.061,-2882,51.33,-6.159
-9.155,-2885,51.36,-6.137
-9.184,-2889,51.39,-6.319
-9.011,-2892,51.42,-6.267
-9.093,-2896,51.45,-6.194
-9.088,-2900,51.48,-6.375
-9.161,-2904,51.51,-6.672
-9.124,-2911,51.54,-6.547
-9.205,-2917,51.57,-6.66
-9.119,-2924,51.6,-6.59
-9.138,-2930,51.63,-6.5
-9.19,-2937,51.66,-6.458
-9.154,-2943,51.69,-6.457
-9.096,-2950,51.72,-6.351
-9.392,-2957,51.75,-5.958
-9.161,-2963,51.78,-6.197
-9.201,-2970,51.81,-6.352
-9.239,-2976,51.84,-6.318
-9.307,-2983,51.87,-6.222
-9.402,-2989,51.9,-6.181
-9.172,-2996,51.93,-6.185
-9.211,-3002,51.96,-6.156
-9.161,-3009,51.99,-6.247
-9.198,-3017,52.02,-6.247
-9.202,-3027,52.05,-6.194
-9.311,-3036,52.08,-6.239
-9.338,-3046,52.11,-6.399
-9.276,-3056,52.14,-6.478
-9.288,-3065,52.17,-6.3
-9.362,-3075,52.2,-6.37
-9.46,-3084,52.23,-6.414
-9.347,-3094,52.26,-6.378
-9.33,-3103,52.29,-6.329
-9.353,-3113,52.32,-6.378
-9.437,-3122,52.35,-6.457
-9.358,-3141,52.41,-6.502
-9.429,-3151,52.44,-6.636
-9.329,-3160,52.47,-6.368
-9.271,-3170,52.5,-6.422
-9.585,-3172,52.53,-6.522
-9.232,-3175,52.56,-6.172
-9.196,-3177,52.59,-6.085
-9.208,-3180,52.62,-6.262
-9.14,-3182,52.65,-6.298
-9.295,-3184,52.68,-6.279
-9.099,-3187,52.71,-6.184
-9.052,-3189,52.74,-6.148
-9.039,-3192,52.77,-6.196
-9.025,-3196,52.83,-6.234
-8.998,-3199,52.86,-6.263
-8.919,-3201,52.89,-6.234
-8.912,-3204,52.92,-6.268
-8.972,-3206,52.95,-6.183
-8.916,-3208,52.98,-6.208
-8.987,-3210,53.01,-6.184
-8.915,-3212,53.04,-6.142
-8.959,-3213,53.07,-6.068
-8.9,-3214,53.1,-6.002
-8.96,-3215,53.13,-6.089
-8.962,-3216,53.16,-6.084
-9.067,-3217,53.19,-6.193
-9.027,-3218,53.22,-6.201
-9.039,-3220,53.25,-6.246
-9.004,-3221,53.28,-6.119
-9.151,-3222,53.31,-6.106
-9.099,-3223,53.34,-6.012
-9.142,-3224,53.37,-6.142
-9.087,-3225,53.4,-6.082
-9.119,-3227,53.46,-5.998
-9.06,-3229,53.49,-6.01
-9.067,-3230,53.52,-5.907
-9.033,-3231,53.55,-5.827
-9.053,-3232,53.58,-5.735
-9.014,-3233,53.61,-5.783
-9.005,-3235,53.64,-5.642
-9.056,-3236,53.67,-5.618
-9.252,-3237,53.7,-5.607
-9.085,-3238,53.73,-5.619
-9.057,-3239,53.76,-5.505
-9.086,-3241,53.79,-5.58
-9.052,-3242,53.82,-5.441
-9.117,-3243,53.85,-5.421
-9.021,-3244,53.88,-5.367
-8.981,-3245,53.91,-5.21
-9.005,-3247,53.94,-5.073
-8.947,-3248,53.97,-5.102
-9.041,-3249,54,-5.122
-8.989,-3249,54.24,-5.015
-8.897,-3250,54.45,-4.897
-8.877,-3251,54.51,-4.744
-8.983,-3253,54.54,-4.778
-8.91,-3255,54.57,-4.797
-8.93,-3257,54.6,-4.732
-8.993,-3260,54.63,-4.714
-8.946,-3262,54.66,-4.736
-8.947,-3264,54.69,-4.703
-8.863,-3266,54.72,-4.675
-9.189,-3269,54.75,-4.763
-8.902,-3271,54.78,-4.666
-8.901,-3273,54.81,-4.659
-8.934,-3275,54.84,-4.539
-8.96,-3277,54.87,-4.434
-8.878,-3280,54.9,-4.429
-8.914,-3282,54.93,-4.426
-8.968,-3284,54.96,-4.491
-9.048,-3286,54.99,-4.458
-8.991,-3288,55.02,-4.468
-8.885,-3288,55.05,-4.499
-9.008,-3289,55.08,-4.504
-8.85,-3290,55.11,-4.493
-9.032,-3291,55.14,-4.556
-8.925,-3291,55.17,-4.545
-8.884,-3292,55.2,-4.537
-8.895,-3293,55.23,-4.51
-8.921,-3294,55.26,-4.535
-8.932,-3295,55.29,-4.583
-8.951,-3295,55.32,-4.553
-8.831,-3296,55.35,-4.488
-8.854,-3297,55.38,-4.522
-8.82,-3298,55.41,-4.581
-8.947,-3298,55.44,-4.625
-8.833,-3299,55.47,-4.585
-8.931,-3300,55.5,-4.65
-8.921,-3301,55.53,-4.698
-8.955,-3302,55.56,-4.732
-8.955,-3304,55.59,-4.811
-8.924,-3305,55.62,-4.498
-8.976,-3306,55.65,-4.733
-8.92,-3307,55.68,-4.839
-8.901,-3308,55.71,-4.875
-8.839,-3310,55.74,-4.839
-8.928,-3311,55.77,-4.824
-8.981,-3312,55.8,-5
-8.993,-3313,55.83,-4.861
-8.978,-3314,55.86,-4.898
-9.169,-3316,55.89,-4.983
-8.897,-3317,55.92,-5.043
-9.024,-3318,55.95,-5.012
-8.996,-3319,55.98,-5.02
-8.979,-3320,56.01,-5.133
-9.004,-3322,56.04,-5.032
-9.01,-3323,56.07,-5.115
-9.106,-3325,56.1,-5.152
-8.971,-3326,56.13,-5.105
-8.996,-3327,56.16,-5.115
-8.956,-3329,56.19,-5.192
-8.981,-3330,56.22,-5.251
-8.982,-3332,56.25,-5.095
-9.042,-3333,56.28,-5.112
-9.091,-3334,56.31,-5.186
-9.066,-3336,56.34,-5.206
-9.03,-3337,56.37,-5.243
-9.031,-3338,56.4,-5.162
-9.028,-3340,56.43,-5.263
-9.164,-3341,56.46,-5.277
-9.034,-3345,56.52,-5.311
-9.296,-3347,56.55,-5.395
-9.097,-3350,56.58,-5.36
-8.995,-3352,56.61,-5.359
-9.084,-3355,56.64,-5.354
-9.047,-3358,56.67,-5.285
-9.066,-3360,56.7,-5.266
-9.07,-3363,56.73,-5.297
-9,-3365,56.76,-5.13
-9.057,-3368,56.79,-5.148
-9.219,-3371,56.82,-5.156
-9.084,-3373,56.85,-5.083
-9.034,-3376,56.88,-5.067
-9.147,-3378,56.91,-4.959
-9.169,-3381,56.94,-4.862
-9.143,-3383,56.97,-4.844
-9.211,-3386,57,-4.809
-9.061,-3389,57.03,-4.798
-9.1,-3391,57.06,-4.639
-9.094,-3394,57.09,-4.855
-9.104,-3396,57.12,-4.639
-9.089,-3399,57.15,-4.73
-9.127,-3401,57.18,-4.772
-8.973,-3404,57.21,-4.688
-9.009,-3407,57.24,-4.637
-8.966,-3409,57.27,-4.741
-8.996,-3412,57.3,-4.7
-8.877,-3414,57.33,-4.606
-8.962,-3417,57.36,-4.651
-8.902,-3420,57.39,-4.429
-8.915,-3422,57.42,-4.41
-8.913,-3425,57.45,-4.482
-8.834,-3427,57.48,-4.522
-8.91,-3430,57.51,-4.543
-8.742,-3432,57.54,-4.456
-8.877,-3435,57.57,-4.568
-8.743,-3438,57.6,-4.497
-8.898,-3440,57.63,-4.473
-8.77,-3443,57.66,-4.601
-8.97,-3445,57.69,-4.572
-8.849,-3448,57.72,-4.631
-8.846,-3451,57.75,-4.634
-8.865,-3453,57.78,-4.65
-8.865,-3456,57.81,-4.682
-8.876,-3458,57.84,-4.634
-8.775,-3461,57.87,-4.64
-8.842,-3463,57.9,-4.705
-8.821,-3466,57.93,-4.735
-8.85,-3469,57.96,-4.695
-8.739,-3471,57.99,-4.662
-8.797,-3474,58.02,-4.681
-8.829,-3476,58.05,-4.599
-8.838,-3479,58.08,-4.555
-8.682,-3481,58.11,-4.565
-8.852,-3484,58.14,-4.577
-8.749,-3486,58.17,-4.618
-8.87,-3489,58.2,-4.611
-8.77,-3491,58.23,-4.546
-8.895,-3494,58.26,-4.575
-8.822,-3496,58.29,-4.639
-9.076,-3499,58.32,-4.629
-8.883,-3501,58.35,-4.628
-8.761,-3504,58.38,-4.61
-8.883,-3506,58.41,-4.722
-8.728,-3509,58.44,-4.63
-8.8,-3511,58.47,-4.648
-8.744,-3514,58.5,-4.691
-8.815,-3517,58.53,-4.645
-8.838,-3519,58.56,-4.703
-8.975,-3522,58.59,-4.689
-8.865,-3524,58.62,-4.771
-8.917,-3527,58.65,-4.776
-8.917,-3529,58.68,-4.773
-8.799,-3532,58.71,-4.749
-8.843,-3535,58.74,-4.771
-8.86,-3537,58.77,-4.89
-8.942,-3540,58.8,-4.777
-8.918,-3542,58.83,-4.864
-8.893,-3545,58.86,-4.851
-8.936,-3548,58.89,-4.947
-8.905,-3550,58.92,-4.874
-8.898,-3553,58.95,-4.868
-8.908,-3555,58.98,-4.892
-8.853,-3558,59.01,-4.832
-8.856,-3560,59.04,-4.971
-8.862,-3563,59.07,-4.911
-8.926,-3565,59.1,-5.021
-8.804,-3568,59.13,-5.093
-8.895,-3570,59.16,-5.084
-8.815,-3573,59.19,-5.019
-8.836,-3575,59.22,-5.11
-8.977,-3578,59.25,-5.068
-8.842,-3581,59.28,-4.987
-9.031,-3583,59.31,-5.221
-8.987,-3586,59.34,-5.172
-9.032,-3588,59.37,-5.114
-8.986,-3591,59.4,-5.288
-8.959,-3593,59.43,-5.243
-8.955,-3596,59.46,-5.209
-9.176,-3598,59.49,-5.258
-8.945,-3601,59.52,-5.239
-8.9,-3603,59.55,-5.207
-8.951,-3606,59.58,-5.223
-8.947,-3608,59.61,-5.229
-8.994,-3611,59.64,-5.24
-8.866,-3614,59.67,-5.177
-8.865,-3616,59.7,-5.151
-8.791,-3619,59.73,-5.161
-8.877,-3621,59.76,-5.084
-8.8,-3624,59.79,-5.092
-8.897,-3627,59.82,-5.076
-8.885,-3629,59.85,-5.057
-8.86,-3632,59.88,-5.052
-8.881,-3634,59.91,-5.012
-8.853,-3637,59.94,-5.04
-8.897,-3639,59.97,-5.002
-8.838,-3642,60,-4.958
-8.82,-3645,60.03,-4.949
-8.74,-3647,60.06,-4.874
-8.869,-3650,60.09,-4.925
-8.916,-3652,60.12,-4.927
-8.852,-3655,60.15,-4.878
-8.893,-3657,60.18,-4.892
-8.853,-3660,60.21,-4.896
-8.855,-3663,60.24,-4.898
-8.853,-3665,60.27,-5.052
-8.834,-3668,60.3,-5.107
-8.805,-3670,60.33,-5.192
-8.856,-3673,60.36,-5.283
-9.02,-3676,60.39,-5.523
-8.834,-3678,60.42,-5.245
-8.852,-3681,60.45,-5.29
-8.883,-3683,60.48,-5.193
-8.865,-3686,60.51,-5.355
-8.737,-3688,60.54,-5.438
-8.862,-3691,60.57,-5.451
-8.713,-3693,60.6,-5.438
-8.77,-3696,60.63,-5.364
-8.784,-3698,60.66,-5.336
-8.772,-3701,60.69,-5.368
-8.67,-3703,60.72,-5.247
-8.739,-3706,60.75,-5.218
-8.554,-3709,60.78,-5.086
-8.621,-3711,60.81,-5.079
-8.603,-3714,60.84,-4.985
-8.649,-3716,60.87,-4.975
-8.605,-3719,60.9,-4.887
-8.705,-3721,60.93,-4.928
-8.683,-3724,60.96,-4.882
-8.695,-3726,60.99,-4.885
-8.726,-3729,61.02,-4.79
-8.649,-3731,61.05,-4.884
-8.682,-3734,61.08,-4.841
-8.632,-3736,61.11,-4.787
-8.688,-3739,61.14,-4.782
-8.509,-3741,61.17,-4.705
-8.604,-3744,61.2,-4.772
-8.566,-3746,61.23,-4.748
-8.632,-3749,61.26,-4.675
-8.82,-3751,61.29,-4.596
-8.641,-3754,61.32,-4.634
-8.709,-3756,61.35,-4.652
-8.673,-3759,61.38,-4.6
-8.69,-3761,61.41,-4.659
-8.698,-3764,61.44,-4.586
-8.699,-3766,61.47,-4.612
-8.71,-3769,61.5,-4.522
-8.787,-3770,61.53,-4.613
-8.766,-3771,61.56,-4.6
-8.806,-3772,61.59,-4.683
-8.683,-3773,61.62,-4.653
-8.756,-3774,61.65,-4.589
-8.759,-3775,61.68,-4.646
-8.893,-3777,61.71,-4.936
-8.695,-3778,61.74,-4.594
-8.814,-3779,61.77,-4.572
-8.787,-3780,61.8,-4.866
-8.84,-3781,61.83,-4.967
-8.769,-3782,61.86,-4.628
-8.893,-3783,61.89,-4.65
-9.059,-3784,61.92,-4.636
-8.84,-3785,61.95,-4.7
-8.858,-3786,61.98,-4.71
-8.917,-3787,62.01,-4.749
-8.922,-3788,62.04,-4.697
-8.838,-3789,62.07,-4.666
-8.857,-3790,62.1,-4.491
-8.785,-3791,62.13,-4.357
-8.777,-3792,62.16,-4.334
-8.914,-3793,62.19,-4.292
-8.719,-3794,62.22,-4.266
-8.738,-3796,62.25,-4.219
-8.7,-3797,62.28,-4.153
-8.697,-3798,62.31,-4.207
-8.628,-3799,62.34,-4.171
-8.615,-3800,62.37,-4.116
-8.554,-3801,62.4,-4.268
-8.665,-3803,62.46,-4.214
-8.575,-3804,62.49,-4.408
-8.611,-3805,62.52,-4.421
-8.532,-3806,62.55,-4.416
-8.655,-3807,62.58,-4.45
-8.544,-3808,62.61,-4.316
-8.592,-3809,62.64,-4.379
-8.523,-3810,62.67,-4.412
-8.667,-3811,62.7,-4.422
-8.511,-3812,62.73,-4.361
-8.624,-3813,62.76,-4.281
-8.573,-3814,62.79,-4.287
-8.64,-3816,62.82,-4.357
-8.627,-3817,62.85,-4.317
-8.73,-3818,62.88,-4.508
-8.728,-3819,62.91,-4.52
-8.707,-3820,62.94,-4.49
-8.685,-3821,62.97,-4.546
-8.693,-3822,63,-4.522
-8.659,-3823,63.03,-4.509
-8.676,-3824,63.06,-4.635
-8.709,-3825,63.09,-4.539
-8.586,-3826,63.12,-4.623
-8.553,-3827,63.15,-4.627
-8.647,-3828,63.18,-4.654
-8.706,-3829,63.21,-4.602
-8.733,-3830,63.24,-4.671
-8.784,-3831,63.27,-4.628
-8.765,-3832,63.3,-4.91
-8.882,-3833,63.33,-4.965
-8.83,-3834,63.36,-4.927
-8.916,-3835,63.39,-4.964
-8.803,-3836,63.42,-4.926
-8.894,-3837,63.45,-4.98
-8.792,-3838,63.48,-5
-8.825,-3839,63.51,-4.965
-8.668,-3840,63.54,-4.951
-8.747,-3842,63.57,-4.929
-8.636,-3843,63.6,-4.892
-8.627,-3844,63.63,-4.846
-8.537,-3845,63.66,-4.762
-8.746,-3846,63.69,-4.68
-8.803,-3847,63.72,-4.66
-8.744,-3848,63.75,-4.697
-8.782,-3849,63.78,-4.783
-8.771,-3850,63.81,-4.716
-8.806,-3851,63.84,-4.794
-8.719,-3852,63.87,-4.803
-8.873,-3853,63.9,-4.918
-8.689,-3854,63.93,-5.043
-8.79,-3856,63.96,-5.069
-8.831,-3857,63.99,-5.176
-8.763,-3858,64.02,-5.368
-8.755,-3859,64.05,-5.52
-8.796,-3860,64.08,-5.495
-8.685,-3861,64.11,-5.45
-8.817,-3862,64.14,-5.481
-8.736,-3863,64.17,-5.606
-8.843,-3864,64.2,-5.75
-8.72,-3865,64.23,-5.925
-8.742,-3866,64.26,-5.861
-8.847,-3867,64.29,-5.742
-8.671,-3868,64.32,-5.998
-8.744,-3869,64.35,-6.011
-8.617,-3870,64.38,-6.043
-8.705,-3871,64.41,-6.143
-8.66,-3872,64.44,-6.109
-8.799,-3873,64.47,-5.935
-8.7,-3874,64.5,-5.991
-8.784,-3875,64.53,-6.076
-8.922,-3876,64.56,-6.259
-8.727,-3877,64.59,-6.292
-8.666,-3878,64.62,-5.812
-8.708,-3879,64.65,-5.702
-8.741,-3880,64.68,-6.152
-9.134,-3882,64.71,-5.994
-9.392,-3883,64.74,-6.009
-8.837,-3884,64.77,-5.973
-8.66,-3885,64.8,-6.006
-8.668,-3886,64.83,-5.966
-8.69,-3887,64.86,-5.864
-8.524,-3888,64.89,-5.776
-8.642,-3889,64.92,-5.584
-8.67,-3890,64.95,-5.628
-8.612,-3891,64.98,-5.494
-8.703,-3892,65.01,-5.712
-8.518,-3893,65.04,-5.724
-8.586,-3894,65.07,-5.756
-8.524,-3895,65.1,-5.606
-8.57,-3896,65.13,-5.632
-8.575,-3897,65.16,-5.836
-8.725,-3898,65.19,-5.874
-8.686,-3899,65.22,-6.058
-8.623,-3901,65.25,-6.113
-8.558,-3902,65.28,-6.268
-8.564,-3903,65.31,-6.396
-8.619,-3904,65.34,-6.787
-8.699,-3905,65.37,-6.732
-8.788,-3906,65.4,-6.998
-8.681,-3907,65.43,-7.128
-8.879,-3908,65.46,-7.06
-8.726,-3909,65.49,-6.998
-8.955,-3910,65.52,-6.977
-8.914,-3911,65.55,-6.85
-8.805,-3912,65.58,-6.883
-8.759,-3913,65.61,-6.656
-9.019,-3914,65.64,-6.566
-8.905,-3915,65.67,-6.707
-8.866,-3916,65.7,-6.619
-9.006,-3917,65.73,-6.569
-8.886,-3918,65.76,-6.699
-8.837,-3919,65.79,-6.597
-8.843,-3920,65.82,-6.646
-8.926,-3921,65.85,-6.689
-8.92,-3922,65.88,-6.666
-8.933,-3923,65.91,-6.868
-8.831,-3924,65.94,-6.588
-9.001,-3925,65.97,-6.566
-8.983,-3926,66,-6.509
-8.972,-3927,66.03,-6.515
-8.849,-3928,66.06,-6.426
-8.986,-3929,66.09,-6.484
-9,-3930,66.12,-6.455
-9.222,-3931,66.15,-6.421
-8.931,-3932,66.18,-6.383
-9.019,-3934,66.21,-6.665
-8.991,-3935,66.24,-6.606
-9.366,-3936,66.27,-6.713
-9.133,-3937,66.3,-6.637
-8.988,-3938,66.33,-6.696
-9.11,-3939,66.36,-6.724
-9.068,-3940,66.39,-6.743
-9.207,-3941,66.42,-6.774
-9.102,-3942,66.45,-6.993
-9.121,-3943,66.48,-6.785
-9.085,-3944,66.51,-6.78
-9.25,-3945,66.54,-6.911
-9.068,-3945,66.57,-6.81
-9.029,-3946,66.6,-6.779
-9.032,-3946,66.63,-6.929
-8.88,-3947,66.66,-6.823
-8.932,-3947,66.69,-7.273
-8.747,-3948,66.72,-7.184
-8.863,-3948,66.75,-7.206
-8.718,-3948,66.78,-6.996
-8.945,-3949,66.81,-7.098
-8.847,-3949,66.84,-6.959
-8.929,-3950,66.87,-6.946
-8.861,-3950,66.9,-6.821
-8.959,-3951,66.93,-6.758
-8.791,-3951,66.96,-6.624
-8.976,-3952,66.99,-6.59
-8.79,-3952,67.02,-6.711
-8.881,-3953,67.05,-6.636
-8.735,-3953,67.08,-6.651
-8.785,-3954,67.11,-6.604
-8.707,-3955,67.14,-6.477
-8.848,-3955,67.17,-6.173
-8.724,-3956,67.2,-6.247
-8.863,-3956,67.23,-6.218
-8.998,-3957,67.26,-5.989
-8.921,-3957,67.29,-5.922
-9.032,-3958,67.32,-5.867
-8.804,-3958,67.35,-5.753
-8.971,-3959,67.38,-5.604
-8.755,-3959,67.41,-5.524
-9.173,-3960,67.44,-5.421
-9.089,-3960,67.47,-5.46
-9.048,-3961,67.5,-5.559
-9.04,-3961,67.53,-5.645
-8.993,-3962,67.56,-5.804
-8.755,-3962,67.59,-5.976
-8.584,-3963,67.62,-5.718
-8.534,-3963,67.65,-5.604
-8.619,-3964,67.68,-5.433
-8.656,-3964,67.71,-5.12
-8.562,-3965,67.74,-5.158
-8.406,-3965,67.77,-5.192
-8.499,-3966,67.8,-5.12
-8.558,-3966,67.83,-5.008
-8.662,-3967,67.86,-5.151
-8.694,-3967,67.89,-5.4
-8.81,-3968,67.92,-5.675
-9.206,-3968,67.95,-5.628
-9.192,-3969,67.98,-5.439
-9.184,-3969,68.01,-5.383
-9.142,-3970,68.04,-5.382
-9.601,-3970,68.07,-5.404
-9.444,-3971,68.1,-5.414
-9.439,-3971,68.13,-5.502
-9.223,-3972,68.16,-5.567
-8.912,-3972,68.19,-5.725
-8.793,-3973,68.22,-5.925
-8.823,-3973,68.25,-5.825
-8.628,-3973,68.28,-6.171
-8.413,-3974,68.31,-6.027
-8.853,-3974,68.34,-5.956
-8.728,-3975,68.37,-5.96
-8.705,-3975,68.4,-5.959
-8.78,-3976,68.43,-5.958
-8.699,-3976,68.46,-5.932
-8.645,-3977,68.49,-5.871
-8.517,-3977,68.52,-5.863
-8.672,-3978,68.55,-5.76
-8.715,-3978,68.58,-5.703
-8.777,-3979,68.61,-5.752
-8.736,-3979,68.64,-5.677
-8.758,-3980,68.67,-5.665
-8.766,-3980,68.7,-5.628
-8.743,-3981,68.73,-5.61
-8.986,-3982,68.79,-5.652
-9.001,-3982,68.82,-5.655
-8.788,-3983,68.85,-5.647
-9.114,-3983,68.88,-5.45
-8.709,-3984,68.91,-5.333
-8.909,-3984,68.94,-5.242
-8.803,-3985,68.97,-5.132
-9.084,-3985,69,-5.113
-8.895,-3986,69.03,-5.004
-8.636,-3986,69.06,-5.003
-8.803,-3987,69.09,-5.146
-8.716,-3987,69.12,-5.26
-8.834,-3988,69.15,-5.361
-8.347,-3988,69.18,-5.595
-8.604,-3989,69.21,-5.681
-9.36,-3989,69.24,-5.803
-8.508,-3990,69.27,-5.833
-8.378,-3993,69.45,-5.962
-8.834,-3994,69.48,-6.003
-8.707,-3994,69.51,-5.972
-8.8,-3995,69.54,-6.02
-8.669,-3995,69.57,-6.059
-8.683,-3996,69.6,-6.11
-8.552,-3996,69.63,-6.178
-8.681,-3997,69.66,-6.219
-8.563,-4014,70.71,-6.229
-8.834,-4014,70.74,-6.18
-8.692,-4015,70.77,-6.161
-8.77,-4015,70.8,-6.173
-8.668,-4016,70.83,-6.095
-9.161,-4016,70.86,-6.433
-9.44,-4017,70.89,-6.315
-9.153,-4018,70.92,-6.25
-8.889,-4018,70.95,-6.274
-9.069,-4019,70.98,-6.286
-9.042,-4019,71.01,-6.315
-9.112,-4020,71.04,-6.263
-9.643,-4021,71.07,-6.528
-9.367,-4022,71.1,-6.459
-9.097,-4023,71.13,-6.254
-9.112,-4024,71.16,-6.28
-9.149,-4025,71.19,-6.343
-9.456,-4026,71.22,-6.459
-9.424,-4028,71.25,-6.449
-9.302,-4029,71.28,-6.431
-9.376,-4030,71.31,-6.537
-9.301,-4031,71.34,-6.431
-9.217,-4032,71.37,-6.417
-9.142,-4033,71.4,-6.442
-9.088,-4034,71.43,-6.529
-9.001,-4035,71.46,-6.698
-8.942,-4036,71.49,-6.731
-8.849,-4037,71.52,-6.743
-8.935,-4038,71.55,-6.75
-8.905,-4039,71.58,-6.793
-8.946,-4040,71.61,-6.924
-8.816,-4040,71.64,-6.869
-9.018,-4041,71.67,-6.714
-9.214,-4042,71.7,-6.448
-9.206,-4043,71.73,-6.454
-9.116,-4044,71.76,-6.567
-9.015,-4045,71.79,-6.38
-8.976,-4046,71.82,-6.111
-9.15,-4047,71.85,-6.201
-9.077,-4048,71.88,-6.231
-9.085,-4049,71.91,-6.236
-8.966,-4050,71.94,-6.28
-9.171,-4051,71.97,-6.319
-9.101,-4052,72,-6.326
-9.042,-4053,72.03,-6.121
-9.018,-4054,72.06,-6.247
-9.112,-4055,72.09,-6.309
-9.278,-4056,72.12,-6.263
-8.933,-4057,72.15,-6.145
-9.019,-4058,72.18,-6.082
-8.933,-4059,72.21,-6.075
-9.117,-4060,72.24,-6.211
-9.038,-4061,72.27,-6.39
-9.19,-4062,72.3,-6.251
-9.242,-4063,72.33,-6.505
-9.263,-4064,72.36,-6.638
-9.466,-4065,72.39,-6.873
-9.658,-4066,72.42,-7.003
-9.578,-4067,72.45,-7.202
-9.705,-4068,72.48,-7.506
-9.644,-4069,72.51,-7.63
-9.794,-4070,72.54,-7.779
-9.719,-4071,72.57,-7.786
-9.703,-4072,72.6,-7.72
-9.755,-4073,72.63,-7.843
-9.461,-4074,72.66,-7.817
-9.535,-4075,72.69,-7.859
-9.296,-4076,72.72,-7.862
-9.257,-4078,72.75,-7.885
-9.356,-4079,72.78,-7.873
-9.454,-4080,72.81,-7.989
-9.336,-4081,72.84,-7.972
-9.406,-4082,72.87,-8.053
-9.118,-4083,72.9,-8.008
-9.219,-4084,72.93,-8.117
-9.035,-4085,72.96,-8.017
-9.093,-4086,72.99,-7.916
-9.434,-4087,73.02,-7.922
-9.155,-4088,73.05,-7.965
-9.136,-4089,73.08,-7.862
-9.021,-4090,73.11,-7.869
-8.916,-4091,73.14,-7.881
-8.68,-4092,73.17,-7.701
-8.797,-4093,73.2,-7.464
-8.782,-4094,73.23,-7.273
-8.981,-4095,73.26,-7.136
-8.902,-4096,73.29,-7.038
-9.086,-4097,73.32,-6.94
-9.025,-4098,73.35,-6.851
-9.137,-4099,73.38,-6.78
-8.975,-4100,73.41,-6.773
-9.092,-4101,73.44,-6.89
-9.268,-4102,73.47,-6.827
-9.065,-4103,73.5,-6.874
-9.176,-4104,73.53,-6.953
-9.06,-4105,73.56,-6.832
-9.194,-4106,73.59,-6.842
-9.084,-4107,73.62,-6.477
-9.205,-4108,73.65,-6.818
-9.015,-4109,73.68,-6.59
-9.102,-4110,73.71,-6.642
-9.053,-4111,73.74,-6.771
-9.187,-4112,73.77,-6.671
-9.182,-4113,73.8,-6.737
-9.254,-4114,73.83,-6.705
-9.042,-4115,73.86,-6.459
-9.14,-4116,73.89,-6.542
-9.389,-4117,73.92,-6.532
-9.018,-4118,73.95,-6.379
-9.072,-4119,73.98,-6.394
-9.054,-4120,74.01,-6.373
-9.117,-4121,74.04,-6.46
-9.048,-4122,74.07,-6.519
-9.141,-4123,74.1,-6.66
-9.006,-4124,74.13,-6.576
-9.209,-4125,74.16,-6.721
-9.1,-4126,74.19,-6.656
-9.227,-4127,74.22,-6.818
-8.996,-4128,74.25,-6.696
-9.037,-4129,74.28,-6.69
-8.98,-4130,74.31,-6.664
-9.115,-4131,74.34,-6.683
-9.186,-4132,74.37,-6.718
-9.038,-4133,74.4,-6.788
-9.045,-4134,74.43,-6.669
-9.033,-4135,74.46,-6.693
-9.093,-4136,74.49,-6.645
-8.999,-4137,74.52,-6.548
-9.139,-4138,74.55,-6.508
-9.113,-4139,74.58,-6.67
-9.133,-4140,74.61,-6.658
-9.039,-4141,74.64,-6.716
-9.316,-4142,74.67,-6.797
-9.062,-4143,74.7,-6.75
-9.193,-4144,74.73,-6.754
-9.055,-4145,74.76,-6.721
-9.054,-4146,74.79,-6.754
-9.035,-4147,74.82,-6.745
-9.081,-4148,74.85,-6.772
-8.985,-4149,74.88,-6.616
-9.115,-4150,74.91,-6.492
-9.035,-4151,74.94,-6.44
-9.02,-4152,74.97,-6.392
-8.962,-4153,75,-6.348
-9.016,-4154,75.03,-6.264
-8.91,-4155,75.06,-6.215
-9.005,-4156,75.09,-6.252
-8.99,-4157,75.12,-6.176
-8.987,-4158,75.15,-6.129
-8.849,-4159,75.18,-6.328
-8.917,-4160,75.21,-6.157
-8.937,-4161,75.24,-6.2
-9.147,-4162,75.27,-6.196
-8.991,-4163,75.3,-6.337
-9.075,-4164,75.33,-6.364
-9.173,-4165,75.36,-6.312
-8.994,-4166,75.39,-6.317
-9.091,-4167,75.42,-6.292
-9.073,-4168,75.45,-6.364
-9.022,-4169,75.48,-6.325
-9.079,-4171,75.51,-6.337
-9.064,-4174,75.54,-6.347
