dD (permil),year (AD),depth (m),dD (permil) [1-2],year (AD) [1-2],depth (m) [1-2]
NA,NA,NA,-258.17,1692.0345,94.72
NA,NA,NA,-258.72,1691.913,94.75
NA,NA,NA,-257.16,1691.7826,94.78
NA,NA,NA,-264.33,1691.6522,94.81
NA,NA,NA,-272.01,1691.4783,94.85
NA,NA,NA,-276.78,1691.3478,94.88
NA,NA,NA,-282.64,1691.2174,94.91
NA,NA,NA,-281.48,1691.087,94.94
NA,NA,NA,-278.2,1690.9706,94.97
NA,NA,NA,-277.83,1690.8823,95
NA,NA,NA,-272.99,1690.7941,95.03
NA,NA,NA,-271.94,1690.7059,95.06
NA,NA,NA,-271.13,1690.6176,95.09
NA,NA,NA,-270.86,1690.5294,95.12
NA,NA,NA,-270.2,1690.4412,95.15
NA,NA,NA,-271.63,1690.3529,95.18
NA,NA,NA,-265.34,1690.2647,95.21
NA,NA,NA,-266.36,1690.1765,95.24
NA,NA,NA,-261.65,1690.0882,95.27
NA,NA,NA,-257.57,1690,95.3
NA,NA,NA,-255.12,1689.875,95.33
NA,NA,NA,-252,1689.75,95.36
NA,NA,NA,-250.35,1689.625,95.39
NA,NA,NA,-253.6,1689.5,95.42
NA,NA,NA,-256.32,1689.375,95.45
NA,NA,NA,-263.17,1689.25,95.48
NA,NA,NA,-267.52,1689.125,95.51
NA,NA,NA,-268.28,1689,95.54
NA,NA,NA,-270.34,1688.9032,95.57
NA,NA,NA,-270.68,1688.8064,95.6
NA,NA,NA,-270.35,1688.7097,95.63
NA,NA,NA,-277,1688.6129,95.66
NA,NA,NA,-283.23,1688.5161,95.69
NA,NA,NA,-284.34,1688.4193,95.72
NA,NA,NA,-283.16,1688.3226,95.75
NA,NA,NA,-279.34,1688.2258,95.78
NA,NA,NA,-276.32,1688.129,95.81
NA,NA,NA,-273.22,1688.0323,95.84
NA,NA,NA,-274.58,1687.92,95.87
NA,NA,NA,-275.4,1687.8,95.9
NA,NA,NA,-277.34,1687.68,95.93
NA,NA,NA,-270.77,1687.56,95.96
NA,NA,NA,-262.06,1687.4,96
NA,NA,NA,-255.36,1687.28,96.03
NA,NA,NA,-245.92,1687.16,96.06
NA,NA,NA,-241.13,1687.04,96.09
NA,NA,NA,-241.35,1686.9259,96.12
NA,NA,NA,-244.4,1686.8148,96.15
NA,NA,NA,-254.23,1686.7037,96.18
NA,NA,NA,-262.85,1686.5926,96.21
NA,NA,NA,-269.27,1686.4815,96.24
NA,NA,NA,-273.06,1686.3704,96.27
NA,NA,NA,-273.04,1686.2593,96.3
NA,NA,NA,-270.42,1686.1481,96.33
NA,NA,NA,-267.43,1686.037,96.36
NA,NA,NA,-267.01,1685.8947,96.39
NA,NA,NA,-269.72,1685.7368,96.42
NA,NA,NA,-273.39,1685.5789,96.45
NA,NA,NA,-280.06,1685.421,96.48
NA,NA,NA,-285.94,1685.2632,96.51
NA,NA,NA,-288.04,1685.1053,96.54
NA,NA,NA,-284.01,1684.9687,96.57
NA,NA,NA,-281.3,1684.875,96.6
NA,NA,NA,-278.45,1684.7812,96.63
NA,NA,NA,-274.59,1684.6875,96.66
NA,NA,NA,-275.7,1684.5937,96.69
NA,NA,NA,-272.41,1684.5,96.72
NA,NA,NA,-267.02,1684.4062,96.75
NA,NA,NA,-258.48,1684.3125,96.78
NA,NA,NA,-250.36,1684.2187,96.81
NA,NA,NA,-242.49,1684.125,96.84
NA,NA,NA,-245.47,1684.0312,96.87
NA,NA,NA,-243.19,1683.9375,96.9
NA,NA,NA,-250.35,1683.8437,96.93
NA,NA,NA,-252.96,1683.75,96.96
NA,NA,NA,-256.51,1683.625,97
NA,NA,NA,-258.06,1683.5312,97.03
NA,NA,NA,-255.4,1683.4375,97.06
NA,NA,NA,-248.52,1683.3437,97.09
NA,NA,NA,-246,1683.25,97.12
NA,NA,NA,-244.98,1683.1562,97.15
NA,NA,NA,-244.31,1683.0625,97.18
NA,NA,NA,-251.07,1682.95,97.21
NA,NA,NA,-264.03,1682.8,97.24
NA,NA,NA,-277.78,1682.65,97.27
NA,NA,NA,-283.1,1682.5,97.3
NA,NA,NA,-285.07,1682.35,97.33
NA,NA,NA,-285.32,1682.2,97.36
NA,NA,NA,-282.65,1682.05,97.39
NA,NA,NA,-276.35,1681.9333,97.42
NA,NA,NA,-274.5,1681.8333,97.45
NA,NA,NA,-272.96,1681.7333,97.48
NA,NA,NA,-274.89,1681.6,97.52
NA,NA,NA,-276.6,1681.5,97.55
NA,NA,NA,-281.47,1681.4,97.58
NA,NA,NA,-279.76,1681.3,97.61
NA,NA,NA,-274.93,1681.2,97.64
NA,NA,NA,-268.52,1681.1,97.67
NA,NA,NA,-259.49,1681,97.7
NA,NA,NA,-255.86,1680.8846,97.73
NA,NA,NA,-255,1680.7692,97.76
NA,NA,NA,-259.92,1680.6538,97.79
NA,NA,NA,-269.05,1680.5385,97.82
NA,NA,NA,-279.42,1680.4231,97.85
NA,NA,NA,-281.17,1680.3077,97.88
NA,NA,NA,-276.12,1680.1923,97.91
NA,NA,NA,-278.84,1680.0769,97.94
NA,NA,NA,-277.91,1679.9643,97.97
NA,NA,NA,-276.05,1679.8571,98
NA,NA,NA,-275.06,1679.75,98.03
NA,NA,NA,-272.23,1679.6429,98.06
NA,NA,NA,-271.53,1679.5357,98.09
NA,NA,NA,-267.71,1679.4286,98.12
NA,NA,NA,-268.72,1679.3214,98.15
NA,NA,NA,-265.4,1679.2143,98.18
NA,NA,NA,-261.49,1679.1071,98.21
NA,NA,NA,-258.02,1679,98.24
NA,NA,NA,-259.65,1678.8421,98.27
NA,NA,NA,-257.58,1678.6842,98.3
NA,NA,NA,-267.23,1678.5263,98.33
NA,NA,NA,-273.61,1678.3684,98.36
NA,NA,NA,-277.33,1678.2105,98.39
NA,NA,NA,-278.04,1678.0526,98.42
NA,NA,NA,-278.56,1677.9535,98.45
NA,NA,NA,-274.85,1677.8837,98.48
NA,NA,NA,-272.93,1677.8139,98.51
NA,NA,NA,-273.86,1677.7442,98.54
NA,NA,NA,-274.28,1677.6744,98.57
NA,NA,NA,-276.8,1677.6046,98.6
NA,NA,NA,-279.17,1677.5349,98.63
NA,NA,NA,-278.83,1677.4651,98.66
NA,NA,NA,-281.47,1677.3953,98.69
NA,NA,NA,-275.69,1677.3256,98.72
NA,NA,NA,-271.23,1677.2558,98.75
NA,NA,NA,-267.48,1677.186,98.78
NA,NA,NA,-265.08,1677.1163,98.81
NA,NA,NA,-261.37,1677.0465,98.84
NA,NA,NA,-264.95,1676.9667,98.87
NA,NA,NA,-265.4,1676.8667,98.9
NA,NA,NA,-272.95,1676.7667,98.93
NA,NA,NA,-268.6,1676.6667,98.96
NA,NA,NA,-274.86,1676.5667,98.99
NA,NA,NA,-274.97,1676.4667,99.02
NA,NA,NA,-278.08,1676.3667,99.05
NA,NA,NA,-279.28,1676.2667,99.08
NA,NA,NA,-283.59,1676.1667,99.11
NA,NA,NA,-290.28,1676.0333,99.15
NA,NA,NA,-289.47,1675.8889,99.18
NA,NA,NA,-285.37,1675.7222,99.21
NA,NA,NA,-279.52,1675.5556,99.24
NA,NA,NA,-273.33,1675.3889,99.27
NA,NA,NA,-264.47,1675.2222,99.3
NA,NA,NA,-262.13,1675.0556,99.33
NA,NA,NA,-258.91,1674.9259,99.36
NA,NA,NA,-258.73,1674.7778,99.4
NA,NA,NA,-260.47,1674.6667,99.43
NA,NA,NA,-264.84,1674.5556,99.46
NA,NA,NA,-262.59,1674.4444,99.49
NA,NA,NA,-259.41,1674.3333,99.52
NA,NA,NA,-255.54,1674.2222,99.55
NA,NA,NA,-250.99,1674.1111,99.58
NA,NA,NA,-249.75,1673.9667,99.62
NA,NA,NA,-251.39,1673.8667,99.65
NA,NA,NA,-256.05,1673.7667,99.68
NA,NA,NA,-262.71,1673.6667,99.71
NA,NA,NA,-272.72,1673.5667,99.74
NA,NA,NA,-274.94,1673.4667,99.77
NA,NA,NA,-272.56,1673.3667,99.8
NA,NA,NA,-266.24,1673.2667,99.83
NA,NA,NA,-259.06,1673.1333,99.87
NA,NA,NA,-254.86,1673.0333,99.9
NA,NA,NA,-255.13,1672.913,99.93
NA,NA,NA,-261.31,1672.7826,99.96
NA,NA,NA,-266.52,1672.6087,100
NA,NA,NA,-269.06,1672.4783,100.03
NA,NA,NA,-267.92,1672.3478,100.06
NA,NA,NA,-266.22,1672.2174,100.09
NA,NA,NA,-263.84,1672.087,100.12
NA,NA,NA,-261.92,1671.9474,100.15
NA,NA,NA,-263.4,1671.7895,100.18
NA,NA,NA,-267.68,1671.6316,100.21
NA,NA,NA,-270.96,1671.4737,100.24
NA,NA,NA,-272.41,1671.3158,100.27
NA,NA,NA,-269.4,1671.1579,100.3
NA,NA,NA,-263.07,1671,100.33
NA,NA,NA,-259.82,1670.8889,100.36
NA,NA,NA,-259.06,1670.7778,100.39
NA,NA,NA,-261.31,1670.6667,100.42
NA,NA,NA,-269.5,1670.5556,100.45
NA,NA,NA,-276.15,1670.4444,100.48
NA,NA,NA,-277.11,1670.3333,100.51
NA,NA,NA,-275.51,1670.2222,100.54
NA,NA,NA,-271.93,1670.1111,100.57
NA,NA,NA,-265.97,1670,100.6
NA,NA,NA,-262.68,1669.8696,100.63
NA,NA,NA,-261.16,1669.7391,100.66
NA,NA,NA,-262.3,1669.6087,100.69
NA,NA,NA,-266.43,1669.4783,100.72
NA,NA,NA,-268.26,1669.3478,100.75
NA,NA,NA,-269.22,1669.2174,100.78
NA,NA,NA,-269.24,1669.087,100.81
NA,NA,NA,-268.24,1668.9643,100.84
NA,NA,NA,-266.4,1668.8571,100.87
NA,NA,NA,-265.87,1668.75,100.9
NA,NA,NA,-266.01,1668.6429,100.93
NA,NA,NA,-268.05,1668.5357,100.96
NA,NA,NA,-267.84,1668.3929,101
NA,NA,NA,-267.87,1668.2857,101.03
NA,NA,NA,-268.64,1668.1786,101.06
NA,NA,NA,-271.4,1668.0357,101.1
NA,NA,NA,-279.09,1667.9474,101.13
NA,NA,NA,-285.64,1667.8684,101.16
NA,NA,NA,-286.76,1667.7895,101.19
NA,NA,NA,-282.62,1667.6842,101.23
NA,NA,NA,-274.13,1667.6053,101.26
NA,NA,NA,-262.47,1667.5263,101.29
NA,NA,NA,-255.5,1667.4474,101.32
NA,NA,NA,-251.51,1667.3684,101.35
NA,NA,NA,-254.33,1667.2632,101.39
NA,NA,NA,-257.33,1667.1842,101.42
NA,NA,NA,-259.7,1667.1053,101.45
NA,NA,NA,-258.2,1667.0263,101.48
NA,NA,NA,-255.51,1666.8696,101.52
NA,NA,NA,-252.97,1666.7391,101.55
NA,NA,NA,-252.31,1666.6087,101.58
NA,NA,NA,-255.19,1666.4783,101.61
NA,NA,NA,-260.67,1666.3043,101.65
NA,NA,NA,-265.64,1666.1739,101.68
NA,NA,NA,-270.42,1666.0435,101.71
NA,NA,NA,-272.08,1665.8667,101.74
NA,NA,NA,-274.2,1665.6667,101.77
NA,NA,NA,-274.86,1665.4,101.81
NA,NA,NA,-274.87,1665.2,101.84
NA,NA,NA,-271.56,1665,101.87
NA,NA,NA,-266.42,1664.85,101.9
NA,NA,NA,-259.52,1664.65,101.94
NA,NA,NA,-254.44,1664.5,101.97
NA,NA,NA,-248.73,1664.35,102
NA,NA,NA,-246.98,1664.2,102.03
NA,NA,NA,-250.94,1664.05,102.06
NA,NA,NA,-257.91,1663.8421,102.1
NA,NA,NA,-270.85,1663.6842,102.13
NA,NA,NA,-277.89,1663.5263,102.16
NA,NA,NA,-275.53,1663.3684,102.19
NA,NA,NA,-274.64,1663.2105,102.22
NA,NA,NA,-266.65,1663,102.26
NA,NA,NA,-261.39,1662.8696,102.29
NA,NA,NA,-261.23,1662.7391,102.32
NA,NA,NA,-261.85,1662.6087,102.35
NA,NA,NA,-266.56,1662.4348,102.39
NA,NA,NA,-271.55,1662.3043,102.42
NA,NA,NA,-274.26,1662.1739,102.45
NA,NA,NA,-275.09,1662.0435,102.48
NA,NA,NA,-277.22,1661.9231,102.51
NA,NA,NA,-280.61,1661.7692,102.55
NA,NA,NA,-287.75,1661.6538,102.58
NA,NA,NA,-296.49,1661.5385,102.61
NA,NA,NA,-299.95,1661.4231,102.64
NA,NA,NA,-301.21,1661.3077,102.67
NA,NA,NA,-293.62,1661.1538,102.71
NA,NA,NA,-279.14,1661.0385,102.74
NA,NA,NA,-271.98,1660.9,102.77
NA,NA,NA,-261.7,1660.75,102.8
NA,NA,NA,-262.68,1660.6,102.83
NA,NA,NA,-268.93,1660.4,102.87
NA,NA,NA,-270.83,1660.2,102.91
NA,NA,NA,-269.53,1660.05,102.94
NA,NA,NA,-264.33,1659.913,102.97
NA,NA,NA,-256.73,1659.7826,103
NA,NA,NA,-248.91,1659.6087,103.04
NA,NA,NA,-245.98,1659.4783,103.07
NA,NA,NA,-251.19,1659.3478,103.1
NA,NA,NA,-258.91,1659.2174,103.13
NA,NA,NA,-265.13,1659.0435,103.17
NA,NA,NA,-268.92,1658.9259,103.2
NA,NA,NA,-270.45,1658.8148,103.23
NA,NA,NA,-269.24,1658.7037,103.26
NA,NA,NA,-268.43,1658.5556,103.3
NA,NA,NA,-270.31,1658.4444,103.33
NA,NA,NA,-277.15,1658.3333,103.36
NA,NA,NA,-280.47,1658.1852,103.4
NA,NA,NA,-281.32,1658.0741,103.43
NA,NA,NA,-278.14,1657.9714,103.46
NA,NA,NA,-268.36,1657.8571,103.5
NA,NA,NA,-267.16,1657.7714,103.53
NA,NA,NA,-264.29,1657.6857,103.56
NA,NA,NA,-266.86,1657.5714,103.6
NA,NA,NA,-271.64,1657.4857,103.63
NA,NA,NA,-272.75,1657.4,103.66
NA,NA,NA,-273.8,1657.2857,103.7
NA,NA,NA,-269.69,1657.2,103.73
NA,NA,NA,-262.77,1657.1143,103.76
NA,NA,NA,-256.93,1657.0286,103.79
NA,NA,NA,-255.66,1656.8889,103.83
NA,NA,NA,-256.64,1656.7778,103.86
NA,NA,NA,-263.64,1656.6667,103.89
NA,NA,NA,-273.42,1656.5185,103.93
NA,NA,NA,-282.36,1656.4074,103.96
NA,NA,NA,-282.33,1656.2593,104
NA,NA,NA,-277.72,1656.1481,104.03
NA,NA,NA,-271.16,1656,104.07
NA,NA,NA,-263.51,1655.875,104.1
NA,NA,NA,-258.59,1655.75,104.13
NA,NA,NA,-257.77,1655.625,104.16
NA,NA,NA,-262.01,1655.4583,104.2
NA,NA,NA,-270.91,1655.3333,104.23
NA,NA,NA,-278.65,1655.2083,104.26
NA,NA,NA,-280.42,1655.0833,104.29
NA,NA,NA,-277,1654.9259,104.33
NA,NA,NA,-271.91,1654.8148,104.36
NA,NA,NA,-265.76,1654.7037,104.39
NA,NA,NA,-263.77,1654.5926,104.42
NA,NA,NA,-268.44,1654.4444,104.46
NA,NA,NA,-272.9,1654.3333,104.49
NA,NA,NA,-274.36,1654.2222,104.52
NA,NA,NA,-274.88,1654.1111,104.55
NA,NA,NA,-273.61,1653.963,104.59
NA,NA,NA,-264.03,1653.8518,104.62
NA,NA,NA,-267.31,1653.7407,104.65
NA,NA,NA,-271.47,1653.6296,104.68
NA,NA,NA,-277.68,1653.4815,104.72
NA,NA,NA,-276.64,1653.3704,104.75
NA,NA,NA,-273.89,1653.2593,104.78
NA,NA,NA,-271.85,1653.1481,104.81
NA,NA,NA,-275.25,1653,104.85
NA,NA,NA,-268.88,1652.8571,104.88
NA,NA,NA,-270.28,1652.7143,104.91
NA,NA,NA,-263.93,1652.5714,104.94
NA,NA,NA,-258.91,1652.3809,104.98
NA,NA,NA,-254.17,1652.2381,105.01
NA,NA,NA,-253.82,1652.0952,105.04
NA,NA,NA,-253.52,1651.92,105.08
NA,NA,NA,-264.34,1651.8,105.11
NA,NA,NA,-270.21,1651.68,105.14
NA,NA,NA,-269.68,1651.56,105.17
NA,NA,NA,-266.96,1651.4,105.21
NA,NA,NA,-256.22,1651.28,105.24
NA,NA,NA,-249.61,1651.16,105.27
NA,NA,NA,-244,1651.04,105.3
NA,NA,NA,-243.71,1650.8846,105.34
NA,NA,NA,-251.84,1650.7692,105.37
NA,NA,NA,-261.13,1650.6538,105.4
NA,NA,NA,-261.46,1650.5385,105.43
NA,NA,NA,-261.06,1650.3077,105.49
NA,NA,NA,-257.48,1650.1154,105.54
NA,NA,NA,-252.99,1649.9545,105.58
NA,NA,NA,-256.81,1649.8182,105.61
NA,NA,NA,-255.52,1649.6818,105.64
NA,NA,NA,-258.17,1649.5454,105.67
NA,NA,NA,-254.95,1649.3636,105.71
NA,NA,NA,-250.84,1649.2273,105.74
NA,NA,NA,-247.21,1649.0909,105.77
NA,NA,NA,-251.8,1648.9615,105.8
NA,NA,NA,-256.39,1648.8077,105.84
NA,NA,NA,-267.42,1648.6923,105.87
NA,NA,NA,-275.64,1648.5769,105.9
NA,NA,NA,-280.01,1648.4615,105.93
NA,NA,NA,-290.06,1648.3077,105.97
NA,NA,NA,-284.21,1648.1923,106
NA,NA,NA,-286.26,1648.0769,106.03
NA,NA,NA,-291.58,1647.9615,106.06
NA,NA,NA,-291.9,1647.8461,106.09
NA,NA,NA,-292.47,1647.6923,106.13
NA,NA,NA,-292.48,1647.5769,106.16
NA,NA,NA,-290.44,1647.4615,106.19
NA,NA,NA,-281.36,1647.3461,106.22
NA,NA,NA,-281.21,1647.2308,106.25
NA,NA,NA,-278.01,1647.1154,106.28
NA,NA,NA,-271.99,1647,106.31
NA,NA,NA,-273.88,1646.9,106.34
NA,NA,NA,-274.86,1646.7667,106.38
NA,NA,NA,-276.84,1646.6667,106.41
NA,NA,NA,-281.31,1646.5667,106.44
NA,NA,NA,-278.1,1646.4667,106.47
NA,NA,NA,-272.87,1646.3667,106.5
NA,NA,NA,-264.32,1646.2667,106.53
NA,NA,NA,-258.21,1646.1667,106.56
NA,NA,NA,-253.72,1646.0667,106.59
NA,NA,NA,-254.32,1645.9355,106.63
NA,NA,NA,-258.55,1645.8387,106.66
NA,NA,NA,-264.6,1645.7419,106.69
NA,NA,NA,-268.51,1645.6452,106.72
NA,NA,NA,-266.89,1645.5484,106.75
NA,NA,NA,-264.15,1645.4516,106.78
NA,NA,NA,-259.28,1645.3548,106.81
NA,NA,NA,-256.04,1645.2581,106.84
NA,NA,NA,-256.46,1645.129,106.88
NA,NA,NA,-259.61,1645.0323,106.91
NA,NA,NA,-265.29,1644.875,106.94
NA,NA,NA,-273.24,1644.6875,106.97
NA,NA,NA,-276.92,1644.5,107
NA,NA,NA,-275.17,1644.3125,107.03
NA,NA,NA,-274.48,1644.0625,107.07
NA,NA,NA,-271.68,1643.9375,107.1
NA,NA,NA,-270.24,1643.8437,107.13
NA,NA,NA,-273.48,1643.7187,107.17
NA,NA,NA,-279.35,1643.625,107.2
NA,NA,NA,-281.66,1643.5312,107.23
NA,NA,NA,-279.07,1643.4062,107.27
NA,NA,NA,-274.68,1643.3125,107.3
NA,NA,NA,-270.38,1643.2187,107.33
NA,NA,NA,-268.49,1643.0937,107.37
NA,NA,NA,-270.63,1643,107.4
NA,NA,NA,-276.88,1642.88,107.43
NA,NA,NA,-282.06,1642.72,107.47
NA,NA,NA,-283.34,1642.6,107.5
NA,NA,NA,-279.11,1642.48,107.53
NA,NA,NA,-270.5,1642.32,107.57
NA,NA,NA,-265.25,1642.2,107.6
NA,NA,NA,-263.23,1642.08,107.63
NA,NA,NA,-264.86,1641.8889,107.67
NA,NA,NA,-267.82,1641.7222,107.7
NA,NA,NA,-271.15,1641.5556,107.73
NA,NA,NA,-271.77,1641.3333,107.77
NA,NA,NA,-269.97,1641.1667,107.8
NA,NA,NA,-269.17,1641,107.83
NA,NA,NA,-270.44,1640.8261,107.87
NA,NA,NA,-274.45,1640.6956,107.9
NA,NA,NA,-277.13,1640.5652,107.93
NA,NA,NA,-277.28,1640.3913,107.97
NA,NA,NA,-274.51,1640.2609,108
NA,NA,NA,-271.2,1640.1304,108.03
NA,NA,NA,-267.86,1639.9583,108.07
NA,NA,NA,-267.7,1639.8333,108.1
NA,NA,NA,-269.09,1639.7083,108.13
NA,NA,NA,-273.74,1639.5417,108.17
NA,NA,NA,-283.2,1639.4167,108.2
NA,NA,NA,-297.37,1639.2917,108.23
NA,NA,NA,-299.21,1639.125,108.27
NA,NA,NA,-295.66,1639,108.3
NA,NA,NA,-290.77,1638.9,108.33
NA,NA,NA,-286.54,1638.7667,108.37
NA,NA,NA,-286.27,1638.6667,108.4
NA,NA,NA,-288.3,1638.5667,108.43
NA,NA,NA,-288.73,1638.4333,108.47
NA,NA,NA,-285.64,1638.3333,108.5
NA,NA,NA,-283.78,1638.2333,108.53
NA,NA,NA,-283,1638.1,108.57
NA,NA,NA,-285.54,1638,108.6
NA,NA,NA,-290.93,1637.8571,108.63
NA,NA,NA,-301.83,1637.6667,108.67
NA,NA,NA,-308.82,1637.5238,108.7
NA,NA,NA,-303.97,1637.3809,108.73
NA,NA,NA,-290.77,1637.1905,108.77
NA,NA,NA,-277.57,1637.0476,108.8
NA,NA,NA,-266.3,1636.9474,108.83
NA,NA,NA,-263.75,1636.8421,108.87
NA,NA,NA,-264.77,1636.7632,108.9
NA,NA,NA,-272.57,1636.5789,108.97
NA,NA,NA,-275.89,1636.5,109
NA,NA,NA,-280.38,1636.421,109.03
NA,NA,NA,-284.74,1636.3158,109.07
NA,NA,NA,-289.28,1636.2368,109.1
NA,NA,NA,-286.53,1636.1579,109.13
NA,NA,NA,-277.63,1636.0526,109.17
NA,NA,NA,-262.32,1635.9697,109.2
NA,NA,NA,-252.79,1635.8788,109.23
NA,NA,NA,-246.39,1635.7576,109.27
NA,NA,NA,-247.54,1635.6667,109.3
NA,NA,NA,-254.73,1635.5758,109.33
NA,NA,NA,-264.79,1635.4545,109.37
NA,NA,NA,-270.01,1635.3636,109.4
NA,NA,NA,-272.7,1635.2727,109.43
NA,NA,NA,-273.25,1635.1515,109.47
NA,NA,NA,-272.62,1635.0606,109.5
NA,NA,NA,-271.1,1634.9565,109.53
NA,NA,NA,-273.17,1634.7826,109.57
NA,NA,NA,-276.62,1634.6522,109.6
NA,NA,NA,-282.68,1634.5217,109.63
NA,NA,NA,-283.77,1634.3478,109.67
NA,NA,NA,-279.08,1634.2174,109.7
NA,NA,NA,-277.4,1634.087,109.73
NA,NA,NA,-275.09,1633.92,109.77
NA,NA,NA,-274.75,1633.8,109.8
NA,NA,NA,-273.88,1633.68,109.83
NA,NA,NA,-269.2,1633.52,109.87
NA,NA,NA,-264.28,1633.4,109.9
NA,NA,NA,-258.21,1633.28,109.93
NA,NA,NA,-256.11,1633.12,109.97
NA,NA,NA,-255.79,1633,110
NA,NA,NA,-259.67,1632.8571,110.03
NA,NA,NA,-266.37,1632.7143,110.06
NA,NA,NA,-272.04,1632.5238,110.1
NA,NA,NA,-272.68,1632.3809,110.13
NA,NA,NA,-268.55,1632.2381,110.16
NA,NA,NA,-263.59,1632.0952,110.19
NA,NA,NA,-259.74,1631.9259,110.23
NA,NA,NA,-258.66,1631.8148,110.26
NA,NA,NA,-261.67,1631.7037,110.29
NA,NA,NA,-265.85,1631.5926,110.32
NA,NA,NA,-266.25,1631.4815,110.35
NA,NA,NA,-265.36,1631.3333,110.39
NA,NA,NA,-262.26,1631.2222,110.42
NA,NA,NA,-260.01,1631.1111,110.45
NA,NA,NA,-262.29,1631,110.48
NA,NA,NA,-266.32,1630.8823,110.52
NA,NA,NA,-265.69,1630.7941,110.55
NA,NA,NA,-264.64,1630.7059,110.58
NA,NA,NA,-262.28,1630.6176,110.61
NA,NA,NA,-260.06,1630.5,110.65
NA,NA,NA,-259.75,1630.4118,110.68
NA,NA,NA,-262.41,1630.3235,110.71
NA,NA,NA,-268.02,1630.2353,110.74
NA,NA,NA,-267.41,1630.1471,110.77
NA,NA,NA,-263.03,1630.0294,110.81
NA,NA,NA,-258.87,1629.9333,110.84
NA,NA,NA,-251.8,1629.8333,110.87
NA,NA,NA,-248.07,1629.7333,110.9
NA,NA,NA,-247.84,1629.6,110.94
NA,NA,NA,-254.72,1629.5,110.97
NA,NA,NA,-260.07,1629.4,111
NA,NA,NA,-261.9,1629.3,111.03
NA,NA,NA,-260.44,1629.2,111.06
NA,NA,NA,-256.86,1629.0667,111.1
NA,NA,NA,-256.13,1628.9615,111.13
NA,NA,NA,-260.34,1628.8461,111.16
NA,NA,NA,-271.11,1628.7308,111.19
NA,NA,NA,-280.84,1628.5769,111.23
NA,NA,NA,-283.05,1628.4615,111.26
NA,NA,NA,-281.67,1628.3461,111.29
NA,NA,NA,-275.17,1628.2308,111.32
NA,NA,NA,-270.99,1628.1154,111.35
NA,NA,NA,-264.31,1627.9545,111.39
NA,NA,NA,-269.64,1627.8182,111.42
NA,NA,NA,-275.94,1627.6818,111.45
NA,NA,NA,-284.4,1627.5454,111.48
NA,NA,NA,-288.18,1627.3636,111.52
NA,NA,NA,-287.51,1627.2273,111.55
NA,NA,NA,-281.84,1627.0909,111.58
NA,NA,NA,-276.63,1626.9565,111.61
NA,NA,NA,-272.95,1626.7826,111.65
NA,NA,NA,-274.45,1626.6522,111.68
NA,NA,NA,-277.88,1626.5217,111.71
NA,NA,NA,-277.41,1626.3913,111.74
NA,NA,NA,-276.24,1626.2609,111.77
NA,NA,NA,-273.45,1626.087,111.81
NA,NA,NA,-270.54,1625.9412,111.84
NA,NA,NA,-269.93,1625.7647,111.87
NA,NA,NA,-273.26,1625.5882,111.9
NA,NA,NA,-276.41,1625.3529,111.94
NA,NA,NA,-276.91,1625.1765,111.97
NA,NA,NA,-275.94,1625,112
NA,NA,NA,-272.17,1624.8333,112.03
NA,NA,NA,-271.91,1624.6667,112.06
NA,NA,NA,-273.46,1624.4444,112.1
NA,NA,NA,-276.76,1624.2778,112.13
NA,NA,NA,-277.88,1624.1111,112.16
NA,NA,NA,-276.21,1623.9722,112.19
NA,NA,NA,-274.04,1623.8611,112.23
NA,NA,NA,-272.83,1623.7778,112.26
NA,NA,NA,-270.26,1623.6944,112.29
NA,NA,NA,-274.28,1623.6111,112.32
NA,NA,NA,-278.54,1623.5278,112.35
NA,NA,NA,-275.92,1623.4167,112.39
NA,NA,NA,-269.52,1623.3333,112.42
NA,NA,NA,-265.03,1623.25,112.45
NA,NA,NA,-259.85,1623.1667,112.48
NA,NA,NA,-258.97,1623.0556,112.52
NA,NA,NA,-262.42,1622.9583,112.55
NA,NA,NA,-270.19,1622.8333,112.58
NA,NA,NA,-279.52,1622.7083,112.61
NA,NA,NA,-281.43,1622.5417,112.65
NA,NA,NA,-280.69,1622.4167,112.68
NA,NA,NA,-274.69,1622.2917,112.71
NA,NA,NA,-267.86,1622.1667,112.74
NA,NA,NA,-263.9,1622.0417,112.77
NA,NA,NA,-260.15,1621.8696,112.81
NA,NA,NA,-258.46,1621.7391,112.84
NA,NA,NA,-261.05,1621.6087,112.87
NA,NA,NA,-261.88,1621.4783,112.9
NA,NA,NA,-261.6,1621.3043,112.94
NA,NA,NA,-260.19,1621.1739,112.97
NA,NA,NA,-259.24,1621.0435,113
NA,NA,NA,-259.45,1620.9286,113.03
NA,NA,NA,-264.66,1620.7857,113.07
NA,NA,NA,-272.27,1620.6786,113.1
NA,NA,NA,-281.7,1620.5714,113.13
NA,NA,NA,-290.94,1620.4643,113.16
NA,NA,NA,-289.1,1620.3214,113.2
NA,NA,NA,-284.24,1620.2143,113.23
NA,NA,NA,-280.12,1620.1071,113.26
NA,NA,NA,-275.01,1620,113.29
NA,NA,NA,-271.61,1619.8461,113.33
NA,NA,NA,-269.44,1619.7308,113.36
NA,NA,NA,-266.12,1619.5,113.42
NA,NA,NA,-265.43,1619.3461,113.46
NA,NA,NA,-263.89,1619.2308,113.49
NA,NA,NA,-260.84,1619.1154,113.52
NA,NA,NA,-259.82,1619,113.55
NA,NA,NA,-258.67,1618.8667,113.59
