year (AD) [1-1],d18O (permil) [1-1],d13C (permil) [1-1],year (AD) [2-1],d18O (permil) [2-1],d13C (permil) [2-1]
1938.67,-5.7934,-1.3558,1938.67,-5.5911,-1.5703
1938.58,-5.7245,-1.2956,1938.58,-5.6557,-1.6005
1938.5,-5.7251,-0.98979,1938.5,-5.5772,-1.7308
1938.42,-5.543,-1.4082,1938.42,-5.5134,-1.7499
1938.33,-5.4875,-1.4861,1938.33,-5.5189,-1.6346
1938.25,-5.5346,-1.2375,1938.25,-5.4984,-1.5957
1938.17,-5.4195,-1.3207,1938.17,-5.4694,-1.7608
1938.08,-5.5476,-1.6084,1938.08,-5.5893,-1.8543
1938,-5.6992,-1.4827,1938,-5.6882,-1.7826
1937.92,-5.8046,-1.3997,1937.92,-5.7444,-1.7365
1937.83,-5.739,-1.1649,1937.83,-5.8175,-1.6052
1937.75,-5.8834,-1.4561,1937.75,-5.8262,-1.8538
1937.67,-5.8014,-1.2562,1937.67,-5.742,-2.0263
1937.58,-5.839,-1.5704,1937.58,-5.7995,-1.8484
1937.5,-5.7678,-1.3496,1937.5,-5.7297,-1.6669
1937.42,-5.7504,-1.1131,1937.42,-5.5585,-1.1287
1937.33,-5.5508,-1.0478,1937.33,-5.5926,-1.6281
1937.25,-5.5983,-1.4012,1937.25,-5.5125,-1.6062
1937.17,-5.4143,-1.0961,1937.17,-5.4597,-1.6209
1937.08,-5.4566,-1.1261,1937.08,-5.5386,-1.8768
1937,-5.4984,-1.1225,1937,-5.6124,-1.759
1936.92,-5.5412,-1.5731,1936.92,-5.6542,-1.6335
1936.83,-5.6959,-1.356,1936.83,-5.7299,-1.6453
1936.75,-5.6858,-1.2421,1936.75,-5.6591,-1.6075
1936.67,-5.7863,-1.0955,1936.67,-5.7498,-1.7884
1936.58,-5.8265,-1.3906,1936.58,-5.68,-1.2083
1936.5,-5.9143,-1.4384,1936.5,-5.4806,-0.94155
1936.42,-5.6747,-1.1789,1936.42,-5.4002,-1.4891
1936.33,-5.6593,-1.4596,1936.33,-5.4355,-1.4403
1936.25,-5.3972,-1.2187,1936.25,-5.4695,-1.5002
1936.17,-5.317,-1.4009,1936.17,-5.3701,-1.76
1936.08,-5.409,-1.2967,1936.08,-5.7722,-1.6405
1936,-5.5046,-1.2476,1936,-5.8168,-1.7763
1935.92,-5.6036,-1.2426,1935.92,-5.8323,-1.554
1935.83,-5.7664,-1.3056,1935.83,-5.588,-1.6568
1935.75,-5.7268,-1.3384,1935.75,-5.5611,-1.7486
1935.67,-5.8438,-1.3358,1935.67,-5.7852,-1.7542
1935.58,-5.7206,-1.2514,1935.58,-5.8221,-1.8735
1935.5,-5.601,-0.97514,1935.5,-5.7398,-1.7547
1935.42,-5.7965,-1.0902,1935.42,-5.782,-1.4816
1935.33,-5.7295,-1.2978,1935.33,-5.8166,-1.4711
1935.25,-5.6567,-0.97187,1935.25,-5.6357,-1.564
1935.17,-5.5666,-1.2641,1935.17,-5.4641,-1.8252
1935.08,-5.648,-1.4376,1935.08,-5.5557,-2.1605
1935,-5.6408,-1.3835,1935,-5.7144,-2.0702
1934.92,-5.7811,-1.4209,1934.92,-5.7375,-1.801
1934.83,-5.7265,-1.1749,1934.83,-5.699,-1.6685
1934.75,-5.8299,-1.4158,1934.75,-5.7533,-1.8121
1934.67,-5.8363,-1.592,1934.67,-5.7557,-2.1713
1934.58,-5.8638,-1.5079,1934.58,-5.7945,-1.9546
1934.5,-5.8988,-1.2626,1934.5,-5.9491,-1.8369
1934.42,-5.8649,-1.3235,1934.42,-5.8026,-1.8674
1934.33,-5.8028,-1.3001,1934.33,-5.6603,-1.2096
1934.25,-5.8532,-1.3933,1934.25,-5.7182,-1.3944
1934.17,-5.6048,-1.2079,1934.17,-5.5868,-1.821
1934.08,-5.7141,-1.2231,1934.08,-5.7136,-1.8378
1934,-5.6957,-1.2172,1934,-5.7321,-1.8749
1933.92,-5.8412,-1.3715,1933.92,-5.7844,-1.7199
1933.83,-5.9004,-1.5303,1933.83,-5.7197,-1.968
1933.75,-5.7163,-1.7386,1933.75,-5.8464,-2.0028
1933.67,-5.8277,-1.7992,1933.67,-5.7461,-1.6958
1933.58,-5.758,-1.5479,1933.58,-5.8164,-1.6821
1933.5,-5.7518,-1.5765,1933.5,-5.6284,-1.751
1933.42,-5.7355,-1.6218,1933.42,-5.6643,-1.6079
1933.33,-5.7553,-1.4048,1933.33,-5.7191,-1.1692
1933.25,-5.5516,-1.3551,1933.25,-5.6805,-1.4319
1933.17,-5.4508,-1.546,1933.17,-5.5324,-1.8385
1933.08,-5.5213,-1.6568,1933.08,-5.526,-2.2504
1933,-5.8159,-1.8209,1933,-5.6928,-2.2766
1932.92,-5.9097,-1.9725,1932.92,-5.8256,-2.0532
1932.83,-5.9814,-1.9438,1932.83,-5.8883,-1.9978
1932.75,-6.082,-1.8047,1932.75,-5.9331,-1.8668
1932.67,-6.0021,-1.6933,1932.67,-5.9199,-1.734
1932.58,-5.885,-1.4049,1932.58,-5.8639,-1.7065
1932.5,-5.8514,-1.6324,1932.5,-5.8188,-1.6635
1932.42,-5.8008,-1.3623,1932.42,-5.8153,-1.5113
1932.33,-5.6205,-1.232,1932.33,-5.8528,-1.3737
1932.25,-5.5561,-1.0992,1932.25,-5.7714,-1.7245
1932.17,-5.465,-1.1404,1932.17,-5.5252,-1.629
1932.08,-5.6177,-1.5194,1932.08,-5.617,-1.6271
1932,-5.6937,-1.8259,1932,-5.5679,-1.7316
1931.92,-5.7565,-1.6361,1931.92,-5.7068,-2.2762
1931.83,-5.905,-1.5768,1931.83,-5.6598,-1.9618
1931.75,-5.9022,-1.9441,1931.75,-5.8269,-1.9001
1931.67,-5.7756,-1.5572,1931.67,-5.9125,-1.9964
1931.58,-5.9714,-1.6444,1931.58,-5.7913,-1.7342
1931.5,-5.7715,-1.26,1931.5,-5.9131,-1.989
1931.42,-5.6494,-1.0906,1931.42,-5.8098,-1.4026
1931.33,-5.5695,-1.0047,1931.33,-5.6462,-0.93728
1931.25,-5.3343,-1.1594,1931.25,-5.4277,-1.4717
1931.17,-5.2837,-1.2213,1931.17,-5.2948,-1.8442
1931.08,-5.2661,-1.0592,1931.08,-5.3308,-1.8003
1931,-5.4421,-1.4209,1931,-5.3045,-1.6945
1930.92,-5.5196,-1.4027,1930.92,-5.5606,-1.7732
1930.83,-5.6375,-1.1992,1930.83,-5.7325,-1.8076
1930.75,-5.6271,-1.4235,1930.75,-5.6332,-1.6311
1930.67,-5.5612,-1.4648,1930.67,-5.6665,-1.5119
1930.58,-5.5095,-1.2692,1930.58,-5.6153,-1.5066
1930.5,-5.653,-1.5235,1930.5,-5.5887,-1.6359
1930.42,-5.6406,-1.8491,1930.42,-5.4785,-1.3286
1930.33,-5.6169,-1.3174,1930.33,-5.4636,-0.91465
1930.25,-5.5351,-0.96715,1930.25,-5.5908,-0.97194
1930.17,-5.4727,-0.9221,1930.17,-5.2795,-1.1936
1930.08,-5.6051,-1.2048,1930.08,-5.3773,-1.4071
1930,-5.6153,-1.5183,1930,-5.5749,-1.8071
1929.92,-5.6201,-1.3713,1929.92,-5.4754,-1.7522
1929.83,-5.7943,-1.4436,1929.83,-5.7977,-1.9364
1929.75,-5.723,-1.2599,1929.75,-5.7672,-1.6653
1929.67,-5.878,-1.2885,1929.67,-5.718,-1.9473
1929.58,-5.7445,-1.3177,1929.58,-5.6551,-1.6582
1929.5,-5.7742000000000004,-1.7066,1929.5,-5.6839,-1.7836
1929.42,-5.8412,-1.2106,1929.42,-5.8555,-1.5187
1929.33,-5.7416,-1.2851,1929.33,-5.7441,-1.4881
1929.25,-5.5895,-1.0795,1929.25,-5.5538,-1.438
1929.17,-5.4787,-0.78846,1929.17,-5.5327,-1.7748
1929.08,-5.5129,-1.2015,1929.08,-5.6647,-2.2212
1929,-5.7424,-1.4998,1929,-5.5576,-1.8452
1928.92,-5.5589,-1.5002,1928.92,-5.554,-1.7797
1928.83,-5.4833,-1.344,1928.83,-5.6605,-1.5615
1928.75,-5.7843,-1.3543,1928.75,-5.7246,-1.8412
1928.67,-5.7165,-1.2304,1928.67,-5.8283,-1.7652
1928.58,-5.8188,-1.6001,1928.58,-5.8776,-1.7544
1928.5,-5.7543,-1.3196,1928.5,-5.8751,-1.9143
1928.42,-5.6718,-1.8734,1928.42,-5.788,-1.1586
1928.33,-5.7445,-1.312,1928.33,-5.7388,-0.85737
1928.25,-5.7526,-1.0831,1928.25,-5.5679,-1.2627
1928.17,-5.4823,-1.0829,1928.17,-5.5404,-2.2696
1928.08,-5.7772,-1.4304,1928.08,-5.6554,-1.9462
1928,-5.6086,-1.6123,1928,-5.6862,-1.9449
1927.92,-5.8075,-1.5952,1927.92,-5.8604,-1.582
1927.83,-5.8254,-1.8347,1927.83,-5.8454,-1.1952
1927.75,-5.9362,-1.6561,1927.75,-5.7786,-0.99261
1927.67,-5.9436,-0.97937,1927.67,-5.7758,-1.2003
1927.58,-5.8719,-1.66,1927.58,-5.8933,-1.541
1927.5,-5.8636,-1.7882,1927.5,-5.815,-1.8008
1927.42,-5.8184,-1.5857,1927.42,-5.8773,-1.6186
1927.33,-5.6095,-1.235,1927.33,-5.9209,-1.9582
1927.25,-5.6493,-1.2673,1927.25,-5.6972,-1.5513
1927.17,-5.5335,-1.3759,1927.17,-5.6103,-1.4269
1927.08,-5.6292,-1.3269,1927.08,-5.6932,-1.6481
1927,-5.6663,-1.4712,1927,-5.6911,-1.4697
1926.92,-5.6856,-1.5471,1926.92,-5.7928,-2.0542
1926.83,-5.6724,-1.6516,1926.83,-5.8035,-1.9713
1926.75,-5.7549,-1.7561,1926.75,-5.7546,-1.7723
1926.67,-5.7335,-1.4097,1926.67,-5.7457,-1.5788
1926.58,-5.7874,-1.2724,1926.58,-5.8843,-1.4903
1926.5,-5.7577,-1.8646,1926.5,-5.6634,-1.6902
1926.42,-5.6144,-1.6177,1926.42,-5.7722,-1.5595
1926.33,-5.6409,-1.6071,1926.33,-5.4065,-0.94363
1926.25,-5.6078,-1.4801,1926.25,-5.3196,-1.0482
1926.17,-5.3355,-1.049,1926.17,-5.2708,-1.3517
1926.08,-5.3615,-1.4992,1926.08,-5.4596,-1.64
1926,-5.4483,-1.7178,1926,-5.6095,-2.1643
1925.92,-5.5037,-1.6292,1925.92,-5.5147,-2.2445
1925.83,-5.524,-1.9244,1925.83,-5.722,-2.1521
1925.75,-5.7104,-1.6492,1925.75,-5.6017,-1.8687
1925.67,-5.5793,-1.5229,1925.67,-5.5565,-1.6958
1925.58,-5.6765,-1.563,1925.58,-5.6348,-1.75
1925.5,-5.6702,-1.5245,1925.5,-5.7821,-2.1156
1925.42,-5.6772,-1.5637,1925.42,-5.8262,-1.837
1925.33,-5.8578,-1.3186,1925.33,-5.7594,-1.6043
1925.25,-5.6653,-1.514,1925.25,-5.6345,-1.7321
1925.17,-5.3355,-1.4195,1925.17,-5.6037,-1.788
1925.08,-5.6108,-1.4335,1925.08,-5.7075,-2.0966
1925,-5.7548,-1.6183,1925,-5.686,-2.0585
1924.92,-5.8261,-1.5008,1924.92,-5.6507,-2.3725
1924.83,-5.8149,-1.372,1924.83,-5.7906,-2.3684
1924.75,-5.8437,-1.4075,1924.75,-5.8367000000000004,-2.1529
1924.67,-5.725,-1.3165,1924.67,-5.9428,-2.5654
1924.58,-5.7434,-1.3416,1924.58,-5.9002,-2.07
1924.5,-5.8025,-1.4395,1924.5,-5.8275,-1.9747
1924.42,-5.732,-1.3852,1924.42,-5.7708,-1.817
1924.33,-5.6284,-1.5163,1924.33,-5.5225,-1.6923
1924.25,-5.5506,-1.471,1924.25,-5.5576,-1.9166
1924.17,-5.367,-1.308,1924.17,-5.3687,-2.0953
1924.08,-5.3807,-1.4354,1924.08,-5.5716,-2.0925
1924,-5.5713,-1.6475,1924,-5.6457,-2.3712
1923.92,-5.6232,-1.5655,1923.92,-5.7358,-2.1424
1923.83,-5.729,-1.4642,1923.83,-5.7523,-1.8976
1923.75,-5.8233,-1.0644,1923.75,-5.8338,-1.7947
1923.67,-5.6996,-1.4362,1923.67,-5.6705,-1.831
1923.58,-5.7103,-1.5171,1923.58,-5.6825,-1.8602
1923.5,-5.7562,-1.6873,1923.5,-5.715,-2.0297
1923.42,-5.7044,-1.4224,1923.42,-5.7363,-1.1942
1923.33,-5.7548,-1.3532,1923.33,-5.5793,-1.2885
1923.25,-5.5637,-1.3245,1923.25,-5.4506,-1.5465
1923.17,-5.4237,-1.1192,1923.17,-5.282,-1.7912
1923.08,-5.6624,-1.4114,1923.08,-5.5446,-1.7355
1923,-5.6416,-1.3843,1923,-5.4573,-1.6067
1922.92,-5.6509,-1.4629,1922.92,-5.7218,-2.1323
1922.83,-5.6692,-1.3409,1922.83,-5.732,-1.8772
1922.75,-5.6975,-0.9591,1922.75,-5.6178,-1.6526
1922.67,-5.6507,-0.88397,1922.67,-5.6876,-1.7157
1922.58,-5.7246,-1.3521,1922.58,-5.7078,-2.0394
1922.5,-5.6574,-1.4508,1922.5,-5.6116,-2.2982
1922.42,-5.6779,-1.2401,1922.42,-5.7865,-2.1461
1922.33,-5.6318,-0.81862,1922.33,-5.8141,-1.7383
1922.25,-5.5929,-1.0068,1922.25,-5.7922,-1.5516
1922.17,-5.5482,-1.2012,1922.17,-5.4752,-1.7335
1922.08,-5.6424,-1.3365,1922.08,-5.5454,-1.7196
1922,-5.8517,-1.2686,1922,-5.4869,-1.799
1921.92,-5.8971,-1.4057,1921.92,-5.8066,-2.2297
1921.83,-5.8185,-1.4512,1921.83,-5.8913,-1.7904
1921.75,-5.9424,-1.4751,1921.75,-5.7911,-1.7399
1921.67,-5.7781,-1.5085,1921.67,-5.7876,-1.8319
1921.58,-5.7214,-1.284,1921.58,-5.6854,-0.99746
1921.5,-5.8552,-1.1025,1921.5,-5.6154,-1.2505
1921.42,-5.6265,-1.0612,1921.42,-5.468,-1.5061
1921.33,-5.5843,-1.0947,1921.33,-5.4295,-1.8062
1921.25,-5.5215,-1.259,1921.25,-5.6565,-2.18
1921.17,-5.4918,-1.4215,1921.17,-5.3847,-1.7485
1921.08,-5.6005,-1.5663,1921.08,-5.7302,-1.8362
1921,-5.7249,-1.5091,1921,-5.8673,-1.6376
1920.92,-5.832,-1.4199,1920.92,-5.8068,-1.4951
1920.83,-5.7255,-1.0833,1920.83,-5.7186,-1.749
1920.75,-5.7763,-0.98301,1920.75,-5.6774,-2.2335
1920.67,-5.8,-1.0856,1920.67,-5.6138,-1.9128
1920.58,-5.8809,-1.4189,1920.58,-5.5968,-1.5063
1920.5,-5.7742000000000004,-1.3793,1920.5,-5.5675,-1.6239
1920.42,-5.6909,-1.0759,1920.42,-5.4625,-1.5864
1920.33,-5.552,-0.71948,1920.33,-5.4123,-1.6347
1920.25,-5.4493,-0.94224,1920.25,-5.2665,-1.5036
1920.17,-5.3812,-1.1439,1920.17,-5.2327,-1.7667
1920.08,-5.4431,-1.0071,1920.08,-5.376,-1.6591
1920,-5.5495,-1.0902,1920,-5.4328,-1.9288
1919.92,-5.4539,-1.2516,1919.92,-5.5166,-1.6949
1919.83,-5.5257,-0.85915,1919.83,-5.4104,-1.785
1919.75,-5.6371,-1.4171,1919.75,-5.5683,-2.2518
1919.67,-5.3817,-0.96836,1919.67,-5.6313,-2.0274
1919.58,-5.6452,-1.2027,1919.58,-5.5526,-1.8027
1919.5,-5.6393,-1.3211,1919.5,-5.4829,-1.8207
1919.42,-5.7661,-1.2065,1919.42,-5.6506,-1.671
1919.33,-5.5863,-0.99259,1919.33,-5.5103,-1.1631
1919.25,-5.4092,-0.88976,1919.25,-5.2791,-1.2072
1919.17,-5.198,-0.82634,1919.17,-5.2718,-1.602
1919.08,-5.2617,-0.83645,1919.08,-5.2875,-1.9446
1919,-5.2047,-0.73728,1919,-5.3213,-1.8664
1918.92,-5.3541,-0.66383,1918.92,-5.3571,-2.1847
1918.83,-5.4418,-1.0387,1918.83,-5.5001,-1.913
1918.75,-5.4562,-1.2222,1918.75,-5.3973,-1.717
1918.67,-5.4594,-0.82908,1918.67,-5.482,-1.412
1918.58,-5.5172,-1.4433,1918.58,-5.3935,-1.3672
1918.5,-5.6076,-1.1114,1918.5,-5.6471,-1.8784
1918.42,-5.7163,-1.2442,1918.42,-5.6212,-1.6613
1918.33,-5.7146,-1.1099,1918.33,-5.7164,-1.8343
1918.25,-5.6255,-1.0237,1918.25,-5.5251,-1.5432
1918.17,-5.4785,-1.4515,1918.17,-5.531,-1.9944
1918.08,-5.5405,-1.4446,1918.08,-5.6516,-1.9304
1918,-5.5549,-1.444,1918,-5.5498,-1.9173
1917.92,-5.6251,-1.3709,1917.92,-5.653,-2.0186
1917.83,-5.7071,-1.3606,1917.83,-5.5945,-1.9878
1917.75,-5.6576,-1.5383,1917.75,-5.6418,-1.9687
1917.67,-5.8525,-1.3587,1917.67,-5.6532,-2.0094
1917.58,-5.7485,-1.4166,1917.58,-5.684,-1.7386
1917.5,-5.8532,-1.1439,1917.5,-5.6138,-1.7403
1917.42,-5.7207,-1.1456,1917.42,-5.5579,-1.8744
1917.33,-5.5933,-1.359,1917.33,-5.5689,-2.1899
1917.25,-5.7528,-1.0776,1917.25,-5.715,-2.082
1917.17,-5.4962,-1.0677,1917.17,-5.52,-1.9914
1917.08,-5.5385,-1.3068,1917.08,-5.567,-2.1749
1917,-5.7586,-1.575,1917,-5.717,-2.2701
1916.92,-5.8133,-1.6796,1916.92,-5.7573,-2.3119
1916.83,-5.9548,-1.6497,1916.83,-5.7842,-1.9162
1916.75,-5.9084,-1.3459,1916.75,-5.6714,-1.9368
1916.67,-5.9921,-1.373,1916.67,-5.7922,-1.7512
1916.58,-5.9092,-2.0773,1916.58,-5.7979,-1.5213
1916.5,-5.8877,-1.4587,1916.5,-5.9319,-1.5426
1916.42,-5.6986,-1.7773,1916.42,-5.6939,-1.601
1916.33,-5.6838,-1.5475,1916.33,-5.7257,-1.8024
1916.25,-5.8201,-1.9365,1916.25,-5.6121,-1.8592
1916.17,-5.6267,-1.5979,1916.17,-5.5855,-2.0596
1916.08,-5.702,-1.7175,1916.08,-5.7013,-2.2647
1916,-5.6552,-1.6832,1916,-5.4914,-1.7581
1915.92,-5.7219,-1.5337,1915.92,-5.5396,-1.8081
1915.83,-5.6994,-1.8798,1915.83,-5.5999,-1.7941
1915.75,-5.8093,-1.8837,1915.75,-5.6984,-1.8513
1915.67,-5.7362,-1.7552,1915.67,-5.5729,-1.5392
1915.58,-5.8383,-1.5853,1915.58,-5.6415,-1.4317
1915.5,-5.8101,-1.8956,1915.5,-5.526,-1.6119
1915.42,-5.6313,-1.5577,1915.42,-5.4144,-1.0839
1915.33,-5.407,-1.169,1915.33,-5.4489,-1.7826
1915.25,-5.2904,-1.2029,1915.25,-5.3894,-1.9582
1915.17,-5.2421,-1.1793,1915.17,-5.2099,-1.8782
1915.08,-5.387,-1.1967,1915.08,-5.4168,-1.8482
1915,-5.474,-1.283,1915,-5.4364,-1.9928
1914.92,-5.5346,-1.2543,1914.92,-5.4372,-1.8338
1914.83,-5.5521,-1.1498,1914.83,-5.5345,-1.5901
1914.75,-5.4055,-1.0139,1914.75,-5.766,-1.246
1914.67,-5.4072,-0.98458,1914.67,-5.5407,-1.5543
1914.58,-5.4977,-1.4311,1914.58,-5.5088,-1.3366
1914.5,-5.5178,-1.5173,1914.5,-5.406,-1.3776
1914.42,-5.5473,-1.7659,1914.42,-5.4761,-1.4976
1914.33,-5.4707,-1.0553,1914.33,-5.3795,-1.2512
1914.25,-5.436,-0.81794,1914.25,-5.3437,-1.1595
1914.17,-5.1976,-0.75005,1914.17,-5.264,-1.2581
1914.08,-5.4614,-1.0755,1914.08,-5.284,-1.3665
1914,-5.415,-1.0425,1914,-5.4078,-1.8914
1913.92,-5.5914,-0.85438,1913.92,-5.6408,-1.7759
1913.83,-5.6104,-0.93924,1913.83,-5.5436,-1.4388
1913.75,-5.6206,-1.1063,1913.75,-5.6384,-1.8929
1913.67,-5.6514,-1.3912,1913.67,-5.543,-2.0259
1913.58,-5.7484,-1.7503,1913.58,-5.6132,-1.8208
1913.5,-5.603,-1.3943,1913.5,-5.567,-1.4382
1913.42,-5.6871,-1.2197,1913.42,-5.4644,-1.4684
1913.33,-5.4815,-1.125,1913.33,-5.5657,-1.7543
1913.25,-5.4292,-1.1168,1913.25,-5.4568,-1.8302
1913.17,-5.2531,-1.2321,1913.17,-5.3693,-2.5682
1913.08,-5.5015,-1.3863,1913.08,-5.4576,-2.9028
1913,-5.5995,-1.559,1913,-5.523,-2.7879
1912.92,-5.6444,-1.3035,1912.92,-5.5175,-2.3501
1912.83,-5.6189,-1.3568,1912.83,-5.5441,-1.8632
1912.75,-5.777,-1.3001,1912.75,-5.6456,-1.7953
1912.67,-5.7076,-1.5077,1912.67,-5.7145,-1.9615
1912.58,-5.7157,-1.7121,1912.58,-5.688,-2.0942
1912.5,-5.7071,-1.3466,1912.5,-5.7196,-1.7878
1912.42,-5.4689,-1.1619,1912.42,-5.5412,-1.1702
1912.33,-5.4013,-1.1295,1912.33,-5.2829,-1.301
1912.25,-5.2833,-1.0941,1912.25,-5.2888,-2.0504
1912.17,-5.232,-1.2017,1912.17,-5.0819,-2.2542
1912.08,-5.2976,-0.89036,1912.08,-5.3112,-2.3446
1912,-5.3047,-1.1064,1912,-5.2658,-2.4184
1911.92,-5.3742,-1.2325,1911.92,-5.5228,-2.143
1911.83,-5.3372,-1.1524,1911.83,-5.4467,-1.9653
1911.75,-5.6114,-1.0602,1911.75,-5.4608,-1.8008
1911.67,-5.5964,-1.1996,1911.67,-5.4614,-1.8611
1911.58,-5.5172,-1.1113,1911.58,-5.218,-1.7777
1911.5,-5.6351,-1.1232,1911.5,-5.5001,-1.9396
1911.42,-5.599,-1.2974,1911.42,-5.6807,-1.5607
1911.33,-5.7154,-1.2842,1911.33,-5.6967,-1.3958
1911.25,-5.6424,-0.90096,1911.25,-5.6599,-1.7709
1911.17,-5.4518,-0.83782,1911.17,-5.452,-1.7879
1911.08,-5.55,-0.87416,1911.08,-5.5014,-1.6937
1911,-5.6961,-1.0542,1911,-5.4611,-1.3512
1910.92,-5.6966,-1.0895,1910.92,-5.5154,-1.855
1910.83,-5.6353,-1.25,1910.83,-5.6806,-2.3781
1910.75,-5.8873,-1.1886,1910.75,-5.6289,-2.1711
1910.67,-5.856,-0.9966,1910.67,-5.6378,-1.5016
1910.58,-5.6591,-1.1163,1910.58,-5.7383,-1.2671
1910.5,-5.7107,-1.302,1910.5,-5.6554,-1.4764
1910.42,-5.7209,-0.96997,1910.42,-5.6397,-1.4432
1910.33,-5.6998,-1.2894,1910.33,-5.6903,-1.3822
1910.25,-5.693,-0.93206,1910.25,-5.4804,-1.4741
1910.17,-5.4275,-1.3178,1910.17,-5.4229,-1.337
1910.08,-5.4984,-1.1309,1910.08,-5.6196,-1.6899
1910,-5.5968,-0.99101,1910,-5.6601,-2.209
1909.92,-5.6298,-0.89971,1909.92,-5.6237,-2.0917
1909.83,-5.502,-0.87803,1909.83,-5.6854,-2.4176
1909.75,-5.6604,-1.0859,1909.75,-5.7312,-2.1854
1909.67,-5.6123,-1.1621,1909.67,-5.8875,-2.0369
1909.58,-5.7595,-1.2755,1909.58,-5.4752,-1.7511
1909.5,-5.731,-1.2277,1909.5,-5.7737,-1.7392
1909.42,-5.6861,-1.1773,1909.42,-5.6645,-1.8641
1909.33,-5.7616,-1.4278,1909.33,-5.7391,-1.8967
1909.25,-5.6294,-1.4111,1909.25,-5.6169,-1.915
1909.17,-5.4914,-1.0944,1909.17,-5.5155,-2.0188
1909.08,-5.5709,-1.2429,1909.08,-5.672,-1.8907
1909,-5.5482,-1.1077,1909,-5.5558,-2.1303
1908.92,-5.7042,-1.4333,1908.92,-5.7454,-2.3893
1908.83,-5.8211,-1.4139,1908.83,-5.9422,-2.0732
1908.75,-5.808,-1.4237,1908.75,-6.0673,-1.8681
1908.67,-5.8073,-1.1394,1908.67,-5.9086,-1.7682
1908.58,-5.749,-1.0412,1908.58,-5.7919,-1.8242
1908.5,-5.7685,-1.4143,1908.5,-5.8757,-1.8597
1908.42,-5.7607,-1.5489,1908.42,-5.751,-1.8163
1908.33,-5.5593,-1.7927,1908.33,-5.6788,-1.8439
1908.25,-5.5267,-1.4364,1908.25,-5.5701,-1.9887
1908.17,-5.314,-1.1398,1908.17,-5.3589,-2.0314
1908.08,-5.3419,-1.6085,1908.08,-5.4635,-2.084
1908,-5.4573,-1.7184,1908,-5.5573,-2.0836
1907.92,-5.6931,-1.4863,1907.92,-5.4006,-1.5837
1907.83,-5.6993,-0.94054,1907.83,-5.6669,-1.4223
1907.75,-5.6361,-1.4751,1907.75,-5.5658,-1.628
1907.67,-5.5714,-1.8359,1907.67,-5.5574,-1.9096
1907.58,-5.6855,-1.6615,1907.58,-5.7029,-1.5677
1907.5,-5.6143,-1.7127,1907.5,-5.579,-1.953
1907.42,-5.5944,-1.1721,1907.42,-5.589,-1.6719
1907.33,-5.5313,-1.2325,1907.33,-5.6836,-1.7602
1907.25,-5.4542,-1.448,1907.25,-5.5094,-2.3064
1907.17,-5.4347,-1.595,1907.17,-5.4992,-1.9904
1907.08,-5.8043,-1.4167,1907.08,-5.7075,-2.1094
1907,-5.7694,-1.4377,1907,-5.6386,-1.7254
1906.92,-5.7642,-1.3317,1906.92,-5.7365,-1.6967
1906.83,-5.8955,-1.6449,1906.83,-5.9387,-1.7306
1906.75,-5.8185,-1.7642,1906.75,-5.8097,-1.5652
1906.67,-5.7732,-1.7803,1906.67,-5.7897,-1.7342
1906.58,-5.5625,-1.7841,1906.58,-5.6391,-1.4795
1906.5,-5.5473,-1.1143,1906.5,-5.3618,-0.86396
1906.42,-5.3783,-0.93784,1906.42,-5.2364,-0.86372
1906.33,-5.3939,-0.88763,1906.33,-5.2925,-0.90036
1906.25,-5.4319,-1.2053,1906.25,-5.3475,-1.4605
1906.17,-5.2841,-1.3413,1906.17,-5.2171,-1.7109
1906.08,-5.548,-1.5044,1906.08,-5.3451,-1.4468
1906,-5.6049,-2.1187,1906,-5.3531,-1.1435
1905.92,-5.5828,-1.37,1905.92,-5.5128,-1.4795
1905.83,-5.6444,-1.1387,1905.83,-5.6166,-1.3398
1905.75,-5.6698,-1.5496,1905.75,-5.5312,-0.78142
1905.67,-5.5993,-1.8985,1905.67,-5.5014,-0.98864
1905.58,-5.5626,-1.4699,1905.58,-5.4885,-1.37
1905.5,-5.352,-1.1281,1905.5,-5.4523,-1.3469
1905.42,-5.4761,-1.0983,1905.42,-5.4721,-1.3321
1905.33,-5.3315,-0.85871,1905.33,-5.3946,-1.0684
1905.25,-5.3315,-0.90607,1905.25,-5.3492,-1.0464
1905.17,-5.2682,-1.1318,1905.17,-5.2275,-1.5009
1905.08,-5.5757,-1.4859,1905.08,-5.2723,-1.8632
1905,-5.5612,-1.3738,1905,-5.376,-1.7413
1904.92,-5.8215,-1.4207,1904.92,-5.5517,-1.7886
1904.83,-5.6438,-1.2349,1904.83,-5.6917,-1.5416
1904.75,-5.6888,-1.7047,1904.75,-5.7991,-1.4866
1904.67,-5.7726,-1.0766,1904.67,-5.7286,-1.6162
1904.58,-5.7267,-1.7633,1904.58,-5.5479,-1.6055
1904.5,-5.6488,-0.78418,1904.5,-5.5569,-1.7721
1904.42,-5.6457,-1.1577,1904.42,-5.7034,-1.9324
1904.33,-5.569,-1.0571,1904.33,-5.6959,-1.6084
1904.25,-5.6663,-1.1805,1904.25,-5.5045,-1.2427
1904.17,-5.5429,-1.3364,1904.17,-5.3903,-1.1207
1904.08,-5.7602,-1.4424,1904.08,-5.4146,-1.3435
1904,-5.7367,-1.4602,1904,-5.5702,-1.3548
1903.92,-5.7213,-1.3947,1903.92,-5.6509,-1.3603
