year (AD) [1-1],depth (m) [1-1],dD (permil) [1-1],year (AD) [1-2],depth (m) [1-2],dD (permil) [1-2]
NA,NA,NA,1820.3103,60.67,-253.75
NA,NA,NA,1820.2069,60.7,-252.1
NA,NA,NA,1820.1034,60.73,-261.47
NA,NA,NA,1820,60.76,-260.15
NA,NA,NA,1819.9091,60.79,-264.59
NA,NA,NA,1819.8182,60.82,-270.42
NA,NA,NA,1819.7576,60.84,-276.04
NA,NA,NA,1819.6667,60.87,-273.25
NA,NA,NA,1819.5758,60.9,-273.47
NA,NA,NA,1819.4848,60.93,-270.5
NA,NA,NA,1819.3939,60.96,-266.34
NA,NA,NA,1819.303,60.99,-266.15
NA,NA,NA,1819.2121,61.02,-260.45
NA,NA,NA,1819.1212,61.05,-258.53
NA,NA,NA,1819.0303,61.08,-262.6
NA,NA,NA,1818.9167,61.11,-264.45
NA,NA,NA,1818.7917,61.14,-264.29
NA,NA,NA,1818.6667,61.17,-265.59
NA,NA,NA,1818.5417,61.2,-263.62
NA,NA,NA,1818.4167,61.23,-258.18
NA,NA,NA,1818.25,61.27,-261.08
NA,NA,NA,1818.125,61.3,-260.44
NA,NA,NA,1818,61.33,-265.45
NA,NA,NA,1817.8846,61.36,-267.66
NA,NA,NA,1817.7692,61.39,-271.97
NA,NA,NA,1817.6538,61.42,-269.7
NA,NA,NA,1817.5385,61.45,-270.76
NA,NA,NA,1817.4231,61.48,-271.93
NA,NA,NA,1817.3077,61.51,-273.81
NA,NA,NA,1817.1923,61.54,-271.05
NA,NA,NA,1817.0769,61.57,-279.3
NA,NA,NA,1816.9444,61.6,-281.67
NA,NA,NA,1816.7778,61.63,-281.16
NA,NA,NA,1816.6111,61.66,-278.4
NA,NA,NA,1816.4444,61.69,-276.68
NA,NA,NA,1816.2778,61.72,-271.58
NA,NA,NA,1816.0556,61.76,-270.03
NA,NA,NA,1815.9259,61.79,-265.08
NA,NA,NA,1815.8148,61.82,-269.95
NA,NA,NA,1815.7037,61.85,-267.97
NA,NA,NA,1815.5926,61.88,-276.91
NA,NA,NA,1815.4815,61.91,-282.44
NA,NA,NA,1815.3704,61.94,-284.86
NA,NA,NA,1815.2593,61.97,-283.01
NA,NA,NA,1815.1481,62,-278.79
NA,NA,NA,1815.037,62.03,-274.96
NA,NA,NA,1814.9,62.06,-269.49
NA,NA,NA,1814.75,62.09,-271.19
NA,NA,NA,1814.65,62.11,-270.25
NA,NA,NA,1814.5,62.14,-267.59
NA,NA,NA,1814.35,62.17,-266.06
NA,NA,NA,1814.2,62.2,-260.07
NA,NA,NA,1814.05,62.23,-256.12
NA,NA,NA,1813.9286,62.26,-250.23
NA,NA,NA,1813.8214,62.29,-251.46
NA,NA,NA,1813.75,62.31,-253.45
NA,NA,NA,1813.6429,62.34,-253.84
NA,NA,NA,1813.5357,62.37,-258.28
NA,NA,NA,1813.4286,62.4,-262.05
NA,NA,NA,1813.3214,62.43,-267.65
NA,NA,NA,1813.2143,62.46,-267.89
NA,NA,NA,1813.1071,62.49,-266.32
NA,NA,NA,1813.0357,62.51,-269.17
NA,NA,NA,1812.9091,62.54,-269.7
NA,NA,NA,1812.7727,62.57,-272.32
NA,NA,NA,1812.6364,62.6,-274.15
NA,NA,NA,1812.5,62.63,-280.45
NA,NA,NA,1812.3636,62.66,-279.03
NA,NA,NA,1812.2273,62.69,-279.21
NA,NA,NA,1812.1364,62.71,-274.56
NA,NA,NA,1812,62.74,-269.81
NA,NA,NA,1811.9,62.77,-261.54
NA,NA,NA,1811.8,62.8,-256.54
NA,NA,NA,1811.7,62.83,-250.89
NA,NA,NA,1811.6,62.86,-249.61
NA,NA,NA,1811.5,62.89,-248.31
NA,NA,NA,1811.4333,62.91,-252.21
NA,NA,NA,1811.3333,62.94,-258.5
NA,NA,NA,1811.2333,62.97,-266.86
NA,NA,NA,1811.1333,63,-273.87
NA,NA,NA,1811.0333,63.03,-275.4
NA,NA,NA,1810.9412,63.06,-273.9
NA,NA,NA,1810.8529,63.09,-273.22
NA,NA,NA,1810.7647,63.12,-272.33
NA,NA,NA,1810.6765,63.15,-270.64
NA,NA,NA,1810.5882,63.18,-272.81
NA,NA,NA,1810.5,63.21,-275.76
NA,NA,NA,1810.4118,63.24,-278.27
NA,NA,NA,1810.3235,63.27,-280.93
NA,NA,NA,1810.2353,63.3,-277.83
NA,NA,NA,1810.1471,63.33,-275.91
NA,NA,NA,1810.0588,63.36,-272.66
NA,NA,NA,1809.9687,63.39,-272.36
NA,NA,NA,1809.875,63.42,-272.09
NA,NA,NA,1809.7812,63.45,-276
NA,NA,NA,1809.6875,63.48,-279.46
NA,NA,NA,1809.5625,63.52,-281.1
NA,NA,NA,1809.4687,63.55,-279.1
NA,NA,NA,1809.375,63.58,-275.84
NA,NA,NA,1809.2812,63.61,-272.26
NA,NA,NA,1809.1875,63.64,-267.12
NA,NA,NA,1809.0937,63.67,-266.01
NA,NA,NA,1809,63.7,-263.66
NA,NA,NA,1808.921,63.73,-267.13
NA,NA,NA,1808.8421,63.76,-270.78
NA,NA,NA,1808.7632,63.79,-273.61
NA,NA,NA,1808.6842,63.82,-276.07
NA,NA,NA,1808.6053,63.85,-276.65
NA,NA,NA,1808.5263,63.88,-275
NA,NA,NA,1808.4474,63.91,-272.67
NA,NA,NA,1808.3684,63.94,-269.47
NA,NA,NA,1808.2895,63.97,-263.42
NA,NA,NA,1808.2105,64,-264.9
NA,NA,NA,1808.1316,64.03,-263.83
NA,NA,NA,1808.0526,64.06,-263.9
NA,NA,NA,1807.963,64.09,-267.75
NA,NA,NA,1807.8148,64.13,-269.77
NA,NA,NA,1807.7037,64.16,-269.63
NA,NA,NA,1807.5926,64.19,-270.64
NA,NA,NA,1807.4815,64.22,-270.83
NA,NA,NA,1807.3704,64.25,-267.83
NA,NA,NA,1807.2593,64.28,-266.5
NA,NA,NA,1807.1481,64.31,-261.96
NA,NA,NA,1807.037,64.34,-266.11
NA,NA,NA,1806.8846,64.38,-266.5
NA,NA,NA,1806.7692,64.41,-269.91
NA,NA,NA,1806.6538,64.44,-274.11
NA,NA,NA,1806.5385,64.47,-282.67
NA,NA,NA,1806.4231,64.5,-285.96
NA,NA,NA,1806.3077,64.53,-285.38
NA,NA,NA,1806.1923,64.56,-282.39
NA,NA,NA,1806.0769,64.59,-280.86
NA,NA,NA,1805.931,64.63,-281.99
NA,NA,NA,1805.8276,64.66,-286.62
NA,NA,NA,1805.7241,64.69,-289.34
NA,NA,NA,1805.6207,64.72,-289.56
NA,NA,NA,1805.5172,64.75,-285.36
NA,NA,NA,1805.4138,64.78,-277.48
NA,NA,NA,1805.3103,64.81,-269.49
NA,NA,NA,1805.2069,64.84,-262.53
NA,NA,NA,1805.069,64.88,-255.82
NA,NA,NA,1804.9444,64.91,-252.32
NA,NA,NA,1804.7778,64.94,-254.33
NA,NA,NA,1804.6111,64.97,-252.13
NA,NA,NA,1804.4444,65,-260.21
NA,NA,NA,1804.2778,65.03,-263.48
NA,NA,NA,1804.1111,65.06,-262.93
NA,NA,NA,1803.9762,65.09,-263.86
NA,NA,NA,1803.9048,65.12,-262.2
NA,NA,NA,1803.8333,65.15,-260.72
NA,NA,NA,1803.7619,65.18,-260.08
NA,NA,NA,1803.6905,65.21,-258.3
NA,NA,NA,1803.619,65.24,-262.41
NA,NA,NA,1803.5476,65.27,-267.13
NA,NA,NA,1803.4762,65.3,-267.58
NA,NA,NA,1803.4048,65.33,-265.67
NA,NA,NA,1803.3333,65.36,-261.5
NA,NA,NA,1803.2619,65.39,-257.09
NA,NA,NA,1803.1905,65.42,-249.32
NA,NA,NA,1803.119,65.45,-239.78
NA,NA,NA,1803.0476,65.48,-234.66
NA,NA,NA,1802.9375,65.52,-231.32
NA,NA,NA,1802.8437,65.55,-232.64
NA,NA,NA,1802.75,65.58,-243.62
NA,NA,NA,1802.6562,65.61,-263.2
NA,NA,NA,1802.5625,65.64,-268.09
NA,NA,NA,1802.4687,65.67,-274.16
NA,NA,NA,1802.375,65.7,-272.72
NA,NA,NA,1802.2812,65.73,-273.03
NA,NA,NA,1802.1875,65.76,-271.26
NA,NA,NA,1802.0937,65.79,-273.58
NA,NA,NA,1802,65.82,-276.66
NA,NA,NA,1801.8696,65.85,-282.1
NA,NA,NA,1801.7391,65.88,-284.09
NA,NA,NA,1801.6087,65.91,-283.67
NA,NA,NA,1801.4783,65.94,-280.26
NA,NA,NA,1801.3478,65.97,-279.27
NA,NA,NA,1801.2174,66,-279.61
NA,NA,NA,1801.087,66.03,-278.22
NA,NA,NA,1800.9565,66.06,-278.17
NA,NA,NA,1800.8261,66.09,-283.11
NA,NA,NA,1800.6956,66.12,-286.19
NA,NA,NA,1800.5652,66.15,-287.55
NA,NA,NA,1800.3913,66.19,-283.36
NA,NA,NA,1800.2609,66.22,-277.49
NA,NA,NA,1800.1304,66.25,-270.19
NA,NA,NA,1800,66.28,-260.99
NA,NA,NA,1799.8846,66.31,-253.03
NA,NA,NA,1799.7692,66.34,-249.85
NA,NA,NA,1799.6538,66.37,-246.31
NA,NA,NA,1799.5385,66.4,-250.99
NA,NA,NA,1799.4231,66.43,-258.5
NA,NA,NA,1799.3077,66.46,-269.11
NA,NA,NA,1799.1923,66.49,-273.83
NA,NA,NA,1799.0385,66.53,-276.07
NA,NA,NA,1798.8947,66.56,-273.56
NA,NA,NA,1798.7368,66.59,-271.45
NA,NA,NA,1798.5789,66.62,-266.6
NA,NA,NA,1798.421,66.65,-263.03
NA,NA,NA,1798.2632,66.68,-263.31
NA,NA,NA,1798.1053,66.71,-264.59
NA,NA,NA,1797.9762,66.74,-268.61
NA,NA,NA,1797.9048,66.77,-273.84
NA,NA,NA,1797.8333,66.8,-275.4
NA,NA,NA,1797.7619,66.83,-276.14
NA,NA,NA,1797.6667,66.87,-276.21
NA,NA,NA,1797.5952,66.9,-274.63
NA,NA,NA,1797.5238,66.93,-275.51
NA,NA,NA,1797.4524,66.96,-278.45
NA,NA,NA,1797.3809,66.99,-279.25
NA,NA,NA,1797.3095,67.02,-280.4
NA,NA,NA,1797.2381,67.05,-282.51
NA,NA,NA,1797.1667,67.08,-280.86
NA,NA,NA,1797.0952,67.11,-279.36
NA,NA,NA,1797.0238,67.14,-280.75
NA,NA,NA,1796.931,67.17,-282.07
NA,NA,NA,1796.8276,67.2,-287.5
NA,NA,NA,1796.7241,67.23,-292.71
NA,NA,NA,1796.6207,67.26,-296.84
NA,NA,NA,1796.4828,67.3,-298.55
NA,NA,NA,1796.3793,67.33,-297.73
NA,NA,NA,1796.2759,67.36,-296.23
NA,NA,NA,1796.1724,67.39,-291.1
NA,NA,NA,1796.069,67.42,-286.98
NA,NA,NA,1795.9677,67.45,-283.79
NA,NA,NA,1795.871,67.48,-281.08
NA,NA,NA,1795.7742,67.51,-281.48
NA,NA,NA,1795.6774,67.54,-283.86
NA,NA,NA,1795.5806,67.57,-286.37
NA,NA,NA,1795.4839,67.6,-291.17
NA,NA,NA,1795.3871,67.63,-290.01
NA,NA,NA,1795.2903,67.66,-287.28
NA,NA,NA,1795.1935,67.69,-281.85
NA,NA,NA,1795.0968,67.72,-275.99
NA,NA,NA,1795,67.75,-271.48
NA,NA,NA,1794.8823,67.79,-270.59
NA,NA,NA,1794.7941,67.82,-268.72
NA,NA,NA,1794.7059,67.85,-268.33
NA,NA,NA,1794.6176,67.88,-264.12
NA,NA,NA,1794.5294,67.91,-256.16
NA,NA,NA,1794.4412,67.94,-241.41
NA,NA,NA,1794.3529,67.97,-233.94
NA,NA,NA,1794.2647,68,-228.93
NA,NA,NA,1794.1765,68.03,-225.5
NA,NA,NA,1794.0882,68.06,-236.12
NA,NA,NA,1793.9474,68.1,-254.26
NA,NA,NA,1793.7895,68.13,-265.27
NA,NA,NA,1793.6316,68.16,-273.98
NA,NA,NA,1793.4737,68.19,-276.7
NA,NA,NA,1793.3158,68.22,-276.78
NA,NA,NA,1793.1053,68.26,-275.24
NA,NA,NA,1792.9667,68.29,-272.97
NA,NA,NA,1792.8667,68.32,-271.49
NA,NA,NA,1792.7667,68.35,-271.7
NA,NA,NA,1792.6667,68.38,-275.71
NA,NA,NA,1792.5667,68.41,-277.49
NA,NA,NA,1792.4333,68.45,-280.99
NA,NA,NA,1792.3333,68.48,-279.17
NA,NA,NA,1792.2333,68.51,-276.21
NA,NA,NA,1792.1333,68.54,-269.93
NA,NA,NA,1792.0333,68.57,-264.18
NA,NA,NA,1791.88,68.61,-257.73
NA,NA,NA,1791.76,68.64,-255.31
NA,NA,NA,1791.64,68.67,-255.7
NA,NA,NA,1791.52,68.7,-252.19
NA,NA,NA,1791.4,68.73,-248.37
NA,NA,NA,1791.24,68.77,-247.9
NA,NA,NA,1791.12,68.8,-246.75
NA,NA,NA,1791,68.83,-249.22
NA,NA,NA,1790.8696,68.86,-256.6
NA,NA,NA,1790.7391,68.89,-265.7
NA,NA,NA,1790.6087,68.92,-275.91
NA,NA,NA,1790.4348,68.96,-280.78
NA,NA,NA,1790.3043,68.99,-277.73
NA,NA,NA,1790.1739,69.02,-272.2
NA,NA,NA,1790.0435,69.05,-268.41
NA,NA,NA,1789.88,69.09,-266.02
NA,NA,NA,1789.76,69.12,-265.24
NA,NA,NA,1789.64,69.15,-272.18
NA,NA,NA,1789.52,69.18,-273.33
NA,NA,NA,1789.36,69.22,-271.52
NA,NA,NA,1789.24,69.25,-268.55
NA,NA,NA,1789.12,69.28,-263.1
NA,NA,NA,1789,69.31,-257.91
NA,NA,NA,1788.8461,69.35,-255.75
NA,NA,NA,1788.7308,69.38,-256.21
NA,NA,NA,1788.6154,69.41,-257.41
NA,NA,NA,1788.3461,69.48,-261.78
NA,NA,NA,1788.2308,69.51,-264.31
NA,NA,NA,1788.1154,69.54,-267.28
NA,NA,NA,1787.96,69.58,-271.35
NA,NA,NA,1787.84,69.61,-276.14
NA,NA,NA,1787.72,69.64,-278.97
NA,NA,NA,1787.6,69.67,-276.02
NA,NA,NA,1787.44,69.71,-273.29
NA,NA,NA,1787.32,69.74,-268.42
NA,NA,NA,1787.2,69.77,-265.05
NA,NA,NA,1787.08,69.8,-262.46
NA,NA,NA,1786.9167,69.84,-259.56
NA,NA,NA,1786.7917,69.87,-260.35
NA,NA,NA,1786.6667,69.9,-259.23
NA,NA,NA,1786.5417,69.93,-256.56
NA,NA,NA,1786.375,69.97,-256.56
NA,NA,NA,1786.25,70,-252.57
NA,NA,NA,1786.125,70.03,-248.6
NA,NA,NA,1786,70.06,-245.07
NA,NA,NA,1785.9032,70.09,-242.79
NA,NA,NA,1785.7742,70.13,-243.15
NA,NA,NA,1785.6774,70.16,-246.73
NA,NA,NA,1785.5806,70.19,-252.84
NA,NA,NA,1785.4839,70.22,-259.84
NA,NA,NA,1785.3871,70.25,-264.47
NA,NA,NA,1785.2903,70.28,-266.55
NA,NA,NA,1785.1935,70.31,-265.96
NA,NA,NA,1785.0968,70.34,-264.69
NA,NA,NA,1784.9796,70.38,-264.4
NA,NA,NA,1784.9184,70.41,-265.91
NA,NA,NA,1784.8571,70.44,-272.55
NA,NA,NA,1784.7959,70.47,-280.72
NA,NA,NA,1784.7347,70.5,-288.35
NA,NA,NA,1784.6735,70.53,-294.36
NA,NA,NA,1784.6122,70.56,-295.43
NA,NA,NA,1784.551,70.59,-292.34
NA,NA,NA,1784.4694,70.63,-290.23
NA,NA,NA,1784.4082,70.66,-286.7
NA,NA,NA,1784.3469,70.69,-282.33
NA,NA,NA,1784.2857,70.72,-277.42
NA,NA,NA,1784.2245,70.75,-274.11
NA,NA,NA,1784.1633,70.78,-271.55
NA,NA,NA,1784.102,70.81,-269.48
NA,NA,NA,1784.0408,70.84,-268.26
NA,NA,NA,1783.9167,70.88,-270.22
NA,NA,NA,1783.7917,70.91,-277.69
NA,NA,NA,1783.6667,70.94,-285.79
NA,NA,NA,1783.5417,70.97,-290.99
NA,NA,NA,1783.4167,71,-293.41
NA,NA,NA,1783.2917,71.03,-293.43
NA,NA,NA,1783.1667,71.06,-293.14
NA,NA,NA,1783.0417,71.09,-291.49
NA,NA,NA,1782.9167,71.12,-290.38
NA,NA,NA,1782.7917,71.15,-288.91
NA,NA,NA,1782.6667,71.18,-285.37
NA,NA,NA,1782.5417,71.21,-278.92
NA,NA,NA,1782.4167,71.24,-271.68
NA,NA,NA,1782.2917,71.27,-263.28
NA,NA,NA,1782.1667,71.3,-257.23
NA,NA,NA,1782.0417,71.33,-254.25
NA,NA,NA,1781.9,71.36,-253.71
NA,NA,NA,1781.75,71.39,-256.9
NA,NA,NA,1781.6,71.42,-258.93
NA,NA,NA,1781.45,71.45,-260.89
NA,NA,NA,1781.3,71.48,-259.59
NA,NA,NA,1781.1,71.52,-257.62
NA,NA,NA,1780.963,71.55,-255.74
NA,NA,NA,1780.8518,71.58,-256.92
NA,NA,NA,1780.7407,71.61,-259.79
NA,NA,NA,1780.6296,71.64,-268.56
NA,NA,NA,1780.5185,71.67,-277.89
NA,NA,NA,1780.4074,71.7,-282.57
NA,NA,NA,1780.2963,71.73,-283.63
NA,NA,NA,1780.1852,71.76,-282.66
NA,NA,NA,1780.0741,71.79,-279.85
NA,NA,NA,1779.9583,71.82,-278.15
NA,NA,NA,1779.8333,71.85,-277.78
NA,NA,NA,1779.7083,71.88,-278.45
NA,NA,NA,1779.5833,71.91,-284.52
NA,NA,NA,1779.4583,71.94,-290.18
NA,NA,NA,1779.3333,71.97,-293.73
NA,NA,NA,1779.2083,72,-291.33
NA,NA,NA,1779.0833,72.03,-286.85
NA,NA,NA,1778.9655,72.06,-282.11
NA,NA,NA,1778.8276,72.1,-276.57
NA,NA,NA,1778.7241,72.13,-274.33
NA,NA,NA,1778.6207,72.16,-272.08
NA,NA,NA,1778.5172,72.19,-269.93
NA,NA,NA,1778.3793,72.23,-268.63
NA,NA,NA,1778.2759,72.26,-267.93
NA,NA,NA,1778.1724,72.29,-266.16
NA,NA,NA,1778.069,72.32,-264.38
NA,NA,NA,1777.95,72.35,-267.22
NA,NA,NA,1777.75,72.39,-271.75
NA,NA,NA,1777.6,72.42,-275.05
NA,NA,NA,1777.45,72.45,-275.83
NA,NA,NA,1777.3,72.48,-273.62
NA,NA,NA,1777.1,72.52,-271.06
NA,NA,NA,1776.9643,72.55,-269.86
NA,NA,NA,1776.8571,72.58,-271.03
NA,NA,NA,1776.75,72.61,-272.96
NA,NA,NA,1776.6071,72.65,-278.22
NA,NA,NA,1776.5,72.68,-278.12
NA,NA,NA,1776.3929,72.71,-276.44
NA,NA,NA,1776.2857,72.74,-273.31
NA,NA,NA,1776.1786,72.77,-267.67
NA,NA,NA,1776.0357,72.81,-261.02
NA,NA,NA,1775.9048,72.84,-260.26
NA,NA,NA,1775.7619,72.87,-259.86
NA,NA,NA,1775.619,72.9,-265.15
NA,NA,NA,1775.4286,72.94,-271.29
NA,NA,NA,1775.2857,72.97,-271.09
NA,NA,NA,1775.1429,73,-269.59
NA,NA,NA,1775,73.03,-261.36
NA,NA,NA,1774.8889,73.06,-252.83
NA,NA,NA,1774.7407,73.1,-250.92
NA,NA,NA,1774.6296,73.13,-248.93
NA,NA,NA,1774.5185,73.16,-253.79
NA,NA,NA,1774.4074,73.19,-261.52
NA,NA,NA,1774.2593,73.23,-269.13
NA,NA,NA,1774.1481,73.26,-270.83
NA,NA,NA,1774.037,73.29,-273.03
NA,NA,NA,1773.9412,73.32,-269.77
NA,NA,NA,1773.8529,73.35,-265.7
NA,NA,NA,1773.7353,73.39,-260.13
NA,NA,NA,1773.6471,73.42,-258.68
NA,NA,NA,1773.5588,73.45,-257.71
NA,NA,NA,1773.4706,73.48,-258.44
NA,NA,NA,1773.3529,73.52,-260.42
NA,NA,NA,1773.2647,73.55,-264.34
NA,NA,NA,1773.1765,73.58,-267.07
NA,NA,NA,1773.0882,73.61,-266.56
NA,NA,NA,1772.9667,73.65,-261.13
NA,NA,NA,1772.8667,73.68,-258
NA,NA,NA,1772.7667,73.71,-252.25
NA,NA,NA,1772.6667,73.74,-254.02
NA,NA,NA,1772.5667,73.77,-257.71
NA,NA,NA,1772.4333,73.81,-261.18
NA,NA,NA,1772.3333,73.84,-264.84
NA,NA,NA,1772.2333,73.87,-264.35
NA,NA,NA,1772.1333,73.9,-260.68
NA,NA,NA,1772,73.94,-255.09
NA,NA,NA,1771.875,73.97,-253.84
NA,NA,NA,1771.75,74,-253.96
NA,NA,NA,1771.625,74.03,-257
NA,NA,NA,1771.5,74.06,-263.07
NA,NA,NA,1771.3333,74.1,-255.13
NA,NA,NA,1771.2083,74.13,-248.39
NA,NA,NA,1771.0833,74.16,-249
NA,NA,NA,1770.95,74.19,-252.5
NA,NA,NA,1770.75,74.23,-256.89
NA,NA,NA,1770.6,74.26,-259.71
NA,NA,NA,1770.45,74.29,-259.03
NA,NA,NA,1770.3,74.32,-274.98
NA,NA,NA,1770.15,74.35,-282.19
NA,NA,NA,1769.963,74.39,-285.84
NA,NA,NA,1769.8518,74.42,-282.39
NA,NA,NA,1769.7407,74.45,-279.49
NA,NA,NA,1769.6296,74.48,-275.23
NA,NA,NA,1769.4815,74.52,-271.52
NA,NA,NA,1769.3704,74.55,-271.27
NA,NA,NA,1769.2593,74.58,-271.93
NA,NA,NA,1769.1481,74.61,-272
NA,NA,NA,1769,74.65,-280.99
NA,NA,NA,1768.9032,74.68,-274.8
NA,NA,NA,1768.8064,74.71,-271.54
NA,NA,NA,1768.7097,74.74,-267.75
NA,NA,NA,1768.6129,74.77,-252.06
NA,NA,NA,1768.4839,74.81,-251.3
NA,NA,NA,1768.3871,74.84,-258.47
NA,NA,NA,1768.2903,74.87,-268.68
NA,NA,NA,1768.1935,74.9,-276.39
NA,NA,NA,1768.0645,74.94,-281.4
NA,NA,NA,1767.9565,74.97,-279.58
NA,NA,NA,1767.8261,75,-275.33
NA,NA,NA,1767.6956,75.03,-272.29
NA,NA,NA,1767.5652,75.06,-270.68
NA,NA,NA,1767.3913,75.1,-271.93
NA,NA,NA,1767.2609,75.13,-275.11
NA,NA,NA,1767.1304,75.16,-278.35
NA,NA,NA,1767,75.19,-280.25
NA,NA,NA,1766.7895,75.23,-279.33
NA,NA,NA,1766.6316,75.26,-275.63
NA,NA,NA,1766.4737,75.29,-271.63
NA,NA,NA,1766.3158,75.32,-271.79
NA,NA,NA,1766.1579,75.35,-270.47
NA,NA,NA,1765.9444,75.39,-271.48
NA,NA,NA,1765.7778,75.42,-271.08
NA,NA,NA,1765.6111,75.45,-271.02
NA,NA,NA,1765.4444,75.48,-268.54
NA,NA,NA,1765.2222,75.52,-263.59
NA,NA,NA,1765.0556,75.55,-259.19
NA,NA,NA,1764.9167,75.58,-259.8
NA,NA,NA,1764.7917,75.61,-263.96
NA,NA,NA,1764.625,75.65,-271.11
NA,NA,NA,1764.5,75.68,-279.36
NA,NA,NA,1764.375,75.71,-280.32
NA,NA,NA,1764.25,75.74,-277.41
NA,NA,NA,1764.125,75.77,-276.19
NA,NA,NA,1763.9697,75.81,-275.68
NA,NA,NA,1763.8788,75.84,-272.15
NA,NA,NA,1763.7879,75.87,-276.68
NA,NA,NA,1763.697,75.9,-279
NA,NA,NA,1763.5758,75.94,-276.74
NA,NA,NA,1763.4848,75.97,-274.83
NA,NA,NA,1763.3939,76,-269.23
NA,NA,NA,1763.303,76.03,-261.93
NA,NA,NA,1763.2121,76.06,-260.56
NA,NA,NA,1763.1212,76.09,-258.3
NA,NA,NA,1763,76.13,-257.99
NA,NA,NA,1762.8889,76.16,-260.28
NA,NA,NA,1762.7778,76.19,-263.93
NA,NA,NA,1762.6667,76.22,-261.98
NA,NA,NA,1762.5556,76.25,-258.33
NA,NA,NA,1762.4444,76.28,-253.75
NA,NA,NA,1762.3333,76.31,-250.81
NA,NA,NA,1762.2222,76.34,-247.63
NA,NA,NA,1762.0741,76.38,-247.1
NA,NA,NA,1761.963,76.41,-253.35
NA,NA,NA,1761.8518,76.44,-260.03
NA,NA,NA,1761.7407,76.47,-266.85
NA,NA,NA,1761.6296,76.5,-266.03
NA,NA,NA,1761.5185,76.53,-269.93
NA,NA,NA,1761.4074,76.56,-265.55
NA,NA,NA,1761.2963,76.59,-262.82
NA,NA,NA,1761.1481,76.63,-261.9
NA,NA,NA,1761.037,76.66,-264.06
NA,NA,NA,1760.8889,76.69,-266.54
NA,NA,NA,1760.7222,76.72,-270.71
NA,NA,NA,1760.5556,76.75,-274.95
NA,NA,NA,1760.3889,76.78,-277.85
NA,NA,NA,1760.2222,76.81,-279.42
NA,NA,NA,1760.0556,76.84,-278.04
NA,NA,NA,1759.8846,76.88,-279.31
NA,NA,NA,1759.7692,76.91,-281.81
NA,NA,NA,1759.6538,76.94,-283.94
NA,NA,NA,1759.5385,76.97,-285.24
NA,NA,NA,1759.4231,77,-282.38
NA,NA,NA,1759.3077,77.03,-277.41
NA,NA,NA,1759.1923,77.06,-272.28
NA,NA,NA,1759.0385,77.1,-266.03
NA,NA,NA,1758.9545,77.13,-265.09
NA,NA,NA,1758.8864,77.16,-269.08
NA,NA,NA,1758.8182,77.19,-272.28
NA,NA,NA,1758.75,77.22,-278.34
NA,NA,NA,1758.6591,77.26,-278.63
NA,NA,NA,1758.5909,77.29,-278.61
NA,NA,NA,1758.5227,77.32,-277.98
NA,NA,NA,1758.4545,77.35,-274.57
NA,NA,NA,1758.3864,77.38,-272.48
NA,NA,NA,1758.3182,77.41,-273.96
NA,NA,NA,1758.2273,77.45,-276.71
NA,NA,NA,1758.1591,77.48,-282.41
NA,NA,NA,1758.0909,77.51,-292.4
NA,NA,NA,1758.0227,77.54,-299.68
NA,NA,NA,1757.8889,77.57,-298.71
NA,NA,NA,1757.6667,77.61,-295.29
NA,NA,NA,1757.5,77.64,-289.17
NA,NA,NA,1757.3333,77.67,-284.12
NA,NA,NA,1757.1667,77.7,-278.96
NA,NA,NA,1757,77.73,-276.47
NA,NA,NA,1756.8667,77.77,-274.2
NA,NA,NA,1756.7667,77.8,-276.85
NA,NA,NA,1756.6667,77.83,-281.25
NA,NA,NA,1756.5667,77.86,-282.93
NA,NA,NA,1756.4667,77.89,-280.6
NA,NA,NA,1756.3667,77.92,-277.11
NA,NA,NA,1756.2333,77.96,-275.43
NA,NA,NA,1756.1333,77.99,-274.75
NA,NA,NA,1756.0333,78.02,-279.6
NA,NA,NA,1755.913,78.05,-286.38
NA,NA,NA,1755.7391,78.09,-291.79
NA,NA,NA,1755.6087,78.12,-291.74
NA,NA,NA,1755.4783,78.15,-288.75
NA,NA,NA,1755.3478,78.18,-282.66
NA,NA,NA,1755.1739,78.22,-275.7
NA,NA,NA,1755.0435,78.25,-274.78
NA,NA,NA,1754.9412,78.28,-275.32
NA,NA,NA,1754.8529,78.31,-275.18
NA,NA,NA,1754.7353,78.35,-271.34
NA,NA,NA,1754.6471,78.38,-267.53
NA,NA,NA,1754.5588,78.41,-262.27
NA,NA,NA,1754.4706,78.44,-258.74
NA,NA,NA,1754.3529,78.48,-257.18
NA,NA,NA,1754.2647,78.51,-257.87
NA,NA,NA,1754.1765,78.54,-261.47
NA,NA,NA,1754.0588,78.58,-266.03
NA,NA,NA,1753.9615,78.61,-269.93
NA,NA,NA,1753.8461,78.64,-274.09
NA,NA,NA,1753.7308,78.67,-276.95
NA,NA,NA,1753.5769,78.71,-280.51
NA,NA,NA,1753.4615,78.74,-286.85
NA,NA,NA,1753.3461,78.77,-287.78
NA,NA,NA,1753.2308,78.8,-286.22
NA,NA,NA,1753.0769,78.84,-281.43
NA,NA,NA,1752.9474,78.87,-275.62
NA,NA,NA,1752.7895,78.9,-269.75
NA,NA,NA,1752.6316,78.93,-261.41
NA,NA,NA,1752.421,78.97,-257.75
NA,NA,NA,1752.2632,79,-258.09
NA,NA,NA,1752.1053,79.03,-259.84
