year (AD),d18O (permil),Sr_Ca (mmol/mol),d13C (permil)
1890.63,-5.2869,8.6975,-1.1697
1890.55,-5.3357,8.6865,-1.311
1890.46,-5.3418,8.6794,-1.2901
1890.38,-5.3336,8.69,-1.2129
1890.3,-5.3069,8.6951,-1.1369
1890.21,-5.341,8.6955,-1.1597
1890.13,-5.3796,8.6928,-1.267
1890.05,-5.4429,8.6762,-1.4988
1889.96,-5.4625,8.6624,-1.6002
1889.88,-5.3678,8.6602,-1.5605
1889.8,-5.3305,8.6455,-1.4859
1889.71,-5.3268,8.6381,-1.3308
1889.63,-5.2753,8.6569,-1.1971
1889.55,-5.3073,8.6546,-1.19
1889.46,-5.3776,8.654,-1.2436
1889.38,-5.3945,8.6591,-1.1404
1889.3,-5.4139,8.6677,-1.1726
1889.21,-5.4229,8.6792,-1.2022
1889.13,-5.4144,8.695,-1.2635
1889.05,-5.4271,8.6844,-1.3015
1888.96,-5.2969,8.6847,-1.2837
1888.88,-5.117,8.7058,-1.1035
1888.8,-4.918,8.7329,-1.0212
1888.71,-4.8358,8.7543,-1.0682
1888.63,-4.7767,8.7798,-1.1146
1888.55,-4.9079,8.7857,-1.3837
1888.46,-5.002,8.7741,-1.303
1888.38,-5.1237,8.738,-0.87814
1888.3,-5.1426,8.7709,-0.74316
1888.21,-5.1314,8.7719,-0.87434
1888.13,-5.0334,8.7712,-0.8984
1888.05,-4.9195,8.7923,-1.0483
1887.96,-4.8543,8.7949,-1.0799
1887.88,-4.8754,8.7654,-1.1605
1887.8,-5.0102,8.7254,-1.2571
1887.71,-5.1023,8.7151,-1.223
1887.63,-5.217,8.7305,-1.2747
1887.55,-5.2761,8.709,-1.3714
1887.46,-5.3304,8.7217,-1.6086
1887.38,-5.3176,8.7479,-1.8495
1887.3,-5.2393,8.766,-2.1358
1887.21,-5.2134,8.7412,-2.3116
1887.13,-5.127,8.7594,-2.2232
1887.05,-5.1436,8.7638,-2.275
1886.96,-5.1569,8.7358,-2.2241
1886.88,-5.0754,8.7277,-2.0395
1886.8,-5.0422,8.7498,-1.8214
1886.71,-5.0955,8.7403,-1.6506
1886.63,-5.106,8.7292,-1.6552
1886.55,-5.0378,8.7302,-1.6719
1886.46,-4.9047,8.7311,-1.6095
1886.38,-4.86,8.7351,-1.4006
1886.3,-4.9123,8.7295,-1.1274
1886.21,-5.0038,8.7398,-1.1257
1886.13,-5.0643,8.7544,-1.4598
1886.05,-5.0878,8.754,-1.7692
1885.96,-4.9791,8.7655,-2.039
1885.88,-4.9083,8.7903,-2.1726
1885.8,-4.8708,8.7973,-2.1237
1885.71,-4.8251,8.7841,-1.9205
1885.63,-4.7726,8.7931,-1.5508
1885.55,-4.803,8.8271,-1.3789
1885.46,-4.8573,8.8177,-1.4224
1885.38,-4.8692,8.8036,-1.2349
1885.3,-4.9264,8.8017,-0.95753
1885.21,-4.9939,8.7793,-0.71827
1885.13,-5.0468,8.7491,-0.61899
1885.05,-5.1116,8.738,-0.80208
1884.96,-5.1289,8.7328,-1.3139
1884.88,-5.101,8.7492,-1.5982
1884.8,-5.1979,8.7476,-1.7892
1884.71,-5.2536,8.7294,-1.8756
1884.63,-5.2094,8.734,-1.7857
1884.55,-5.2416,8.7237,-1.6772
1884.46,-5.236,8.7229,-1.645
1884.38,-5.2363,8.7492,-1.662
1884.3,-5.1873,8.7714,-1.6381
1884.21,-5.1288,8.7529,-1.6281
1884.13,-5.1501,8.7205,-1.5824
1884.05,-5.2862,8.7004,-1.4389
1883.96,-5.3959,8.6899,-1.4315
1883.88,-5.4216,8.7011,-1.7392
1883.8,-5.4483,8.751,-2.0686
1883.71,-5.5161,8.8049,-2.2354
1883.63,-5.5206,8.7507,-2.017
1883.55,-5.451,8.6714,-1.6271
1883.46,-5.3154,8.6698,-1.178
1883.38,-5.2175,8.6893,-0.94146
1883.3,-5.1688,8.7064,-0.90112
1883.21,-5.1433,8.7001,-0.87258
1883.13,-5.1257,8.7023,-1.0048
1883.05,-5.1385,8.6962,-1.0944
1882.96,-5.1212,8.6611,-0.85459
1882.88,-5.065,8.6612,-0.61717
1882.8,-4.9293,8.6975,-0.49888
1882.71,-4.8374,8.6966,-0.56255
1882.63,-4.8618,8.6894,-0.57971
1882.55,-4.8941,8.6734000000000009,-0.52824
1882.46,-4.9068,8.6586,-0.46525
1882.38,-4.8966,8.661,-0.44447
1882.3,-4.8763,8.6706,-0.41167
1882.21,-4.8641,8.6699,-0.42344
1882.13,-4.9115,8.6666,-0.47963
1882.05,-5.0114,8.6662,-0.54372
1881.96,-5.0872,8.6666,-0.55697
1881.88,-5.0387,8.6644,-0.45689
1881.8,-4.8769,8.6763,-0.26669
1881.71,-4.7453,8.6927,-0.13699
1881.63,-4.7621,8.6938,-0.20488
1881.55,-4.9248,8.6557,-0.51435
1881.46,-5.0246,8.6295,-0.75967
1881.38,-5.0623,8.6321,-0.9333
1881.3,-5.0471,8.611,-0.77447
1881.21,-4.9352,8.6177,-0.69555
1881.13,-4.905,8.6488,-0.64657
1881.05,-4.9103,8.707,-0.66827
1880.96,-4.7845,8.7132,-0.49342
1880.88,-4.7125,8.7242,-0.62338
1880.8,-4.6655,8.7701,-0.85415
1880.71,-4.6088,8.8037,-0.97122
1880.63,-4.5462,8.8228,-1.308
1880.55,-4.5421,8.8185,-1.5227
1880.46,-4.6028,8.7871,-1.5221
1880.38,-4.6688,8.7667,-1.5291
1880.3,-4.7681,8.7531,-1.5086
1880.21,-4.9319,8.731,-1.3409
1880.13,-5.0438,8.7058,-1.1345
1880.05,-5.074,8.6917,-1.1623000000000001
1879.96,-5.0642,8.6912,-1.2902
1879.88,-5.05,8.7025,-1.4472
1879.8,-5.0305,8.7156,-1.5274
1879.71,-4.9608,8.7195,-1.4537
1879.63,-4.8621,8.7203,-1.5145
1879.55,-4.8554,8.709,-1.7324
1879.46,-4.9084,8.7033,-1.8884
1879.38,-4.9577,8.7012,-1.9377
1879.3,-4.9797,8.6885,-1.9361
1879.21,-5.0841,8.6785,-1.8975
1879.13,-5.0968,8.6901,-1.693
1879.05,-5.0623,8.6938,-1.5661
1878.96,-5.0463,8.6891,-1.585
1878.88,-5.0639,8.6899,-1.6448
1878.8,-5.0147,8.6952,-1.6073
1878.71,-5.0274,8.7201,-1.5719
1878.63,-4.9945,8.723,-1.5714
1878.55,-5.0522,8.7019,-1.6095
1878.46,-5.2066,8.6794,-1.6768
1878.38,-5.2493,8.6817,-1.7846
1878.3,-5.2836,8.6664,-2.0095
1878.21,-5.326,8.6548,-2.3739
1878.13,-5.3381,8.6512,-2.4589
1878.05,-5.3127,8.654,-2.1669
1877.96,-5.2658,8.6605,-1.8335
1877.88,-5.1346,8.6793,-1.4607
1877.8,-5.0407,8.6967,-1.3204
1877.71,-4.9296,8.7422,-1.2397
1877.63,-4.8568,8.7839,-1.1741
1877.55,-4.9119,8.7803,-1.2232
1877.46,-5.1341,8.7312,-1.5351
1877.38,-5.272,8.716,-1.6961
1877.3,-5.2504,8.6977,-1.5829
1877.21,-5.2274,8.6845,-1.411
1877.13,-5.3069,8.6809,-1.3407
1877.05,-5.4005,8.6617,-1.3289
1876.96,-5.3705,8.6599,-1.1513
1876.88,-5.2182,8.6659,-0.94822
1876.8,-5.0194,8.6892,-0.85
1876.71,-4.8638,8.7318,-0.92605
1876.63,-4.8056,8.774,-1.1692
1876.55,-4.9218,8.7596,-1.5483
1876.46,-5.1471,8.7412,-1.7192
1876.38,-5.2888,8.7145,-1.6701
1876.3,-5.2615,8.6844,-1.6944
1876.21,-5.2888,8.6701,-1.8463
1876.13,-5.2983,8.6709,-2.1456
1876.05,-5.3013,8.6778,-2.4097
1875.96,-5.329,8.6994,-2.6807
1875.88,-5.3623,8.6923,-2.831
1875.8,-5.3614,8.6755,-2.8674
1875.71,-5.288,8.6629,-2.9133
1875.63,-5.3338,8.666,-2.9648
1875.55,-5.3369,8.6687,-3.0446
1875.46,-5.2642,8.6641,-3.0425
1875.38,-5.2242,8.6657,-2.9771
1875.3,-5.2426,8.6805,-2.9039
1875.21,-5.2194,8.6944,-3.0166
1875.13,-5.2246,8.7097,-3.2418
1875.05,-5.1216,8.7292,-3.3257
1874.96,-5.098,8.7427,-3.3114
1874.88,-5.0903,8.7424,-3.2402
1874.8,-5.0713,8.7491,-3.0538
1874.71,-4.9599,8.7845,-2.5288
1874.63,-4.8539,8.8129,-1.7391
1874.55,-4.9012,8.8154,-1.2609
1874.46,-4.9714,8.799,-1.0423
1874.38,-5.0391,8.7786,-0.89115
1874.3,-5.1023,8.7651,-0.7247
1874.21,-5.166,8.759,-0.67358
1874.13,-5.2443,8.7365,-0.72434
1874.05,-5.2851,8.7168,-0.90033
1873.96,-5.2562,8.7134,-1.185
1873.88,-5.2661,8.7036,-1.2033
1873.8,-5.27,8.6988,-1.1888
1873.71,-5.2611,8.6923,-1.1118
1873.63,-5.2334,8.68,-0.9547
1873.55,-5.1914,8.6699,-0.89241
1873.46,-5.1916,8.674,-0.88
1873.38,-5.2063,8.6786,-0.89276
1873.3,-5.2095,8.6749,-0.88814
1873.21,-5.1715,8.6621,-0.76061
1873.13,-5.1841,8.6694,-0.73
1873.05,-5.1965,8.6814,-0.76759
1872.96,-5.1853,8.6894,-0.87813
1872.88,-5.1644,8.6899,-1.0686
1872.8,-5.16,8.6888,-1.2648
1872.71,-5.1381,8.6862,-1.3334
1872.63,-5.089,8.6847,-1.2302
1872.55,-5.0466,8.6881,-1.0552
1872.46,-5.1201,8.668,-0.92587
1872.38,-5.2233,8.6407,-0.8871
1872.3,-5.3326,8.6587,-1.2098
1872.21,-5.3149,8.6731,-1.5451
1872.13,-5.2932,8.694,-1.5274
1872.05,-5.269,8.6749,-1.5373000000000001
1871.96,-5.2458,8.6593,-1.6845
1871.88,-5.203,8.6547,-1.7251
1871.8,-5.2242,8.6501,-1.8849
1871.71,-5.2396,8.6483,-1.974
1871.63,-5.1789,8.6666,-2.1994
1871.55,-5.2044,8.6718,-2.5873
1871.46,-5.2948,8.6614,-2.7106
1871.38,-5.259,8.6524,-2.6223
1871.3,-5.2514,8.6647,-2.5241
1871.21,-5.2698,8.6852,-2.4533
1871.13,-5.3484,8.6965,-2.2753
1871.05,-5.3703,8.6882,-2.1853
1870.96,-5.3809,8.6918,-2.2247
1870.88,-5.3935,8.7006,-2.393
1870.8,-5.3774,8.693,-2.5804
1870.71,-5.3949,8.6918,-2.6591
1870.63,-5.3939,8.6758,-2.5841
1870.55,-5.4132,8.6862,-2.3974
1870.46,-5.4391,8.7057,-2.2086
1870.38,-5.4065,8.7019,-1.9125
1870.3,-5.3946,8.7226,-1.6538
1870.21,-5.3543,8.7245,-1.3319
1870.13,-5.2677,8.7211,-1.0766
1870.05,-5.2176,8.725,-0.94227
1869.96,-5.1867,8.7134,-0.88294
1869.88,-5.2392,8.728,-0.94659
1869.8,-5.1705,8.7334,-0.88866
1869.71,-5.0035,8.7492,-0.77325
1869.63,-4.8986,8.7695,-0.71104
1869.55,-4.9814,8.769,-0.67704
1869.46,-5.1846,8.7586,-0.77031
1869.38,-5.3558,8.7572,-0.87698
1869.3,-5.419,8.7569,-0.96344
1869.21,-5.403,8.7358,-1.0228
1869.13,-5.4048,8.6972,-0.99502
1869.05,-5.3705,8.6904,-0.83687
1868.96,-5.34,8.6822,-0.71654
1868.88,-5.3205,8.6648,-0.61852
1868.8,-5.2816,8.6584,-0.54026
1868.71,-5.2039,8.6833,-0.51763
1868.63,-5.1634,8.7071,-0.54634
1868.55,-5.2055,8.6898,-0.61645
1868.46,-5.2344,8.6908,-0.6938
1868.38,-5.2446,8.7081,-0.78144
1868.3,-5.2624,8.7163,-0.86505
1868.21,-5.2944,8.7197,-0.80008
1868.13,-5.2356,8.7052,-0.83444
1868.05,-5.1432,8.6847,-0.82688
1867.96,-5.14,8.6809,-0.55269
1867.88,-5.1399,8.6769,-0.52387
1867.8,-5.0962,8.6982,-0.53
1867.71,-5.0038,8.7503,-0.47056
1867.63,-4.9019,8.8,-0.28137
1867.55,-5.0315,8.7909,-0.18739
1867.46,-5.1603,8.7458,-0.351
1867.38,-5.0563,8.7633,-0.44687
