depth (cm) [1-1],year (AD) [1-1],d18O (permil) [1-1],year (AD) [1-2],d18O (permil) [1-2]
224.5,1847.2,-4.01,1799.25,-3.65
224.8,1847.08,-4.24,1799.08,-3.87
225,1846.99,-3.85,1798.92,-3.76
225.2,1846.91,-3.99,1798.75,-3.37
225.5,1846.79,-3.52,1798.58,-3.59
225.7,1846.71,-3.47,1798.42,-3.64
225.95,1846.49,-3.87,1798.25,-3.9
226.2,1846.27,-4.07,1798.08,-4.15
226.4,1846.1,-3.94,1797.92,-4.03
226.6,1845.93,-3.75,1797.75,-3.88
226.85,1845.71,-3.33,1797.58,-3.91
227.05,1845.6,-3.84,1797.42,-4
227.25,1845.49,-4.19,1797.25,-4.03
227.45,1845.37,-4.26,1797.08,-3.71
227.65,1845.26,-4.09,1796.92,-3.49
227.9,1845.12,-3.99,1796.75,-3.37
228.15,1844.99,-3.79,1796.58,-3.64
228.3,1844.9,-3.8,1796.42,-4.1
228.45,1844.82,-3.72,1796.25,-4.2
228.65,1844.71,-3.65,1796.08,-3.81
228.8,1844.6,-4.01,1795.92,-3.27
229,1844.45,-3.9,1795.75,-3.32
229.2,1844.3,-4.03,1795.58,-3.81
229.4,1844.15,-3.81,1795.42,-4.13
229.6,1844,-3.7,1795.25,-4.14
229.8,1843.86,-3.72,1795.08,-3.79
230,1843.71,-3.45,1794.92,-3.91
230.2,1843.57,-3.89,1794.75,-3.62
230.4,1843.43,-3.98,NA,NA
230.65,1843.26,-4.14,NA,NA
230.85,1843.12,-3.92,NA,NA
231,1843.02,-3.94,NA,NA
231.2,1842.88,-3.63,NA,NA
231.45,1842.71,-3.47,NA,NA
231.65,1842.56,-3.63,NA,NA
231.85,1842.41,-3.91,NA,NA
232,1842.3,-4.01,NA,NA
232.2,1842.15,-3.72,NA,NA
232.45,1841.97,-3.56,NA,NA
232.65,1841.82,-3.39,NA,NA
232.8,1841.71,-3.29,NA,NA
233.05,1841.52,-3.44,NA,NA
233.25,1841.37,-3.74,NA,NA
233.5,1841.19,-4.07,NA,NA
233.8,1840.97,-4.08,NA,NA
233.98,1840.84,-3.89,NA,NA
234.15,1840.71,-3.54,NA,NA
234.3,1840.6,-3.61,NA,NA
234.45,1840.49,-3.58,NA,NA
234.7,1840.32,-3.73,NA,NA
235.1,1840.03,-3.66,NA,NA
235.4,1839.82,-3.43,NA,NA
235.55,1839.71,-3.32,NA,NA
235.75,1839.51,-3.66,NA,NA
236,1839.27,-3.9,NA,NA
236.2,1839.07,-3.94,NA,NA
236.45,1838.83,-3.46,NA,NA
236.58,1838.71,-3.28,NA,NA
236.7,1838.63,-3.39,NA,NA
236.85,1838.54,-3.48,NA,NA
237.05,1838.42,-3.84,NA,NA
237.3,1838.28,-4.01,NA,NA
237.5,1838.16,-4.1,NA,NA
237.7,1838.04,-3.89,NA,NA
237.9,1837.92,-3.43,NA,NA
238.05,1837.83,-3.43,NA,NA
238.25,1837.71,-3.33,NA,NA
238.4,1837.63,-3.78,NA,NA
238.65,1837.51,-3.86,NA,NA
238.9,1837.39,-3.87,NA,NA
239.15,1837.27,-3.78,NA,NA
239.4,1837.15,-3.59,NA,NA
239.65,1837.03,-3.39,NA,NA
239.85,1836.93,-3.51,NA,NA
240.1,1836.81,-3.47,NA,NA
240.3,1836.71,-3.32,NA,NA
240.5,1836.51,-3.5,NA,NA
240.7,1836.31,-3.9,NA,NA
240.9,1836.11,-4.17,NA,NA
241.1,1835.91,-3.9,NA,NA
241.3,1835.71,-3.36,NA,NA
241.4,1835.64,-3.37,NA,NA
241.6,1835.51,-3.69,NA,NA
241.85,1835.35,-4,NA,NA
242.1,1835.19,-4.28,NA,NA
242.3,1835.06,-4.35,NA,NA
242.5,1834.93,-4.15,NA,NA
242.65,1834.84,-3.87,NA,NA
242.85,1834.71,-3.25,NA,NA
243.05,1834.59,-3.75,NA,NA
243.25,1834.47,-4.01,NA,NA
243.45,1834.36,-4.06,NA,NA
243.6,1834.27,-3.96,NA,NA
243.75,1834.18,-4.01,NA,NA
243.98,1834.05,-3.62,NA,NA
244.2,1833.91,-3.63,NA,NA
244.4,1833.8,-3.47,NA,NA
244.55,1833.71,-3.45,NA,NA
244.75,1833.5,-3.82,NA,NA
245,1833.23,-3.76,NA,NA
245.25,1832.97,-4.04,NA,NA
245.5,1832.71,-3.39,NA,NA
245.8,1832.42,-3.73,NA,NA
246.1,1832.14,-3.99,NA,NA
246.35,1831.9,-3.93,NA,NA
246.55,1831.71,-3.77,NA,NA
246.75,1831.61,-3.78,NA,NA
246.95,1831.5,-3.87,NA,NA
247.15,1831.4,-3.98,NA,NA
247.4,1831.27,-3.83,NA,NA
247.7,1831.12,-4.02,NA,NA
247.85,1831.04,-4.09,NA,NA
248.05,1830.94,-3.76,NA,NA
248.3,1830.81,-3.58,NA,NA
248.5,1830.71,-3.57,NA,NA
248.7,1830.58,-4,NA,NA
248.9,1830.45,-4.06,NA,NA
249.15,1830.29,-4.23,NA,NA
249.35,1830.16,-4.04,NA,NA
249.55,1830.03,-3.94,NA,NA
249.8,1829.87,-3.72,NA,NA
250.05,1829.71,-3.4,NA,NA
250.25,1829.57,-3.98,NA,NA
250.45,1829.43,-3.84,NA,NA
250.63,1829.31,-4.01,NA,NA
250.8,1829.19,-4.03,NA,NA
250.98,1829.07,-3.91,NA,NA
251.15,1828.95,-3.88,NA,NA
251.33,1828.83,-3.71,NA,NA
251.5,1828.71,-3.44,NA,NA
251.65,1828.61,-3.46,NA,NA
251.85,1828.48,-4.2,NA,NA
252,1828.39,-4.14,NA,NA
252.2,1828.26,-4.03,NA,NA
252.35,1828.16,-3.95,NA,NA
252.5,1828.06,-3.78,NA,NA
252.7,1827.93,-3.73,NA,NA
252.9,1827.8,-3.57,NA,NA
253.05,1827.71,-3.51,NA,NA
253.25,1827.5,-3.64,NA,NA
253.45,1827.29,-3.71,NA,NA
253.6,1827.13,-4.01,NA,NA
253.75,1826.97,-3.86,NA,NA
254,1826.71,-3.18,NA,NA
254.2,1826.53,-3.93,NA,NA
254.45,1826.32,-4.28,NA,NA
254.65,1826.14,-4,NA,NA
254.9,1825.93,-3.64,NA,NA
255.15,1825.71,-3.33,NA,NA
255.35,1825.57,-3.54,NA,NA
255.5,1825.47,-3.81,NA,NA
255.8,1825.27,-4.1,NA,NA
256,1825.14,-4.27,NA,NA
256.2,1825.01,-4.15,NA,NA
256.4,1824.87,-3.9,NA,NA
256.65,1824.71,-3.3,NA,NA
256.85,1824.56,-3.73,NA,NA
257.05,1824.41,-4.23,NA,NA
257.3,1824.23,-4.6,NA,NA
257.5,1824.08,-4.43,NA,NA
257.65,1823.97,-4.38,NA,NA
258,1823.71,-3.26,NA,NA
258.15,1823.6,-3.65,NA,NA
258.35,1823.47,-3.65,NA,NA
258.55,1823.33,-3.72,NA,NA
258.7,1823.23,-3.73,NA,NA
258.9,1823.09,-4,NA,NA
259.1,1822.95,-4.37,NA,NA
259.25,1822.85,-3.86,NA,NA
259.45,1822.71,-3.04,NA,NA
259.65,1822.5,-3.46,NA,NA
259.85,1822.29,-3.74,NA,NA
260,1822.13,-3.66,NA,NA
260.1,1822.02,-3.7,NA,NA
260.25,1821.87,-3.45,NA,NA
260.4,1821.71,-3.33,NA,NA
260.6,1821.57,-3.36,NA,NA
260.75,1821.47,-3.78,NA,NA
260.9,1821.36,-3.55,NA,NA
261.05,1821.26,-4.01,NA,NA
261.2,1821.16,-3.96,NA,NA
261.35,1821.05,-3.79,NA,NA
261.5,1820.95,-3.79,NA,NA
261.65,1820.85,-3.53,NA,NA
261.85,1820.71,-3.4,NA,NA
262.05,1820.42,-3.9,NA,NA
262.25,1820.14,-3.97,NA,NA
262.35,1819.99,-3.72,NA,NA
262.55,1819.71,-3.35,NA,NA
262.75,1819.55,-3.73,NA,NA
262.95,1819.4,-3.99,NA,NA
263.15,1819.25,-3.8,NA,NA
263.35,1819.09,-3.82,NA,NA
263.5,1818.98,-3.92,NA,NA
263.65,1818.86,-4.04,NA,NA
263.85,1818.71,-3.4,NA,NA
264,1818.59,-3.47,NA,NA
264.15,1818.48,-3.45,NA,NA
264.35,1818.32,-3.75,NA,NA
264.5,1818.21,-3.59,NA,NA
264.6,1818.13,-3.61,NA,NA
264.75,1818.02,-3.93,NA,NA
264.95,1817.86,-4.02,NA,NA
265.15,1817.71,-3.59,NA,NA
265.25,1817.65,-3.72,NA,NA
265.4,1817.56,-3.74,NA,NA
265.65,1817.41,-3.91,NA,NA
265.85,1817.3,-3.96,NA,NA
266.05,1817.18,-4.16,NA,NA
266.2,1817.09,-3.79,NA,NA
266.35,1817,-3.73,NA,NA
266.6,1816.86,-3.73,NA,NA
266.85,1816.71,-3.62,NA,NA
267.15,1816.54,-3.68,NA,NA
267.35,1816.43,-3.77,NA,NA
267.55,1816.32,-3.96,NA,NA
267.75,1816.21,-3.6,NA,NA
267.95,1816.1,-3.59,NA,NA
268.65,1815.71,-3.55,NA,NA
268.85,1815.5,-3.83,NA,NA
269.05,1815.29,-4.13,NA,NA
269.2,1815.13,-3.86,NA,NA
269.4,1814.92,-3.54,NA,NA
269.6,1814.71,-3.43,NA,NA
269.8,1814.55,-3.93,NA,NA
270,1814.39,-3.88,NA,NA
270.25,1814.19,-3.96,NA,NA
270.45,1814.03,-3.9,NA,NA
270.85,1813.71,-3.54,NA,NA
271.05,1813.57,-3.59,NA,NA
271.25,1813.42,-3.7,NA,NA
271.45,1813.28,-3.75,NA,NA
271.7,1813.1,-4.04,NA,NA
271.9,1812.96,-4.13,NA,NA
272.05,1812.85,-3.83,NA,NA
272.25,1812.71,-3.34,NA,NA
272.45,1812.58,-3.38,NA,NA
272.65,1812.45,-3.6,NA,NA
272.85,1812.32,-3.88,NA,NA
273.05,1812.19,-3.87,NA,NA
273.25,1812.06,-3.93,NA,NA
273.45,1811.93,-3.71,NA,NA
273.65,1811.8,-3.75,NA,NA
273.8,1811.71,-3.29,NA,NA
273.9,1811.66,-3.47,NA,NA
274.1,1811.57,-3.53,NA,NA
274.3,1811.47,-3.73,NA,NA
274.5,1811.37,-4.01,NA,NA
274.65,1811.3,-3.82,NA,NA
274.88,1811.2,-3.83,NA,NA
275.08,1811.1,-3.71,NA,NA
275.28,1811.01,-3.66,NA,NA
275.5,1810.9,-3.65,NA,NA
275.9,1810.71,-3.58,NA,NA
276.1,1810.57,-3.91,NA,NA
276.3,1810.43,-4.22,NA,NA
276.55,1810.26,-4.16,NA,NA
276.75,1810.12,-3.99,NA,NA
276.95,1809.98,-3.8,NA,NA
277.15,1809.85,-3.51,NA,NA
277.35,1809.71,-3.43,NA,NA
277.55,1809.56,-3.62,NA,NA
277.8,1809.38,-4.38,NA,NA
277.95,1809.27,-4.02,NA,NA
278.15,1809.13,-3.81,NA,NA
278.35,1808.98,-4.01,NA,NA
278.55,1808.84,-3.61,NA,NA
278.73,1808.71,-3.3,NA,NA
278.9,1808.55,-3.5,NA,NA
279.08,1808.4,-3.62,NA,NA
279.25,1808.24,-3.92,NA,NA
279.4,1808.11,-3.91,NA,NA
279.6,1807.93,-3.58,NA,NA
279.85,1807.71,-3.46,NA,NA
280.05,1807.55,-3.84,NA,NA
280.25,1807.4,-3.67,NA,NA
280.4,1807.28,-3.93,NA,NA
280.63,1807.11,-3.66,NA,NA
280.85,1806.94,-3.48,NA,NA
281,1806.82,-3.43,NA,NA
281.15,1806.71,-3.28,NA,NA
281.35,1806.57,-3.55,NA,NA
281.6,1806.41,-3.59,NA,NA
281.8,1806.27,-3.92,NA,NA
282,1806.14,-4.15,NA,NA
282.25,1805.97,-4.06,NA,NA
282.45,1805.84,-4.22,NA,NA
282.65,1805.71,-3.51,NA,NA
282.85,1805.53,-3.58,NA,NA
283.05,1805.36,-3.92,NA,NA
283.25,1805.19,-3.55,NA,NA
283.4,1805.06,-3.92,NA,NA
283.6,1804.88,-3.9,NA,NA
283.8,1804.71,-3.39,NA,NA
284,1804.59,-3.43,NA,NA
284.15,1804.5,-3.98,NA,NA
284.35,1804.37,-4.07,NA,NA
284.55,1804.25,-3.87,NA,NA
284.75,1804.13,-4.25,NA,NA
284.95,1804.01,-3.96,NA,NA
285.2,1803.86,-3.83,NA,NA
285.45,1803.71,-3.29,NA,NA
285.6,1803.62,-3.51,NA,NA
285.8,1803.5,-3.74,NA,NA
285.95,1803.41,-3.89,NA,NA
286.15,1803.28,-4.12,NA,NA
286.35,1803.16,-4.14,NA,NA
286.55,1803.04,-3.66,NA,NA
286.7,1802.95,-3.42,NA,NA
286.85,1802.86,-3.27,NA,NA
287.1,1802.71,-3.27,NA,NA
287.35,1802.54,-3.97,NA,NA
287.55,1802.4,-3.98,NA,NA
287.8,1802.23,-3.75,NA,NA
288,1802.09,-3.71,NA,NA
288.25,1801.91,-3.62,NA,NA
288.4,1801.81,-3.53,NA,NA
288.55,1801.71,-3.41,NA,NA
288.7,1801.59,-3.56,NA,NA
288.85,1801.47,-3.76,NA,NA
289.05,1801.31,-3.81,NA,NA
289.2,1801.19,-3.7,NA,NA
289.3,1801.11,-3.56,NA,NA
289.45,1800.99,-3.35,NA,NA
289.65,1800.83,-3.3,NA,NA
289.8,1800.71,-3.3,NA,NA
290,1800.53,-3.55,NA,NA
290.2,1800.34,-3.86,NA,NA
290.35,1800.21,-3.82,NA,NA
290.55,1800.03,-3.87,NA,NA
290.7,1799.89,-3.97,NA,NA
290.9,1799.71,-3.12,NA,NA
291.15,1799.56,-3.59,NA,NA
291.4,1799.41,-3.59,NA,NA
291.65,1799.27,-3.61,NA,NA
291.85,1799.15,-3.89,NA,NA
292.05,1799.03,-3.85,NA,NA
292.2,1798.94,-3.82,NA,NA
292.4,1798.83,-3.54,NA,NA
292.6,1798.71,-3.27,NA,NA
292.8,1798.53,-3.74,NA,NA
293,1798.34,-3.57,NA,NA
293.2,1798.16,-4.2,NA,NA
293.45,1797.94,-4.05,NA,NA
293.7,1797.71,-3.84,NA,NA
294.35,1797.27,-4.07,NA,NA
294.55,1797.14,-3.83,NA,NA
294.75,1797.01,-3.56,NA,NA
295.2,1796.71,-3.34,NA,NA
295.45,1796.54,-3.76,NA,NA
295.7,1796.36,-4.26,NA,NA
295.95,1796.19,-4.16,NA,NA
296.15,1796.05,-3.72,NA,NA
296.35,1795.91,-3.26,NA,NA
296.5,1795.81,-3.41,NA,NA
296.65,1795.71,-3.26,NA,NA
296.8,1795.57,-3.89,NA,NA
296.95,1795.42,-4.13,NA,NA
297.15,1795.23,-4.14,NA,NA
297.3,1795.09,-3.79,NA,NA
297.5,1794.9,-3.92,NA,NA
297.7,1794.71,-3.54,NA,NA
