year (AD),depth (mm),d18O (permil),d13C (permil)
-2782,50.49,-9.091,-4.867
-2785,50.52,-9.204,-4.937
-2789,50.55,-9.275,-5.2
-2792,50.58,-9.18,-5.041
-2796,50.61,-9.212,-5.187
-2800,50.64,-9.205,-5.275
-2803,50.67,-9.176,-5.404
-2807,50.7,-9.239,-5.283
-2810,50.73,-9.165,-5.443
-2814,50.76,-9.208,-5.291
-2817,50.79,-9.22,-5.341
-2821,50.82,-9.19,-5.45
-2824,50.85,-9.404,-5.673
-2828,50.88,-9.254,-5.638
-2831,50.91,-9.229,-5.625
-2835,50.94,-9.198,-5.642
-2838,50.97,-9.271,-5.615
-2842,51,-9.379,-5.966
-2846,51.03,-9.249,-5.878
-2849,51.06,-9.208,-5.563
-2853,51.09,-9.216,-5.927
-2856,51.12,-9.161,-5.918
-2860,51.15,-9.164,-5.828
-2864,51.18,-9.101,-5.63
-2867,51.21,-9.285,-5.951
-2871,51.24,-9.104,-5.836
-2874,51.27,-9.085,-5.725
-2878,51.3,-9.09,-5.698
-2882,51.33,-9.061,-6.159
-2885,51.36,-9.155,-6.137
-2889,51.39,-9.184,-6.319
-2892,51.42,-9.011,-6.267
-2896,51.45,-9.093,-6.194
-2900,51.48,-9.088,-6.375
-2904,51.51,-9.161,-6.672
-2911,51.54,-9.124,-6.547
-2917,51.57,-9.205,-6.66
-2924,51.6,-9.119,-6.59
-2930,51.63,-9.138,-6.5
-2937,51.66,-9.19,-6.458
-2943,51.69,-9.154,-6.457
-2950,51.72,-9.096,-6.351
-2957,51.75,-9.392,-5.958
-2963,51.78,-9.161,-6.197
-2970,51.81,-9.201,-6.352
-2976,51.84,-9.239,-6.318
-2983,51.87,-9.307,-6.222
-2989,51.9,-9.402,-6.181
-2996,51.93,-9.172,-6.185
-3002,51.96,-9.211,-6.156
-3009,51.99,-9.161,-6.247
-3017,52.02,-9.198,-6.247
-3027,52.05,-9.202,-6.194
-3036,52.08,-9.311,-6.239
-3046,52.11,-9.338,-6.399
-3056,52.14,-9.276,-6.478
-3065,52.17,-9.288,-6.3
-3075,52.2,-9.362,-6.37
-3084,52.23,-9.46,-6.414
-3094,52.26,-9.347,-6.378
-3103,52.29,-9.33,-6.329
-3113,52.32,-9.353,-6.378
-3122,52.35,-9.437,-6.457
-3141,52.41,-9.358,-6.502
-3151,52.44,-9.429,-6.636
-3160,52.47,-9.329,-6.368
-3170,52.5,-9.271,-6.422
-3172,52.53,-9.585,-6.522
-3175,52.56,-9.232,-6.172
-3177,52.59,-9.196,-6.085
-3180,52.62,-9.208,-6.262
-3182,52.65,-9.14,-6.298
-3184,52.68,-9.295,-6.279
-3187,52.71,-9.099,-6.184
-3189,52.74,-9.052,-6.148
-3192,52.77,-9.039,-6.196
-3196,52.83,-9.025,-6.234
-3199,52.86,-8.998,-6.263
-3201,52.89,-8.919,-6.234
-3204,52.92,-8.912,-6.268
-3206,52.95,-8.972,-6.183
-3208,52.98,-8.916,-6.208
-3210,53.01,-8.987,-6.184
-3212,53.04,-8.915,-6.142
-3213,53.07,-8.959,-6.068
-3214,53.1,-8.9,-6.002
-3215,53.13,-8.96,-6.089
-3216,53.16,-8.962,-6.084
-3217,53.19,-9.067,-6.193
-3218,53.22,-9.027,-6.201
-3220,53.25,-9.039,-6.246
-3221,53.28,-9.004,-6.119
-3222,53.31,-9.151,-6.106
-3223,53.34,-9.099,-6.012
-3224,53.37,-9.142,-6.142
-3225,53.4,-9.087,-6.082
-3227,53.46,-9.119,-5.998
-3229,53.49,-9.06,-6.01
-3230,53.52,-9.067,-5.907
-3231,53.55,-9.033,-5.827
-3232,53.58,-9.053,-5.735
-3233,53.61,-9.014,-5.783
-3235,53.64,-9.005,-5.642
-3236,53.67,-9.056,-5.618
-3237,53.7,-9.252,-5.607
-3238,53.73,-9.085,-5.619
-3239,53.76,-9.057,-5.505
-3241,53.79,-9.086,-5.58
-3242,53.82,-9.052,-5.441
-3243,53.85,-9.117,-5.421
-3244,53.88,-9.021,-5.367
-3245,53.91,-8.981,-5.21
-3247,53.94,-9.005,-5.073
-3248,53.97,-8.947,-5.102
-3249,54,-9.041,-5.122
-3249,54.24,-8.989,-5.015
-3250,54.45,-8.897,-4.897
-3251,54.51,-8.877,-4.744
-3253,54.54,-8.983,-4.778
-3255,54.57,-8.91,-4.797
-3257,54.6,-8.93,-4.732
-3260,54.63,-8.993,-4.714
-3262,54.66,-8.946,-4.736
-3264,54.69,-8.947,-4.703
-3266,54.72,-8.863,-4.675
-3269,54.75,-9.189,-4.763
-3271,54.78,-8.902,-4.666
-3273,54.81,-8.901,-4.659
-3275,54.84,-8.934,-4.539
-3277,54.87,-8.96,-4.434
-3280,54.9,-8.878,-4.429
-3282,54.93,-8.914,-4.426
-3284,54.96,-8.968,-4.491
-3286,54.99,-9.048,-4.458
-3288,55.02,-8.991,-4.468
-3288,55.05,-8.885,-4.499
-3289,55.08,-9.008,-4.504
-3290,55.11,-8.85,-4.493
-3291,55.14,-9.032,-4.556
-3291,55.17,-8.925,-4.545
-3292,55.2,-8.884,-4.537
-3293,55.23,-8.895,-4.51
-3294,55.26,-8.921,-4.535
-3295,55.29,-8.932,-4.583
-3295,55.32,-8.951,-4.553
-3296,55.35,-8.831,-4.488
-3297,55.38,-8.854,-4.522
-3298,55.41,-8.82,-4.581
-3298,55.44,-8.947,-4.625
-3299,55.47,-8.833,-4.585
-3300,55.5,-8.931,-4.65
-3301,55.53,-8.921,-4.698
-3302,55.56,-8.955,-4.732
-3304,55.59,-8.955,-4.811
-3305,55.62,-8.924,-4.498
-3306,55.65,-8.976,-4.733
-3307,55.68,-8.92,-4.839
-3308,55.71,-8.901,-4.875
-3310,55.74,-8.839,-4.839
-3311,55.77,-8.928,-4.824
-3312,55.8,-8.981,-5
-3313,55.83,-8.993,-4.861
-3314,55.86,-8.978,-4.898
-3316,55.89,-9.169,-4.983
-3317,55.92,-8.897,-5.043
-3318,55.95,-9.024,-5.012
-3319,55.98,-8.996,-5.02
-3320,56.01,-8.979,-5.133
-3322,56.04,-9.004,-5.032
-3323,56.07,-9.01,-5.115
-3325,56.1,-9.106,-5.152
-3326,56.13,-8.971,-5.105
-3327,56.16,-8.996,-5.115
-3329,56.19,-8.956,-5.192
-3330,56.22,-8.981,-5.251
-3332,56.25,-8.982,-5.095
-3333,56.28,-9.042,-5.112
-3334,56.31,-9.091,-5.186
-3336,56.34,-9.066,-5.206
-3337,56.37,-9.03,-5.243
-3338,56.4,-9.031,-5.162
-3340,56.43,-9.028,-5.263
-3341,56.46,-9.164,-5.277
-3345,56.52,-9.034,-5.311
-3347,56.55,-9.296,-5.395
-3350,56.58,-9.097,-5.36
-3352,56.61,-8.995,-5.359
-3355,56.64,-9.084,-5.354
-3358,56.67,-9.047,-5.285
-3360,56.7,-9.066,-5.266
-3363,56.73,-9.07,-5.297
-3365,56.76,-9,-5.13
-3368,56.79,-9.057,-5.148
-3371,56.82,-9.219,-5.156
-3373,56.85,-9.084,-5.083
-3376,56.88,-9.034,-5.067
-3378,56.91,-9.147,-4.959
-3381,56.94,-9.169,-4.862
-3383,56.97,-9.143,-4.844
-3386,57,-9.211,-4.809
-3389,57.03,-9.061,-4.798
-3391,57.06,-9.1,-4.639
-3394,57.09,-9.094,-4.855
-3396,57.12,-9.104,-4.639
-3399,57.15,-9.089,-4.73
-3401,57.18,-9.127,-4.772
-3404,57.21,-8.973,-4.688
-3407,57.24,-9.009,-4.637
-3409,57.27,-8.966,-4.741
-3412,57.3,-8.996,-4.7
-3414,57.33,-8.877,-4.606
-3417,57.36,-8.962,-4.651
-3420,57.39,-8.902,-4.429
-3422,57.42,-8.915,-4.41
-3425,57.45,-8.913,-4.482
-3427,57.48,-8.834,-4.522
-3430,57.51,-8.91,-4.543
-3432,57.54,-8.742,-4.456
-3435,57.57,-8.877,-4.568
-3438,57.6,-8.743,-4.497
-3440,57.63,-8.898,-4.473
-3443,57.66,-8.77,-4.601
-3445,57.69,-8.97,-4.572
-3448,57.72,-8.849,-4.631
-3451,57.75,-8.846,-4.634
-3453,57.78,-8.865,-4.65
-3456,57.81,-8.865,-4.682
-3458,57.84,-8.876,-4.634
-3461,57.87,-8.775,-4.64
-3463,57.9,-8.842,-4.705
-3466,57.93,-8.821,-4.735
-3469,57.96,-8.85,-4.695
-3471,57.99,-8.739,-4.662
-3474,58.02,-8.797,-4.681
-3476,58.05,-8.829,-4.599
-3479,58.08,-8.838,-4.555
-3481,58.11,-8.682,-4.565
-3484,58.14,-8.852,-4.577
-3486,58.17,-8.749,-4.618
-3489,58.2,-8.87,-4.611
-3491,58.23,-8.77,-4.546
-3494,58.26,-8.895,-4.575
-3496,58.29,-8.822,-4.639
-3499,58.32,-9.076,-4.629
-3501,58.35,-8.883,-4.628
-3504,58.38,-8.761,-4.61
-3506,58.41,-8.883,-4.722
-3509,58.44,-8.728,-4.63
-3511,58.47,-8.8,-4.648
-3514,58.5,-8.744,-4.691
-3517,58.53,-8.815,-4.645
-3519,58.56,-8.838,-4.703
-3522,58.59,-8.975,-4.689
-3524,58.62,-8.865,-4.771
-3527,58.65,-8.917,-4.776
-3529,58.68,-8.917,-4.773
-3532,58.71,-8.799,-4.749
-3535,58.74,-8.843,-4.771
-3537,58.77,-8.86,-4.89
-3540,58.8,-8.942,-4.777
-3542,58.83,-8.918,-4.864
-3545,58.86,-8.893,-4.851
-3548,58.89,-8.936,-4.947
-3550,58.92,-8.905,-4.874
-3553,58.95,-8.898,-4.868
-3555,58.98,-8.908,-4.892
-3558,59.01,-8.853,-4.832
-3560,59.04,-8.856,-4.971
-3563,59.07,-8.862,-4.911
-3565,59.1,-8.926,-5.021
-3568,59.13,-8.804,-5.093
-3570,59.16,-8.895,-5.084
-3573,59.19,-8.815,-5.019
-3575,59.22,-8.836,-5.11
-3578,59.25,-8.977,-5.068
-3581,59.28,-8.842,-4.987
-3583,59.31,-9.031,-5.221
-3586,59.34,-8.987,-5.172
-3588,59.37,-9.032,-5.114
-3591,59.4,-8.986,-5.288
-3593,59.43,-8.959,-5.243
-3596,59.46,-8.955,-5.209
-3598,59.49,-9.176,-5.258
-3601,59.52,-8.945,-5.239
-3603,59.55,-8.9,-5.207
-3606,59.58,-8.951,-5.223
-3608,59.61,-8.947,-5.229
-3611,59.64,-8.994,-5.24
-3614,59.67,-8.866,-5.177
-3616,59.7,-8.865,-5.151
-3619,59.73,-8.791,-5.161
-3621,59.76,-8.877,-5.084
-3624,59.79,-8.8,-5.092
-3627,59.82,-8.897,-5.076
-3629,59.85,-8.885,-5.057
-3632,59.88,-8.86,-5.052
-3634,59.91,-8.881,-5.012
-3637,59.94,-8.853,-5.04
-3639,59.97,-8.897,-5.002
-3642,60,-8.838,-4.958
-3645,60.03,-8.82,-4.949
-3647,60.06,-8.74,-4.874
-3650,60.09,-8.869,-4.925
-3652,60.12,-8.916,-4.927
-3655,60.15,-8.852,-4.878
-3657,60.18,-8.893,-4.892
-3660,60.21,-8.853,-4.896
-3663,60.24,-8.855,-4.898
-3665,60.27,-8.853,-5.052
-3668,60.3,-8.834,-5.107
-3670,60.33,-8.805,-5.192
-3673,60.36,-8.856,-5.283
-3676,60.39,-9.02,-5.523
-3678,60.42,-8.834,-5.245
-3681,60.45,-8.852,-5.29
-3683,60.48,-8.883,-5.193
-3686,60.51,-8.865,-5.355
-3688,60.54,-8.737,-5.438
-3691,60.57,-8.862,-5.451
-3693,60.6,-8.713,-5.438
-3696,60.63,-8.77,-5.364
-3698,60.66,-8.784,-5.336
-3701,60.69,-8.772,-5.368
-3703,60.72,-8.67,-5.247
-3706,60.75,-8.739,-5.218
-3709,60.78,-8.554,-5.086
-3711,60.81,-8.621,-5.079
-3714,60.84,-8.603,-4.985
-3716,60.87,-8.649,-4.975
-3719,60.9,-8.605,-4.887
-3721,60.93,-8.705,-4.928
-3724,60.96,-8.683,-4.882
-3726,60.99,-8.695,-4.885
-3729,61.02,-8.726,-4.79
-3731,61.05,-8.649,-4.884
-3734,61.08,-8.682,-4.841
-3736,61.11,-8.632,-4.787
-3739,61.14,-8.688,-4.782
-3741,61.17,-8.509,-4.705
-3744,61.2,-8.604,-4.772
-3746,61.23,-8.566,-4.748
-3749,61.26,-8.632,-4.675
-3751,61.29,-8.82,-4.596
-3754,61.32,-8.641,-4.634
-3756,61.35,-8.709,-4.652
-3759,61.38,-8.673,-4.6
-3761,61.41,-8.69,-4.659
-3764,61.44,-8.698,-4.586
-3766,61.47,-8.699,-4.612
-3769,61.5,-8.71,-4.522
-3770,61.53,-8.787,-4.613
-3771,61.56,-8.766,-4.6
-3772,61.59,-8.806,-4.683
-3773,61.62,-8.683,-4.653
-3774,61.65,-8.756,-4.589
-3775,61.68,-8.759,-4.646
-3777,61.71,-8.893,-4.936
-3778,61.74,-8.695,-4.594
-3779,61.77,-8.814,-4.572
-3780,61.8,-8.787,-4.866
-3781,61.83,-8.84,-4.967
-3782,61.86,-8.769,-4.628
-3783,61.89,-8.893,-4.65
-3784,61.92,-9.059,-4.636
-3785,61.95,-8.84,-4.7
-3786,61.98,-8.858,-4.71
-3787,62.01,-8.917,-4.749
-3788,62.04,-8.922,-4.697
-3789,62.07,-8.838,-4.666
-3790,62.1,-8.857,-4.491
-3791,62.13,-8.785,-4.357
-3792,62.16,-8.777,-4.334
-3793,62.19,-8.914,-4.292
-3794,62.22,-8.719,-4.266
-3796,62.25,-8.738,-4.219
-3797,62.28,-8.7,-4.153
-3798,62.31,-8.697,-4.207
-3799,62.34,-8.628,-4.171
-3800,62.37,-8.615,-4.116
-3801,62.4,-8.554,-4.268
-3803,62.46,-8.665,-4.214
-3804,62.49,-8.575,-4.408
-3805,62.52,-8.611,-4.421
-3806,62.55,-8.532,-4.416
-3807,62.58,-8.655,-4.45
-3808,62.61,-8.544,-4.316
-3809,62.64,-8.592,-4.379
-3810,62.67,-8.523,-4.412
-3811,62.7,-8.667,-4.422
-3812,62.73,-8.511,-4.361
-3813,62.76,-8.624,-4.281
-3814,62.79,-8.573,-4.287
-3816,62.82,-8.64,-4.357
-3817,62.85,-8.627,-4.317
-3818,62.88,-8.73,-4.508
-3819,62.91,-8.728,-4.52
-3820,62.94,-8.707,-4.49
-3821,62.97,-8.685,-4.546
-3822,63,-8.693,-4.522
-3823,63.03,-8.659,-4.509
-3824,63.06,-8.676,-4.635
-3825,63.09,-8.709,-4.539
-3826,63.12,-8.586,-4.623
-3827,63.15,-8.553,-4.627
-3828,63.18,-8.647,-4.654
-3829,63.21,-8.706,-4.602
-3830,63.24,-8.733,-4.671
-3831,63.27,-8.784,-4.628
-3832,63.3,-8.765,-4.91
-3833,63.33,-8.882,-4.965
-3834,63.36,-8.83,-4.927
-3835,63.39,-8.916,-4.964
-3836,63.42,-8.803,-4.926
-3837,63.45,-8.894,-4.98
-3838,63.48,-8.792,-5
-3839,63.51,-8.825,-4.965
-3840,63.54,-8.668,-4.951
-3842,63.57,-8.747,-4.929
-3843,63.6,-8.636,-4.892
-3844,63.63,-8.627,-4.846
-3845,63.66,-8.537,-4.762
-3846,63.69,-8.746,-4.68
-3847,63.72,-8.803,-4.66
-3848,63.75,-8.744,-4.697
-3849,63.78,-8.782,-4.783
-3850,63.81,-8.771,-4.716
-3851,63.84,-8.806,-4.794
-3852,63.87,-8.719,-4.803
-3853,63.9,-8.873,-4.918
-3854,63.93,-8.689,-5.043
-3856,63.96,-8.79,-5.069
-3857,63.99,-8.831,-5.176
-3858,64.02,-8.763,-5.368
-3859,64.05,-8.755,-5.52
-3860,64.08,-8.796,-5.495
-3861,64.11,-8.685,-5.45
-3862,64.14,-8.817,-5.481
-3863,64.17,-8.736,-5.606
-3864,64.2,-8.843,-5.75
-3865,64.23,-8.72,-5.925
-3866,64.26,-8.742,-5.861
-3867,64.29,-8.847,-5.742
-3868,64.32,-8.671,-5.998
-3869,64.35,-8.744,-6.011
-3870,64.38,-8.617,-6.043
-3871,64.41,-8.705,-6.143
-3872,64.44,-8.66,-6.109
-3873,64.47,-8.799,-5.935
-3874,64.5,-8.7,-5.991
-3875,64.53,-8.784,-6.076
-3876,64.56,-8.922,-6.259
-3877,64.59,-8.727,-6.292
-3878,64.62,-8.666,-5.812
-3879,64.65,-8.708,-5.702
-3880,64.68,-8.741,-6.152
-3882,64.71,-9.134,-5.994
-3883,64.74,-9.392,-6.009
-3884,64.77,-8.837,-5.973
-3885,64.8,-8.66,-6.006
-3886,64.83,-8.668,-5.966
-3887,64.86,-8.69,-5.864
-3888,64.89,-8.524,-5.776
-3889,64.92,-8.642,-5.584
-3890,64.95,-8.67,-5.628
-3891,64.98,-8.612,-5.494
-3892,65.01,-8.703,-5.712
-3893,65.04,-8.518,-5.724
-3894,65.07,-8.586,-5.756
-3895,65.1,-8.524,-5.606
-3896,65.13,-8.57,-5.632
-3897,65.16,-8.575,-5.836
-3898,65.19,-8.725,-5.874
-3899,65.22,-8.686,-6.058
-3901,65.25,-8.623,-6.113
-3902,65.28,-8.558,-6.268
-3903,65.31,-8.564,-6.396
-3904,65.34,-8.619,-6.787
-3905,65.37,-8.699,-6.732
-3906,65.4,-8.788,-6.998
-3907,65.43,-8.681,-7.128
-3908,65.46,-8.879,-7.06
-3909,65.49,-8.726,-6.998
-3910,65.52,-8.955,-6.977
-3911,65.55,-8.914,-6.85
-3912,65.58,-8.805,-6.883
-3913,65.61,-8.759,-6.656
-3914,65.64,-9.019,-6.566
-3915,65.67,-8.905,-6.707
-3916,65.7,-8.866,-6.619
-3917,65.73,-9.006,-6.569
-3918,65.76,-8.886,-6.699
-3919,65.79,-8.837,-6.597
-3920,65.82,-8.843,-6.646
-3921,65.85,-8.926,-6.689
-3922,65.88,-8.92,-6.666
-3923,65.91,-8.933,-6.868
-3924,65.94,-8.831,-6.588
-3925,65.97,-9.001,-6.566
-3926,66,-8.983,-6.509
-3927,66.03,-8.972,-6.515
-3928,66.06,-8.849,-6.426
-3929,66.09,-8.986,-6.484
-3930,66.12,-9,-6.455
-3931,66.15,-9.222,-6.421
-3932,66.18,-8.931,-6.383
-3934,66.21,-9.019,-6.665
-3935,66.24,-8.991,-6.606
-3936,66.27,-9.366,-6.713
-3937,66.3,-9.133,-6.637
-3938,66.33,-8.988,-6.696
-3939,66.36,-9.11,-6.724
-3940,66.39,-9.068,-6.743
-3941,66.42,-9.207,-6.774
-3942,66.45,-9.102,-6.993
-3943,66.48,-9.121,-6.785
-3944,66.51,-9.085,-6.78
-3945,66.54,-9.25,-6.911
-3945,66.57,-9.068,-6.81
-3946,66.6,-9.029,-6.779
-3946,66.63,-9.032,-6.929
-3947,66.66,-8.88,-6.823
-3947,66.69,-8.932,-7.273
-3948,66.72,-8.747,-7.184
-3948,66.75,-8.863,-7.206
-3948,66.78,-8.718,-6.996
-3949,66.81,-8.945,-7.098
-3949,66.84,-8.847,-6.959
-3950,66.87,-8.929,-6.946
-3950,66.9,-8.861,-6.821
-3951,66.93,-8.959,-6.758
-3951,66.96,-8.791,-6.624
-3952,66.99,-8.976,-6.59
-3952,67.02,-8.79,-6.711
-3953,67.05,-8.881,-6.636
-3953,67.08,-8.735,-6.651
-3954,67.11,-8.785,-6.604
-3955,67.14,-8.707,-6.477
-3955,67.17,-8.848,-6.173
-3956,67.2,-8.724,-6.247
-3956,67.23,-8.863,-6.218
-3957,67.26,-8.998,-5.989
-3957,67.29,-8.921,-5.922
-3958,67.32,-9.032,-5.867
-3958,67.35,-8.804,-5.753
-3959,67.38,-8.971,-5.604
-3959,67.41,-8.755,-5.524
-3960,67.44,-9.173,-5.421
-3960,67.47,-9.089,-5.46
-3961,67.5,-9.048,-5.559
-3961,67.53,-9.04,-5.645
-3962,67.56,-8.993,-5.804
-3962,67.59,-8.755,-5.976
-3963,67.62,-8.584,-5.718
-3963,67.65,-8.534,-5.604
-3964,67.68,-8.619,-5.433
-3964,67.71,-8.656,-5.12
-3965,67.74,-8.562,-5.158
-3965,67.77,-8.406,-5.192
-3966,67.8,-8.499,-5.12
-3966,67.83,-8.558,-5.008
-3967,67.86,-8.662,-5.151
-3967,67.89,-8.694,-5.4
-3968,67.92,-8.81,-5.675
-3968,67.95,-9.206,-5.628
-3969,67.98,-9.192,-5.439
-3969,68.01,-9.184,-5.383
-3970,68.04,-9.142,-5.382
-3970,68.07,-9.601,-5.404
-3971,68.1,-9.444,-5.414
-3971,68.13,-9.439,-5.502
-3972,68.16,-9.223,-5.567
-3972,68.19,-8.912,-5.725
-3973,68.22,-8.793,-5.925
-3973,68.25,-8.823,-5.825
-3973,68.28,-8.628,-6.171
-3974,68.31,-8.413,-6.027
-3974,68.34,-8.853,-5.956
-3975,68.37,-8.728,-5.96
-3975,68.4,-8.705,-5.959
-3976,68.43,-8.78,-5.958
-3976,68.46,-8.699,-5.932
-3977,68.49,-8.645,-5.871
-3977,68.52,-8.517,-5.863
-3978,68.55,-8.672,-5.76
-3978,68.58,-8.715,-5.703
-3979,68.61,-8.777,-5.752
-3979,68.64,-8.736,-5.677
-3980,68.67,-8.758,-5.665
-3980,68.7,-8.766,-5.628
-3981,68.73,-8.743,-5.61
-3982,68.79,-8.986,-5.652
-3982,68.82,-9.001,-5.655
-3983,68.85,-8.788,-5.647
-3983,68.88,-9.114,-5.45
-3984,68.91,-8.709,-5.333
-3984,68.94,-8.909,-5.242
-3985,68.97,-8.803,-5.132
-3985,69,-9.084,-5.113
-3986,69.03,-8.895,-5.004
-3986,69.06,-8.636,-5.003
-3987,69.09,-8.803,-5.146
-3987,69.12,-8.716,-5.26
-3988,69.15,-8.834,-5.361
-3988,69.18,-8.347,-5.595
-3989,69.21,-8.604,-5.681
-3989,69.24,-9.36,-5.803
-3990,69.27,-8.508,-5.833
-3993,69.45,-8.378,-5.962
-3994,69.48,-8.834,-6.003
-3994,69.51,-8.707,-5.972
-3995,69.54,-8.8,-6.02
-3995,69.57,-8.669,-6.059
-3996,69.6,-8.683,-6.11
-3996,69.63,-8.552,-6.178
-3997,69.66,-8.681,-6.219
-4014,70.71,-8.563,-6.229
-4014,70.74,-8.834,-6.18
-4015,70.77,-8.692,-6.161
-4015,70.8,-8.77,-6.173
-4016,70.83,-8.668,-6.095
-4016,70.86,-9.161,-6.433
-4017,70.89,-9.44,-6.315
-4018,70.92,-9.153,-6.25
-4018,70.95,-8.889,-6.274
-4019,70.98,-9.069,-6.286
-4019,71.01,-9.042,-6.315
-4020,71.04,-9.112,-6.263
-4021,71.07,-9.643,-6.528
-4022,71.1,-9.367,-6.459
-4023,71.13,-9.097,-6.254
-4024,71.16,-9.112,-6.28
-4025,71.19,-9.149,-6.343
-4026,71.22,-9.456,-6.459
-4028,71.25,-9.424,-6.449
-4029,71.28,-9.302,-6.431
-4030,71.31,-9.376,-6.537
-4031,71.34,-9.301,-6.431
-4032,71.37,-9.217,-6.417
-4033,71.4,-9.142,-6.442
-4034,71.43,-9.088,-6.529
-4035,71.46,-9.001,-6.698
-4036,71.49,-8.942,-6.731
-4037,71.52,-8.849,-6.743
-4038,71.55,-8.935,-6.75
-4039,71.58,-8.905,-6.793
-4040,71.61,-8.946,-6.924
-4040,71.64,-8.816,-6.869
-4041,71.67,-9.018,-6.714
-4042,71.7,-9.214,-6.448
-4043,71.73,-9.206,-6.454
-4044,71.76,-9.116,-6.567
-4045,71.79,-9.015,-6.38
-4046,71.82,-8.976,-6.111
-4047,71.85,-9.15,-6.201
-4048,71.88,-9.077,-6.231
-4049,71.91,-9.085,-6.236
-4050,71.94,-8.966,-6.28
-4051,71.97,-9.171,-6.319
-4052,72,-9.101,-6.326
-4053,72.03,-9.042,-6.121
-4054,72.06,-9.018,-6.247
-4055,72.09,-9.112,-6.309
-4056,72.12,-9.278,-6.263
-4057,72.15,-8.933,-6.145
-4058,72.18,-9.019,-6.082
-4059,72.21,-8.933,-6.075
-4060,72.24,-9.117,-6.211
-4061,72.27,-9.038,-6.39
-4062,72.3,-9.19,-6.251
-4063,72.33,-9.242,-6.505
-4064,72.36,-9.263,-6.638
-4065,72.39,-9.466,-6.873
-4066,72.42,-9.658,-7.003
-4067,72.45,-9.578,-7.202
-4068,72.48,-9.705,-7.506
-4069,72.51,-9.644,-7.63
-4070,72.54,-9.794,-7.779
-4071,72.57,-9.719,-7.786
-4072,72.6,-9.703,-7.72
-4073,72.63,-9.755,-7.843
-4074,72.66,-9.461,-7.817
-4075,72.69,-9.535,-7.859
-4076,72.72,-9.296,-7.862
-4078,72.75,-9.257,-7.885
-4079,72.78,-9.356,-7.873
-4080,72.81,-9.454,-7.989
-4081,72.84,-9.336,-7.972
-4082,72.87,-9.406,-8.053
-4083,72.9,-9.118,-8.008
-4084,72.93,-9.219,-8.117
-4085,72.96,-9.035,-8.017
-4086,72.99,-9.093,-7.916
-4087,73.02,-9.434,-7.922
-4088,73.05,-9.155,-7.965
-4089,73.08,-9.136,-7.862
-4090,73.11,-9.021,-7.869
-4091,73.14,-8.916,-7.881
-4092,73.17,-8.68,-7.701
-4093,73.2,-8.797,-7.464
-4094,73.23,-8.782,-7.273
-4095,73.26,-8.981,-7.136
-4096,73.29,-8.902,-7.038
-4097,73.32,-9.086,-6.94
-4098,73.35,-9.025,-6.851
-4099,73.38,-9.137,-6.78
-4100,73.41,-8.975,-6.773
-4101,73.44,-9.092,-6.89
-4102,73.47,-9.268,-6.827
-4103,73.5,-9.065,-6.874
-4104,73.53,-9.176,-6.953
-4105,73.56,-9.06,-6.832
-4106,73.59,-9.194,-6.842
-4107,73.62,-9.084,-6.477
-4108,73.65,-9.205,-6.818
-4109,73.68,-9.015,-6.59
-4110,73.71,-9.102,-6.642
-4111,73.74,-9.053,-6.771
-4112,73.77,-9.187,-6.671
-4113,73.8,-9.182,-6.737
-4114,73.83,-9.254,-6.705
-4115,73.86,-9.042,-6.459
-4116,73.89,-9.14,-6.542
-4117,73.92,-9.389,-6.532
-4118,73.95,-9.018,-6.379
-4119,73.98,-9.072,-6.394
-4120,74.01,-9.054,-6.373
-4121,74.04,-9.117,-6.46
-4122,74.07,-9.048,-6.519
-4123,74.1,-9.141,-6.66
-4124,74.13,-9.006,-6.576
-4125,74.16,-9.209,-6.721
-4126,74.19,-9.1,-6.656
-4127,74.22,-9.227,-6.818
-4128,74.25,-8.996,-6.696
-4129,74.28,-9.037,-6.69
-4130,74.31,-8.98,-6.664
-4131,74.34,-9.115,-6.683
-4132,74.37,-9.186,-6.718
-4133,74.4,-9.038,-6.788
-4134,74.43,-9.045,-6.669
-4135,74.46,-9.033,-6.693
-4136,74.49,-9.093,-6.645
-4137,74.52,-8.999,-6.548
-4138,74.55,-9.139,-6.508
-4139,74.58,-9.113,-6.67
-4140,74.61,-9.133,-6.658
-4141,74.64,-9.039,-6.716
-4142,74.67,-9.316,-6.797
-4143,74.7,-9.062,-6.75
-4144,74.73,-9.193,-6.754
-4145,74.76,-9.055,-6.721
-4146,74.79,-9.054,-6.754
-4147,74.82,-9.035,-6.745
-4148,74.85,-9.081,-6.772
-4149,74.88,-8.985,-6.616
-4150,74.91,-9.115,-6.492
-4151,74.94,-9.035,-6.44
-4152,74.97,-9.02,-6.392
-4153,75,-8.962,-6.348
-4154,75.03,-9.016,-6.264
-4155,75.06,-8.91,-6.215
-4156,75.09,-9.005,-6.252
-4157,75.12,-8.99,-6.176
-4158,75.15,-8.987,-6.129
-4159,75.18,-8.849,-6.328
-4160,75.21,-8.917,-6.157
-4161,75.24,-8.937,-6.2
-4162,75.27,-9.147,-6.196
-4163,75.3,-8.991,-6.337
-4164,75.33,-9.075,-6.364
-4165,75.36,-9.173,-6.312
-4166,75.39,-8.994,-6.317
-4167,75.42,-9.091,-6.292
-4168,75.45,-9.073,-6.364
-4169,75.48,-9.022,-6.325
-4171,75.51,-9.079,-6.337
-4174,75.54,-9.064,-6.347
