year (AD),age (BP),grey_scale (missing)
-9963.36,11913.36,172.67
-9963.88,11913.88,172.05
-9964.33,11914.33,171.76
-9965.48,11915.48,171.86
-9966,11916,171.95
-9966.45,11916.45,172.19
-9966.9,11916.9,172.71
-9967.41,11917.41,173.29
-9967.86,11917.86,173.38
-9968.31,11918.31,173.71
-9968.83,11918.83,174.33
-9969.28,11919.28,174.9
-9969.73,11919.73,175.29
-9970.24,11920.24,175.52
-9970.69,11920.69,174.95
-9971.14,11921.14,174.24
-9971.65,11921.65,173.62
-9972.1,11922.1,173.05
-9972.55,11922.55,172.52
-9973.06,11923.06,172
-9973.51,11923.51,171.57
-9973.96,11923.96,171.19
-9974.47,11924.47,170.95
-9974.92,11924.92,171.05
-9975.37,11925.37,170.81
-9975.88,11925.88,171.19
-9976.33,11926.33,172.05
-9976.78,11926.78,172.95
-9977.29,11927.29,173.76
-9977.74,11927.74,174.24
-9978.19,11928.19,174.62
-9978.7,11928.7,175.29
-9979.15,11929.15,176.29
-9979.59,11929.59,176.62
-9980.1,11930.1,176.33
-9980.55,11930.55,176.38
-9981,11931,176.1
-9981.51,11931.51,175.38
-9981.96,11931.96,174.95
-9982.4,11932.4,174.62
-9982.92,11932.92,173.95
-9983.36,11933.36,172.81
-9983.81,11933.81,171.19
-9984.32,11934.32,171.05
-9984.77,11934.77,170.95
-9985.21,11935.21,171.38
-9985.72,11935.72,171.05
-9986.17,11936.17,171.19
-9986.62,11936.62,171.05
-9987.13,11937.13,171.33
-9987.57,11937.57,171.71
-9988.02,11938.02,171.95
-9988.53,11938.53,172.43
-9988.97,11938.97,171.95
-9989.42,11939.42,171.86
-9990.37,11940.37,171.81
-9990.82,11940.82,171.9
-9991.33,11941.33,172.19
-9991.77,11941.77,172.38
-9992.22,11942.22,171.76
-9992.73,11942.73,171.24
-9993.17,11943.17,171.1
-9993.62,11943.62,170.81
-9994.13,11944.13,170.52
-9994.57,11944.57,170.67
-9995.02,11945.02,170.33
-9995.52,11945.52,170.19
-9995.97,11945.97,168.95
-9996.41,11946.41,167.1
-9996.92,11946.92,167.1
-9997.37,11947.37,166.76
-9997.81,11947.81,166.38
-9998.32,11948.32,166.48
-9998.76,11948.76,167.48
-9999.21,11949.21,168.1
-9999.71,11949.71,168.33
-10000.16,11950.16,168.76
-10000.6,11950.6,168.67
-10001.11,11951.11,169.86
-10001.55,11951.55,169.48
-10002,11952,168.71
-10002.5,11952.5,169.05
-10002.95,11952.95,168.38
-10003.39,11953.39,167.76
-10003.89,11953.89,167.48
-10004.34,11954.34,167.38
-10004.78,11954.78,167.05
-10005.29,11955.29,166.71
-10005.73,11955.73,166.52
-10006.17,11956.17,166.9
-10006.68,11956.68,167.67
-10007.12,11957.12,167.86
-10007.56,11957.56,167.81
-10008.07,11958.07,168.1
-10008.51,11958.51,168.05
-10008.95,11958.95,168.33
-10009.46,11959.46,167.86
-10009.9,11959.9,168.24
-10010.34,11960.34,169.1
-10010.85,11960.85,169.81
-10011.73,11961.73,170.24
-10012.24,11962.24,171.05
-10012.68,11962.68,171.52
-10013.12,11963.12,172.19
-10013.62,11963.62,173.14
-10014.07,11964.07,173.05
-10014.51,11964.51,172.95
-10015.01,11965.01,173.14
-10015.45,11965.45,173.52
-10015.89,11965.89,173.76
-10016.4,11966.4,173.9
-10016.84,11966.84,174.19
-10017.28,11967.28,174.24
-10017.72,11967.72,174.57
-10018.22,11968.22,174.62
-10018.66,11968.66,174.57
-10019.11,11969.11,175.29
-10019.61,11969.61,175.81
-10020.05,11970.05,176.29
-10020.49,11970.49,176.1
-10020.99,11970.99,176.19
-10021.43,11971.43,176.38
-10021.87,11971.87,176.67
-10022.38,11972.38,177
-10022.82,11972.82,177
-10023.26,11973.26,177.14
-10023.76,11973.76,177
-10024.2,11974.2,176.62
-10024.64,11974.64,176
-10025.14,11975.14,175.52
-10025.58,11975.58,175.24
-10026.02,11976.02,175.19
-10026.52,11976.52,175.1
-10026.96,11976.96,175.38
-10027.4,11977.4,175.57
-10027.9,11977.9,175.71
-10028.34,11978.34,175.67
-10028.78,11978.78,175.86
-10029.28,11979.28,175.86
-10029.72,11979.72,175.38
-10030.16,11980.16,175.52
-10030.66,11980.66,174.86
-10031.1,11981.1,174
-10031.54,11981.54,172.95
-10032.04,11982.04,171.81
-10032.47,11982.47,170.76
-10032.91,11982.91,169.9
-10033.41,11983.41,169.81
-10033.85,11983.85,169.62
-10034.29,11984.29,169.29
-10034.79,11984.79,169.29
-10035.23,11985.23,169.71
-10035.67,11985.67,169.86
-10036.17,11986.17,170.67
-10036.6,11986.6,170.76
-10037.04,11987.04,171
-10037.54,11987.54,171.1
-10037.98,11987.98,171.1
-10038.42,11988.42,170.52
-10038.92,11988.92,171.05
-10039.35,11989.35,171.48
-10039.79,11989.79,170.81
-10040.29,11990.29,170.81
-10040.73,11990.73,170.33
-10041.16,11991.16,169.95
-10041.66,11991.66,169.76
-10042.1,11992.1,169.76
-10042.54,11992.54,170.14
-10043.03,11993.03,170.14
-10043.47,11993.47,170.19
-10043.91,11993.91,169.86
-10044.41,11994.41,170
-10044.84,11994.84,170.62
-10045.28,11995.28,171.33
-10045.78,11995.78,171.95
-10046.21,11996.21,172.38
-10046.65,11996.65,172.95
-10047.15,11997.15,173.48
-10047.58,11997.58,173.95
-10048.02,11998.02,174.19
-10048.52,11998.52,174.86
-10048.95,11998.95,175.05
-10049.39,11999.39,175.19
-10049.89,11999.89,174.76
-10050.32,12000.32,174.38
-10050.76,12000.76,174
-10051.25,12001.25,173.62
-10051.69,12001.69,173.14
-10052.12,12002.12,172.52
-10052.62,12002.62,173
-10053.06,12003.06,173
-10053.49,12003.49,173.43
-10053.99,12003.99,172.95
-10054.42,12004.42,172.57
-10054.86,12004.86,172.38
-10055.35,12005.35,173.05
-10055.79,12005.79,173.19
-10056.22,12006.22,172.9
-10056.72,12006.72,172.52
-10057.15,12007.15,171.76
-10057.59,12007.59,171
-10058.09,12008.09,170.52
-10058.52,12008.52,169.9
-10058.95,12008.95,170.14
-10059.45,12009.45,170.9
-10059.88,12009.88,171.19
-10060.32,12010.32,171.1
-10060.81,12010.81,171.33
-10061.25,12011.25,171.57
-10061.68,12011.68,171.76
-10062.18,12012.18,171.62
-10062.61,12012.61,171.57
-10063.04,12013.04,172.14
-10063.54,12013.54,172.67
-10063.97,12013.97,172.95
-10064.41,12014.41,172.9
-10064.9,12014.9,173.57
-10065.33,12015.33,173.29
-10065.77,12015.77,173.67
-10066.26,12016.26,173.86
-10066.69,12016.69,173.9
-10067.13,12017.13,174.14
-10067.62,12017.62,173.67
-10068.05,12018.05,173.43
-10068.49,12018.49,173.48
-10068.98,12018.98,173.71
-10069.41,12019.41,173.33
-10069.85,12019.85,173.05
-10070.34,12020.34,173.14
-10070.77,12020.77,173.9
-10071.21,12021.21,174.57
-10071.7,12021.7,175.62
-10072.13,12022.13,176.71
-10072.56,12022.56,178.1
-10073.06,12023.06,178.86
-10073.49,12023.49,178
-10073.92,12023.92,177.1
-10074.42,12024.42,177.43
-10074.85,12024.85,177.67
-10075.28,12025.28,176.81
-10075.71,12025.71,176.86
-10076.14,12026.14,176.62
-10076.57,12026.57,175.95
-10076.94,12026.94,174.71
-10077.37,12027.37,173.29
-10077.81,12027.81,173.43
-10078.24,12028.24,174.62
-10078.67,12028.67,174.05
-10079.1,12029.1,174.19
-10079.53,12029.53,174.05
-10079.96,12029.96,173.48
-10080.39,12030.39,172.86
-10080.82,12030.82,172.81
-10081.25,12031.25,173.24
-10081.69,12031.69,173.14
-10082.12,12032.12,172.9
-10082.55,12032.55,172.14
-10082.98,12032.98,172.1
-10083.41,12033.41,172.14
-10083.84,12033.84,172.05
-10084.27,12034.27,172.57
-10084.7,12034.7,173.19
-10085.13,12035.13,173.57
-10085.56,12035.56,173.9
-10085.99,12035.99,174
-10086.42,12036.42,174.24
-10086.85,12036.85,174.38
-10087.28,12037.28,174.62
-10087.65,12037.65,174.38
-10088.08,12038.08,174.62
-10088.51,12038.51,174.48
-10088.94,12038.94,174.33
-10089.37,12039.37,174.24
-10089.8,12039.8,173.19
-10090.23,12040.23,172.38
-10090.66,12040.66,171.86
-10091.09,12041.09,171.24
-10091.52,12041.52,171.14
-10091.95,12041.95,170.86
-10092.38,12042.38,170.57
-10092.8,12042.8,170.05
-10093.23,12043.23,170.38
-10093.66,12043.66,170.9
-10094.09,12044.09,171.9
-10094.52,12044.52,172.95
-10094.95,12044.95,173.43
-10095.38,12045.38,174.19
-10095.81,12045.81,173.33
-10096.24,12046.24,173.05
-10096.67,12046.67,172.62
-10097.09,12047.09,173
-10097.52,12047.52,172.86
-10097.95,12047.95,171.9
-10098.32,12048.32,170.76
-10098.75,12048.75,169.67
-10099.18,12049.18,169.43
-10099.6,12049.6,169
-10100.03,12050.03,169.1
-10100.46,12050.46,170.33
-10100.89,12050.89,170.33
-10101.32,12051.32,170.33
-10101.75,12051.75,170
-10102.17,12052.17,170.48
-10102.6,12052.6,170.67
-10103.03,12053.03,170.52
-10103.46,12053.46,170.1
-10103.88,12053.88,169.29
-10104.31,12054.31,169.9
-10105.78,12055.78,169.76
-10106.21,12056.21,169.29
-10106.63,12056.63,170
-10107.06,12057.06,170.81
-10107.49,12057.49,171.29
-10107.92,12057.92,171.62
-10108.34,12058.34,171.81
-10108.77,12058.77,171.81
-10109.2,12059.2,172.1
-10109.62,12059.62,173
-10110.05,12060.05,173.24
-10110.48,12060.48,173.62
-10110.91,12060.91,173.38
-10111.33,12061.33,173.38
-10111.76,12061.76,172.71
-10112.19,12062.19,171.9
-10112.61,12062.61,171.76
-10113.04,12063.04,171.9
-10113.47,12063.47,171.86
-10113.89,12063.89,171.1
-10114.26,12064.26,169.81
-10114.69,12064.69,169.76
-10115.11,12065.11,169.05
-10115.54,12065.54,167.9
-10115.96,12065.96,167.19
-10116.39,12066.39,167.24
-10116.82,12066.82,166.86
-10117.24,12067.24,166.14
-10117.67,12067.67,167.29
-10118.1,12068.1,168.52
-10118.52,12068.52,168.9
-10118.95,12068.95,169.38
-10119.37,12069.37,170.29
-10119.8,12069.8,171.9
-10120.22,12070.22,172.81
-10120.65,12070.65,172.95
-10121.08,12071.08,173.48
-10121.5,12071.5,175.05
-10121.93,12071.93,175.29
-10122.35,12072.35,174.24
-10122.78,12072.78,173.43
-10123.2,12073.2,172.24
-10123.63,12073.63,171.95
-10124.05,12074.05,170.86
-10124.48,12074.48,169.95
-10124.84,12074.84,170.29
-10125.27,12075.27,169.52
-10125.69,12075.69,167.76
-10126.12,12076.12,166.81
-10126.55,12076.55,166.57
-10126.97,12076.97,166.29
-10127.4,12077.4,167.48
-10127.82,12077.82,168.19
-10128.24,12078.24,167.52
-10128.67,12078.67,167.95
-10129.09,12079.09,167.52
-10129.52,12079.52,167.43
-10129.94,12079.94,168.43
-10130.37,12080.37,169.29
-10130.79,12080.79,168.52
-10131.22,12081.22,169.19
-10131.64,12081.64,168.57
-10132.07,12082.07,168.1
-10132.49,12082.49,168.24
-10132.92,12082.92,167.81
-10133.34,12083.34,167.81
-10133.76,12083.76,168.19
-10134.19,12084.19,168.71
-10134.61,12084.61,167.67
-10135.04,12085.04,166.81
-10135.4,12085.4,166.48
-10135.82,12085.82,166.14
-10136.25,12086.25,167.29
-10136.67,12086.67,167.19
-10137.1,12087.1,167.29
-10137.52,12087.52,167.71
-10137.94,12087.94,167.43
-10138.37,12088.37,166.62
-10138.79,12088.79,165.76
-10139.21,12089.21,166.38
-10139.64,12089.64,167.9
-10140.06,12090.06,168.67
-10140.48,12090.48,169
-10140.91,12090.91,169.24
-10141.33,12091.33,169.29
-10141.76,12091.76,168.81
-10142.18,12092.18,168.81
-10142.6,12092.6,169.24
-10143.03,12093.03,170.81
-10143.45,12093.45,171.81
-10143.87,12093.87,171.76
-10144.29,12094.29,172.19
-10144.72,12094.72,171.38
-10145.14,12095.14,170.86
-10145.56,12095.56,171.14
-10145.93,12095.93,171.57
-10146.35,12096.35,171.62
-10146.77,12096.77,171.52
-10147.19,12097.19,170.76
-10147.62,12097.62,170.9
-10148.04,12098.04,170.9
-10148.46,12098.46,170.19
-10148.89,12098.89,170.19
-10149.31,12099.31,170.29
-10149.73,12099.73,169.52
-10150.15,12100.15,169.62
-10150.58,12100.58,170.95
-10151,12101,171.19
-10151.42,12101.42,172.19
-10151.84,12101.84,171.43
-10152.26,12102.26,171.48
-10152.69,12102.69,171.29
-10153.11,12103.11,171.52
-10153.53,12103.53,171
-10153.95,12103.95,171.38
-10154.38,12104.38,171.81
-10154.8,12104.8,171.43
-10155.22,12105.22,171.29
-10155.64,12105.64,170.81
-10156.06,12106.06,169.86
-10156.42,12106.42,170.67
-10156.85,12106.85,171.76
-10157.27,12107.27,171.48
-10157.69,12107.69,171.67
-10158.11,12108.11,171.95
-10158.53,12108.53,170.86
-10158.96,12108.96,169.52
-10159.38,12109.38,169.1
-10159.8,12109.8,168.43
-10160.22,12110.22,167.95
-10160.64,12110.64,167.67
-10161.06,12111.06,166.86
-10161.48,12111.48,167.29
-10161.91,12111.91,167.52
-10162.33,12112.33,167.57
-10162.75,12112.75,168.05
-10163.17,12113.17,167.86
-10163.59,12113.59,168.43
-10164.01,12114.01,169.19
-10164.43,12114.43,169.57
-10164.85,12114.85,169.9
-10165.27,12115.27,170.52
-10165.7,12115.7,170.52
-10166.12,12116.12,170.24
-10166.54,12116.54,169.81
-10166.9,12116.9,169.95
-10167.32,12117.32,170.14
-10167.74,12117.74,171.05
-10168.16,12118.16,171.1
-10168.58,12118.58,171.43
-10169,12119,171.71
-10169.42,12119.42,171.43
-10169.84,12119.84,171.19
-10170.26,12120.26,170.33
-10170.68,12120.68,170.29
-10171.1,12121.1,170.71
-10171.52,12121.52,170.52
-10171.94,12121.94,170.95
-10172.37,12122.37,170.76
-10172.79,12122.79,171.29
-10173.21,12123.21,171.14
-10173.63,12123.63,172.52
-10174.05,12124.05,172.57
-10174.47,12124.47,173.38
-10174.89,12124.89,174.76
-10175.31,12125.31,174.9
-10175.73,12125.73,174.52
-10176.15,12126.15,175.38
-10176.57,12126.57,176.19
-10176.99,12126.99,176.1
-10177.35,12127.35,175.14
-10177.77,12127.77,174.9
-10178.19,12128.19,175
-10178.61,12128.61,174.86
-10179.03,12129.03,175.1
-10179.45,12129.45,175.48
-10179.87,12129.87,176.1
-10180.28,12130.28,176.76
-10180.7,12130.7,176.71
-10181.12,12131.12,176.05
-10181.54,12131.54,175.71
-10181.96,12131.96,175.95
-10182.38,12132.38,175.48
-10182.8,12132.8,174.95
-10183.22,12133.22,174.38
-10183.64,12133.64,173.33
-10184.06,12134.06,172.52
-10184.48,12134.48,172.67
-10184.9,12134.9,173.43
-10185.32,12135.32,174.1
-10185.74,12135.74,174.57
-10186.16,12136.16,174.95
-10186.58,12136.58,175.48
-10186.99,12136.99,176.19
-10187.41,12137.41,176.24
-10187.77,12137.77,175.81
-10188.19,12138.19,175.33
-10188.61,12138.61,175.57
-10189.03,12139.03,174.33
-10189.45,12139.45,172.81
-10189.87,12139.87,172.14
-10190.29,12140.29,171.19
-10190.7,12140.7,170.95
-10191.12,12141.12,170.33
-10191.54,12141.54,170.14
-10191.96,12141.96,170.48
-10192.38,12142.38,171.81
-10192.8,12142.8,172.95
-10193.22,12143.22,172.86
-10193.64,12143.64,171.95
-10194.05,12144.05,170.57
-10194.47,12144.47,170.24
-10194.89,12144.89,170.62
-10195.31,12145.31,170.52
-10195.73,12145.73,170.9
-10196.15,12146.15,169.71
-10196.56,12146.56,168.38
-10196.98,12146.98,167.24
-10197.4,12147.4,166.76
-10199.01,12149.01,166.81
-10199.43,12149.43,168.86
-10199.85,12149.85,170.95
-10200.27,12150.27,171.57
-10200.69,12150.69,171.57
-10201.1,12151.1,171.67
-10201.52,12151.52,172.29
-10201.94,12151.94,173.14
-10202.36,12152.36,173.52
-10202.78,12152.78,174
-10203.19,12153.19,174.38
-10203.61,12153.61,175.1
-10204.03,12154.03,174.48
-10204.45,12154.45,174.76
-10204.86,12154.86,174.76
-10205.28,12155.28,174.62
-10205.7,12155.7,174.29
-10206.12,12156.12,174.81
-10206.54,12156.54,176.14
-10206.95,12156.95,176.48
-10207.37,12157.37,176.57
-10208.38,12158.38,177.33
-10208.8,12158.8,177.52
-10209.22,12159.22,177.9
-10209.64,12159.64,178.29
-10210.05,12160.05,179.1
-10210.47,12160.47,179.43
-10210.89,12160.89,179.57
-10211.31,12161.31,179.14
-10211.72,12161.72,177.95
-10212.14,12162.14,177.86
-10212.56,12162.56,177.38
-10212.97,12162.97,177.19
-10213.39,12163.39,177.38
-10213.75,12163.75,176.71
-10214.17,12164.17,176.05
-10214.58,12164.58,175.86
-10215,12165,175.57
-10215.42,12165.42,175.57
-10215.83,12165.83,175.43
-10216.25,12166.25,175.24
-10216.67,12166.67,175.38
-10217.08,12167.08,175.14
-10217.5,12167.5,173.86
-10217.92,12167.92,173.38
-10218.34,12168.34,173.71
-10218.75,12168.75,173.76
-10219.17,12169.17,174.05
-10219.59,12169.59,174.24
-10220,12170,174.38
-10220.42,12170.42,174.81
-10220.84,12170.84,175.14
-10221.25,12171.25,174.76
-10221.67,12171.67,175.24
-10222.09,12172.09,175.95
-10222.5,12172.5,175.67
-10223.93,12173.93,174.67
-10224.35,12174.35,174
-10224.76,12174.76,173.95
-10225.18,12175.18,173.67
-10225.6,12175.6,173.86
-10226.01,12176.01,173.1
-10226.43,12176.43,172.29
-10226.84,12176.84,172.81
-10227.26,12177.26,172.38
-10227.68,12177.68,171.95
-10228.09,12178.09,172.81
-10228.51,12178.51,174
-10228.93,12178.93,174.19
-10229.28,12179.28,174.48
-10229.7,12179.7,174.52
-10230.11,12180.11,174.1
-10230.53,12180.53,174.29
-10230.95,12180.95,173.38
-10231.36,12181.36,172.1
-10231.78,12181.78,171.95
-10232.19,12182.19,172.14
-10232.61,12182.61,171.57
-10233.03,12183.03,171
-10233.44,12183.44,170.29
-10233.86,12183.86,170.1
-10234.27,12184.27,169.67
-10234.69,12184.69,169.33
-10235.11,12185.11,169.24
-10235.52,12185.52,170.05
-10235.94,12185.94,170.95
-10236.35,12186.35,170.62
-10236.77,12186.77,170.38
-10237.18,12187.18,170.33
-10237.6,12187.6,170.81
-10238.02,12188.02,170.86
-10238.43,12188.43,170.76
-10238.85,12188.85,170.71
-10240.27,12190.27,170.9
-10240.69,12190.69,171.19
-10241.1,12191.1,170.81
-10241.52,12191.52,170.33
-10241.93,12191.93,170.43
-10242.35,12192.35,170.62
-10242.76,12192.76,170.33
-10243.18,12193.18,170
-10243.6,12193.6,170.1
-10244.01,12194.01,170.24
-10244.43,12194.43,170.67
-10244.78,12194.78,170.9
-10245.2,12195.2,171.29
-10245.61,12195.61,171.14
-10246.03,12196.03,170.95
-10246.44,12196.44,169.95
-10246.86,12196.86,169.29
-10247.27,12197.27,168.62
-10247.69,12197.69,168.29
-10248.1,12198.1,167.67
-10248.52,12198.52,167.29
-10248.93,12198.93,167.81
-10249.35,12199.35,167.67
-10249.76,12199.76,167.95
-10250.18,12200.18,168.38
-10250.59,12200.59,169.14
-10251.01,12201.01,169.86
-10251.42,12201.42,170.86
-10251.84,12201.84,171.19
-10252.25,12202.25,171.43
-10252.67,12202.67,171.76
-10253.08,12203.08,171.33
-10253.5,12203.5,170.86
-10253.91,12203.91,170.62
-10254.33,12204.33,170.14
-10254.74,12204.74,169.57
-10255.16,12205.16,169.29
-10255.57,12205.57,169.14
-10256.05,12206.05,168.86
-10256.46,12206.46,169
-10256.94,12206.94,169
-10257.41,12207.41,169.14
-10257.83,12207.83,168.81
-10258.3,12208.3,168.1
-10258.77,12208.77,167.48
-10259.19,12209.19,167.67
-10259.66,12209.66,168
-10260.08,12210.08,167.86
-10260.55,12210.55,168.14
-10261.02,12211.02,168.71
-10261.44,12211.44,169.19
-10261.91,12211.91,169.67
-10262.33,12212.33,169.38
-10262.8,12212.8,169.43
-10263.28,12213.28,169.33
-10263.69,12213.69,169.67
-10264.16,12214.16,169.1
-10264.64,12214.64,168.24
-10265.05,12215.05,168.14
-10265.53,12215.53,167.9
-10265.94,12215.94,167.29
-10266.41,12216.41,167.57
-10266.89,12216.89,167.9
-10267.3,12217.3,168.05
-10267.78,12217.78,169
-10268.25,12218.25,169.52
-10268.66,12218.66,170.1
-10269.14,12219.14,171.24
-10269.55,12219.55,170.9
-10270.02,12220.02,170.43
-10270.5,12220.5,170.62
-10270.91,12220.91,170.33
-10271.39,12221.39,169.24
-10271.86,12221.86,168.71
-10272.27,12222.27,168.14
-10272.75,12222.75,167.43
-10273.16,12223.16,166.62
-10273.63,12223.63,165.1
-10274.11,12224.11,164.71
-10274.52,12224.52,165.29
-10275,12225,165.24
-10275.41,12225.41,164.9
-10275.88,12225.88,165.1
-10276.36,12226.36,165.57
-10276.77,12226.77,165.81
-10277.24,12227.24,165.86
-10277.72,12227.72,165.9
-10278.13,12228.13,166.14
-10278.6,12228.6,167
-10279.02,12229.02,167.81
-10279.49,12229.49,168.24
-10279.96,12229.96,168.52
-10280.38,12230.38,167.81
-10280.85,12230.85,166.9
-10281.32,12231.32,166.67
-10281.74,12231.74,166.9
-10282.21,12232.21,167.43
-10282.63,12232.63,167.1
-10283.1,12233.1,167.76
-10283.57,12233.57,168.05
-10283.99,12233.99,168.33
-10284.46,12234.46,168.48
-10284.87,12234.87,169.1
-10285.35,12235.35,170.81
-10285.82,12235.82,172.71
-10286.23,12236.23,173.57
-10286.71,12236.71,173.57
-10287.18,12237.18,173.81
-10287.59,12237.59,173.95
-10288.06,12238.06,173.76
-10288.48,12238.48,173.48
-10288.95,12238.95,173
-10289.42,12239.42,172.62
-10289.84,12239.84,171.9
-10290.31,12240.31,169.95
-10290.78,12240.78,169.19
-10291.2,12241.2,168.57
-10291.67,12241.67,168.62
-10292.08,12242.08,169.24
-10292.56,12242.56,168.81
-10293.03,12243.03,167.71
-10293.44,12243.44,165.95
-10293.92,12243.92,165.38
-10294.39,12244.39,165.24
-10294.8,12244.8,165
-10295.28,12245.28,164.67
-10295.69,12245.69,165.05
-10296.16,12246.16,165.71
-10296.63,12246.63,165.86
-10297.05,12247.05,165.1
-10297.52,12247.52,164.52
-10297.93,12247.93,165.52
-10298.41,12248.41,167
-10298.88,12248.88,167.38
-10299.29,12249.29,168.52
-10299.77,12249.77,169.1
-10300.24,12250.24,169.43
-10300.65,12250.65,168.24
-10301.13,12251.13,166.86
-10301.54,12251.54,166.86
-10302.01,12252.01,167.19
-10302.48,12252.48,167.76
-10302.9,12252.9,167.71
-10303.37,12253.37,167.19
-10303.84,12253.84,165.62
-10304.26,12254.26,164.52
-10304.73,12254.73,165.48
-10305.14,12255.14,166.24
-10305.62,12255.62,167.1
-10306.09,12256.09,167.24
-10306.5,12256.5,167.1
-10306.97,12256.97,167.52
-10307.39,12257.39,167.33
-10307.86,12257.86,167.52
-10308.33,12258.33,168.48
-10308.75,12258.75,169
-10309.22,12259.22,168.71
-10309.69,12259.69,167.76
-10310.1,12260.1,168.43
-10310.58,12260.58,169.95
-10310.99,12260.99,170.71
-10311.46,12261.46,171.24
-10311.94,12261.94,171.29
-10312.35,12262.35,171.38
-10312.82,12262.82,171.95
-10313.29,12263.29,172.48
-10313.71,12263.71,172.76
-10314.18,12264.18,172.52
-10314.59,12264.59,172.71
-10315.07,12265.07,171.43
-10315.54,12265.54,169.81
-10315.95,12265.95,169.1
-10316.42,12266.42,168.33
-10316.9,12266.9,167.67
-10317.31,12267.31,166.86
-10317.78,12267.78,166.14
-10318.2,12268.2,166
-10318.67,12268.67,166
-10319.14,12269.14,165.71
-10319.56,12269.56,165.24
-10320.03,12270.03,165.24
-10320.44,12270.44,165.81
-10320.91,12270.91,166.19
-10321.39,12271.39,166.81
-10321.8,12271.8,166.29
-10322.27,12272.27,166.24
-10322.74,12272.74,166.24
-10323.16,12273.16,165.9
-10323.63,12273.63,166.71
-10324.04,12274.04,167.67
-10324.52,12274.52,168.52
-10324.99,12274.99,168.71
-10325.4,12275.4,168.76
-10325.87,12275.87,168.24
-10326.35,12276.35,168.67
-10326.76,12276.76,169.29
-10327.23,12277.23,168.86
-10327.65,12277.65,167.67
-10328.12,12278.12,167.76
-10328.59,12278.59,167.43
-10329,12279,166.14
-10329.48,12279.48,165.67
-10329.89,12279.89,165.33
-10330.36,12280.36,164.48
-10330.84,12280.84,164.1
-10331.25,12281.25,164.62
-10331.72,12281.72,165.33
-10332.19,12282.19,166.76
-10332.61,12282.61,167.71
-10333.08,12283.08,166.81
-10333.49,12283.49,166.57
-10333.97,12283.97,166.71
-10334.44,12284.44,166.81
-10334.85,12284.85,168
-10335.32,12285.32,170.1
-10335.8,12285.8,170.81
-10336.21,12286.21,171.48
-10336.68,12286.68,172.14
-10337.1,12287.1,173.29
-10337.57,12287.57,175.14
-10338.04,12288.04,176.9
-10338.46,12288.46,178
-10338.93,12288.93,178.52
-10339.4,12289.4,179.29
-10339.81,12289.81,178.62
-10340.29,12290.29,178.29
-10340.7,12290.7,177.52
-10341.17,12291.17,176.81
-10341.65,12291.65,175.9
-10342.06,12292.06,175.38
-10342.53,12292.53,174.86
-10342.94,12292.94,173.9
-10343.42,12293.42,173.43
-10343.89,12293.89,173.19
-10344.3,12294.3,172.86
-10344.78,12294.78,172.9
-10345.25,12295.25,172.95
-10345.66,12295.66,172.57
-10346.14,12296.14,172.48
-10346.55,12296.55,172.14
-10347.02,12297.02,170.71
-10347.49,12297.49,169.81
-10347.91,12297.91,169.19
-10348.38,12298.38,168.71
