year (AD),age (BP),depth (mm),d18O (permil),sampleID (missing),d13C (permil)
-6312,8262,711.5,-6.11,Jeita-1,-11.3
-6319,8269,712.5,-5.96,Jeita-1,-11.04
-6325,8275,713.5,-6.04,Jeita-1,-11.39
-6331,8281,714.4,-6.14,Jeita-1,-11.28
-6337,8287,715.3,-6.23,Jeita-1,-11.42
-6343,8293,716.2,-6.22,Jeita-1,-11.14
-6349,8299,717.1,-6.3,Jeita-1,-11.33
-6355,8305,718,-6.2,Jeita-1,-10.86
-6361,8311,718.9,-6.25,Jeita-1,-10.91
-6367,8317,719.8,-6.15,Jeita-1,-10.75
-6373,8323,720.7,-6.23,Jeita-1,-10.79
-6379,8329,721.6,-6.13,Jeita-1,-10.64
-6385,8335,722.5,-6.28,Jeita-1,-11
-6391,8341,723.5,-6.28,Jeita-1,-11.04
-6397,8347,724.5,-6.27,Jeita-1,-10.7
-6405,8355,725.5,-6.33,Jeita-1,-10.63
-6412,8362,726.5,-6.19,Jeita-1,-10.89
-6420,8370,727.5,-6.06,Jeita-1,-10.63
-6427,8377,728.5,-6.06,Jeita-1,-10.93
-6435,8385,729.5,-6.16,Jeita-1,-10.63
-6443,8393,730.5,-6.14,Jeita-1,-10.84
-6450,8400,731.5,-6.24,Jeita-1,-10.61
-6458,8408,732.5,-6.03,Jeita-1,-10.58
-6465,8415,733.5,-6.15,Jeita-1,-10.66
-6473,8423,734.5,-6.16,Jeita-1,-10.93
-6480,8430,735.5,-6,Jeita-1,-10.75
-6488,8438,736.5,-6.36,Jeita-1,-10.82
-6495,8445,737.5,-6.28,Jeita-1,-10.86
-6503,8453,738.5,-6.18,Jeita-1,-10.64
-6510,8460,739.5,-6.14,Jeita-1,-10.5
-6518,8468,740.5,-6.05,Jeita-1,-10.68
-6525,8475,741.5,-6.04,Jeita-1,-10.79
-6530,8480,742.5,-6.19,Jeita-1,-10.89
-6534,8484,743.5,-6.3,Jeita-1,-10.79
-6538,8488,744.5,-6.31,Jeita-1,-10.83
-6543,8493,745.5,-6.29,Jeita-1,-10.76
-6547,8497,746.5,-6.4,Jeita-1,-11.11
-6551,8501,747.5,-6.4,Jeita-1,-11.1
-6555,8505,748.5,-6.44,Jeita-1,-11.08
-6560,8510,749.5,-6.27,Jeita-1,-10.84
-6564,8514,750.5,-6.37,Jeita-1,-11.25
-6568,8518,751.5,-6.37,Jeita-1,-11.15
-6572,8522,752.5,-6.26,Jeita-1,-11.22
-6577,8527,753.2,-6.36,Jeita-1,-11.03
-6581,8531,753.9,-6.48,Jeita-1,-11.04
-6585,8535,754.6,-6.41,Jeita-1,-10.81
-6589,8539,755.3,-6.43,Jeita-1,-11
-6594,8544,756,-6.55,Jeita-1,-11.1
-6598,8548,756.7,-6.53,Jeita-1,-11.19
-6602,8552,757.4,-6.47,Jeita-1,-11.07
-6607,8557,758.1,-6.56,Jeita-1,-11.18
-6611,8561,758.8,-6.48,Jeita-1,-10.88
-6615,8565,759.5,-6.54,Jeita-1,-10.86
-6619,8569,760.3,-6.57,Jeita-1,-11.03
-6624,8574,761.1,-6.82,Jeita-1,-11.2
-6628,8578,761.9,-6.97,Jeita-1,-11.28
-6632,8582,762.7,-6.83,Jeita-1,-11.43
-6636,8586,763.5,-6.78,Jeita-1,-11.27
-6641,8591,764.3,-6.72,Jeita-1,-11.28
-6645,8595,765.1,-6.76,Jeita-1,-11.31
-6649,8599,765.9,-6.86,Jeita-1,-11.27
-6653,8603,766.7,-6.58,Jeita-1,-10.99
-6658,8608,767.5,-6.53,Jeita-1,-11.22
-6662,8612,768.1,-6.48,Jeita-1,-11.02
-6666,8616,768.7,-6.61,Jeita-1,-11.36
-6671,8621,769.3,-6.43,Jeita-1,-11.12
-6675,8625,769.9,-6.24,Jeita-1,-10.8
-6679,8629,770.5,-6.33,Jeita-1,-10.71
-6683,8633,771.1,-6.26,Jeita-1,-10.83
-6688,8638,771.7,-6.4,Jeita-1,-10.64
-6692,8642,772.3,-6.29,Jeita-1,-10.97
-6696,8646,772.9,-6.32,Jeita-1,-10.52
-6700,8650,773.5,-6.07,Jeita-1,-10.82
-6705,8655,774.1,-6.31,Jeita-1,-10.9
-6709,8659,774.7,-5.95,Jeita-1,-10.95
-6713,8663,775.3,-6.31,Jeita-1,-10.76
-6717,8667,775.9,-6.11,Jeita-1,-10.52
-6722,8672,776.5,-6.38,Jeita-1,-10.42
-6726,8676,777.1,-6.29,Jeita-1,-11
-6730,8680,777.7,-6.32,Jeita-1,-10.83
-6734,8684,778.3,-6.32,Jeita-1,-10.91
-6739,8689,778.9,-6.46,Jeita-1,-10.7
-6743,8693,779.5,-6.53,Jeita-1,-11.16
-6747,8697,780.3,-6.57,Jeita-1,-10.69
-6756,8706,781.1,-6.49,Jeita-1,-10.94
-6764,8714,781.9,-6.5,Jeita-1,-11.09
-6773,8723,782.7,-6.32,Jeita-1,-10.9
-6781,8731,783.5,-6.43,Jeita-1,-10.76
-6790,8740,784.3,-6.39,Jeita-1,-10.96
-6798,8748,785.1,-6.4,Jeita-1,-10.76
-6807,8757,785.9,-6.33,Jeita-1,-10.81
-6815,8765,786.7,-6.47,Jeita-1,-10.89
-6824,8774,787.5,-6.4,Jeita-1,-11.18
-6832,8782,788.3,-6.36,Jeita-1,-11.08
-6841,8791,789.1,-6.37,Jeita-1,-11.18
-6849,8799,789.9,-6.38,Jeita-1,-11.12
-6858,8808,790.7,-6.35,Jeita-1,-11.21
-6866,8816,791.5,-6.47,Jeita-1,-11.15
-6875,8825,792.3,-6.35,Jeita-1,-11.14
-6883,8833,793.1,-6.4,Jeita-1,-10.9
-6892,8842,793.9,-6.25,Jeita-1,-10.98
-6901,8851,794.7,-6.27,Jeita-1,-10.81
-6909,8859,795.5,-6.22,Jeita-1,-10.81
-6918,8868,796.1,-6.26,Jeita-1,-10.56
-6926,8876,796.7,-6.12,Jeita-1,-10.59
-6935,8885,797.3,-5.93,Jeita-1,-10.23
-6943,8893,797.9,-5.95,Jeita-1,-10.4
-6952,8902,798.5,-6.1,Jeita-1,-10.43
-6960,8910,799.1,-6.14,Jeita-1,-10.73
-6969,8919,799.7,-6.23,Jeita-1,-11.01
-6977,8927,800.3,-6.13,Jeita-1,-11.1
-6986,8936,800.9,-6.18,Jeita-1,-10.88
-6994,8944,801.5,-6.13,Jeita-1,-10.96
-7003,8953,802.2,-6.05,Jeita-1,-10.45
-7011,8961,802.9,-6.01,Jeita-1,-10.77
-7020,8970,803.6,-5.83,Jeita-1,-10.19
-7028,8978,804.3,-6.01,Jeita-1,-10.49
-7037,8987,805,-5.9,Jeita-1,-10.15
-7045,8995,805.7,-6.08,Jeita-1,-10.32
-7054,9004,806.4,-5.82,Jeita-1,-10.23
-7062,9012,807.1,-6.06,Jeita-1,-10.33
-7071,9021,807.8,-6.25,Jeita-1,-10.4
-7079,9029,808.5,-6.17,Jeita-1,-10.57
-7088,9038,809.2,-5.95,Jeita-1,-10.29
-7096,9046,809.9,-6.02,Jeita-1,-10.36
-7105,9055,810.6,-6.1,Jeita-1,-10.44
-7113,9063,811.3,-6.19,Jeita-1,-10.64
-7122,9072,812,-6.3,Jeita-1,-10.61
-7130,9080,812.7,-6.22,Jeita-1,-11.03
-7139,9089,813.4,-6.21,Jeita-1,-10.82
-7147,9097,814.1,-6.23,Jeita-1,-11.08
-7156,9106,814.8,-6.22,Jeita-1,-10.64
-7164,9114,815.5,-6.22,Jeita-1,-10.74
-7173,9123,816.2,-6.28,Jeita-1,-10.3
-7181,9131,816.9,-6.34,Jeita-1,-10.81
-7190,9140,817.6,-6.49,Jeita-1,-10.72
-7199,9149,818.3,-6.36,Jeita-1,-11.05
-7207,9157,819,-6.35,Jeita-1,-10.9
-7216,9166,819.7,-6.08,Jeita-1,-10.74
-7224,9174,820.4,-6.15,Jeita-1,-10.92
-7233,9183,821.1,-6.07,Jeita-1,-10.93
-7241,9191,821.8,-6.26,Jeita-1,-10.77
-7250,9200,822.5,-6.14,Jeita-1,-10.91
-7258,9208,823.3,-6.23,Jeita-1,-10.36
-7267,9217,824.1,-6.31,Jeita-1,-10.76
-7275,9225,824.9,-6.12,Jeita-1,-10.34
-7284,9234,825.7,-6.07,Jeita-1,-10.67
-7292,9242,826.5,-6.11,Jeita-1,-10.44
-7301,9251,827.3,-6.14,Jeita-1,-10.62
-7309,9259,828.1,-5.99,Jeita-1,-10.52
-7318,9268,828.9,-6.1,Jeita-1,-10.72
-7330,9280,829.7,-6.23,Jeita-1,-10.83
-7341,9291,830.5,-6.22,Jeita-1,-10.91
-7353,9303,831.3,-6,Jeita-1,-10.69
-7365,9315,832.1,-6.21,Jeita-1,-10.77
-7377,9327,832.9,-6.17,Jeita-1,-10.73
-7389,9339,833.7,-6.23,Jeita-1,-10.75
-7400,9350,834.5,-6.22,Jeita-1,-10.5
-7412,9362,835.3,-6,Jeita-1,-10.9
-7424,9374,836.1,-5.43,Jeita-1,-10.32
-7436,9386,836.9,-5.54,Jeita-1,-10.58
-7448,9398,837.7,-5.69,Jeita-1,-10.67
-7459,9409,838.5,-6.18,Jeita-1,-11.07
-7471,9421,839.2,-6.08,Jeita-1,-10.7
-7483,9433,839.9,-6.1,Jeita-1,-10.98
-7495,9445,840.6,-6.14,Jeita-1,-10.74
-7507,9457,841.3,-6,Jeita-1,-10.51
-7519,9469,842,-6.09,Jeita-1,-10.42
-7530,9480,842.7,-6.07,Jeita-1,-10.43
-7542,9492,843.4,-5.95,Jeita-1,-9.96
-7554,9504,844.1,-6.03,Jeita-1,-10.25
-7566,9516,844.8,-6.2,Jeita-1,-10.25
-7578,9528,845.5,-6.22,Jeita-1,-10.33
-7589,9539,846.3,-6.29,Jeita-1,-10.21
-7601,9551,847.1,-6.2,Jeita-1,-10.42
-7613,9563,847.9,-6.21,Jeita-1,-10.29
-7625,9575,848.7,-6.18,Jeita-1,-10.4
-7637,9587,849.5,-6.18,Jeita-1,-10.35
-7648,9598,850.3,-6.05,Jeita-1,-10.89
-7660,9610,851.1,-5.91,Jeita-1,-10.58
-7672,9622,851.9,-6.12,Jeita-1,-11.12
-7684,9634,852.7,-6.08,Jeita-1,-10.84
-7696,9646,853.5,-5.95,Jeita-1,-10.94
-7708,9658,854.2,-6.09,Jeita-1,-10.85
-7719,9669,854.9,-5.89,Jeita-1,-10.87
-7728,9678,855.6,-5.8,Jeita-1,-10.17
-7737,9687,856.3,-6.03,Jeita-1,-10.64
-7745,9695,857,-6.11,Jeita-1,-10.3
-7754,9704,857.7,-5.96,Jeita-1,-10.57
-7763,9713,858.4,-5.97,Jeita-1,-10.27
-7772,9722,859.1,-5.94,Jeita-1,-10.36
-7780,9730,859.8,-6.09,Jeita-1,-10.26
-7789,9739,860.5,-5.86,Jeita-1,-10.4
-7798,9748,861.2,-5.98,Jeita-1,-10.44
-7806,9756,861.9,-5.9,Jeita-1,-10.59
-7815,9765,862.6,-5.93,Jeita-1,-10.57
-7824,9774,863.3,-5.89,Jeita-1,-10.66
-7833,9783,864,-5.88,Jeita-1,-10.44
-7841,9791,864.7,-6.03,Jeita-1,-10.74
-7850,9800,865.4,-5.98,Jeita-1,-10.54
-7859,9809,866.1,-5.93,Jeita-1,-10.77
-7867,9817,866.8,-6,Jeita-1,-10.59
-7876,9826,867.5,-6.05,Jeita-1,-10.78
-7885,9835,868.2,-5.85,Jeita-1,-10.97
-7894,9844,868.9,-6.14,Jeita-1,-11.13
-7902,9852,869.6,-6.01,Jeita-1,-10.77
-7911,9861,870.3,-6,Jeita-1,-10.77
-7920,9870,871,-6.02,Jeita-1,-10.59
-7923,9873,871.7,-5.95,Jeita-1,-10.64
-7926,9876,872.4,-5.98,Jeita-1,-10.24
-7929,9879,873.1,-6.07,Jeita-1,-10.65
-7932,9882,873.8,-6.09,Jeita-1,-10.52
-7935,9885,874.5,-5.91,Jeita-1,-10.83
-7938,9888,875.3,-6.1,Jeita-1,-10.45
-7941,9891,876.1,-6.04,Jeita-1,-11.1
-7944,9894,876.9,-6.18,Jeita-1,-10.99
-7947,9897,877.7,-6.11,Jeita-1,-11.28
-7950,9900,878.5,-6.12,Jeita-1,-10.94
-7953,9903,879.3,-5.63,Jeita-1,-10.65
-7956,9906,880.1,-5.91,Jeita-1,-10.77
-7959,9909,880.9,-5.75,Jeita-1,-10.67
-7962,9912,881.7,-6,Jeita-1,-10.58
-7965,9915,882.5,-5.78,Jeita-1,-10.66
-7969,9919,883.4,-5.87,Jeita-1,-10.42
-7972,9922,884.3,-5.86,Jeita-1,-10.5
-7975,9925,885.2,-5.89,Jeita-1,-10.47
-7978,9928,886.1,-5.85,Jeita-1,-10.62
-7981,9931,887,-5.97,Jeita-1,-10.76
-7984,9934,887.9,-5.81,Jeita-1,-10.84
-7987,9937,888.8,-5.82,Jeita-1,-10.55
-7996,9946,889.7,-5.71,Jeita-1,-10.49
-8005,9955,890.6,-5.65,Jeita-1,-9.78
-8015,9965,891.5,-5.17,Jeita-1,-9.81
-8024,9974,892.2,-5.26,Jeita-1,-9.57
-8033,9983,892.9,-5.74,Jeita-1,-10.22
-8043,9993,893.6,-5.44,Jeita-1,-9.91
-8052,10002,894.3,-5.49,Jeita-1,-9.67
-8061,10011,895,-5.38,Jeita-1,-9.57
-8070,10020,895.7,-5.67,Jeita-1,-10
-8080,10030,896.4,-5.82,Jeita-1,-9.83
-8089,10039,897.1,-5.84,Jeita-1,-10.43
-8098,10048,897.8,-5.8,Jeita-1,-10.21
-8108,10058,898.5,-5.83,Jeita-1,-10.5
-8117,10067,899.2,-6,Jeita-1,-10.46
-8126,10076,899.9,-6.11,Jeita-1,-10.76
-8135,10085,900.6,-6.08,Jeita-1,-10.52
-8145,10095,901.3,-6.07,Jeita-1,-10.72
-8154,10104,902,-6.06,Jeita-1,-10.31
-8163,10113,902.7,-5.81,Jeita-1,-10.61
-8172,10122,903.4,-6.01,Jeita-1,-10.45
-8182,10132,904.1,-6.03,Jeita-1,-10.76
-8191,10141,904.8,-6.01,Jeita-1,-10.45
-8200,10150,905.5,-6.15,Jeita-1,-10.75
-8210,10160,906.2,-6,Jeita-1,-10.34
-8219,10169,906.9,-5.88,Jeita-1,-10.61
-8228,10178,907.6,-5.88,Jeita-1,-10.68
-8237,10187,908.3,-5.82,Jeita-1,-10.85
-8247,10197,909,-5.88,Jeita-1,-10.31
-8256,10206,909.7,-5.93,Jeita-1,-10.94
-8265,10215,910.4,-5.95,Jeita-1,-10.73
-8275,10225,911.1,-5.87,Jeita-1,-10.78
-8284,10234,911.8,-5.69,Jeita-1,-10.46
-8293,10243,912.5,-5.89,Jeita-1,-11.03
-8302,10252,913.3,-5.59,Jeita-1,-10.55
-8312,10262,914.1,-5.47,Jeita-1,-10.55
-8321,10271,914.9,-5.26,Jeita-1,-10.06
-8330,10280,915.7,-5.28,Jeita-1,-10.08
-8340,10290,916.5,-5.4,Jeita-1,-9.84
-8349,10299,917.3,-5.53,Jeita-1,-10.24
-8358,10308,918.1,-5.87,Jeita-1,-10.39
-8367,10317,918.9,-5.57,Jeita-1,-10.36
-8372,10322,919.7,-6,Jeita-1,-10.84
-8377,10327,920.5,-5.66,Jeita-1,-11.1
-8382,10332,921.7,-6,Jeita-1,-10.88
-8386,10336,922.9,-5.89,Jeita-1,-11.21
-8391,10341,924.1,-5.8,Jeita-1,-11.01
-8400,10350,925.3,-5.68,Jeita-1,-11.24
-8409,10359,926.5,-5.78,Jeita-1,-10.71
-8418,10368,927.7,-5.13,Jeita-1,-9.68
-8426,10376,928.9,-5.21,Jeita-1,-9.33
-8435,10385,930.1,-5.05,Jeita-1,-9.48
-8444,10394,931.3,-5.05,Jeita-1,-9.31
-8453,10403,932.5,-5.09,Jeita-1,-9.63
-8462,10412,933.3,-4.9,Jeita-1,-9.24
-8471,10421,934.1,-5.01,Jeita-1,-9.54
-8479,10429,934.9,-5.26,Jeita-1,-9.84
-8488,10438,935.7,-5.36,Jeita-1,-10.28
-8497,10447,936.5,-5.31,Jeita-1,-10.18
-8506,10456,937.3,-5.21,Jeita-1,-9.79
-8515,10465,938.1,-5.17,Jeita-1,-9.57
-8524,10474,938.9,-5.22,Jeita-1,-9.93
-8532,10482,939.7,-5.36,Jeita-1,-10.06
-8541,10491,940.5,-5.26,Jeita-1,-10.28
-8550,10500,941.4,-5.23,Jeita-1,-9.65
-8559,10509,942.3,-5.02,Jeita-1,-9.58
-8568,10518,943.2,-5.29,Jeita-1,-9.47
-8577,10527,944.1,-5.16,Jeita-1,-9.53
-8585,10535,945,-4.96,Jeita-1,-9.28
-8594,10544,945.9,-5.04,Jeita-1,-9.54
-8603,10553,946.8,-5.01,Jeita-1,-9.36
-8612,10562,947.7,-5.24,Jeita-1,-10.06
-8620,10570,948.6,-5.05,Jeita-1,-9.46
-8627,10577,949.5,-5.33,Jeita-1,-10.28
-8635,10585,950.5,-5.33,Jeita-1,-10
-8643,10593,951.5,-5.29,Jeita-1,-10.38
-8650,10600,952.5,-5.22,Jeita-1,-9.87
-8658,10608,953.5,-5.32,Jeita-1,-10.15
-8666,10616,954.5,-5.44,Jeita-1,-10.04
-8674,10624,955.5,-5.35,Jeita-1,-10.18
-8681,10631,956.5,-5.36,Jeita-1,-9.92
-8689,10639,957.5,-5.34,Jeita-1,-10.17
-8697,10647,958.5,-5.6,Jeita-1,-10.41
-8704,10654,959.5,-5.6,Jeita-1,-10.72
-8712,10662,960.5,-5.6,Jeita-1,-10.33
-8720,10670,961.5,-5.51,Jeita-1,-10.67
-8727,10677,962.5,-5.42,Jeita-1,-10.19
-8735,10685,963.5,-5.23,Jeita-1,-9.93
-8743,10693,964.5,-5.53,Jeita-1,-10.08
-8751,10701,965.5,-5.49,Jeita-1,-10.37
-8758,10708,966.5,-5.72,Jeita-1,-10.2
-8766,10716,967.5,-5.39,Jeita-1,-10.48
-8774,10724,968.5,-5.6,Jeita-1,-10.57
-8781,10731,969.5,-5.38,Jeita-1,-10.71
-8789,10739,970.3,-5.68,Jeita-1,-10.9
-8797,10747,971.1,-5.64,Jeita-1,-10.87
-8804,10754,971.9,-5.57,Jeita-1,-10.46
-8812,10762,972.7,-5.51,Jeita-1,-10.56
-8820,10770,973.5,-5.53,Jeita-1,-10.36
-8828,10778,974.3,-5.55,Jeita-1,-10.67
-8835,10785,975.1,-5.74,Jeita-1,-10.54
-8843,10793,975.9,-5.6,Jeita-1,-10.61
-8853,10803,976.7,-5.47,Jeita-1,-10.39
-8864,10814,977.5,-5.48,Jeita-1,-10.7
-8874,10824,978.4,-5.58,Jeita-1,-10.69
-8884,10834,979.3,-5.35,Jeita-1,-10.4
-8895,10845,980.2,-5.34,Jeita-1,-10.05
-8905,10855,981.1,-5.41,Jeita-1,-10.34
-8915,10865,982,-5.27,Jeita-1,-10.16
-8926,10876,982.9,-5.4,Jeita-1,-10.33
-8936,10886,983.8,-5.49,Jeita-1,-10.34
-8946,10896,984.7,-5.47,Jeita-1,-10.47
-8957,10907,985.6,-5.55,Jeita-1,-10.41
-8967,10917,986.5,-5.35,Jeita-1,-10.83
-8977,10927,987.4,-5.24,Jeita-1,-10.23
-8988,10938,988.3,-5.24,Jeita-1,-10.43
-8998,10948,989.2,-5.25,Jeita-1,-10.3
-9008,10958,990.1,-5.26,Jeita-1,-11.21
-9019,10969,991,-5.47,Jeita-1,-10.82
-9029,10979,991.9,-5.15,Jeita-1,-10.84
-9039,10989,992.8,-5.22,Jeita-1,-10.2
-9050,11000,993.7,-4.93,Jeita-1,-10.48
-9060,11010,994.6,-4.96,Jeita-1,-10.37
-9070,11020,995.5,-4.93,Jeita-1,-10.36
-9081,11031,996.4,-4.78,Jeita-1,-9.7
-9091,11041,997.3,-4.84,Jeita-1,-9.86
-9101,11051,998.2,-4.73,Jeita-1,-9.57
-9112,11062,999.1,-4.87,Jeita-1,-9.75
-9122,11072,1000,-4.69,Jeita-1,-9.57
-9133,11083,1000.9,-4.78,Jeita-1,-9.78
-9137,11087,1001.8,-4.95,Jeita-1,-9.89
-9142,11092,1002.7,-4.95,Jeita-1,-10
-9147,11097,1003.6,-5.38,Jeita-1,-10.47
-9152,11102,1004.5,-5.26,Jeita-1,-10.59
-9156,11106,1005.2,-4.96,Jeita-1,-10.58
-9161,11111,1005.9,-4.72,Jeita-1,-9.92
-9166,11116,1006.6,-5.06,Jeita-1,-10.09
-9171,11121,1007.3,-5.15,Jeita-1,-10.33
-9176,11126,1008,-5.26,Jeita-1,-10.5
-9180,11130,1008.7,-5.35,Jeita-1,-10.98
-9185,11135,1009.4,-4.85,Jeita-1,-10.26
-9190,11140,1010.1,-5.24,Jeita-1,-10.52
-9195,11145,1010.8,-4.69,Jeita-1,-9.97
-9199,11149,1011.5,-4.82,Jeita-1,-10.03
-9204,11154,1012.3,-5.07,Jeita-1,-10.26
-9209,11159,1013.1,-4.9,Jeita-1,-10.54
-9214,11164,1013.9,-4.67,Jeita-1,-10.59
-9219,11169,1014.7,-4.75,Jeita-1,-10.53
-9223,11173,1015.5,-5.21,Jeita-1,-10.22
-9228,11178,1016.3,-5.13,Jeita-1,-10.39
-9233,11183,1017.1,-5.24,Jeita-1,-10.48
-9238,11188,1017.9,-4.88,Jeita-1,-10.52
-9240,11190,1018.7,-5.4,Jeita-1,-10.68
-9242,11192,1019.5,-5.4,Jeita-1,-10.64
-9245,11195,1020.2,-5.44,Jeita-1,-10.49
-9247,11197,1020.9,-5.43,Jeita-1,-10.81
-9249,11199,1021.6,-5.37,Jeita-1,-10.56
-9251,11201,1022.3,-5.26,Jeita-1,-10.35
-9254,11204,1023,-5.3,Jeita-1,-10.14
-9256,11206,1023.7,-5.28,Jeita-1,-10.57
-9258,11208,1024.4,-5.1,Jeita-1,-10.12
-9261,11211,1025.1,-4.83,Jeita-1,-9.98
-9263,11213,1025.8,-5.07,Jeita-1,-9.95
-9265,11215,1026.5,-5.18,Jeita-1,-10.27
-9267,11217,1027.2,-5.35,Jeita-1,-10.38
-9270,11220,1027.9,-5.32,Jeita-1,-11.08
-9272,11222,1028.6,-5.36,Jeita-1,-10.56
-9274,11224,1029.3,-5.14,Jeita-1,-10.37
-9277,11227,1030,-5.23,Jeita-1,-10.46
-9279,11229,1030.7,-5.1,Jeita-1,-10.33
-9281,11231,1031.4,-5.1,Jeita-1,-10.28
-9283,11233,1032.1,-5.2,Jeita-1,-10.57
-9286,11236,1032.8,-5.25,Jeita-1,-10.75
-9288,11238,1033.5,-5.34,Jeita-1,-10.59
-9290,11240,1034.2,-5.43,Jeita-1,-10.49
-9292,11242,1034.9,-5.38,Jeita-1,-10.38
-9295,11245,1035.6,-5.35,Jeita-1,-10.26
-9297,11247,1036.3,-5.38,Jeita-1,-10.32
-9299,11249,1037,-5.55,Jeita-1,-10.28
-9302,11252,1037.7,-5.64,Jeita-1,-11.19
-9304,11254,1038.4,-5.78,Jeita-1,-11.04
-9306,11256,1039.1,-5.39,Jeita-1,-10.81
-9308,11258,1039.8,-5.25,Jeita-1,-10.61
-9311,11261,1040.5,-5.35,Jeita-1,-10.84
-9313,11263,1041.2,-5.42,Jeita-1,-10.64
-9315,11265,1041.9,-5.33,Jeita-1,-10.72
-9318,11268,1042.6,-5.55,Jeita-1,-10.58
-9320,11270,1043.3,-5.34,Jeita-1,-10.77
-9322,11272,1044,-5.53,Jeita-1,-10.66
-9324,11274,1044.7,-5.32,Jeita-1,-10.99
-9327,11277,1045.4,-5.33,Jeita-1,-10.98
-9329,11279,1046.1,-5.24,Jeita-1,-10.6
-9331,11281,1046.8,-5.23,Jeita-1,-10.71
-9334,11284,1047.5,-5.23,Jeita-1,-10.68
-9336,11286,1048.3,-5.43,Jeita-1,-10.69
-9338,11288,1049.1,-5.28,Jeita-1,-10.81
-9340,11290,1049.9,-5.33,Jeita-1,-10.6
-9343,11293,1050.7,-5.18,Jeita-1,-11.07
-9345,11295,1051.5,-5.37,Jeita-1,-10.89
-9347,11297,1052.3,-5.07,Jeita-1,-10.8
-9350,11300,1053.1,-5.02,Jeita-1,-10.61
-9352,11302,1053.9,-5.07,Jeita-1,-10.66
-9354,11304,1054.7,-5.35,Jeita-1,-10.38
-9356,11306,1055.5,-5.27,Jeita-1,-10.59
-9359,11309,1056.1,-5.22,Jeita-1,-10.35
-9361,11311,1056.7,-5.18,Jeita-1,-10.67
-9363,11313,1057.3,-5.27,Jeita-1,-10.47
-9365,11315,1057.9,-5.03,Jeita-1,-10.57
-9368,11318,1058.5,-5.18,Jeita-1,-10.33
-9370,11320,1059.1,-5.08,Jeita-1,-10.86
-9372,11322,1059.7,-4.96,Jeita-1,-10.34
-9375,11325,1060.3,-4.98,Jeita-1,-10.61
-9377,11327,1060.9,-5.1,Jeita-1,-10.54
-9379,11329,1061.5,-5.14,Jeita-1,-10.47
-9381,11331,1062.1,-5.26,Jeita-1,-10.58
-9384,11334,1062.7,-5.24,Jeita-1,-10.77
-9386,11336,1063.3,-5.11,Jeita-1,-10.61
-9388,11338,1063.9,-5.11,Jeita-1,-10.68
-9391,11341,1064.5,-5.21,Jeita-1,-10.59
-9393,11343,1065.1,-5.01,Jeita-1,-10.91
-9395,11345,1065.7,-5.3,Jeita-1,-10.65
-9396,11346,1066.3,-5.07,Jeita-1,-10.92
-9397,11347,1066.9,-5.2,Jeita-1,-10.85
-9398,11348,1067.5,-5.11,Jeita-1,-11.19
-9399,11349,1068.3,-5.28,Jeita-1,-10.8
-9400,11350,1069.1,-5.09,Jeita-1,-11.14
-9402,11352,1069.9,-5.1,Jeita-1,-10.78
-9403,11353,1070.7,-5.02,Jeita-1,-10.68
-9404,11354,1071.5,-5.17,Jeita-1,-10.69
-9405,11355,1072.3,-5.35,Jeita-1,-10.92
-9406,11356,1073.1,-5.43,Jeita-1,-10.88
-9407,11357,1073.9,-5.23,Jeita-1,-11.01
-9408,11358,1074.7,-5.39,Jeita-1,-11.1
-9409,11359,1075.5,-5.32,Jeita-1,-11.33
-9410,11360,1076.1,-5.42,Jeita-1,-10.99
-9411,11361,1076.7,-5.27,Jeita-1,-11.1
-9412,11362,1077.3,-5.24,Jeita-1,-10.86
-9413,11363,1077.9,-5.11,Jeita-1,-11.09
-9414,11364,1078.5,-5.11,Jeita-1,-11.07
-9415,11365,1079.1,-5.02,Jeita-1,-10.88
-9417,11367,1079.7,-5.08,Jeita-1,-10.62
-9418,11368,1080.3,-4.84,Jeita-1,-11.29
-9419,11369,1080.9,-5.12,Jeita-1,-10.78
-9421,11371,1081.5,-4.77,Jeita-1,-11.11
-9423,11373,1082.1,-4.95,Jeita-1,-10.5
-9426,11376,1082.7,-5.05,Jeita-1,-10.92
-9428,11378,1083.3,-5.15,Jeita-1,-10.56
-9430,11380,1083.9,-5.14,Jeita-1,-10.85
-9432,11382,1084.5,-5.26,Jeita-1,-10.45
-9435,11385,1085.1,-5.23,Jeita-1,-10.75
-9437,11387,1085.7,-5.2,Jeita-1,-10.37
-9439,11389,1086.3,-5.12,Jeita-1,-10.64
-9442,11392,1086.9,-5.2,Jeita-1,-10.58
-9444,11394,1087.5,-5.28,Jeita-1,-10.89
-9446,11396,1088.1,-5.21,Jeita-1,-10.49
-9448,11398,1088.7,-5.27,Jeita-1,-10.98
-9451,11401,1089.3,-5.34,Jeita-1,-10.82
-9453,11403,1089.9,-5.33,Jeita-1,-11.09
-9455,11405,1090.5,-5.21,Jeita-1,-10.43
-9458,11408,1091.1,-5.19,Jeita-1,-10.99
-9460,11410,1091.7,-5.28,Jeita-1,-10.53
-9462,11412,1092.3,-5.23,Jeita-1,-10.81
-9464,11414,1092.9,-5.19,Jeita-1,-10.62
-9467,11417,1093.5,-5.33,Jeita-1,-11.11
-9469,11419,1094,-5.11,Jeita-1,-10.6
-9471,11421,1094.5,-5.2,Jeita-1,-10.66
-9473,11423,1095,-5.33,Jeita-1,-10.48
