year (AD),age (BP),MS (cgs)
-3054.51,5004.51,940.987
-3059.43,5009.43,913.695
-3064.35,5014.35,859.659
-3069.27,5019.27,814.625
-3074.19,5024.19,814.047
-3079.1,5029.1,777.233
-3084.02,5034.02,732.184
-3088.94,5038.94,678.163
-3093.86,5043.86,633.042
-3098.77,5048.77,632.478
-3103.69,5053.69,658.6
-3108.97,5058.97,649.7
-3116.19,5066.19,631.9
-3123.41,5073.41,640.8
-3130.64,5080.64,631.9
-3137.86,5087.86,649.7
-3145.08,5095.08,667.5
-3148.87,5098.87,703.1
-3152.47,5102.47,729.8
-3156.07,5106.07,809.9
-3159.67,5109.67,836.6
-3163.27,5113.27,827.7
-3166.87,5116.87,818.8
-3170.47,5120.47,783.2
-3174.07,5124.07,756.5
-3177.67,5127.67,694.2
-3181.27,5131.27,649.7
-3184.87,5134.87,614.1
-3188.47,5138.47,703.1
-3192.07,5142.07,916.7
-3195.67,5145.67,1192.6
-3199.27,5149.27,1335
-3202.88,5152.88,1388.4
-3206.48,5156.48,1415.1
-3210.08,5160.08,1352.8
-3215.82,5165.82,1308.3
-3222.6,5172.6,1121.4
-3229.38,5179.38,1050.2
-3236.17,5186.17,1121.4
-3242.95,5192.95,1192.6
-3249.73,5199.73,1299.4
-3256.51,5206.51,1361.7
-3263.29,5213.29,1406.2
-3266.96,5216.96,1403.788
-3272.69,5222.69,1447.629
-3277.21,5227.21,1473.587
-3281.64,5231.64,1526.251
-3286.06,5236.06,1579.005
-3290.48,5240.48,1675.254
-3294.9,5244.9,1736.92
-3299.33,5249.33,1754.017
-3303.75,5253.75,1762.2
-3308.17,5258.17,1788.9
-3312.59,5262.59,1815.6
-3317.04,5267.04,1833.4
-3321.58,5271.58,1842.3
-3326.13,5276.13,1851.2
-3330.68,5280.68,1895.7
-3335.22,5285.22,1913.5
-3339.77,5289.77,1913.5
-3344.32,5294.32,1922.4
-3348.86,5298.86,1931.3
-3353.41,5303.41,1869
-3357.96,5307.96,1895.7
-3362.5,5312.5,1824.5
-3367.05,5317.05,1851.2
-3371.6,5321.6,1833.4
-3376.14,5326.14,1877.9
-3382.47,5332.47,1934.788
-3387.78,5337.78,1946.106
-3392.04,5342.04,1939.273
-3396.3,5346.3,1923.287
-3400.56,5350.56,1890.006
-3404.82,5354.82,1802.971
-3409.08,5359.08,1769.236
-3413.34,5363.34,1806.7
-3417.6,5367.6,1842.3
-3421.86,5371.86,1860.1
-3426.12,5376.12,1869
-3430.38,5380.38,1860.1
-3434.64,5384.64,1824.5
-3438.9,5388.9,1815.6
-3443.16,5393.16,1762.2
-3447.42,5397.42,1717.7
-3451.74,5401.74,1602
-3457.27,5407.27,1684.406
-3462.81,5412.81,1668.011
-3468.35,5418.35,1687.396
-3473.89,5423.89,1724.474
-3479.43,5429.43,1743.787
-3484.97,5434.97,1762.812
-3490.51,5440.51,1764.218
-3496.05,5446.05,1738.707
-3501.59,5451.59,1704.944
-3507.13,5457.13,1670.822
-3512.67,5462.67,1703.546
-3518.21,5468.21,1642.64
-3523.78,5473.78,1608.541
-3529.58,5479.58,1574.55
-3535.37,5485.37,1584.915
-3541.16,5491.16,1586.344
-3546.95,5496.95,1587.703
-3552.74,5502.74,1598.032
-3558.53,5508.53,1590.491
-3564.33,5514.33,1600.713
-3570.12,5520.12,1782.003
-3575.91,5525.91,1756.141
-3581.7,5531.7,1712.326
-3587.49,5537.49,1650.762
-3593.28,5543.28,1615.829
-3605.39,5555.39,1589.831
-3619.46,5569.46,1581.513
-3633.53,5583.53,1573.28
-3647.6,5597.6,1565.168
-3661.67,5611.67,1530.235
-3675.74,5625.74,1604.854
-3684.49,5634.49,1552.845
-3689.14,5639.14,1491.901
-3693.78,5643.78,1386.563
-3698.42,5648.42,1281.154
-3703.06,5653.06,1229.074
-3707.7,5657.7,1230.608
-3712.35,5662.35,1249.692
-3716.99,5666.99,1268.955
-3721.63,5671.63,1288.324
-3725.74,5675.74,1450.7
-3729.47,5679.47,1441.8
-3733.21,5683.21,1406.2
-3736.95,5686.95,1370.6
-3740.69,5690.69,1361.7
-3744.42,5694.42,1397.3
-3748.16,5698.16,1415.1
-3751.9,5701.9,1450.7
-3755.64,5705.64,1504.1
-3759.41,5709.41,1513
-3763.67,5713.67,1607.643
-3767.93,5717.93,1656.485
-3772.18,5722.18,1685.718
-3776.44,5726.44,1662.346
-3780.69,5730.69,1629.495
-3784.95,5734.95,1596.645
-3790.6,5740.6,1591.364
-3797.39,5747.39,1629.569
-3804.19,5754.19,1703.447
-3810.98,5760.98,1759.595
-3817.34,5767.34,1781.382
-3820.86,5770.86,1746.661
-3824.38,5774.38,1720.697
-3827.9,5777.9,1685.976
-3831.41,5781.41,1677.829
-3834.93,5784.93,1678.529
-3838.45,5788.45,1670.508
-3841.97,5791.97,1626.744
-3845.49,5795.49,1565.18
-3849,5799,1459.008
-3852.52,5802.52,1504.1
-3856.04,5806.04,1450.7
-3859.59,5809.59,1424
-3871.35,5821.35,1379.5
-3883.11,5833.11,1317.2
-3894.87,5844.87,1281.6
-3906.63,5856.63,1281.6
-3918.4,5868.4,1254.9
-3930.16,5880.16,1228.2
-3941.92,5891.92,1201.5
-3951.23,5901.23,1247.16
-3959.49,5909.49,1247.883
-3967.75,5917.75,1221.771
-3976.01,5926.01,1222.578
-3984.26,5934.26,1223.233
-3992.52,5942.52,1215.022
-4000.78,5950.78,1215.812
-4009.04,5959.04,1207.635
-4017.3,5967.3,1181.624
-4025.56,5975.56,1155.664
-4033.81,5983.81,1147.587
-4042.07,5992.07,1157.294
-4050.33,6000.33,1158.134
-4058.59,6008.59,1123.224
-4066.85,6016.85,1168.53
-4074.57,6024.57,1187.036
-4081.82,6031.82,1313.435
-4089.06,6039.06,1323.041
-4096.31,6046.31,1350.43
-4103.56,6053.56,1377.785
-4110.8,6060.8,1396.224
-4118.05,6068.05,1487.443
-4125.29,6075.29,1434.787
-4132.54,6082.54,1426.631
-4139.79,6089.79,1427.356
-4147.03,6097.03,1454.782
-4154.28,6104.28,1446.663
-4161.53,6111.53,1412.061
-4168.77,6118.77,1395.73
-4176.02,6126.02,1343.51
-4183.26,6133.26,1326.436
-4190.51,6140.51,1282.861
-4197.76,6147.76,1230.205
-4205,6155,1186.431
-4212.25,6162.25,1160.638
-4219.5,6169.5,1082.407
-4226.74,6176.74,985.251
-4233.99,6183.99,861.304
-4241.23,6191.23,773.03
-4248.48,6198.48,577.937
-4255.96,6205.96,590.827
-4263.44,6213.44,572.644
-4270.92,6220.92,536.697
-4278.39,6228.39,527.464
-4285.87,6235.87,536.082
-4293.35,6243.35,571.4
-4300.83,6250.83,597.775
-4308.31,6258.31,597.529
-4315.79,6265.79,570.489
-4323.27,6273.27,543.536
-4330.74,6280.74,561.04
-4338.22,6288.22,591.44
-4345.95,6295.95,619.781
-4356.93,6306.93,647.996
-4367.92,6317.92,658.369
-4378.9,6328.9,668.784
-4389.89,6339.89,679.283
-4400.87,6350.87,698.598
-4411.86,6361.86,717.955
-4422.84,6372.84,772.869
-4433.82,6383.82,852.62
-4444.81,6394.81,896.359
-4455.79,6405.79,931.165
-4466.07,6416.07,921.504
-4473.67,6423.67,840.713
-4481.26,6431.26,768.822
-4488.86,6438.86,750.33
-4496.45,6446.45,776.322
-4504.05,6454.05,793.43
-4511.64,6461.64,837.256
-4519.24,6469.24,925.6
-4526.84,6476.84,1023.5
-4534.43,6484.43,1059.1
-4542.03,6492.03,1112.5
-4549.62,6499.62,1157
-4557.22,6507.22,1219.3
-4564.81,6514.81,1290.5
-4572.41,6522.41,1308.3
-4580.01,6530.01,1326.1
-4587.6,6537.6,1308.3
-4595.2,6545.2,1336.527
-4602.79,6552.79,1381.764
-4610.39,6560.39,1418.277
-4617.98,6567.98,1490.232
-4625.58,6575.58,1455.334
-4633.17,6583.17,1402.619
-4640.77,6590.77,1367.739
-4648.86,6598.86,1386.206
-4657.17,6607.17,1449.208
-4665.48,6615.48,1485.527
-4673.78,6623.78,1487.528
-4682.09,6632.09,1542.348
-4690.4,6640.4,1534.181
-4698.71,6648.71,1490.415
-4707.02,6657.02,1491.101
-4715.33,6665.33,1473.987
-4723.64,6673.64,1519.141
-4731.95,6681.95,1537.578
-4740.25,6690.25,1565.076
-4748.56,6698.56,1574.678
-4756.5,6706.5,1574.103
-4764.42,6714.42,1546.835
-4772.33,6722.33,1483.922
-4780.24,6730.24,1447.544
-4788.16,6738.16,1420.26
-4796.07,6746.07,1383.763
-4803.98,6753.98,1383.194
-4811.9,6761.9,1382.611
-4819.81,6769.81,1399.618
-4827.73,6777.73,1388.953
-4835.64,6785.64,1324.413
-4843.55,6793.55,1279.06
-4851.47,6801.47,1269.429
-4858.11,6808.11,1313.177
-4864.41,6814.41,1330.265
-4870.71,6820.71,1356.234
-4877.01,6827.01,1408.922
-4883.31,6833.31,1452.732
-4889.62,6839.62,1434.221
-4895.92,6845.92,1389.05
-4902.22,6852.22,1343.9
-4908.52,6858.52,1317.2
-4914.82,6864.82,1299.4
-4921.12,6871.12,1308.3
-4927.42,6877.42,1317.2
-4933.73,6883.73,1317.2
-4940.03,6890.03,1299.4
-4946.33,6896.33,1308.3
-4952.63,6902.63,1317.2
-4958.93,6908.93,1335
-4964.8,6914.8,1406.2
-4970.3,6920.3,1397.3
-4975.8,6925.8,1424
-4981.3,6931.3,1441.8
-4986.8,6936.8,1424
-4992.29,6942.29,1441.8
-4997.79,6947.79,1468.5
-5003.29,6953.29,1486.3
-5008.79,6958.79,1504.1
-5014.29,6964.29,1504.1
-5019.79,6969.79,1495.2
-5025.29,6975.29,1504.1
-5030.79,6980.79,1486.3
-5036.47,6986.47,1441.8
-5045.82,6995.82,1397.3
-5055.16,7005.16,1379.5
-5064.51,7014.51,1444.745
-5073.85,7023.85,1402.437
-5083.19,7033.19,1394.911
-5092.54,7042.54,1405.022
-5101.88,7051.88,1432.9
-5111.23,7061.23,1432.9
-5120.57,7070.57,1406.2
-5129.91,7079.91,1370.6
-5139.26,7089.26,1361.7
-5148.6,7098.6,1370.6
-5157.94,7107.94,1352.8
-5167.29,7117.29,1326.1
-5176.63,7126.63,1290.5
-5185.98,7135.98,1281.6
-5194.84,7144.84,1261.992
-5201.68,7151.68,1252.227
-5208.52,7158.52,1242.729
-5215.37,7165.37,1188.543
-5222.21,7172.21,1178.983
-5229.05,7179.05,1196.153
-5235.89,7185.89,1186.593
-5242.74,7192.74,1168.054
-5249.58,7199.58,1140.521
-5256.42,7206.42,1139.797
-5263.27,7213.27,1157
-5270.11,7220.11,1183.7
-5276.95,7226.95,1201.5
-5283.79,7233.79,1201.5
-5290.64,7240.64,1219.3
-5297.48,7247.48,1237.1
-5304.32,7254.32,1246
-5311.16,7261.16,1254.9
-5318.01,7268.01,1263.8
-5324.85,7274.85,1246
-5331.69,7281.69,1316.035
-5338.53,7288.53,1261.959
-5345.38,7295.38,1234.584
-5352.22,7302.22,1225.059
-5359.06,7309.06,1251.049
-5365.91,7315.91,1258.649
-5372.75,7322.75,1257.99
-5379.59,7329.59,1221.58
-5386.43,7336.43,1185.287
-5393.28,7343.28,1140.01
-5400.12,7350.12,1112.5
-5405.2,7355.2,1112.5
-5409.98,7359.98,1139.2
-5414.76,7364.76,1157
-5419.54,7369.54,1165.9
-5424.32,7374.32,1165.9
-5429.09,7379.09,1121.4
-5433.87,7383.87,1094.7
-5438.65,7388.65,1059.1
-5443.43,7393.43,1068
-5448.21,7398.21,1101.129
-5452.99,7402.99,1108.958
-5457.76,7407.76,1125.626
-5462.54,7412.54,1157.506
-5467.32,7417.32,1183.075
-5472.1,7422.1,1190.754
-5476.83,7426.83,1180.753
-5481.27,7431.27,1206.322
-5485.7,7435.7,1196.232
-5490.13,7440.13,1168.222
-5494.56,7444.56,1033.353
-5498.99,7448.99,950.797
-5503.43,7453.43,985.547
-5507.86,7457.86,1073.854
-5512.29,7462.29,1188.803
-5516.72,7466.72,1268.131
-5521.15,7471.15,1302.98
-5525.58,7475.58,1311.168
-5530.02,7480.02,1318.624
-5534.83,7484.83,1291.153
-5541.2,7491.2,1271.681
-5547.57,7497.57,1268.339
-5553.94,7503.94,1250.017
-5560.31,7510.31,1213.92
-5566.68,7516.68,1168.934
-5573.05,7523.05,1150.672
-5579.42,7529.42,1150.198
-5585.79,7535.79,1140.61
-5594.8,7544.8,1140.053
-5604.6,7554.6,1032.779
-5614.4,7564.4,1091.727
-5624.2,7574.2,1054.716
-5634.01,7584.01,1064.761
-5643.81,7593.81,1052.765
-5653.61,7603.61,1024.655
-5663,7613,1041.198
-5671.92,7621.92,1057.373
-5680.84,7630.84,1038.01
-5689.76,7639.76,1017.482
-5698.68,7648.68,935.696
-5707.6,7657.6,861.359
-5716.51,7666.51,806.791
-5725.43,7675.43,779.194
-5734.35,7684.35,796.096
-5743.27,7693.27,884.261
-5752.19,7702.19,945.393
-5760.6,7710.6,1015.508
-5767.29,7717.29,996.685
-5773.97,7723.97,835.63
-5780.66,7730.66,736.916
-5787.34,7737.34,726.868
-5794.03,7744.03,725.616
-5800.71,7750.71,715.777
-5807.4,7757.4,714.838
-5814.08,7764.08,705.083
-5820.77,7770.77,668.627
-5828.71,7778.71,499.81
-5834.27,7784.27,478.353
-5839.84,7789.84,445.765
-5845.41,7795.41,339.621
-5850.97,7800.97,269.391
-5856.54,7806.54,225.795
-5862.11,7812.11,208.9
-5867.67,7817.67,191.988
-5873.24,7823.24,183.96
-5878.81,7828.81,184.735
-5884.37,7834.37,176.901
-5889.94,7839.94,187.717
-5895.51,7845.51,188.147
-5901.08,7851.08,171.909
-5906.64,7856.64,154.575
-5912.29,7862.29,139.003
-5918.51,7868.51,130.748
-5924.72,7874.72,122.271
-5930.94,7880.94,122.794
-5937.15,7887.15,105.646
-5943.37,7893.37,97.413
-5949.58,7899.58,108.139
-5955.8,7905.8,99.809
-5962.01,7912.01,109.204
-5967.69,7917.69,109.858
-5973.3,7923.3,101.538
-5978.91,7928.91,102.139
-5984.52,7934.52,102.825
-5990.12,7940.12,104.512
-5995.73,7945.73,105.313
-6001.34,7951.34,105.988
-6006.95,7956.95,118.923
-6012.56,7962.56,110.734
-6018.17,7968.17,129.013
-6023.77,7973.77,129.446
-6029.38,7979.38,147.665
-6034.99,7984.99,175.337
-6040.6,7990.6,149.168
-6046.21,7996.21,176.444
-6051.82,8001.82,159.205
-6057.42,8007.42,141.974
-6063.03,8013.03,125.706
-6067.54,8017.54,117.474
-6071.9,8021.9,109.132
-6076.27,8026.27,269.88
-6080.64,8030.64,83.668
-6085.01,8035.01,102.146
-6089.38,8039.38,94.651
-6093.75,8043.75,95.996
-6098.12,8048.12,96.734
-6102.49,8052.49,88.442
-6106.86,8056.86,97.9
-6111.23,8061.23,97.9
-6115.59,8065.59,89
-6119.96,8069.96,97.9
-6124.33,8074.33,89
-6128.7,8078.7,89
-6133.07,8083.07,89
-6137.44,8087.44,89
-6141.81,8091.81,89
-6146.18,8096.18,97.9
-6150.55,8100.55,89
-6154.92,8104.92,89
-6159.29,8109.29,113.404
-6163.65,8113.65,94.546
-6168.02,8118.02,93.824
-6172.39,8122.39,110.876
-6176.76,8126.76,127.863
-6181.29,8131.29,127.089
-6185.91,8135.91,117.454
-6190.52,8140.52,116.693
-6195.13,8145.13,103.481
-6198.94,8148.94,97.9
-6204.48,8154.48,106.8
-6210.02,8160.02,133.5
-6215.56,8165.56,151.3
-6221.1,8171.1,163.527
-6226.64,8176.64,191.782
-6232.18,8182.18,220.167
-6238.22,8188.22,266.482
-6244.32,8194.32,303.853
-6250.42,8200.42,287.824
-6256.52,8206.52,191.609
-6262.36,8212.36,104.121
-6267.98,8217.98,99.308
-6273.6,8223.6,82.412
-6279.22,8229.22,83.107
-6284.84,8234.84,83.82
-6290.46,8240.46,75.546
-6296.08,8246.08,76.241
-6301.7,8251.7,76.936
-6307.33,8257.33,68.732
-6312.95,8262.95,69.827
-6318.57,8268.57,61.553
-6324.19,8274.19,72.786
-6329.93,8279.93,73.488
-6336.03,8286.03,83.056
-6342.12,8292.12,74.79
-6348.21,8298.21,75.391
-6354.31,8304.31,76.026
-6360.4,8310.4,76.644
-6366.5,8316.5,77.295
-6372.59,8322.59,96.664
-6378.68,8328.68,115.099
-6384.78,8334.78,118.54
-6390.87,8340.87,111.614
-6396.96,8346.96,112.929
-6403.06,8353.06,123.18
-6409.15,8359.15,112.584
-6415.25,8365.25,111.639
-6421.34,8371.34,110.672
-6427.43,8377.43,118.627
-6433.53,8383.53,117.73
-6439.62,8389.62,116.833
-6445.71,8395.71,126.61
-6451.81,8401.81,137.314
-6457.6,8407.6,147.814
-6463.4,8413.4,149.29
-6469.19,8419.19,133.049
-6474.99,8424.99,98.884
-6480.79,8430.79,91.42
-6486.58,8436.58,93.224
-6492.38,8442.38,103.683
-6498.17,8448.17,87.4
-6503.97,8453.97,97.9
-6509.76,8459.76,89
-6515.56,8465.56,80.1
-6521.35,8471.35,71.2
-6527.15,8477.15,71.2
-6532.38,8482.38,71.2
-6536.62,8486.62,71.2
-6540.86,8490.86,80.1
-6545.1,8495.1,89
-6549.34,8499.34,89
-6553.59,8503.59,89
-6557.83,8507.83,97.9
-6562.07,8512.07,133.5
-6566.31,8516.31,169.1
-6570.55,8520.55,204.7
-6574.79,8524.79,249.2
-6579.03,8529.03,258.1
-6583.27,8533.27,213.6
-6587.51,8537.51,160.2
-6591.76,8541.76,115.7
-6596,8546,124.6
-6600.24,8550.24,124.6
-6604.48,8554.48,124.6
-6608.72,8558.72,160.2
-6612.96,8562.96,160.2
-6617.2,8567.2,133.5
-6621.44,8571.44,106.8
-6625.68,8575.68,89
-6630.85,8580.85,97.9
-6636.72,8586.72,97.9
-6642.59,8592.59,90.489
-6648.45,8598.45,73.397
-6654.32,8604.32,65.149
-6660.18,8610.18,56.863
-6666.05,8616.05,57.478
-6671.92,8621.92,58.148
-6677.78,8627.78,67.718
-6683.65,8633.65,68.482
-6689.52,8639.52,60.234
-6695.38,8645.38,52.674
-6701.25,8651.25,53.4
-6707.11,8657.11,53.4
-6712.98,8662.98,53.4
-6718.85,8668.85,53.4
-6724.71,8674.71,62.3
-6730.58,8680.58,62.3
-6736.44,8686.44,53.4
-6742.31,8692.31,53.4
-6748.18,8698.18,62.3
-6754.04,8704.04,62.3
-6759.91,8709.91,71.2
-6765.78,8715.78,71.2
-6772.52,8722.52,80.1
-6779.73,8729.73,80.1
-6786.94,8736.94,71.2
-6794.15,8744.15,71.2
-6801.36,8751.36,80.1
-6808.56,8758.56,80.1
-6815.77,8765.77,80.1
-6822.98,8772.98,80.1
-6828.84,8778.84,79.316
-6833.96,8783.96,87.792
-6839.09,8789.09,104.633
-6844.21,8794.21,104.282
-6849.34,8799.34,112.823
-6854.46,8804.46,112.463
-6859.59,8809.59,121.003
-6864.71,8814.71,147.334
-6869.84,8819.84,155.884
-6874.96,8824.96,146.643
-6880.09,8830.09,137.411
-6885.21,8835.21,119.223
-6890.34,8840.34,109.982
-6895.46,8845.46,109.659
-6900.59,8850.59,118.227
-6905.71,8855.71,135.695
-6910.84,8860.84,126.454
-6915.96,8865.96,108.294
-6921.09,8871.09,90.125
-6926.22,8876.22,80.838
-6931.34,8881.34,89.378
-6936.47,8886.47,97.9
-6941.59,8891.59,89
-6946.72,8896.72,97.9
-6951.84,8901.84,106.8
-6956.43,8906.43,106.8
-6961.02,8911.02,106.8
-6965.61,8915.61,115.7
-6970.2,8920.2,106.8
-6974.79,8924.79,115.7
-6979.37,8929.37,106.8
-6983.96,8933.96,97.9
-6988.55,8938.55,106.8
-6993.14,8943.14,106.8
-6997.73,8947.73,106.8
-7002.32,8952.32,89
-7006.9,8956.9,89
-7011.49,8961.49,89
-7016.08,8966.08,89
-7020.67,8970.67,97.9
-7025.26,8975.26,106.8
-7029.84,8979.84,97.9
-7034.43,8984.43,71.2
-7039.02,8989.02,53.4
-7043.61,8993.61,53.4
-7048.2,8998.2,62.3
-7052.79,9002.79,62.3
-7057.37,9007.37,62.3
-7061.96,9011.96,62.3
-7066.55,9016.55,71.2
-7071.14,9021.14,80.1
-7075.73,9025.73,80.1
-7080.31,9030.31,89
-7084.9,9034.9,89
-7089.49,9039.49,106.8
-7094.08,9044.08,115.7
-7098.67,9048.67,115.7
-7103.25,9053.25,124.6
-7107.84,9057.84,124.6
-7112.43,9062.43,106.8
-7117.02,9067.02,124.6
-7121.61,9071.61,160.2
-7126.2,9076.2,186.9
-7130.78,9080.78,178
-7135.37,9085.37,169.1
-7139.96,9089.96,142.4
-7144.55,9094.55,124.6
-7149.14,9099.14,97.9
-7153.72,9103.72,97.9
-7158.31,9108.31,97.9
-7162.9,9112.9,96.509
-7167.49,9117.49,95.855
-7172.08,9122.08,86.369
-7176.67,9126.67,94.581
-7181.25,9131.25,85.011
-7185.84,9135.84,93.274
-7190.05,9140.05,82.816
-7193.34,9143.34,82.179
-7196.63,9146.63,90.358
-7199.92,9149.92,80.838
-7203.21,9153.21,80.1
-7206.5,9156.5,80.1
-7209.79,9159.79,80.1
-7213.07,9163.07,97.9
-7216.36,9166.36,97.9
-7219.65,9169.65,97.9
-7222.94,9172.94,106.8
-7226.23,9176.23,106.8
-7229.52,9179.52,124.6
-7232.81,9182.81,151.3
-7236.1,9186.1,142.4
-7239.39,9189.39,125.885
-7242.98,9192.98,100.374
-7246.83,9196.83,92.28
-7250.69,9200.69,93.047
-7254.54,9204.54,84.914
-7258.4,9208.4,85.701
-7262.26,9212.26,86.698
-7266.11,9216.11,96.365
-7269.97,9219.97,123.775
-7273.82,9223.82,142.051
-7277.68,9227.68,159.599
-7281.53,9231.53,194.981
-7285.39,9235.39,216.914
-7289.24,9239.24,198.492
-7293.1,9243.1,162.51
-7296.96,9246.96,126.533
-7302.09,9252.09,108.247
-7307.81,9257.81,116.716
-7313.54,9263.54,116.361
-7319.26,9269.26,124.835
-7324.99,9274.99,120.807
-7330.71,9280.71,101.68
-7336.44,9286.44,126.47
-7342.17,9292.17,97.091
-7347.89,9297.89,104.823
-7353.62,9303.62,103.736
-7359.34,9309.34,110.991
-7365.07,9315.07,91.971
-7371.1,9321.1,108.153
-7377.62,9327.62,96.055
-7384.14,9334.14,113.192
-7390.66,9340.66,139.212
-7397.18,9347.18,156.349
-7403.7,9353.7,173.518
-7410.22,9360.22,164.019
-7416.75,9366.75,163.372
-7423.26,9373.26,162.757
-7432.19,9382.19,188.858
-7443.3,9393.3,259.427
-7454.41,9404.41,294.412
-7465.51,9415.51,301.695
-7476.62,9426.62,247.674
-7486.98,9436.98,228.983
-7491.99,9441.99,245.756
-7497.01,9447.01,236.329
-7502.02,9452.02,288.811
-7507.04,9457.04,278.925
-7512.05,9462.05,295.712
-7517.06,9467.06,258.667
-7522.08,9472.08,274.933
-7527.09,9477.09,282.922
-7532.11,9482.11,273.31
-7537.12,9487.12,263.662
-7542.13,9492.13,236.215
-7547.15,9497.15,182.067
-7552.1,9502.1,145.683
-7556.18,9506.18,118.217
-7560.27,9510.27,117.378
-7564.36,9514.36,107.767
-7568.44,9518.44,113.98
-7572.53,9522.53,111.544
-7576.62,9526.62,101.468
-7580.7,9530.7,100.064
-7584.79,9534.79,89.874
-7588.87,9538.87,79.856
-7592.96,9542.96,68.119
-7597.04,9547.04,66.8
-7601.13,9551.13,65.138
-7605.22,9555.22,81.39
-7609.3,9559.3,80.1
-7613.39,9563.39,71.2
-7617.48,9567.48,80.1
-7621.56,9571.56,80.1
-7625.65,9575.65,89
-7629.73,9579.73,97.9
-7637.48,9587.48,106.8
-7646.7,9596.7,124.6
-7655.92,9605.92,151.3
-7665.13,9615.13,169.1
-7674.35,9624.35,168.109
-7683.57,9633.57,122.742
-7692.79,9642.79,104.164
-7702.01,9652.01,103.031
-7711.23,9661.23,111.117
-7720.45,9670.45,128.192
-7728.87,9678.87,136.455
-7735.84,9685.84,109.1
-7742.82,9692.82,99.51
-7749.8,9699.8,107.632
-7756.77,9706.77,124.6
-7763.75,9713.75,133.5
-7770.73,9720.73,133.5
-7777.7,9727.7,133.5
-7784.68,9734.68,124.6
-7791.66,9741.66,97.9
-7798.63,9748.63,80.1
-7805.61,9755.61,89
-7812.59,9762.59,97.9
-7819.56,9769.56,97.9
-7826.54,9776.54,87.673
-7832.54,9782.54,78.018
-7837.59,9787.59,77.317
-7842.64,9792.64,67.662
-7847.69,9797.69,58.007
-7852.74,9802.74,57.306
-7857.79,9807.79,56.514
-7862.84,9812.84,55.666
-7867.89,9817.89,46.048
-7872.93,9822.93,45.292
-7877.98,9827.98,35.6
-7883.03,9833.03,35.6
-7888.08,9838.08,35.6
-7893.13,9843.13,35.6
-7898.18,9848.18,44.5
-7903.23,9853.23,44.5
-7908.28,9858.28,53.4
-7913.33,9863.33,53.4
-7918.37,9868.37,44.5
-7923.42,9873.42,44.5
-7928.47,9878.47,53.4
-7933.52,9883.52,44.5
-7938.57,9888.57,62.3
-7943.62,9893.62,53.4
-7948.67,9898.67,71.2
-7953.71,9903.71,71.2
-7958.76,9908.76,62.3
-7963.81,9913.81,53.4
-7968.67,9918.67,44.5
-7973.32,9923.32,53.4
-7977.97,9927.97,61.329
-7982.62,9932.62,78.46
-7987.28,9937.28,104.635
-7991.93,9941.93,130.777
-7996.58,9946.58,147.383
-8001.23,9951.23,137.847
-8005.89,9955.89,110.494
-8010.54,9960.54,100.941
-8015.19,9965.19,100.384
-8019.84,9969.84,108.631
-8024.5,9974.5,125.794
-8029.15,9979.15,134.073
-8033.8,9983.8,142.4
-8038.46,9988.46,160.2
-8043.11,9993.11,160.2
-8047.76,9997.76,169.1
-8052.41,10002.41,151.3
-8057.07,10007.07,124.6
-8061.72,10011.72,89
-8066.37,10016.37,80.1
-8071.02,10021.02,80.1
-8075.68,10025.68,80.1
-8080.33,10030.33,71.2
-8084.98,10034.98,71.2
-8089.63,10039.63,80.1
-8094.29,10044.29,80.1
-8098.94,10048.94,80.1
-8103.59,10053.59,71.2
-8108.24,10058.24,62.3
-8112.9,10062.9,53.4
-8120.93,10070.93,53.4
-8130.21,10080.21,53.4
-8139.48,10089.48,53.4
-8148.76,10098.76,44.5
-8158.04,10108.04,53.4
-8167.31,10117.31,53.4
-8180.19,10130.19,61.475
-8186.9,10136.9,69.996
-8193.61,10143.61,69.202
-8200.32,10150.32,68.444
-8207.03,10157.03,59.011
-8213.74,10163.74,67.315
-8220.45,10170.45,57.819
-8227.15,10177.15,57
-8233.86,10183.86,47.516
-8240.57,10190.57,47.007
-8247.28,10197.28,63.107
-8253.99,10203.99,61.008
-8260.07,10210.07,56.157
-8269.35,10219.35,39.687
-8278.63,10228.63,40.655
-8287.9,10237.9,42.638
-8297.18,10247.18,43.533
-8306.46,10256.46,37.152
-8315.73,10265.73,48.005
-8325.01,10275.01,41.333
-8334.28,10284.28,52.561
-8343.56,10293.56,45.289
-8352.84,10302.84,46.716
-8362.11,10312.11,47.967
-8371.39,10321.39,49.244
-8380.67,10330.67,50.496
-8389.94,10339.94,51.648
-8399.22,10349.22,39.978
-8408.49,10358.49,59.003
-8417.77,10367.77,51.511
-8427.05,10377.05,62.157
-8436.32,10386.32,54.482
-8445.6,10395.6,64.763
-8454.88,10404.88,57.192
-8464.15,10414.15,58.469
-8473.13,10423.13,77.728
-8481.3,10431.3,79.11
-8489.47,10439.47,71.2
-8497.64,10447.64,71.2
-8505.82,10455.82,80.1
-8513.99,10463.99,71.2
-8522.16,10472.16,71.2
-8530.33,10480.33,62.3
-8538.5,10488.5,62.3
-8546.68,10496.68,71.2
-8554.85,10504.85,71.2
-8563.02,10513.02,62.3
-8571.19,10521.19,63.149
-8579.36,10529.36,63.931
-8587.54,10537.54,73.476
-8595.71,10545.71,75.344
-8603.88,10553.88,84.89
-8612.05,10562.05,85.603
-8620.22,10570.22,77.382
-8628.4,10578.4,78.079
