age (grayscale),year (AD),age (BP),depth (missing),age (BP),grayscale_detrended (grayscale),grayscale20lp_detrended (grayscale),depth (missing),age (BP),d18O_raw (permil),d13C (permil),depth (missing),age (BP),d18O (permil),d13C (permil)
179.41,1797.036,152.964,39.495,329,3.307,7.453,90.63,1431.09,-5.6,0.79,75.987,1092,0.24,0.14
184.39,1796.871,153.129,39.564,330,-1.52,6.691,90.83,1433.6,-4.32,1.44,76.163,1097,0.19,0.18
186.093,1796.705,153.295,39.633,331,17.094,4.881,91.08,1436.74,-4.09,1.65,76.371,1102,0.12,0.29
183.313,1796.539,153.461,39.708,332,17.437,2.571,91.28,1439.24,-4.38,1.44,76.583,1107,0.03,0.34
178.31,1796.373,153.627,39.807,333,-1.693,-0.21,91.53,1442.38,-4.39,1.55,76.808,1112,-0.11,0.16
175.387,1796.207,153.794,39.907,334,-1.173,-3.449,91.83,1446.14,-4.41,1.6,77.033,1117,-0.05,0.2
174.57,1796.041,153.959,40.006,335,-0.029,-7.041,92.08,1449.28,-4.81,1.41,77.257,1122,0.04,0.42
175.413,1795.875,154.125,40.105,336,-4.154,-10.785,92.33,1452.41,-4.69,1.33,77.482,1127,0.13,0.77
177.867,1795.709,154.291,40.205,337,-15.959,-14.515,92.63,1456.17,-4.48,1.52,77.704,1132,0.04,0.4
180.503,1795.545,154.455,40.304,338,-17.15,-17.953,92.98,1460.56,-4.52,1.63,77.924,1137,-0.06,0.12
180.48,1795.381,154.619,40.402,339,-22.406,-20.848,93.28,1464.32,-4.82,1.24,78.142,1142,-0.16,0.03
174.42,1795.217,154.783,40.498,340,-24.398,-23.003,93.53,1467.46,-5.14,1.2,78.337,1147,-0.3,-0.12
169.257,1795.053,154.947,40.595,341,-33.9,-24.189,93.78,1470.59,-5.51,0.91,78.526,1152,-0.46,-0.28
165.377,1794.889,155.111,40.692,342,-32.461,-24.271,94.08,1474.36,-5.49,0.8,78.681,1157,-0.46,-0.34
164.433,1794.723,155.277,40.788,343,-30.955,-23.34,94.38,1478.12,-5.05,1.05,78.831,1162,-0.43,-0.4
168.937,1794.557,155.443,40.884,344,-30.764,-21.493,94.68,1481.88,-4.68,1.42,78.98,1167,-0.4,-0.45
172.843,1794.392,155.608,40.979,345,-25.189,-18.871,94.98,1485.64,-4.33,1.61,79.128,1172,-0.31,-0.36
181.15,1794.226,155.774,41.075,346,-17.102,-15.674,95.17,1488.15,-4.69,1.55,79.276,1177,-0.21,-0.25
184.393,1794.059,155.941,41.17,347,-2.093,-12.215,95.42,1491.28,-4.39,1.31,79.423,1182,-0.16,-0.21
178.76,1793.893,156.107,41.265,348,0.369,-8.735,95.77,1495.67,-4.18,1.55,79.569,1187,-0.22,-0.31
170.717,1793.727,156.272,41.36,349,-3.537,-5.5,96.07,1499.43,-4.36,1.62,79.715,1192,-0.28,-0.41
164.327,1793.562,156.438,41.456,350,0.752,-2.771,96.42,1503.82,-4.41,1.61,79.862,1197,-0.29,-0.46
161.053,1793.396,156.604,41.551,351,-2.722,-0.701,96.77,1508.21,-4.79,1.56,80.011,1202,-0.05,-0.28
162.713,1793.23,156.77,41.646,352,-0.885,0.573,97.02,1511.35,-4.84,1.28,80.161,1207,0.19,-0.1
162.5,1793.064,156.936,41.741,353,17.488,0.985,97.27,1514.48,-4.74,1.26,80.31,1212,0.43,0.09
165.71,1792.898,157.102,41.837,354,-1.905,0.542,97.57,1518.24,-4.8,1.38,80.623,1217,0.63,0.34
172.12,1792.732,157.268,41.932,355,-6.705,-0.675,97.92,1522.63,-4.88,1.21,80.936,1222,0.83,0.6
172.733,1792.566,157.434,42.027,356,4.617,-2.548,98.17,1525.77,-4.8,1.48,81.592,1227,0.2,0.32
167.94,1792.4,157.6,42.123,357,9.082,-4.869,98.47,1529.53,-5.01,1.3,81.974,1232,-0.31,-0.23
164.357,1792.234,157.766,42.218,358,0.853,-7.402,98.82,1533.92,-4.85,1.27,82.239,1237,0.56,0.45
160.933,1792.069,157.931,42.313,359,-15.845,-9.915,99.27,1539.56,-4.79,1.23,82.504,1242,0.43,0.25
159.81,1791.905,158.095,42.408,360,-27.323,-12.106,99.87,1547.09,-5.2,1.03,82.769,1247,0.46,0.1
156.743,1791.741,158.259,42.504,361,-29.683,-13.754,100.37,1553.36,-5.33,1.09,83.009,1252,0.35,0.1
153.483,1791.577,158.423,42.599,362,-11.762,-14.691,100.71,1557.74,-5.27,1.04,83.236,1257,0.26,0.11
154.78,1791.413,158.587,42.698,363,-21.31,-14.782,100.96,1560.88,-5.15,1.18,83.424,1262,0.24,0.14
161.91,1791.249,158.75,42.818,364,-14.532,-13.559,101.27,1564.64,-5.38,0.95,83.613,1267,0.22,0.16
166.023,1791.084,158.916,42.938,365,-12.23,-11.138,101.57,1568.4,-5.71,0.89,83.838,1272,0.19,0.15
173.537,1790.919,159.081,43.058,366,-24.014,-7.716,101.76,1570.91,-6.07,0.65,84.246,1277,0.1,-0.04
179.587,1790.754,159.246,43.177,367,13.453,-3.464,102.01,1574.05,-6.39,0.32,84.655,1282,0.05,-0.08
179.083,1790.589,159.411,43.296,368,7.691,1.149,102.26,1577.18,-5.59,0.74,84.922,1287,-0.07,-0.05
172.5,1790.424,159.576,43.415,369,9.909,5.824,102.42,1579.06,-4.9,1.23,85.146,1292,-0.08,-0.01
166.01,1790.259,159.741,43.535,370,9.431,10.316,102.61,1581.57,-4.73,1.34,85.362,1297,-0.02,0.03
165.08,1790.094,159.906,43.654,371,10.435,14.347,102.86,1584.71,-4.74,1.44,85.727,1302,0.03,0.21
163.567,1789.929,160.071,43.773,372,9.375,17.822,103.06,1587.21,-4.9,1.26,86.125,1307,-0.26,-0.13
163.683,1789.763,160.237,43.892,373,19.343,20.592,103.31,1590.35,-5.13,1.16,86.329,1312,-0.29,-0.17
168.937,1789.599,160.402,44.011,374,30.102,22.445,103.56,1593.48,-5.13,1.02,86.523,1317,-0.3,-0.2
174.113,1789.434,160.566,44.13,375,33.039,23.468,103.86,1597.25,-5.15,1.06,86.712,1322,-0.32,-0.22
175.017,1789.269,160.731,44.25,376,30.21,23.684,104.31,1602.89,-5.28,0.86,86.832,1327,-0.32,-0.22
171.983,1789.103,160.897,44.369,377,21.99,23.074,104.76,1608.53,-5.18,0.89,86.929,1332,-0.32,-0.21
170.627,1788.938,161.062,44.488,378,2.645,21.941,105.06,1612.29,-5.54,0.58,87.025,1337,-0.32,-0.2
169.51,1788.773,161.227,44.607,379,22.85,20.422,105.31,1615.43,-5.39,0.75,87.122,1342,-0.33,-0.19
169.173,1788.609,161.391,44.726,380,17.441,18.567,105.6,1619.19,-5.55,0.58,87.219,1347,-0.34,-0.19
170.217,1788.444,161.556,44.846,381,16.716,16.484,106.01,1624.21,-5.31,1.04,87.413,1352,-0.32,-0.1
172.657,1788.281,161.719,44.965,382,19.687,14.206,106.55,1631.1,-5.43,0.74,87.631,1357,-0.32,-0.03
172.633,1788.118,161.882,45.084,383,16.681,11.743,107.16,1638.63,-5.36,0.97,87.775,1362,-0.46,-0.14
173.27,1787.955,162.045,45.203,384,11.312,9.207,107.8,1646.78,-5.15,1.07,87.954,1367,-0.55,-0.2
173.26,1787.791,162.209,45.322,385,8.668,6.705,108.26,1652.42,-4.99,1.16,88.144,1372,-0.63,-0.24
172.297,1787.628,162.372,45.441,386,7.92,4.388,108.55,1656.18,-4.93,1.47,88.402,1377,-0.68,-0.33
169.66,1787.463,162.537,45.556,387,4.117,2.495,108.95,1661.2,-5.11,1.33,88.772,1382,-0.49,-0.39
166.59,1787.298,162.702,45.669,388,-12.523,1.112,109.31,1665.59,-5.29,1.21,89.009,1387,0.29,0.01
165.033,1787.132,162.868,45.782,389,-7.56,0.324,109.6,1669.35,-5.78,0.92,89.111,1392,0.28,0.05
162.22,1786.967,163.032,45.882,390,2.58,0.203,109.85,1672.48,-6.1,0.71,89.212,1397,0.26,0.08
159.763,1786.803,163.197,45.961,391,0.941,0.333,110.2,1676.87,-5.73,0.7,89.313,1402,0.24,0.12
161.483,1786.638,163.362,46.04,392,-1.486,0.666,110.55,1681.26,-4.55,1.44,89.436,1407,0.26,0.18
163.207,1786.472,163.528,46.119,393,0.335,1.144,110.85,1685.02,-4.6,1.57,89.585,1412,0.32,0.3
165.047,1786.307,163.693,46.198,394,3.202,1.707,111.3,1690.67,-4.69,1.58,89.742,1417,0.37,0.39
166.33,1786.142,163.858,46.277,395,5.146,2.287,111.65,1695.06,-4.83,1.62,89.977,1422,0.33,0.23
169.02,1785.978,164.022,46.356,396,8.232,2.819,112,1699.44,-4.97,1.44,90.303,1427,0.07,0.08
172.19,1785.812,164.188,46.438,397,6.387,3.248,112.45,1705.09,-5.18,1.47,90.703,1432,-0.2,-0.23
176.943,1785.647,164.353,46.52,398,5.133,3.5,112.8,1709.48,-5.38,1.48,91.101,1437,0.8,0.37
181.267,1785.482,164.518,46.602,399,4.11,3.548,113.1,1713.24,-5.03,1.52,91.5,1442,0.52,0.27
184.207,1785.317,164.683,46.684,400,3.396,3.382,113.44,1717.63,-5.48,1.43,91.898,1447,0.38,0.28
178.963,1785.152,164.848,46.765,401,2.85,3.001,113.79,1722.02,-5.44,1.5,92.297,1452,0.18,0.07
171.88,1784.987,165.013,46.847,402,3.021,2.413,114.2,1727.03,-5.46,1.4,92.696,1457,0.39,0.26
166.847,1784.824,165.176,46.927,403,3.069,1.635,114.54,1731.42,-5.61,1.56,93.095,1462,0.24,0.2
162.323,1784.661,165.339,47.007,404,1.788,0.695,114.84,1735.18,-5.67,1.52,93.493,1467,-0.23,-0.07
162.043,1784.497,165.503,47.087,405,0.926,-0.357,115.34,1741.45,-5.84,1.37,93.892,1472,-0.64,-0.41
163.817,1784.334,165.666,47.168,406,1.549,-1.48,115.79,1747.1,-6.15,1.45,94.291,1477,-0.32,-0.3
165.163,1784.171,165.829,47.248,407,1.303,-2.613,116.09,1750.86,-6.5,1.26,94.69,1482,0.2,0.15
168.047,1784.007,165.993,47.328,408,-4.454,-3.675,116.44,1755.25,-6.39,1.25,95.083,1487,0.34,0.31
171.033,1783.841,166.159,47.408,409,-9.099,-4.618,116.84,1760.26,-6.38,1.12,95.477,1492,0.52,0.08
173.53,1783.676,166.324,47.488,410,-8.978,-5.385,117.24,1765.28,-5.61,1.48,95.876,1497,0.64,0.32
172.593,1783.512,166.488,47.569,411,-7.598,-5.934,117.59,1769.67,-5.74,1.51,96.275,1502,0.5,0.36
173.107,1783.347,166.653,47.638,412,-7.849,-6.239,117.89,1773.43,-5.46,1.32,96.674,1507,0.22,0.33
173.61,1783.181,166.819,47.707,413,-6.115,-6.279,118.14,1776.56,-5.54,1.35,97.072,1512,0.1,0.04
174.727,1783.016,166.984,47.777,414,-6.94,-6.054,118.33,1779.07,-5.82,1.54,97.471,1517,0.15,0.12
176.447,1782.851,167.149,47.846,415,-8.934,-5.683,118.53,1781.58,-6.33,1.35,97.87,1522,0.08,0.02
175.373,1782.687,167.314,47.915,416,-10.351,-5.235,118.8,1784.86,-5.85,1.22,98.268,1527,0.1,0.22
174.85,1782.521,167.479,47.976,417,-11.035,-4.69,118.88,1785.94,-5.8,1.44,98.667,1532,0.06,0.09
175.933,1782.356,167.644,48.035,418,-5.702,-4.043,118.99,1787.2,-5.76,1.62,99.066,1537,0.19,0.07
175.747,1782.191,167.809,48.093,419,-3.836,-3.366,119.09,1788.45,-6.28,1.45,99.464,1542,0.1,0
176.757,1782.026,167.974,48.152,420,-10.52,-2.654,119.28,1790.96,-6.17,1.28,99.863,1547,-0.15,-0.12
176.927,1781.861,168.14,48.21,421,-12.28,-1.967,119.38,1792.21,-6.46,1.09,100.262,1552,-0.24,-0.07
177.007,1781.696,168.304,48.269,422,-9.52,-1.31,119.68,1795.98,-5.83,1.22,100.653,1557,-0.2,-0.08
175.58,1781.531,168.469,48.329,423,4.345,-0.732,119.88,1798.48,-5.56,1.25,101.052,1562,-0.12,-0.01
175.66,1781.366,168.634,48.389,424,13.919,-0.27,120.19,1802.25,-5.48,1.11,101.458,1567,-0.48,-0.2
174.557,1781.202,168.798,48.45,425,20.391,0.111,120.28,1803.5,-5.51,1.2,101.847,1572,-1.06,-0.57
173.6,1781.039,168.961,48.51,426,18.856,0.306,120.38,1804.75,-5.84,0.96,102.246,1577,-0.5,-0.38
173.87,1780.876,169.124,48.57,427,13.495,0.379,120.48,1806.01,-5.48,0.99,102.644,1582,0.42,0.26
172.593,1780.713,169.287,48.63,428,5.13,0.355,120.58,1807.26,-4.8,1.66,103.043,1587,0.28,0.18
173.89,1780.549,169.451,48.689,429,-1.216,0.139,120.68,1808.51,-4.923,1.59,103.442,1592,0.04,0
176.057,1780.385,169.615,48.748,430,-4.747,-0.139,120.78,1809.77,-5.09,1.44,103.84,1597,0.04,-0.03
175.917,1780.22,169.78,48.806,431,-4.696,-0.496,120.88,1811.02,-4.98,1.42,104.239,1602,-0.06,-0.2
176.457,1780.056,169.944,48.865,432,-2.334,-0.912,120.98,1812.28,-4.71,1.46,104.638,1607,0,-0.21
174.993,1779.89,170.11,48.923,433,-1.177,-1.335,121.08,1813.53,-4.11,1.83,105.037,1612,-0.3,-0.48
173.697,1779.725,170.275,48.982,434,-3.048,-1.757,121.18,1814.78,-4.145,1.79,105.431,1617,-0.23,-0.41
172.023,1779.56,170.44,49.041,435,-1.275,-2.118,121.28,1816.04,-4.2,1.76,105.83,1622,-0.18,-0.26
169.807,1779.395,170.605,49.099,436,-0.409,-2.434,121.58,1819.8,-4.44,1.74,106.229,1627,-0.11,-0.18
167.46,1779.229,170.77,49.158,437,-6.402,-2.649,121.88,1823.56,-4.66,1.54,106.623,1632,-0.17,-0.34
165.617,1779.065,170.935,49.216,438,-23.451,-2.756,122.08,1826.07,-4.82,1.55,107.028,1637,-0.11,-0.19
163.643,1778.9,171.1,49.275,439,-40.626,-2.79,122.27,1828.58,-4.69,1.55,107.425,1642,0,-0.11
163.987,1778.735,171.265,49.344,440,-14.768,-2.676,122.48,1831.09,-4.5,1.47,107.818,1647,0.14,-0.06
163.183,1778.569,171.431,49.418,441,3.122,-2.482,122.65,1833.59,-4.4,1.51,108.226,1652,0.29,0.01
163.737,1778.405,171.596,49.491,442,14.75,-2.227,122.79,1837.36,-4.43,1.51,108.615,1657,0.35,0.29
165.73,1778.24,171.76,49.565,443,4.25,-1.713,122.83,1838.44,-4.65,1.54,109.016,1662,0.18,0.14
166.877,1778.075,171.925,49.638,444,5.816,-1.132,122.97,1842.11,-4.7,1.5,109.419,1667,-0.14,-0.07
167.6,1777.909,172.091,49.711,445,3.409,-0.526,123.06,1844.54,-4.83,1.5,109.812,1672,-0.71,-0.45
168.403,1777.745,172.255,49.785,446,2.918,0.064,123.19,1848.2,-4.82,1.47,110.21,1677,-0.34,-0.48
170.24,1777.582,172.418,49.864,447,3.885,0.613,123.33,1851.85,-4.9,1.4,110.609,1682,0.8,0.25
172.54,1777.419,172.581,49.948,448,4.229,1.119,123.42,1854.3,-4.78,1.33,111.008,1687,0.74,0.34
171.35,1777.255,172.745,50.032,449,0.507,1.588,123.51,1856.73,-4.63,1.36,111.406,1692,0.64,0.35
168.787,1777.092,172.908,50.116,450,-2.775,2.031,123.6,1859.17,-4.64,1.38,111.805,1697,0.49,0.28
166.067,1776.929,173.071,50.2,451,0.249,2.472,123.73,1862.82,-4.67,1.44,112.204,1702,0.33,0.18
163.637,1776.764,173.236,50.284,452,4.739,2.936,123.96,1868.92,-5.11,1.31,112.602,1707,0.14,0.19
160.793,1776.599,173.401,50.369,453,7.032,3.442,124.15,1873.8,-5.365,1.12,113.001,1712,0.27,0.21
159.35,1776.434,173.566,50.453,454,4.003,4.004,124.42,1881.12,-5.22,1.4,113.391,1717,0,0.14
158.74,1776.269,173.731,50.537,455,-11.71,4.645,124.64,1887.2,-5.54,1.32,113.788,1722,-0.02,0.18
158.387,1776.104,173.896,50.621,456,7.586,5.369,124.78,1890.86,-5.85,1.15,114.198,1727,-0.03,0.07
158.467,1775.919,174.081,50.705,457,9.333,6.154,124.91,1894.52,-6.17,1.18,114.586,1732,-0.18,0.22
159.347,1775.703,174.297,50.789,458,7.764,6.998,125.09,1899.39,-6.165,0.83,114.985,1737,-0.28,0.13
158.723,1775.487,174.513,50.873,459,5.912,7.873,125.32,1905.49,-5.69,0.77,115.384,1742,-0.43,0.03
160.233,1775.271,174.729,50.957,460,9.834,8.749,126.04,1924.99,-5.74,0.81,115.782,1747,-0.71,0.09
161.33,1775.054,174.946,51.041,461,12.31,9.605,126.67,1942.06,-5.66,0.6,116.181,1752,-1.04,-0.11
162.383,1774.838,175.163,51.126,462,12.81,10.417,126.77,1944.49,-4.9,0.99,116.58,1757,-0.95,-0.16
162.537,1774.621,175.379,51.21,463,11.835,11.153,126.99,1950.59,-4.485,1.29,116.979,1762,-0.69,-0.13
162.09,1774.405,175.595,51.294,464,9.159,11.792,127.42,1962.21,-4.78,1.39,117.377,1767,-0.24,0.12
161.79,1774.188,175.812,51.378,465,9.874,12.314,127.71,1969.95,-4.82,1.33,117.776,1772,-0.15,0.02
162.107,1773.972,176.028,51.462,466,9.541,12.692,127.92,1975.77,-4.98,1.07,118.173,1777,-0.19,0.01
161.84,1773.756,176.244,51.546,467,10.704,12.905,128.07,1979.64,-5.15,1.06,118.565,1782,-0.87,-0.04
161.17,1773.539,176.461,51.608,468,15,12.935,128.22,1983.5,-5.085,1.15,118.973,1787,-0.38,0.22
160.3,1773.32,176.68,51.661,469,15.548,12.811,128.5,1991.25,-5.06,1.01,119.363,1792,-1.04,-0.25
161.47,1773.102,176.898,51.714,470,15.861,12.636,128.86,2000.94,-4.81,1.18,119.762,1797,-0.36,-0.13
162.62,1772.884,177.116,51.768,471,15.716,12.362,129.15,2008.68,-4.64,1.42,120.169,1802,-0.13,-0.24
162.553,1772.666,177.334,51.821,472,15.019,11.988,129.36,2014.49,-4.84,1.29,120.559,1807,0.4,0.17
161.913,1772.447,177.553,51.874,473,14.072,11.563,129.58,2020.3,-4.4,1.38,120.958,1812,0.56,0.1
159.783,1772.23,177.769,51.927,474,13.476,11.012,129.79,2026.11,-4.55,1.28,121.357,1817,1.05,0.41
155.403,1772.014,177.986,51.98,475,12.175,10.421,129.93,2029.97,-4.58,1.37,121.756,1822,0.73,0.29
154.03,1771.798,178.202,52.034,476,9.675,9.763,130.08,2033.84,-4.57,1.43,122.15,1827,0.52,0.23
154.947,1771.581,178.419,52.063,477,8.659,9.049,130.22,2037.71,-4.73,1.28,122.542,1832,0.82,0.17
156.187,1771.365,178.635,52.089,478,8.217,8.311,130.37,2041.6,-4.865,1.17,122.777,1837,0.85,0.21
157.03,1771.149,178.851,52.116,479,7.15,7.534,130.51,2045.47,-5.01,1.03,122.966,1842,0.57,0.21
158.137,1770.933,179.067,52.142,480,5.871,6.753,130.65,2049.34,-5.17,1.02,123.147,1847,0.44,0.2
158.65,1770.715,179.285,52.168,481,4.259,5.967,130.79,2053.21,-5.22,0.79,123.336,1852,0.37,0.13
159.937,1770.499,179.501,52.195,482,3.818,5.206,130.94,2057.09,-5.3,0.83,123.52,1857,0.62,0.1
160.38,1770.283,179.717,52.221,483,3.759,4.46,131.09,2060.96,-4.76,1.06,123.701,1862,0.59,0.18
160.697,1770.067,179.933,52.247,484,3.374,3.768,131.23,2064.83,-4.58,1.38,123.888,1867,0.28,0.12
159.95,1769.85,180.15,52.274,485,3.008,3.112,131.45,2070.65,-4.73,1.35,124.08,1872,-0.03,-0.03
159.787,1769.634,180.366,52.3,486,2.671,2.504,131.66,2076.44,-4.72,1.23,124.268,1877,-0.06,0.03
158.673,1769.418,180.582,52.326,487,0.342,1.968,131.87,2082.25,-4.61,1.36,124.452,1882,-0.03,0.19
157.707,1769.201,180.799,52.352,488,-2.562,1.465,132.09,2088.06,-4.13,1.62,124.633,1887,-0.29,0.13
156.813,1768.984,181.016,52.379,489,-5.032,1.056,132.23,2091.93,-4.28,1.61,124.82,1892,-0.71,-0.02
156.32,1768.768,181.232,52.405,490,-3.758,0.691,132.59,2101.62,-4.6,1.49,125.002,1897,-0.94,-0.17
156.24,1768.552,181.448,52.431,491,2.092,0.378,133.17,2117.11,-5.3,1.4,125.188,1902,-0.74,-0.36
156.19,1768.336,181.664,52.458,492,1.849,0.129,133.6,2128.72,-6.16,1.14,125.376,1907,-0.47,-0.38
156.147,1768.118,181.882,52.484,493,0.272,-0.095,133.78,2133.7,-5.97,0.98,125.56,1912,-0.49,-0.36
157.167,1767.902,182.098,52.51,494,0.591,-0.266,134.06,2141.18,-4.97,1.05,125.745,1917,-0.51,-0.34
156.813,1767.686,182.314,52.537,495,1.469,-0.42,134.34,2148.64,-4.68,1.13,125.93,1922,-0.53,-0.33
155.537,1767.47,182.53,52.563,496,2.978,-0.555,134.47,2152.39,-4.53,1.24,126.114,1927,-0.54,-0.34
155.547,1767.253,182.747,52.589,497,2.287,-0.677,134.66,2157.36,-4.62,1.29,126.299,1932,-0.53,-0.4
155.357,1767.037,182.963,52.615,498,1.24,-0.798,135.03,2167.32,-4.825,1.12,126.483,1937,-0.51,-0.46
156.03,1766.821,183.179,52.642,499,0.867,-0.924,135.31,2174.79,-4.47,1.55,126.668,1942,-0.5,-0.52
157.873,1766.604,183.395,52.668,500,-0.474,-1.064,135.45,2178.54,-4.65,1.47,126.861,1947,0.41,-0.01
157.597,1766.386,183.614,52.694,501,-2.781,-1.216,135.58,2182.27,-4.86,1.19,127.042,1952,0.61,0.18
157.007,1766.168,183.832,52.721,502,-4.41,-1.404,135.72,2185.99,-4.9,1.15,127.227,1957,0.46,0.22
156.273,1765.95,184.05,52.747,503,-5.742,-1.609,136,2193.47,-5,0.93,127.412,1962,0.32,0.26
156.073,1765.732,184.268,52.773,504,-6.305,-1.863,136.23,2199.7,-4.71,1.47,127.599,1967,0.27,0.22
154.427,1765.513,184.487,52.8,505,-6.835,-2.154,136.32,2202.18,-4.56,1.59,127.784,1972,0.18,0.11
152.993,1765.295,184.705,52.826,506,-7.335,-2.478,136.42,2204.68,-4.85,1.38,127.968,1977,0.01,-0.07
151.63,1765.079,184.921,52.852,507,1.746,-2.875,136.56,2208.42,-4.87,1.37,128.162,1982,-0.08,-0.03
151.12,1764.863,185.137,52.878,508,8.443,-3.301,136.69,2212.14,-4.805,1.3,128.346,1987,-0.06,-0.06
152.77,1764.646,185.354,52.905,509,0.793,-3.797,136.88,2217.13,-4.8,1.35,128.528,1992,-0.05,-0.13
153.933,1764.43,185.57,52.931,510,-2.985,-4.34,137.1,2223.35,-4.28,1.59,128.714,1997,0.06,-0.05
153.087,1764.214,185.786,52.957,511,-3.593,-4.921,137.25,2227.09,-4.14,1.8,128.9,2002,0.17,0.05
153.32,1763.998,186.002,52.984,512,-3.843,-5.569,137.34,2229.59,-4.27,1.6,129.087,2007,0.27,0.19
153.26,1763.78,186.22,53.01,513,-4.01,-6.235,137.43,2232.08,-3.985,1.49,129.27,2012,0.18,0.17
153.177,1763.564,186.436,53.036,514,-4.052,-6.934,137.53,2234.57,-4.27,1.61,129.455,2017,0.27,0.14
150.557,1763.348,186.652,53.063,515,-6.041,-7.642,137.71,2239.54,-4.32,1.69,129.641,2022,0.46,0.16
145.137,1763.132,186.868,53.089,516,-9.438,-8.357,137.94,2245.77,-4.15,1.88,129.822,2027,0.34,0.1
139.777,1762.976,187.024,53.115,517,-10.602,-9.055,138.08,2249.5,-4.29,1.77,130.009,2032,0.31,0.2
135.633,1762.916,187.084,53.141,518,-11.757,-9.739,138.17,2251.99,-4.33,1.75,130.194,2037,0.18,0.1
131.257,1762.855,187.145,53.168,519,-13.435,-10.389,138.27,2254.48,-4.5,1.67,130.384,2042,-0.01,-0.06
126.513,1762.795,187.205,53.196,520,-14.27,-10.988,138.35,2256.98,-4.51,1.59,130.565,2047,-0.2,-0.2
124.643,1762.734,187.266,53.235,521,-14.565,-11.555,138.45,2259.47,-4.2,1.7,130.746,2052,-0.34,-0.37
144.03,1762.674,187.326,53.274,522,-14.815,-12.029,138.58,2263.2,-4.38,1.61,130.937,2057,-0.43,-0.41
163.797,1762.611,187.389,53.313,523,-15.042,-12.466,138.72,2266.94,-4.325,1.55,131.128,2062,0.15,-0.1
168.993,1762.549,187.451,53.352,524,-15.223,-12.827,138.86,2270.68,-4.61,1.4,131.312,2067,0.23,0.12
165.81,1762.486,187.513,53.391,525,-14.793,-13.12,139.05,2275.65,-4.79,1.36,131.499,2072,0.14,0.07
154.38,1762.424,187.576,53.43,526,-14.004,-13.374,139.23,2280.63,-4.91,1.36,131.68,2077,0.16,-0.01
139.683,1762.362,187.638,53.469,527,-12.963,-13.535,139.37,2284.37,-4.94,1.49,131.861,2082,0.25,0.09
131.63,1762.301,187.699,53.508,528,-13.673,-13.665,139.46,2286.86,-4.98,1.46,132.05,2087,0.65,0.31
128.567,1762.24,187.76,53.547,529,-18.118,-13.739,139.65,2291.84,-5.21,1.33,132.233,2092,0.59,0.34
128.317,1762.179,187.821,53.586,530,-12.032,-13.77,140.11,2304.14,-4.95,1.4,132.418,2097,0.43,0.28
128.4,1762.119,187.881,53.625,531,-0.52,-13.778,140.41,2312.32,-4.73,1.67,132.604,2102,0.26,0.21
128.953,1762.059,187.941,53.664,532,-11.246,-13.459,140.64,2318.46,-4.75,1.71,132.791,2107,0.03,0.18
127.713,1761.998,188.002,53.731,533,-12.626,-12.847,141.02,2328.71,-4.93,1.62,132.979,2112,-0.19,0.15
126.143,1761.937,188.063,53.853,534,-14.964,-11.931,141.4,2338.96,-4.87,1.54,133.166,2117,-0.42,0.12
122.82,1761.89,188.11,53.975,535,-11.473,-10.707,141.62,2345.1,-4.81,1.61,133.351,2122,-0.79,0
121.33,1761.843,188.157,54.097,536,-7.96,-9.467,141.85,2351.25,-4.79,1.64,133.536,2127,-1.16,-0.11
124.4,1761.796,188.204,54.219,537,-5.083,-8.393,142.15,2359.43,-5.1,1.31,133.719,2132,-1.17,-0.26
132.98,1761.749,188.251,54.341,538,-11.022,-6.883,142.46,2367.63,-5.21,1.16,133.904,2137,-0.67,-0.29
137.5,1761.702,188.298,54.426,539,-11.154,-4.297,142.84,2377.88,-4.88,1.43,134.091,2142,-0.09,-0.24
144.2,1761.655,188.345,54.485,540,-1.795,-1.327,143.22,2388.12,-5.09,1.42,134.278,2147,0.1,-0.2
155.45,1761.606,188.394,54.544,541,7.64,0.079,143.44,2394.27,-5.08,1.62,134.456,2152,0.29,-0.09
161.78,1761.558,188.442,54.604,542,7.211,-0.015,143.6,2398.36,-5.09,1.59,134.646,2157,0.21,-0.03
161.147,1761.509,188.491,54.663,543,6.783,-0.109,143.75,2402.46,-4.97,1.53,134.832,2162,0.1,-0.11
157.853,1761.461,188.539,54.723,544,5.482,-0.307,143.9,2406.55,-5.1,1.4,135.018,2167,-0.01,-0.21
152.587,1761.412,188.588,54.781,545,3.647,-0.569,144.05,2410.64,-5.17,1.31,135.205,2172,0.19,0.05
151.023,1761.364,188.636,54.804,546,2.216,-0.868,144.2,2414.74,-5.4,1.23,135.393,2177,0.21,0.16
150.997,1761.316,188.684,54.828,547,2.001,-1.276,144.36,2418.84,-5.36,1.29,135.571,2182,-0.07,-0.14
149.847,1761.269,188.731,54.851,548,1.786,-1.685,144.51,2422.94,-5.41,1.23,135.758,2187,-0.15,-0.24
149.52,1761.222,188.778,54.874,549,-0.141,-2.186,144.68,2427.52,-5.22,1.22,135.945,2192,-0.23,-0.4
151.483,1761.175,188.825,54.898,550,-2.3,-2.701,144.85,2432.11,-4.9,1.51,136.13,2197,-0.09,-0.14
150.327,1761.128,188.872,54.921,551,-2.752,-3.243,145.02,2436.68,-4.71,1.74,136.313,2202,0.16,0.19
150.617,1761.081,188.919,54.944,552,-1.496,-3.814,145.19,2441.26,-4.66,1.92,136.507,2207,-0.14,-0.02
