age (grayscale),year (AD),age (BP),depth (missing),age (BP),grayscale_detrended (grayscale),grayscale20lp_detrended (grayscale),depth (missing),age (BP),d18O_raw (permil),d13C (permil),depth (missing),age (BP),d18O (permil),d13C (permil)
154.267,153.283,1796.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.19,153.119,1796.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.797,152.955,1797.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.773,152.791,1797.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.39,152.626,1797.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.547,152.462,1797.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.56,152.298,1797.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.817,152.134,1797.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.787,151.97,1798.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.06,151.806,1798.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.757,151.642,1798.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.503,151.478,1798.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.737,151.314,1798.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.29,151.149,1798.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.833,150.985,1799.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.01,150.821,1799.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.45,150.657,1799.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.437,150.493,1799.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.407,150.329,1799.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.977,150.165,1799.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.593,150.001,1799.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.14,149.837,1800.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.35,149.672,1800.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.583,149.508,1800.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.037,149.344,1800.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.933,149.18,1800.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.29,149.016,1800.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.387,148.852,1801.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.163,148.688,1801.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.93,148.524,1801.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.993,148.36,1801.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.13,148.196,1801.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.46,148.031,1801.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.943,147.867,1802.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.893,147.703,1802.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.017,147.539,1802.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.667,147.375,1802.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.277,147.211,1802.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.477,147.025,1802.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.577,146.838,1803.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.393,146.65,1803.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.643,146.462,1803.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.743,146.275,1803.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.613,146.101,1803.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.05,145.937,1804.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.43,145.773,1804.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.137,145.609,1804.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.08,145.444,1804.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.61,145.28,1804.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.643,145.116,1804.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.94,144.952,1805.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.35,144.788,1805.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.573,144.624,1805.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.753,144.46,1805.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.763,144.296,1805.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.453,144.132,1805.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.54,143.967,1806.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.167,143.803,1806.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.443,143.639,1806.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.59,143.475,1806.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.973,143.311,1806.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.783,143.147,1806.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.063,142.983,1807.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.15,142.819,1807.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108.543,142.655,1807.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.493,142.49,1807.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108.413,142.326,1807.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.763,142.162,1807.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108.32,141.998,1808.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.5,141.834,1808.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.73,141.67,1808.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.523,141.506,1808.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,141.342,1808.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106.563,141.178,1808.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110.313,141.013,1808.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.487,140.849,1809.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.067,140.685,1809.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116.143,140.521,1809.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.93,140.357,1809.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.19,140.193,1809.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.413,140.029,1809.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.53,139.865,1810.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.387,139.701,1810.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.617,139.537,1810.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.39,139.372,1810.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132.543,139.208,1810.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.963,139.044,1810.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.07,138.88,1811.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.67,138.716,1811.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.127,138.552,1811.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.61,138.388,1811.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.567,138.224,1811.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.143,138.06,1811.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.943,137.895,1812.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.097,137.731,1812.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.5,137.567,1812.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.123,137.403,1812.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.493,137.239,1812.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.19,137.075,1812.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.98,136.911,1813.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.583,136.747,1813.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.823,136.583,1813.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.277,136.418,1813.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.073,136.254,1813.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.687,136.09,1813.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.267,135.926,1814.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.47,135.762,1814.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.273,135.598,1814.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.547,135.434,1814.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.847,135.27,1814.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.04,135.106,1814.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.093,134.941,1815.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177.313,134.775,1815.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.237,134.588,1815.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179.953,134.4,1815.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.783,134.212,1815.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.487,134.025,1815.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171.71,133.837,1816.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.563,133.667,1816.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.573,133.503,1816.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172.32,133.339,1816.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171.55,133.175,1816.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172.367,133.011,1816.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.9,132.847,1817.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.743,132.683,1817.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.927,132.519,1817.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.91,132.355,1817.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167.983,132.19,1817.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.32,132.026,1817.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.313,131.862,1818.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.103,131.698,1818.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.107,131.534,1818.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.76,131.37,1818.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.283,131.206,1818.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.23,131.042,1818.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167.9,130.878,1819.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.897,130.713,1819.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167.05,130.549,1819.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.33,130.385,1819.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.397,130.221,1819.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.797,130.057,1819.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.537,129.893,1820.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.883,129.729,1820.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.387,129.565,1820.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.92,129.401,1820.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.507,129.236,1820.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.79,129.072,1820.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.96,128.908,1821.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171.863,128.744,1821.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.453,128.58,1821.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.973,128.416,1821.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.27,128.252,1821.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.627,128.088,1821.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.583,127.924,1822.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.367,127.759,1822.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.967,127.595,1822.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.273,127.431,1822.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.737,127.267,1822.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.293,127.103,1822.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.173,126.939,1823.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.967,126.775,1823.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.68,126.611,1823.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.293,126.447,1823.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.13,126.282,1823.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.233,126.118,1823.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.633,125.954,1824.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.673,125.79,1824.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.673,125.626,1824.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.91,125.462,1824.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.04,125.298,1824.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.043,125.134,1824.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.32,124.97,1825.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.773,124.805,1825.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.97,124.641,1825.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.78,124.477,1825.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.173,124.313,1825.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.343,124.149,1825.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.217,123.985,1826.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.66,123.821,1826.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.78,123.657,1826.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.46,123.493,1826.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.14,123.328,1826.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.523,123.164,1826.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.177,123,1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.277,122.836,1827.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.66,122.672,1827.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.443,122.508,1827.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.123,122.338,1827.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.67,122.15,1827.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.96,121.962,1828.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.873,121.775,1828.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.39,121.587,1828.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.43,121.4,1828.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.313,121.234,1828.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.037,121.07,1828.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.017,120.906,1829.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.5,120.742,1829.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.063,120.577,1829.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.587,120.413,1829.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.77,120.249,1829.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.463,120.085,1829.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.1,119.921,1830.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.54,119.757,1830.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.273,119.593,1830.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.357,119.429,1830.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177.327,119.265,1830.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.753,119.1,1830.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.97,118.936,1831.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.923,118.772,1831.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.22,118.608,1831.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.86,118.444,1831.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.92,118.28,1831.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.13,118.116,1831.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.97,117.952,1832.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.663,117.788,1832.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.627,117.623,1832.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.383,117.459,1832.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.607,117.295,1832.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.583,117.131,1832.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.197,116.929,1833.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.337,116.575,1833.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.37,116.222,1833.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.167,115.868,1834.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.907,115.515,1834.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.343,115.161,1834.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.78,114.781,1835.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.04,114.397,1835.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.403,114.017,1835.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.38,113.728,1836.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.943,113.44,1836.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.32,113.128,1836.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121.14,112.743,1837.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.753,112.359,1837.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120.83,111.974,1838.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.5,111.589,1838.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.257,111.204,1838.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.42,110.82,1839.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.6,110.435,1839.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.843,110.05,1839.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.597,109.745,1840.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.08,109.456,1840.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.86,109.166,1840.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.833,108.782,1841.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.553,108.397,1841.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131.823,108.012,1841.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.823,107.628,1842.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.58,107.243,1842.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.257,106.897,1843.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.68,106.609,1843.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.267,106.32,1843.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.803,105.974,1844.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.207,105.59,1844.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.18,105.205,1844.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.523,104.82,1845.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.713,104.436,1845.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.13,104.051,1845.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.123,103.761,1846.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.06,103.472,1846.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.377,103.167,1846.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.3,102.782,1847.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.053,102.397,1847.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.487,102.013,1847.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.027,101.628,1848.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.303,101.243,1848.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.41,100.859,1849.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.87,100.474,1849.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.127,100.089,1849.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.03,99.777,1850.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.507,99.489,1850.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167.893,99.2,1850.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167.357,98.821,1851.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.683,98.436,1851.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.25,98.051,1851.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.343,97.667,1852.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.503,97.282,1852.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.377,96.93,1853.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.677,96.641,1853.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.657,96.353,1853.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.47,96.013,1853.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162.803,95.629,1854.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.017,95.244,1854.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.057,94.859,1855.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.17,94.475,1855.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
