year (AD),age (BP),depth (m),dust (percent),AlProp (missing),SiProp (missing),KProp (missing),CaProp (missing),TiProp (missing),FeProp (missing),UncertaintyDust0x5B0x250x5D0x28Plus0x29 (missing),UncertaintyDust0x5B0x250x5D0x28Minus0x29 (missing)
-46430,48380,6.48,42.5,0.221,0.58,0.028,0.074,0.013,0.083,1.4,2
-46490,48440,6.49,38.5,0.229,0.574,0.028,0.075,0.012,0.083,1.5,2.1
-46550,48500,6.5,35.4,0.24,0.573,0.027,0.066,0.012,0.081,1.3,1.8
-46610,48560,6.51,43.6,0.228,0.591,0.028,0.059,0.013,0.082,0.9,1.4
-46670,48620,6.52,30.6,0.247,0.568,0.025,0.055,0.013,0.091,1,1.5
-46730,48680,6.53,28.6,0.25,0.56,0.026,0.068,0.013,0.083,1.5,2
-46790,48740,6.54,36.2,0.231,0.569,0.029,0.071,0.014,0.086,1.5,2
-46850,48800,6.55,35,0.233,0.569,0.027,0.068,0.014,0.089,1.4,1.9
-46910,48860,6.56,36,0.224,0.569,0.027,0.066,0.014,0.1,1.3,1.8
-46970,48920,6.57,30.5,0.233,0.552,0.026,0.091,0.013,0.086,2.3,3
-47030,48980,6.58,24,0.26,0.558,0.024,0.05,0.014,0.094,1,1.3
-47090,49040,6.59,25,0.253,0.557,0.025,0.054,0.015,0.097,1.1,1.5
-47150,49100,6.6,26.2,0.25,0.559,0.026,0.051,0.015,0.099,1,1.4
-47210,49160,6.61,30.6,0.239,0.566,0.025,0.052,0.015,0.103,1,1.4
-47270,49220,6.62,27.6,0.246,0.562,0.025,0.049,0.015,0.103,0.9,1.4
-47330,49280,6.63,31.4,0.245,0.572,0.025,0.045,0.016,0.098,0.7,1.1
-47390,49340,6.64,28.5,0.251,0.567,0.025,0.044,0.016,0.098,0.7,1.1
-47450,49400,6.65,29.6,0.251,0.571,0.024,0.043,0.015,0.097,0.6,1
-47510,49460,6.66,26.1,0.251,0.561,0.025,0.046,0.015,0.101,0.8,1.3
-47570,49520,6.67,20.7,0.265,0.552,0.024,0.049,0.016,0.094,1,1.3
-47630,49580,6.68,21.3,0.262,0.553,0.025,0.047,0.015,0.098,1,1.3
-47690,49640,6.69,24.6,0.244,0.555,0.026,0.046,0.016,0.113,0.9,1.3
-47750,49700,6.7,24,0.247,0.553,0.026,0.048,0.017,0.109,1,1.4
-47810,49760,6.71,31.5,0.232,0.565,0.028,0.051,0.017,0.108,0.9,1.4
-47870,49820,6.72,26.7,0.232,0.553,0.027,0.055,0.016,0.117,1.2,1.6
-47930,49880,6.73,25.9,0.251,0.559,0.026,0.052,0.016,0.098,1,1.4
-47990,49940,6.74,30,0.242,0.566,0.024,0.051,0.015,0.101,0.9,1.4
-48050,50000,6.75,24,0.256,0.554,0.025,0.058,0.015,0.091,1.3,1.7
-48110,50060,6.76,29,0.252,0.568,0.025,0.046,0.015,0.093,0.8,1.2
-48170,50120,6.77,24.4,0.257,0.559,0.025,0.048,0.015,0.096,0.9,1.3
-48230,50180,6.78,29.1,0.252,0.569,0.025,0.045,0.015,0.095,0.7,1.1
-48290,50240,6.79,25.4,0.264,0.567,0.024,0.035,0.015,0.095,0.4,0.8
-48350,50300,6.8,20.7,0.271,0.559,0.023,0.032,0.015,0.1,0.5,0.6
-48410,50360,6.81,20.8,0.277,0.561,0.023,0.035,0.015,0.089,0.5,0.7
-48470,50420,6.82,21.3,0.269,0.558,0.024,0.039,0.015,0.096,0.7,0.9
-48530,50480,6.83,16.3,0.276,0.547,0.024,0.043,0.015,0.096,0.9,1.1
-48590,50540,6.84,29.5,0.249,0.571,0.025,0.038,0.016,0.101,0.5,0.9
-48650,50600,6.85,30.7,0.25,0.578,0.025,0.028,0.016,0.104,0.1,0.5
-48710,50660,6.86,27.2,0.262,0.574,0.024,0.025,0.015,0.1,0.1,0.3
-48770,50720,6.87,19.5,0.275,0.558,0.023,0.032,0.015,0.096,0.5,0.6
-48830,50780,6.88,26.5,0.26,0.572,0.025,0.023,0.015,0.105,0,0.3
-48890,50840,6.89,27.7,0.266,0.577,0.023,0.024,0.015,0.095,0,0.3
-48950,50900,6.9,25.1,0.261,0.566,0.024,0.033,0.016,0.1,0.4,0.7
-49010,50960,6.91,20.9,0.266,0.555,0.024,0.04,0.016,0.099,0.7,1
-49070,51020,6.92,24.9,0.262,0.563,0.024,0.042,0.016,0.093,0.7,1
-49130,51080,6.93,22.2,0.267,0.56,0.023,0.039,0.015,0.096,0.6,0.9
-49190,51140,6.94,18.5,0.276,0.553,0.023,0.041,0.015,0.092,0.8,1
-49250,51200,6.95,19.3,0.27,0.553,0.024,0.041,0.014,0.097,0.8,1
-49310,51260,6.96,23.3,0.268,0.562,0.023,0.043,0.015,0.091,0.7,1
-49370,51320,6.97,21.2,0.27,0.557,0.024,0.043,0.015,0.091,0.8,1.1
-49430,51380,6.98,25.1,0.261,0.562,0.023,0.047,0.015,0.092,0.8,1.2
-49490,51440,6.99,23.8,0.26,0.559,0.023,0.047,0.015,0.096,0.9,1.2
-49550,51500,7,15.4,0.274,0.544,0.022,0.049,0.014,0.097,1.1,1.4
-49910,51860,7.06,22.4,0.263,0.558,0.023,0.043,0.015,0.099,0.8,1.1
-49970,51920,7.07,26.9,0.254,0.563,0.023,0.052,0.015,0.093,1,1.4
-50030,51980,7.08,22.5,0.261,0.555,0.023,0.051,0.015,0.095,1,1.4
-50090,52040,7.09,30.5,0.24,0.568,0.023,0.048,0.016,0.106,0.8,1.3
-50150,52100,7.1,17.9,0.265,0.547,0.023,0.046,0.015,0.105,1,1.2
-50210,52160,7.11,25,0.25,0.557,0.022,0.052,0.015,0.104,1,1.5
-50270,52220,7.12,17.8,0.268,0.548,0.023,0.046,0.015,0.101,1,1.2
-50330,52280,7.13,22.6,0.254,0.553,0.024,0.051,0.015,0.103,1.1,1.5
-50390,52340,7.14,17.1,0.266,0.544,0.024,0.05,0.015,0.102,1.2,1.5
-50450,52400,7.15,28,0.246,0.563,0.021,0.053,0.014,0.102,1,1.5
-50510,52460,7.16,26,0.254,0.561,0.023,0.052,0.014,0.096,1,1.4
-50570,52520,7.17,25.9,0.251,0.56,0.023,0.05,0.015,0.101,1,1.4
-50630,52580,7.18,20.2,0.258,0.548,0.023,0.053,0.015,0.104,1.2,1.5
-50690,52640,7.19,25.8,0.247,0.557,0.023,0.055,0.014,0.104,1.1,1.5
-50810,52760,7.21,14.5,0.27,0.539,0.024,0.05,0.015,0.103,1.2,1.5
-50870,52820,7.22,22,0.266,0.557,0.021,0.049,0.014,0.093,1,1.3
-50930,52880,7.23,16.4,0.28,0.548,0.022,0.047,0.014,0.09,1,1.3
-50990,52940,7.24,27.3,0.251,0.564,0.024,0.046,0.015,0.1,0.8,1.2
-51050,53000,7.25,22.1,0.265,0.556,0.023,0.05,0.014,0.093,1,1.3
-51110,53060,7.26,24.3,0.253,0.557,0.023,0.052,0.015,0.1,1.1,1.5
-51170,53120,7.27,22,0.258,0.553,0.023,0.051,0.014,0.1,1.1,1.4
-51230,53180,7.28,27.7,0.247,0.562,0.023,0.053,0.015,0.1,1,1.5
-51290,53240,7.29,23.8,0.256,0.556,0.023,0.055,0.014,0.097,1.1,1.6
-51350,53300,7.3,23.3,0.255,0.553,0.024,0.057,0.014,0.096,1.3,1.7
-51410,53360,7.31,23.1,0.255,0.552,0.024,0.061,0.014,0.094,1.4,1.8
-51470,53420,7.32,16.8,0.264,0.536,0.023,0.077,0.013,0.088,2.1,2.7
-51530,53480,7.33,19.9,0.258,0.541,0.024,0.076,0.013,0.089,2,2.5
-51590,53540,7.34,19.3,0.269,0.549,0.022,0.056,0.014,0.09,1.3,1.7
-51710,53660,7.36,16.6,0.26,0.536,0.023,0.07,0.013,0.097,1.9,2.3
-51770,53720,7.37,20.6,0.251,0.54,0.022,0.081,0.013,0.094,2.2,2.7
-51830,53780,7.38,24.9,0.238,0.543,0.022,0.09,0.013,0.095,2.4,3.1
-51890,53840,7.39,22.4,0.254,0.546,0.023,0.077,0.013,0.088,2,2.5
-51950,53900,7.4,26.7,0.238,0.545,0.022,0.094,0.013,0.088,2.5,3.2
-51990,53940,7.41,21.1,0.247,0.536,0.022,0.093,0.013,0.089,2.7,3.4
-52040,53990,7.42,19.6,0.247,0.53,0.024,0.102,0.012,0.085,3.1,3.8
-52080,54030,7.43,22,0.231,0.527,0.023,0.114,0.012,0.094,3.5,4.4
-52120,54070,7.44,26.3,0.233,0.539,0.023,0.107,0.012,0.086,3,3.9
-52160,54110,7.45,31.3,0.238,0.561,0.023,0.076,0.014,0.089,1.7,2.3
-52210,54160,7.46,17,0.247,0.524,0.023,0.105,0.012,0.089,3.3,4.1
-52250,54200,7.47,22.9,0.234,0.529,0.023,0.115,0.011,0.086,3.5,4.5
-52290,54240,7.48,20.6,0.239,0.525,0.023,0.117,0.012,0.083,3.7,4.6
-52340,54290,7.49,18.6,0.241,0.522,0.024,0.115,0.012,0.085,3.7,4.6
-52380,54330,7.5,20.6,0.237,0.525,0.023,0.118,0.012,0.085,3.7,4.7
-52420,54370,7.51,22.1,0.241,0.533,0.022,0.107,0.012,0.085,3.2,4
-52510,54460,7.53,23.6,0.241,0.539,0.023,0.097,0.012,0.089,2.7,3.5
-52550,54500,7.54,26.6,0.237,0.544,0.024,0.097,0.012,0.086,2.6,3.4
-52630,54580,7.56,21.8,0.245,0.537,0.024,0.094,0.012,0.088,2.7,3.4
-52680,54630,7.57,28.7,0.235,0.55,0.023,0.089,0.014,0.09,2.3,3.1
-52720,54670,7.58,22.5,0.246,0.54,0.022,0.088,0.013,0.09,2.4,3.1
-52760,54710,7.59,21.2,0.253,0.541,0.023,0.084,0.012,0.088,2.3,2.8
-52810,54760,7.6,23.9,0.248,0.545,0.024,0.082,0.013,0.088,2.2,2.8
-52850,54800,7.61,21.8,0.247,0.539,0.023,0.088,0.013,0.091,2.4,3.1
-52930,54880,7.63,19.8,0.268,0.548,0.023,0.062,0.013,0.086,1.5,1.9
-52980,54930,7.64,20.8,0.265,0.55,0.024,0.061,0.013,0.087,1.4,1.8
-53060,55010,7.66,22.8,0.262,0.554,0.024,0.06,0.014,0.088,1.4,1.7
-53100,55050,7.67,23.6,0.261,0.555,0.024,0.062,0.013,0.086,1.4,1.8
-53150,55100,7.68,23.9,0.255,0.552,0.025,0.064,0.014,0.09,1.5,1.9
-53190,55140,7.69,25.5,0.252,0.557,0.024,0.059,0.013,0.094,1.3,1.7
-53230,55180,7.7,26,0.251,0.557,0.024,0.062,0.013,0.093,1.3,1.8
-53280,55230,7.71,24.6,0.251,0.553,0.024,0.064,0.013,0.095,1.5,2
-53320,55270,7.72,33.6,0.234,0.568,0.025,0.063,0.014,0.096,1.3,1.7
-53360,55310,7.73,27.9,0.238,0.553,0.024,0.074,0.014,0.098,1.7,2.4
-53400,55350,7.74,30.3,0.236,0.561,0.025,0.064,0.014,0.101,1.4,1.9
-53450,55400,7.75,26.9,0.253,0.56,0.025,0.058,0.014,0.09,1.2,1.6
-53490,55440,7.76,27.8,0.243,0.556,0.025,0.069,0.014,0.093,1.6,2.2
-53530,55480,7.77,24.3,0.258,0.555,0.025,0.06,0.014,0.088,1.3,1.8
-53620,55570,7.79,26,0.257,0.562,0.025,0.05,0.014,0.092,0.9,1.4
-53660,55610,7.8,22.6,0.269,0.56,0.026,0.039,0.015,0.091,0.7,0.9
-53700,55650,7.81,20.7,0.276,0.56,0.024,0.037,0.014,0.089,0.6,0.8
-53750,55700,7.82,32.5,0.259,0.588,0.024,0.021,0.014,0.094,0.1,0.1
-53790,55740,7.83,27.2,0.267,0.575,0.024,0.027,0.015,0.092,0.1,0.4
-53830,55780,7.84,22.6,0.275,0.566,0.023,0.028,0.015,0.092,0.3,0.4
-53870,55820,7.85,20.1,0.28,0.561,0.023,0.031,0.014,0.09,0.4,0.6
-53920,55870,7.86,28.1,0.261,0.575,0.024,0.028,0.015,0.097,0.2,0.5
-53960,55910,7.87,19.6,0.282,0.561,0.023,0.029,0.014,0.091,0.3,0.5
-54000,55950,7.88,23.9,0.272,0.569,0.023,0.028,0.015,0.094,0.2,0.4
-54040,55990,7.89,25.2,0.275,0.574,0.022,0.026,0.015,0.089,0.1,0.3
-54090,56040,7.9,26.9,0.267,0.574,0.023,0.028,0.014,0.093,0.2,0.5
-54130,56080,7.91,19.5,0.283,0.562,0.023,0.025,0.014,0.093,0.2,0.3
-54220,56170,7.93,22.6,0.279,0.569,0.023,0.027,0.014,0.09,0.2,0.4
-54260,56210,7.94,19.2,0.282,0.561,0.023,0.028,0.014,0.092,0.3,0.4
-54300,56250,7.95,22.7,0.28,0.569,0.022,0.026,0.014,0.089,0.2,0.3
-54390,56340,7.96,21.6,0.276,0.565,0.023,0.029,0.014,0.094,0.3,0.5
-54470,56420,7.97,19.6,0.283,0.562,0.023,0.029,0.015,0.089,0.3,0.5
-54560,56510,7.98,26.5,0.265,0.572,0.024,0.03,0.015,0.094,0.3,0.6
-54650,56600,7.99,28.6,0.251,0.571,0.026,0.032,0.015,0.105,0.3,0.7
-54730,56680,8,23.5,0.273,0.567,0.024,0.03,0.014,0.092,0.3,0.5
-54910,56860,8.02,28.8,0.26,0.575,0.025,0.032,0.014,0.093,0.2,0.6
-54990,56940,8.03,20.9,0.275,0.561,0.025,0.03,0.014,0.095,0.4,0.5
-55080,57030,8.04,22.9,0.268,0.563,0.025,0.034,0.015,0.097,0.5,0.7
-55250,57200,8.06,18.3,0.272,0.552,0.025,0.038,0.014,0.1,0.7,0.9
-55340,57290,8.07,26.6,0.258,0.567,0.025,0.039,0.014,0.097,0.5,0.9
-55430,57380,8.08,27.1,0.252,0.563,0.024,0.051,0.013,0.097,0.9,1.4
-55510,57460,8.09,28,0.254,0.568,0.024,0.044,0.014,0.096,0.7,1.1
-55600,57550,8.1,21.2,0.259,0.551,0.023,0.056,0.013,0.098,1.3,1.6
-55690,57640,8.11,24.4,0.255,0.556,0.024,0.055,0.014,0.096,1.1,1.6
-55770,57720,8.12,25.6,0.255,0.56,0.025,0.053,0.013,0.094,1,1.5
-55860,57810,8.13,26.5,0.25,0.559,0.026,0.058,0.013,0.096,1.2,1.7
-55950,57900,8.14,19.9,0.264,0.548,0.023,0.06,0.013,0.092,1.4,1.8
-56030,57980,8.15,34.9,0.237,0.576,0.023,0.056,0.013,0.095,1,1.4
-56210,58160,8.17,19.3,0.26,0.543,0.024,0.066,0.013,0.094,1.7,2.1
-56290,58240,8.18,30.9,0.234,0.559,0.025,0.073,0.013,0.096,1.7,2.2
-56380,58330,8.19,27,0.245,0.553,0.023,0.077,0.012,0.09,1.9,2.5
-56470,58420,8.2,26.9,0.242,0.552,0.022,0.078,0.012,0.093,1.9,2.5
-56550,58500,8.21,17.2,0.259,0.535,0.023,0.077,0.013,0.093,2.2,2.7
-56640,58590,8.22,22.5,0.245,0.54,0.024,0.085,0.012,0.093,2.3,2.9
-56730,58680,8.23,22.8,0.249,0.545,0.023,0.077,0.012,0.094,2,2.6
-56810,58760,8.24,20.1,0.257,0.54,0.023,0.081,0.013,0.086,2.2,2.8
-56900,58850,8.25,21.4,0.251,0.54,0.023,0.086,0.012,0.089,2.4,2.9
-56950,58900,8.26,26.2,0.231,0.541,0.024,0.097,0.012,0.096,2.7,3.5
-57000,58950,8.27,15.6,0.258,0.527,0.023,0.094,0.012,0.087,2.8,3.5
-57100,59050,8.29,28.9,0.217,0.532,0.025,0.129,0.011,0.086,3.9,5.1
-57150,59100,8.3,23.8,0.227,0.528,0.023,0.12,0.011,0.091,3.7,4.7
-57240,59190,8.32,27.1,0.234,0.548,0.024,0.082,0.012,0.099,2.1,2.7
-57290,59240,8.33,22.1,0.232,0.526,0.023,0.121,0.011,0.087,3.8,4.8
-57340,59290,8.34,32.2,0.205,0.53,0.023,0.146,0.01,0.085,4.5,5.8
-57390,59340,8.35,24.1,0.225,0.524,0.022,0.134,0.011,0.083,4.3,5.5
-57440,59390,8.36,31.9,0.222,0.546,0.024,0.11,0.012,0.087,3,3.9
-57490,59440,8.37,30.3,0.22,0.538,0.023,0.126,0.011,0.083,3.7,4.8
-57540,59490,8.38,36.8,0.201,0.539,0.025,0.141,0.01,0.083,4.1,5.4
-57590,59540,8.39,32.8,0.209,0.533,0.026,0.143,0.01,0.08,4.4,5.6
-57640,59590,8.4,31.1,0.211,0.531,0.025,0.143,0.01,0.081,4.4,5.7
-57680,59630,8.41,30.1,0.211,0.528,0.024,0.144,0.01,0.084,4.5,5.8
-57730,59680,8.42,37.3,0.206,0.544,0.025,0.137,0.01,0.079,3.9,5.1
-57780,59730,8.43,29,0.216,0.529,0.026,0.137,0.01,0.082,4.2,5.5
-57830,59780,8.44,38.2,0.197,0.542,0.026,0.139,0.011,0.086,4,5.2
-57880,59830,8.45,33.6,0.211,0.539,0.025,0.131,0.011,0.083,3.9,4.9
-57930,59880,8.46,35.5,0.209,0.542,0.025,0.134,0.011,0.08,3.9,5
-57980,59930,8.47,36,0.201,0.538,0.025,0.14,0.011,0.086,4.1,5.3
-58030,59980,8.48,32.5,0.214,0.537,0.025,0.133,0.011,0.079,4,5.1
